province_name,district_code,district_name,area_name,area_type,ownership_status,total_by_tenure,percent_by_tenure,facility,source,total_by_facility,percent_by_facility,count
BALOCHISTAN,107,KHUZDAR DISTRICT,KHUZDAR DISTRICT,TOTAL,OWNED,109735,92.53,KITCHEN,SEPARATE,74976,63.22,70090
BALOCHISTAN,107,KHUZDAR DISTRICT,KHUZDAR DISTRICT,TOTAL,OWNED,109735,92.53,KITCHEN,SHARED,29782,25.11,26907
BALOCHISTAN,107,KHUZDAR DISTRICT,KHUZDAR DISTRICT,TOTAL,OWNED,109735,92.53,KITCHEN,NONE,13840,11.67,12738
BALOCHISTAN,107,KHUZDAR DISTRICT,KHUZDAR DISTRICT,TOTAL,OWNED,109735,92.53,BATH,SEPARATE,72010,60.72,67320
BALOCHISTAN,107,KHUZDAR DISTRICT,KHUZDAR DISTRICT,TOTAL,OWNED,109735,92.53,BATH,SHARED,28246,23.82,25370
BALOCHISTAN,107,KHUZDAR DISTRICT,KHUZDAR DISTRICT,TOTAL,OWNED,109735,92.53,BATH,NONE,18342,15.47,17045
BALOCHISTAN,107,KHUZDAR DISTRICT,KHUZDAR DISTRICT,TOTAL,OWNED,109735,92.53,LATRINE,SEWER,9264,7.81,7373
BALOCHISTAN,107,KHUZDAR DISTRICT,KHUZDAR DISTRICT,TOTAL,OWNED,109735,92.53,LATRINE,SEPTIC TANK,16282,13.73,14707
BALOCHISTAN,107,KHUZDAR DISTRICT,KHUZDAR DISTRICT,TOTAL,OWNED,109735,92.53,LATRINE,OPEN DRAIN,10121,8.53,9485
BALOCHISTAN,107,KHUZDAR DISTRICT,KHUZDAR DISTRICT,TOTAL,OWNED,109735,92.53,LATRINE,PIT WITH SLAB,29086,24.52,26914
BALOCHISTAN,107,KHUZDAR DISTRICT,KHUZDAR DISTRICT,TOTAL,OWNED,109735,92.53,LATRINE,OTHER,19153,16.15,18168
BALOCHISTAN,107,KHUZDAR DISTRICT,KHUZDAR DISTRICT,TOTAL,OWNED,109735,92.53,LATRINE,NONE,34692,29.25,33088
BALOCHISTAN,107,KHUZDAR DISTRICT,KHUZDAR DISTRICT,TOTAL,RENTED,3817,3.22,KITCHEN,SEPARATE,74976,63.22,2542
BALOCHISTAN,107,KHUZDAR DISTRICT,KHUZDAR DISTRICT,TOTAL,RENTED,3817,3.22,KITCHEN,SHARED,29782,25.11,1072
BALOCHISTAN,107,KHUZDAR DISTRICT,KHUZDAR DISTRICT,TOTAL,RENTED,3817,3.22,KITCHEN,NONE,13840,11.67,203
BALOCHISTAN,107,KHUZDAR DISTRICT,KHUZDAR DISTRICT,TOTAL,RENTED,3817,3.22,BATH,SEPARATE,72010,60.72,2548
BALOCHISTAN,107,KHUZDAR DISTRICT,KHUZDAR DISTRICT,TOTAL,RENTED,3817,3.22,BATH,SHARED,28246,23.82,1037
BALOCHISTAN,107,KHUZDAR DISTRICT,KHUZDAR DISTRICT,TOTAL,RENTED,3817,3.22,BATH,NONE,18342,15.47,232
BALOCHISTAN,107,KHUZDAR DISTRICT,KHUZDAR DISTRICT,TOTAL,RENTED,3817,3.22,LATRINE,SEWER,9264,7.81,1581
BALOCHISTAN,107,KHUZDAR DISTRICT,KHUZDAR DISTRICT,TOTAL,RENTED,3817,3.22,LATRINE,SEPTIC TANK,16282,13.73,826
BALOCHISTAN,107,KHUZDAR DISTRICT,KHUZDAR DISTRICT,TOTAL,RENTED,3817,3.22,LATRINE,OPEN DRAIN,10121,8.53,192
BALOCHISTAN,107,KHUZDAR DISTRICT,KHUZDAR DISTRICT,TOTAL,RENTED,3817,3.22,LATRINE,PIT WITH SLAB,29086,24.52,812
BALOCHISTAN,107,KHUZDAR DISTRICT,KHUZDAR DISTRICT,TOTAL,RENTED,3817,3.22,LATRINE,OTHER,19153,16.15,207
BALOCHISTAN,107,KHUZDAR DISTRICT,KHUZDAR DISTRICT,TOTAL,RENTED,3817,3.22,LATRINE,NONE,34692,29.25,199
BALOCHISTAN,107,KHUZDAR DISTRICT,KHUZDAR DISTRICT,TOTAL,RENT FREE,5046,4.25,KITCHEN,SEPARATE,74976,63.22,2344
