province_name,district_code,district_name,area_name,area_type,gender,nationality_status,age_group,count
BALOCHISTAN,127,SIBI DISTRICT,SIBI DISTRICT,TOTAL,ALL SEXES,TOTAL,ALL AGES,179751
BALOCHISTAN,127,SIBI DISTRICT,SIBI DISTRICT,TOTAL,ALL SEXES,PAKISTANI,ALL AGES,179708
BALOCHISTAN,127,SIBI DISTRICT,SIBI DISTRICT,TOTAL,ALL SEXES,NON-PAKISTANI,ALL AGES,43
BALOCHISTAN,127,SIBI DISTRICT,SIBI DISTRICT,RURAL,ALL SEXES,TOTAL,ALL AGES,115077
BALOCHISTAN,127,SIBI DISTRICT,SIBI DISTRICT,RURAL,ALL SEXES,PAKISTANI,ALL AGES,115044
BALOCHISTAN,127,SIBI DISTRICT,SIBI DISTRICT,RURAL,ALL SEXES,NON-PAKISTANI,ALL AGES,33
BALOCHISTAN,127,SIBI DISTRICT,SIBI DISTRICT,URBAN,ALL SEXES,TOTAL,ALL AGES,64674
BALOCHISTAN,127,SIBI DISTRICT,SIBI DISTRICT,URBAN,ALL SEXES,PAKISTANI,ALL AGES,64664
BALOCHISTAN,127,SIBI DISTRICT,SIBI DISTRICT,URBAN,ALL SEXES,NON-PAKISTANI,ALL AGES,10
BALOCHISTAN,127,SIBI DISTRICT,SIBI DISTRICT,TOTAL,ALL SEXES,TOTAL,00 - 04,27830
BALOCHISTAN,127,SIBI DISTRICT,SIBI DISTRICT,TOTAL,ALL SEXES,PAKISTANI,00 - 04,27811
BALOCHISTAN,127,SIBI DISTRICT,SIBI DISTRICT,TOTAL,ALL SEXES,NON-PAKISTANI,00 - 04,19
BALOCHISTAN,127,SIBI DISTRICT,SIBI DISTRICT,RURAL,ALL SEXES,TOTAL,00 - 04,19333
BALOCHISTAN,127,SIBI DISTRICT,SIBI DISTRICT,RURAL,ALL SEXES,PAKISTANI,00 - 04,19316
BALOCHISTAN,127,SIBI DISTRICT,SIBI DISTRICT,RURAL,ALL SEXES,NON-PAKISTANI,00 - 04,17
BALOCHISTAN,127,SIBI DISTRICT,SIBI DISTRICT,URBAN,ALL SEXES,TOTAL,00 - 04,8497
BALOCHISTAN,127,SIBI DISTRICT,SIBI DISTRICT,URBAN,ALL SEXES,PAKISTANI,00 - 04,8495
BALOCHISTAN,127,SIBI DISTRICT,SIBI DISTRICT,URBAN,ALL SEXES,NON-PAKISTANI,00 - 04,2
BALOCHISTAN,127,SIBI DISTRICT,SIBI DISTRICT,TOTAL,ALL SEXES,TOTAL,05 - 09,28381
BALOCHISTAN,127,SIBI DISTRICT,SIBI DISTRICT,TOTAL,ALL SEXES,PAKISTANI,05 - 09,28372
BALOCHISTAN,127,SIBI DISTRICT,SIBI DISTRICT,TOTAL,ALL SEXES,NON-PAKISTANI,05 - 09,9
BALOCHISTAN,127,SIBI DISTRICT,SIBI DISTRICT,RURAL,ALL SEXES,TOTAL,05 - 09,19345
BALOCHISTAN,127,SIBI DISTRICT,SIBI DISTRICT,RURAL,ALL SEXES,PAKISTANI,05 - 09,19337
BALOCHISTAN,127,SIBI DISTRICT,SIBI DISTRICT,RURAL,ALL SEXES,NON-PAKISTANI,05 - 09,8
BALOCHISTAN,127,SIBI DISTRICT,SIBI DISTRICT,URBAN,ALL SEXES,TOTAL,05 - 09,9036
BALOCHISTAN,127,SIBI DISTRICT,SIBI DISTRICT,URBAN,ALL SEXES,PAKISTANI,05 - 09,9035
BALOCHISTAN,127,SIBI DISTRICT,SIBI DISTRICT,URBAN,ALL SEXES,NON-PAKISTANI,05 - 09,1
BALOCHISTAN,127,SIBI DISTRICT,SIBI DISTRICT,TOTAL,ALL SEXES,TOTAL,10 - 14,20208
BALOCHISTAN,127,SIBI DISTRICT,SIBI DISTRICT,TOTAL,ALL SEXES,PAKISTANI,10 - 14,20206
BALOCHISTAN,127,SIBI DISTRICT,SIBI DISTRICT,TOTAL,ALL SEXES,NON-PAKISTANI,10 - 14,2
BALOCHISTAN,127,SIBI DISTRICT,SIBI DISTRICT,RURAL,ALL SEXES,TOTAL,10 - 14,12925
BALOCHISTAN,127,SIBI DISTRICT,SIBI DISTRICT,RURAL,ALL SEXES,PAKISTANI,10 - 14,12924
BALOCHISTAN,127,SIBI DISTRICT,SIBI DISTRICT,RURAL,ALL SEXES,NON-PAKISTANI,10 - 14,1
BALOCHISTAN,127,SIBI DISTRICT,SIBI DISTRICT,URBAN,ALL SEXES,TOTAL,10 - 14,7283
BALOCHISTAN,127,SIBI DISTRICT,SIBI DISTRICT,URBAN,ALL SEXES,PAKISTANI,10 - 14,7282
BALOCHISTAN,127,SIBI DISTRICT,SIBI DISTRICT,URBAN,ALL SEXES,NON-PAKISTANI,10 - 14,1
BALOCHISTAN,127,SIBI DISTRICT,SIBI DISTRICT,TOTAL,ALL SEXES,TOTAL,15 - 19,17336
BALOCHISTAN,127,SIBI DISTRICT,SIBI DISTRICT,TOTAL,ALL SEXES,PAKISTANI,15 - 19,17332
BALOCHISTAN,127,SIBI DISTRICT,SIBI DISTRICT,TOTAL,ALL SEXES,NON-PAKISTANI,15 - 19,4
BALOCHISTAN,127,SIBI DISTRICT,SIBI DISTRICT,RURAL,ALL SEXES,TOTAL,15 - 19,10482
BALOCHISTAN,127,SIBI DISTRICT,SIBI DISTRICT,RURAL,ALL SEXES,PAKISTANI,15 - 19,10481
BALOCHISTAN,127,SIBI DISTRICT,SIBI DISTRICT,RURAL,ALL SEXES,NON-PAKISTANI,15 - 19,1
BALOCHISTAN,127,SIBI DISTRICT,SIBI DISTRICT,URBAN,ALL SEXES,TOTAL,15 - 19,6854
BALOCHISTAN,127,SIBI DISTRICT,SIBI DISTRICT,URBAN,ALL SEXES,PAKISTANI,15 - 19,6851
BALOCHISTAN,127,SIBI DISTRICT,SIBI DISTRICT,URBAN,ALL SEXES,NON-PAKISTANI,15 - 19,3
BALOCHISTAN,127,SIBI DISTRICT,SIBI DISTRICT,TOTAL,ALL SEXES,TOTAL,20 - 24,15154
BALOCHISTAN,127,SIBI DISTRICT,SIBI DISTRICT,TOTAL,ALL SEXES,PAKISTANI,20 - 24,15154
BALOCHISTAN,127,SIBI DISTRICT,SIBI DISTRICT,TOTAL,ALL SEXES,NON-PAKISTANI,20 - 24,0
BALOCHISTAN,127,SIBI DISTRICT,SIBI DISTRICT,RURAL,ALL SEXES,TOTAL,20 - 24,9265
BALOCHISTAN,127,SIBI DISTRICT,SIBI DISTRICT,RURAL,ALL SEXES,PAKISTANI,20 - 24,9265
BALOCHISTAN,127,SIBI DISTRICT,SIBI DISTRICT,RURAL,ALL SEXES,NON-PAKISTANI,20 - 24,0
BALOCHISTAN,127,SIBI DISTRICT,SIBI DISTRICT,URBAN,ALL SEXES,TOTAL,20 - 24,5889
BALOCHISTAN,127,SIBI DISTRICT,SIBI DISTRICT,URBAN,ALL SEXES,PAKISTANI,20 - 24,5889
BALOCHISTAN,127,SIBI DISTRICT,SIBI DISTRICT,URBAN,ALL SEXES,NON-PAKISTANI,20 - 24,0
BALOCHISTAN,127,SIBI DISTRICT,SIBI DISTRICT,TOTAL,ALL SEXES,TOTAL,25 - 29,14200
BALOCHISTAN,127,SIBI DISTRICT,SIBI DISTRICT,TOTAL,ALL SEXES,PAKISTANI,25 - 29,14195
BALOCHISTAN,127,SIBI DISTRICT,SIBI DISTRICT,TOTAL,ALL SEXES,NON-PAKISTANI,25 - 29,5
BALOCHISTAN,127,SIBI DISTRICT,SIBI DISTRICT,RURAL,ALL SEXES,TOTAL,25 - 29,8749
BALOCHISTAN,127,SIBI DISTRICT,SIBI DISTRICT,RURAL,ALL SEXES,PAKISTANI,25 - 29,8745
BALOCHISTAN,127,SIBI DISTRICT,SIBI DISTRICT,RURAL,ALL SEXES,NON-PAKISTANI,25 - 29,4
BALOCHISTAN,127,SIBI DISTRICT,SIBI DISTRICT,URBAN,ALL SEXES,TOTAL,25 - 29,5451
BALOCHISTAN,127,SIBI DISTRICT,SIBI DISTRICT,URBAN,ALL SEXES,PAKISTANI,25 - 29,5450
BALOCHISTAN,127,SIBI DISTRICT,SIBI DISTRICT,URBAN,ALL SEXES,NON-PAKISTANI,25 - 29,1
BALOCHISTAN,127,SIBI DISTRICT,SIBI DISTRICT,TOTAL,ALL SEXES,TOTAL,30 - 34,12333
BALOCHISTAN,127,SIBI DISTRICT,SIBI DISTRICT,TOTAL,ALL SEXES,PAKISTANI,30 - 34,12330
BALOCHISTAN,127,SIBI DISTRICT,SIBI DISTRICT,TOTAL,ALL SEXES,NON-PAKISTANI,30 - 34,3
BALOCHISTAN,127,SIBI DISTRICT,SIBI DISTRICT,RURAL,ALL SEXES,TOTAL,30 - 34,7617
BALOCHISTAN,127,SIBI DISTRICT,SIBI DISTRICT,RURAL,ALL SEXES,PAKISTANI,30 - 34,7616
BALOCHISTAN,127,SIBI DISTRICT,SIBI DISTRICT,RURAL,ALL SEXES,NON-PAKISTANI,30 - 34,1
BALOCHISTAN,127,SIBI DISTRICT,SIBI DISTRICT,URBAN,ALL SEXES,TOTAL,30 - 34,4716
BALOCHISTAN,127,SIBI DISTRICT,SIBI DISTRICT,URBAN,ALL SEXES,PAKISTANI,30 - 34,4714
BALOCHISTAN,127,SIBI DISTRICT,SIBI DISTRICT,URBAN,ALL SEXES,NON-PAKISTANI,30 - 34,2
BALOCHISTAN,127,SIBI DISTRICT,SIBI DISTRICT,TOTAL,ALL SEXES,TOTAL,35 - 39,10702
