province_name,district_code,district_name,area_name,area_type,household_sizes,number_of_rooms,total_housing_units_by_hh_size,percent_of_total_units_by_hh_size,rooms_per_housing_unit,total_housing_units_by_room_size,percent_of_total_units_by_room_size,persons_per_housing_unit,count
BALOCHISTAN,127,SIBI DISTRICT,SIBI DISTRICT,TOTAL,1 PERSON,1,595,2.19,1.71,10430,38.38,4.78,363
BALOCHISTAN,127,SIBI DISTRICT,SIBI DISTRICT,TOTAL,2 PERSONS,1,2911,10.71,1.53,10430,38.38,4.78,1979
BALOCHISTAN,127,SIBI DISTRICT,SIBI DISTRICT,TOTAL,3 PERSONS,1,2826,10.4,1.67,10430,38.38,4.78,1665
BALOCHISTAN,127,SIBI DISTRICT,SIBI DISTRICT,TOTAL,4 PERSONS,1,3208,11.8,1.79,10430,38.38,4.78,1608
BALOCHISTAN,127,SIBI DISTRICT,SIBI DISTRICT,TOTAL,5 PERSONS,1,3344,12.3,1.95,10430,38.38,4.78,1349
BALOCHISTAN,127,SIBI DISTRICT,SIBI DISTRICT,TOTAL,6 PERSONS,1,3151,11.59,2.06,10430,38.38,4.78,1070
BALOCHISTAN,127,SIBI DISTRICT,SIBI DISTRICT,TOTAL,7 PERSONS,1,2841,10.45,2.14,10430,38.38,4.78,860
BALOCHISTAN,127,SIBI DISTRICT,SIBI DISTRICT,TOTAL,8 PERSONS,1,2287,8.42,2.32,10430,38.38,4.78,556
BALOCHISTAN,127,SIBI DISTRICT,SIBI DISTRICT,TOTAL,9 PERSONS,1,1767,6.5,2.44,10430,38.38,4.78,387
BALOCHISTAN,127,SIBI DISTRICT,SIBI DISTRICT,TOTAL,10 PERSONS AND ABOVE,1,4247,15.63,3.16,10430,38.38,4.78,593
BALOCHISTAN,127,SIBI DISTRICT,SIBI DISTRICT,TOTAL,1 PERSON,2,595,2.19,1.71,9456,34.79,6.36,152
BALOCHISTAN,127,SIBI DISTRICT,SIBI DISTRICT,TOTAL,2 PERSONS,2,2911,10.71,1.53,9456,34.79,6.36,628
BALOCHISTAN,127,SIBI DISTRICT,SIBI DISTRICT,TOTAL,3 PERSONS,2,2826,10.4,1.67,9456,34.79,6.36,761
BALOCHISTAN,127,SIBI DISTRICT,SIBI DISTRICT,TOTAL,4 PERSONS,2,3208,11.8,1.79,9456,34.79,6.36,1095
BALOCHISTAN,127,SIBI DISTRICT,SIBI DISTRICT,TOTAL,5 PERSONS,2,3344,12.3,1.95,9456,34.79,6.36,1340
BALOCHISTAN,127,SIBI DISTRICT,SIBI DISTRICT,TOTAL,6 PERSONS,2,3151,11.59,2.06,9456,34.79,6.36,1368
BALOCHISTAN,127,SIBI DISTRICT,SIBI DISTRICT,TOTAL,7 PERSONS,2,2841,10.45,2.14,9456,34.79,6.36,1236
BALOCHISTAN,127,SIBI DISTRICT,SIBI DISTRICT,TOTAL,8 PERSONS,2,2287,8.42,2.32,9456,34.79,6.36,970
BALOCHISTAN,127,SIBI DISTRICT,SIBI DISTRICT,TOTAL,9 PERSONS,2,1767,6.5,2.44,9456,34.79,6.36,726
BALOCHISTAN,127,SIBI DISTRICT,SIBI DISTRICT,TOTAL,10 PERSONS AND ABOVE,2,4247,15.63,3.16,9456,34.79,6.36,1180
