province_name,district_code,district_name,area_name,area_type,information_source,count
BALOCHISTAN,127,SIBI DISTRICT,SIBI DISTRICT,TOTAL,HOUSEHOLDS WITH ANY SOURCE OF INFORMATION,23924
BALOCHISTAN,127,SIBI DISTRICT,SIBI DISTRICT,TOTAL,RADIO,1109
BALOCHISTAN,127,SIBI DISTRICT,SIBI DISTRICT,TOTAL,TV,14591
BALOCHISTAN,127,SIBI DISTRICT,SIBI DISTRICT,TOTAL,NEWSPAPER,607
BALOCHISTAN,127,SIBI DISTRICT,SIBI DISTRICT,TOTAL,MOBILE,782
BALOCHISTAN,127,SIBI DISTRICT,SIBI DISTRICT,TOTAL,COMPUTER/INTERNET,23118
BALOCHISTAN,127,SIBI DISTRICT,SIBI DISTRICT,RURAL,HOUSEHOLDS WITH ANY SOURCE OF INFORMATION,15398
BALOCHISTAN,127,SIBI DISTRICT,SIBI DISTRICT,RURAL,RADIO,958
BALOCHISTAN,127,SIBI DISTRICT,SIBI DISTRICT,RURAL,TV,7211
BALOCHISTAN,127,SIBI DISTRICT,SIBI DISTRICT,RURAL,NEWSPAPER,259
BALOCHISTAN,127,SIBI DISTRICT,SIBI DISTRICT,RURAL,MOBILE,337
BALOCHISTAN,127,SIBI DISTRICT,SIBI DISTRICT,RURAL,COMPUTER/INTERNET,14829
BALOCHISTAN,127,SIBI DISTRICT,SIBI DISTRICT,URBAN,HOUSEHOLDS WITH ANY SOURCE OF INFORMATION,8526
BALOCHISTAN,127,SIBI DISTRICT,SIBI DISTRICT,URBAN,RADIO,151
BALOCHISTAN,127,SIBI DISTRICT,SIBI DISTRICT,URBAN,TV,7380
BALOCHISTAN,127,SIBI DISTRICT,SIBI DISTRICT,URBAN,NEWSPAPER,348
BALOCHISTAN,127,SIBI DISTRICT,SIBI DISTRICT,URBAN,MOBILE,445
BALOCHISTAN,127,SIBI DISTRICT,SIBI DISTRICT,URBAN,COMPUTER/INTERNET,8289
BALOCHISTAN,127,SIBI DISTRICT,KOT MANDAI SUB-TEHSIL,TOTAL,HOUSEHOLDS WITH ANY SOURCE OF INFORMATION,103
BALOCHISTAN,127,SIBI DISTRICT,KOT MANDAI SUB-TEHSIL,TOTAL,RADIO,14
BALOCHISTAN,127,SIBI DISTRICT,KOT MANDAI SUB-TEHSIL,TOTAL,TV,0
BALOCHISTAN,127,SIBI DISTRICT,KOT MANDAI SUB-TEHSIL,TOTAL,NEWSPAPER,3
BALOCHISTAN,127,SIBI DISTRICT,KOT MANDAI SUB-TEHSIL,TOTAL,MOBILE,1
BALOCHISTAN,127,SIBI DISTRICT,KOT MANDAI SUB-TEHSIL,TOTAL,COMPUTER/INTERNET,92
BALOCHISTAN,127,SIBI DISTRICT,KOT MANDAI SUB-TEHSIL,RURAL,HOUSEHOLDS WITH ANY SOURCE OF INFORMATION,103
BALOCHISTAN,127,SIBI DISTRICT,KOT MANDAI SUB-TEHSIL,RURAL,RADIO,14
BALOCHISTAN,127,SIBI DISTRICT,KOT MANDAI SUB-TEHSIL,RURAL,TV,0
BALOCHISTAN,127,SIBI DISTRICT,KOT MANDAI SUB-TEHSIL,RURAL,NEWSPAPER,3
BALOCHISTAN,127,SIBI DISTRICT,KOT MANDAI SUB-TEHSIL,RURAL,MOBILE,1
BALOCHISTAN,127,SIBI DISTRICT,KOT MANDAI SUB-TEHSIL,RURAL,COMPUTER/INTERNET,92
BALOCHISTAN,127,SIBI DISTRICT,KOT MANDAI SUB-TEHSIL,URBAN,HOUSEHOLDS WITH ANY SOURCE OF INFORMATION,0
BALOCHISTAN,127,SIBI DISTRICT,KOT MANDAI SUB-TEHSIL,URBAN,RADIO,0
