province_name,district_code,district_name,area_name,locality_name,locality_bucket,pop_98,avg_annual_growth_98_17,avg_hh_size,gender,total_population
BALOCHISTAN,127,SIBI DISTRICT,SIBI TEHSIL,SIBI MC,"50,000 - 99,999",48467,1.53,7.19,ALL SEXES,64674
BALOCHISTAN,127,SIBI DISTRICT,SIBI TEHSIL,SIBI MC,"50,000 - 99,999",48467,1.53,7.19,MALE,33680
BALOCHISTAN,127,SIBI DISTRICT,SIBI TEHSIL,SIBI MC,"50,000 - 99,999",48467,1.53,7.19,FEMALE,30980
BALOCHISTAN,127,SIBI DISTRICT,SIBI TEHSIL,SIBI MC,"50,000 - 99,999",48467,1.53,7.19,TRANSGENDER,14
