province_name,district_code,district_name,area_name,area_type,household_sizes,number_of_rooms,total_housing_units_by_hh_size,percent_of_total_units_by_hh_size,rooms_per_housing_unit,total_housing_units_by_room_size,percent_of_total_units_by_room_size,persons_per_housing_unit,count
SINDH,081,KHAIRPUR DISTRICT,KHAIRPUR DISTRICT,TOTAL,1 PERSON,1,10281,2.53,1.27,258081,63.61,5.14,8597
SINDH,081,KHAIRPUR DISTRICT,KHAIRPUR DISTRICT,TOTAL,2 PERSONS,1,46109,11.36,1.26,258081,63.61,5.14,37958
SINDH,081,KHAIRPUR DISTRICT,KHAIRPUR DISTRICT,TOTAL,3 PERSONS,1,46877,11.55,1.32,258081,63.61,5.14,36060
SINDH,081,KHAIRPUR DISTRICT,KHAIRPUR DISTRICT,TOTAL,4 PERSONS,1,51861,12.78,1.4,258081,63.61,5.14,37243
SINDH,081,KHAIRPUR DISTRICT,KHAIRPUR DISTRICT,TOTAL,5 PERSONS,1,52605,12.97,1.48,258081,63.61,5.14,34840
SINDH,081,KHAIRPUR DISTRICT,KHAIRPUR DISTRICT,TOTAL,6 PERSONS,1,51151,12.61,1.56,258081,63.61,5.14,31430
SINDH,081,KHAIRPUR DISTRICT,KHAIRPUR DISTRICT,TOTAL,7 PERSONS,1,43243,10.66,1.62,258081,63.61,5.14,24776
SINDH,081,KHAIRPUR DISTRICT,KHAIRPUR DISTRICT,TOTAL,8 PERSONS,1,34176,8.42,1.68,258081,63.61,5.14,18468
SINDH,081,KHAIRPUR DISTRICT,KHAIRPUR DISTRICT,TOTAL,9 PERSONS,1,23998,5.91,1.77,258081,63.61,5.14,11707
SINDH,081,KHAIRPUR DISTRICT,KHAIRPUR DISTRICT,TOTAL,10 PERSONS AND ABOVE,1,45425,11.2,2.12,258081,63.61,5.14,17002
SINDH,081,KHAIRPUR DISTRICT,KHAIRPUR DISTRICT,TOTAL,1 PERSON,2,10281,2.53,1.27,104137,25.67,6.63,1170
SINDH,081,KHAIRPUR DISTRICT,KHAIRPUR DISTRICT,TOTAL,2 PERSONS,2,46109,11.36,1.26,104137,25.67,6.63,6321
SINDH,081,KHAIRPUR DISTRICT,KHAIRPUR DISTRICT,TOTAL,3 PERSONS,2,46877,11.55,1.32,104137,25.67,6.63,8430
SINDH,081,KHAIRPUR DISTRICT,KHAIRPUR DISTRICT,TOTAL,4 PERSONS,2,51861,12.78,1.4,104137,25.67,6.63,11101
SINDH,081,KHAIRPUR DISTRICT,KHAIRPUR DISTRICT,TOTAL,5 PERSONS,2,52605,12.97,1.48,104137,25.67,6.63,13256
SINDH,081,KHAIRPUR DISTRICT,KHAIRPUR DISTRICT,TOTAL,6 PERSONS,2,51151,12.61,1.56,104137,25.67,6.63,14421
SINDH,081,KHAIRPUR DISTRICT,KHAIRPUR DISTRICT,TOTAL,7 PERSONS,2,43243,10.66,1.62,104137,25.67,6.63,13415
SINDH,081,KHAIRPUR DISTRICT,KHAIRPUR DISTRICT,TOTAL,8 PERSONS,2,34176,8.42,1.68,104137,25.67,6.63,11121
SINDH,081,KHAIRPUR DISTRICT,KHAIRPUR DISTRICT,TOTAL,9 PERSONS,2,23998,5.91,1.77,104137,25.67,6.63,8500
SINDH,081,KHAIRPUR DISTRICT,KHAIRPUR DISTRICT,TOTAL,10 PERSONS AND ABOVE,2,45425,11.2,2.12,104137,25.67,6.63,16402
SINDH,081,KHAIRPUR DISTRICT,KHAIRPUR DISTRICT,TOTAL,1 PERSON,3,10281,2.53,1.27,26962,6.65,7.66,281
SINDH,081,KHAIRPUR DISTRICT,KHAIRPUR DISTRICT,TOTAL,2 PERSONS,3,46109,11.36,1.26,26962,6.65,7.66,1053
SINDH,081,KHAIRPUR DISTRICT,KHAIRPUR DISTRICT,TOTAL,3 PERSONS,3,46877,11.55,1.32,26962,6.65,7.66,1534
SINDH,081,KHAIRPUR DISTRICT,KHAIRPUR DISTRICT,TOTAL,4 PERSONS,3,51861,12.78,1.4,26962,6.65,7.66,2282
SINDH,081,KHAIRPUR DISTRICT,KHAIRPUR DISTRICT,TOTAL,5 PERSONS,3,52605,12.97,1.48,26962,6.65,7.66,2986
SINDH,081,KHAIRPUR DISTRICT,KHAIRPUR DISTRICT,TOTAL,6 PERSONS,3,51151,12.61,1.56,26962,6.65,7.66,3404
SINDH,081,KHAIRPUR DISTRICT,KHAIRPUR DISTRICT,TOTAL,7 PERSONS,3,43243,10.66,1.62,26962,6.65,7.66,3266
SINDH,081,KHAIRPUR DISTRICT,KHAIRPUR DISTRICT,TOTAL,8 PERSONS,3,34176,8.42,1.68,26962,6.65,7.66,3006
SINDH,081,KHAIRPUR DISTRICT,KHAIRPUR DISTRICT,TOTAL,9 PERSONS,3,23998,5.91,1.77,26962,6.65,7.66,2463
SINDH,081,KHAIRPUR DISTRICT,KHAIRPUR DISTRICT,TOTAL,10 PERSONS AND ABOVE,3,45425,11.2,2.12,26962,6.65,7.66,6687
