province_name,district_code,district_name,area_name,area_type,construction_age,total_by_age,percent_by_age,utility,source,total_by_source,percent_by_source,count
SINDH,081,KHAIRPUR DISTRICT,KHAIRPUR DISTRICT,TOTAL,UNDER CONSTRUCTION,9142,2.44,INSIDE WATER,TAP,144371,38.61,5259
SINDH,081,KHAIRPUR DISTRICT,KHAIRPUR DISTRICT,TOTAL,UNDER CONSTRUCTION,9142,2.44,INSIDE WATER,ELECTRIC/HAND PUMP,190725,51,2998
SINDH,081,KHAIRPUR DISTRICT,KHAIRPUR DISTRICT,TOTAL,UNDER CONSTRUCTION,9142,2.44,INSIDE WATER,PROTECTED WELL,967,0.26,72
SINDH,081,KHAIRPUR DISTRICT,KHAIRPUR DISTRICT,TOTAL,UNDER CONSTRUCTION,9142,2.44,INSIDE WATER,UN-PROTECTED WELL,1883,0.5,39
SINDH,081,KHAIRPUR DISTRICT,KHAIRPUR DISTRICT,TOTAL,UNDER CONSTRUCTION,9142,2.44,INSIDE WATER,OTHERS,11340,3.03,216
SINDH,081,KHAIRPUR DISTRICT,KHAIRPUR DISTRICT,TOTAL,UNDER CONSTRUCTION,9142,2.44,OUTSIDE WATER,TAP,5603,1.5,117
SINDH,081,KHAIRPUR DISTRICT,KHAIRPUR DISTRICT,TOTAL,UNDER CONSTRUCTION,9142,2.44,OUTSIDE WATER,ELECTRIC/HAND PUMP,11015,2.95,239
SINDH,081,KHAIRPUR DISTRICT,KHAIRPUR DISTRICT,TOTAL,UNDER CONSTRUCTION,9142,2.44,OUTSIDE WATER,PROTECTED WELL,1839,0.49,11
SINDH,081,KHAIRPUR DISTRICT,KHAIRPUR DISTRICT,TOTAL,UNDER CONSTRUCTION,9142,2.44,OUTSIDE WATER,UN-PROTECTED WELL,1179,0.32,7
SINDH,081,KHAIRPUR DISTRICT,KHAIRPUR DISTRICT,TOTAL,UNDER CONSTRUCTION,9142,2.44,OUTSIDE WATER,SPRING,253,0.07,1
SINDH,081,KHAIRPUR DISTRICT,KHAIRPUR DISTRICT,TOTAL,UNDER CONSTRUCTION,9142,2.44,OUTSIDE WATER,CANAL/RIVER/POND,1227,0.33,73
SINDH,081,KHAIRPUR DISTRICT,KHAIRPUR DISTRICT,TOTAL,UNDER CONSTRUCTION,9142,2.44,OUTSIDE WATER,OTHERS,3566,0.95,110
SINDH,081,KHAIRPUR DISTRICT,KHAIRPUR DISTRICT,TOTAL,UNDER CONSTRUCTION,9142,2.44,COOKING FUEL,WOOD,276587,73.96,6837
SINDH,081,KHAIRPUR DISTRICT,KHAIRPUR DISTRICT,TOTAL,UNDER CONSTRUCTION,9142,2.44,COOKING FUEL,GAS,90755,24.27,1963
SINDH,081,KHAIRPUR DISTRICT,KHAIRPUR DISTRICT,TOTAL,UNDER CONSTRUCTION,9142,2.44,COOKING FUEL,KEROSENE OIL,1113,0.3,62
SINDH,081,KHAIRPUR DISTRICT,KHAIRPUR DISTRICT,TOTAL,UNDER CONSTRUCTION,9142,2.44,COOKING FUEL,OTHERS,5513,1.47,280
SINDH,081,KHAIRPUR DISTRICT,KHAIRPUR DISTRICT,TOTAL,UNDER CONSTRUCTION,9142,2.44,LIGHTING SOURCE,ELECTRICITY,290043,77.56,7780
SINDH,081,KHAIRPUR DISTRICT,KHAIRPUR DISTRICT,TOTAL,UNDER CONSTRUCTION,9142,2.44,LIGHTING SOURCE,KEROSENE OIL,23997,6.42,493
SINDH,081,KHAIRPUR DISTRICT,KHAIRPUR DISTRICT,TOTAL,UNDER CONSTRUCTION,9142,2.44,LIGHTING SOURCE,GAS LAMP,868,0.23,20
SINDH,081,KHAIRPUR DISTRICT,KHAIRPUR DISTRICT,TOTAL,UNDER CONSTRUCTION,9142,2.44,LIGHTING SOURCE,OTHERS,59060,15.79,849
SINDH,081,KHAIRPUR DISTRICT,KHAIRPUR DISTRICT,TOTAL,LESS THAN 5 YEARS,65451,17.5,INSIDE WATER,TAP,144371,38.61,25852
SINDH,081,KHAIRPUR DISTRICT,KHAIRPUR DISTRICT,TOTAL,LESS THAN 5 YEARS,65451,17.5,INSIDE WATER,ELECTRIC/HAND PUMP,190725,51,32176
SINDH,081,KHAIRPUR DISTRICT,KHAIRPUR DISTRICT,TOTAL,LESS THAN 5 YEARS,65451,17.5,INSIDE WATER,PROTECTED WELL,967,0.26,239
SINDH,081,KHAIRPUR DISTRICT,KHAIRPUR DISTRICT,TOTAL,LESS THAN 5 YEARS,65451,17.5,INSIDE WATER,UN-PROTECTED WELL,1883,0.5,357
SINDH,081,KHAIRPUR DISTRICT,KHAIRPUR DISTRICT,TOTAL,LESS THAN 5 YEARS,65451,17.5,INSIDE WATER,OTHERS,11340,3.03,1635
SINDH,081,KHAIRPUR DISTRICT,KHAIRPUR DISTRICT,TOTAL,LESS THAN 5 YEARS,65451,17.5,OUTSIDE WATER,TAP,5603,1.5,1675
SINDH,081,KHAIRPUR DISTRICT,KHAIRPUR DISTRICT,TOTAL,LESS THAN 5 YEARS,65451,17.5,OUTSIDE WATER,ELECTRIC/HAND PUMP,11015,2.95,2023
SINDH,081,KHAIRPUR DISTRICT,KHAIRPUR DISTRICT,TOTAL,LESS THAN 5 YEARS,65451,17.5,OUTSIDE WATER,PROTECTED WELL,1839,0.49,465
SINDH,081,KHAIRPUR DISTRICT,KHAIRPUR DISTRICT,TOTAL,LESS THAN 5 YEARS,65451,17.5,OUTSIDE WATER,UN-PROTECTED WELL,1179,0.32,100
SINDH,081,KHAIRPUR DISTRICT,KHAIRPUR DISTRICT,TOTAL,LESS THAN 5 YEARS,65451,17.5,OUTSIDE WATER,SPRING,253,0.07,64
SINDH,081,KHAIRPUR DISTRICT,KHAIRPUR DISTRICT,TOTAL,LESS THAN 5 YEARS,65451,17.5,OUTSIDE WATER,CANAL/RIVER/POND,1227,0.33,151
SINDH,081,KHAIRPUR DISTRICT,KHAIRPUR DISTRICT,TOTAL,LESS THAN 5 YEARS,65451,17.5,OUTSIDE WATER,OTHERS,3566,0.95,714
SINDH,081,KHAIRPUR DISTRICT,KHAIRPUR DISTRICT,TOTAL,LESS THAN 5 YEARS,65451,17.5,COOKING FUEL,WOOD,276587,73.96,51755
SINDH,081,KHAIRPUR DISTRICT,KHAIRPUR DISTRICT,TOTAL,LESS THAN 5 YEARS,65451,17.5,COOKING FUEL,GAS,90755,24.27,12488
SINDH,081,KHAIRPUR DISTRICT,KHAIRPUR DISTRICT,TOTAL,LESS THAN 5 YEARS,65451,17.5,COOKING FUEL,KEROSENE OIL,1113,0.3,281
SINDH,081,KHAIRPUR DISTRICT,KHAIRPUR DISTRICT,TOTAL,LESS THAN 5 YEARS,65451,17.5,COOKING FUEL,OTHERS,5513,1.47,927
SINDH,081,KHAIRPUR DISTRICT,KHAIRPUR DISTRICT,TOTAL,LESS THAN 5 YEARS,65451,17.5,LIGHTING SOURCE,ELECTRICITY,290043,77.56,47868
SINDH,081,KHAIRPUR DISTRICT,KHAIRPUR DISTRICT,TOTAL,LESS THAN 5 YEARS,65451,17.5,LIGHTING SOURCE,KEROSENE OIL,23997,6.42,5619
SINDH,081,KHAIRPUR DISTRICT,KHAIRPUR DISTRICT,TOTAL,LESS THAN 5 YEARS,65451,17.5,LIGHTING SOURCE,GAS LAMP,868,0.23,330
SINDH,081,KHAIRPUR DISTRICT,KHAIRPUR DISTRICT,TOTAL,LESS THAN 5 YEARS,65451,17.5,LIGHTING SOURCE,OTHERS,59060,15.79,11634
SINDH,081,KHAIRPUR DISTRICT,KHAIRPUR DISTRICT,TOTAL,5-10 YEARS,140384,37.54,INSIDE WATER,TAP,144371,38.61,54035
SINDH,081,KHAIRPUR DISTRICT,KHAIRPUR DISTRICT,TOTAL,5-10 YEARS,140384,37.54,INSIDE WATER,ELECTRIC/HAND PUMP,190725,51,71842
SINDH,081,KHAIRPUR DISTRICT,KHAIRPUR DISTRICT,TOTAL,5-10 YEARS,140384,37.54,INSIDE WATER,PROTECTED WELL,967,0.26,448
SINDH,081,KHAIRPUR DISTRICT,KHAIRPUR DISTRICT,TOTAL,5-10 YEARS,140384,37.54,INSIDE WATER,UN-PROTECTED WELL,1883,0.5,897
SINDH,081,KHAIRPUR DISTRICT,KHAIRPUR DISTRICT,TOTAL,5-10 YEARS,140384,37.54,INSIDE WATER,OTHERS,11340,3.03,4370
SINDH,081,KHAIRPUR DISTRICT,KHAIRPUR DISTRICT,TOTAL,5-10 YEARS,140384,37.54,OUTSIDE WATER,TAP,5603,1.5,1626
SINDH,081,KHAIRPUR DISTRICT,KHAIRPUR DISTRICT,TOTAL,5-10 YEARS,140384,37.54,OUTSIDE WATER,ELECTRIC/HAND PUMP,11015,2.95,4117
SINDH,081,KHAIRPUR DISTRICT,KHAIRPUR DISTRICT,TOTAL,5-10 YEARS,140384,37.54,OUTSIDE WATER,PROTECTED WELL,1839,0.49,540
SINDH,081,KHAIRPUR DISTRICT,KHAIRPUR DISTRICT,TOTAL,5-10 YEARS,140384,37.54,OUTSIDE WATER,UN-PROTECTED WELL,1179,0.32,658
SINDH,081,KHAIRPUR DISTRICT,KHAIRPUR DISTRICT,TOTAL,5-10 YEARS,140384,37.54,OUTSIDE WATER,SPRING,253,0.07,97
SINDH,081,KHAIRPUR DISTRICT,KHAIRPUR DISTRICT,TOTAL,5-10 YEARS,140384,37.54,OUTSIDE WATER,CANAL/RIVER/POND,1227,0.33,472
SINDH,081,KHAIRPUR DISTRICT,KHAIRPUR DISTRICT,TOTAL,5-10 YEARS,140384,37.54,OUTSIDE WATER,OTHERS,3566,0.95,1282
SINDH,081,KHAIRPUR DISTRICT,KHAIRPUR DISTRICT,TOTAL,5-10 YEARS,140384,37.54,COOKING FUEL,WOOD,276587,73.96,106330
SINDH,081,KHAIRPUR DISTRICT,KHAIRPUR DISTRICT,TOTAL,5-10 YEARS,140384,37.54,COOKING FUEL,GAS,90755,24.27,31907
SINDH,081,KHAIRPUR DISTRICT,KHAIRPUR DISTRICT,TOTAL,5-10 YEARS,140384,37.54,COOKING FUEL,KEROSENE OIL,1113,0.3,424
SINDH,081,KHAIRPUR DISTRICT,KHAIRPUR DISTRICT,TOTAL,5-10 YEARS,140384,37.54,COOKING FUEL,OTHERS,5513,1.47,1723
SINDH,081,KHAIRPUR DISTRICT,KHAIRPUR DISTRICT,TOTAL,5-10 YEARS,140384,37.54,LIGHTING SOURCE,ELECTRICITY,290043,77.56,109483
SINDH,081,KHAIRPUR DISTRICT,KHAIRPUR DISTRICT,TOTAL,5-10 YEARS,140384,37.54,LIGHTING SOURCE,KEROSENE OIL,23997,6.42,8365
SINDH,081,KHAIRPUR DISTRICT,KHAIRPUR DISTRICT,TOTAL,5-10 YEARS,140384,37.54,LIGHTING SOURCE,GAS LAMP,868,0.23,342
SINDH,081,KHAIRPUR DISTRICT,KHAIRPUR DISTRICT,TOTAL,5-10 YEARS,140384,37.54,LIGHTING SOURCE,OTHERS,59060,15.79,22194
SINDH,081,KHAIRPUR DISTRICT,KHAIRPUR DISTRICT,TOTAL,11-50 YEARS,146976,39.3,INSIDE WATER,TAP,144371,38.61,54581
SINDH,081,KHAIRPUR DISTRICT,KHAIRPUR DISTRICT,TOTAL,11-50 YEARS,146976,39.3,INSIDE WATER,ELECTRIC/HAND PUMP,190725,51,78193
SINDH,081,KHAIRPUR DISTRICT,KHAIRPUR DISTRICT,TOTAL,11-50 YEARS,146976,39.3,INSIDE WATER,PROTECTED WELL,967,0.26,143
SINDH,081,KHAIRPUR DISTRICT,KHAIRPUR DISTRICT,TOTAL,11-50 YEARS,146976,39.3,INSIDE WATER,UN-PROTECTED WELL,1883,0.5,509
SINDH,081,KHAIRPUR DISTRICT,KHAIRPUR DISTRICT,TOTAL,11-50 YEARS,146976,39.3,INSIDE WATER,OTHERS,11340,3.03,4532
SINDH,081,KHAIRPUR DISTRICT,KHAIRPUR DISTRICT,TOTAL,11-50 YEARS,146976,39.3,OUTSIDE WATER,TAP,5603,1.5,1949
SINDH,081,KHAIRPUR DISTRICT,KHAIRPUR DISTRICT,TOTAL,11-50 YEARS,146976,39.3,OUTSIDE WATER,ELECTRIC/HAND PUMP,11015,2.95,4232
