province_name,district_code,district_name,area_name,area_type,ownership_status,number_of_rooms,total_housing_units_by_ownership,percent_of_total_units_by_ownership,total_housing_units_by_size,percent_of_total_units_by_size,count
BALOCHISTAN,123,QUETTA DISTRICT,QUETTA DISTRICT,TOTAL,OWNED,1,178496,65.79,34171,12.59,21363
BALOCHISTAN,123,QUETTA DISTRICT,QUETTA DISTRICT,TOTAL,RENTED,1,81200,29.93,34171,12.59,10083
BALOCHISTAN,123,QUETTA DISTRICT,QUETTA DISTRICT,TOTAL,RENT FREE,1,11632,4.29,34171,12.59,2725
BALOCHISTAN,123,QUETTA DISTRICT,QUETTA DISTRICT,TOTAL,OWNED,2,178496,65.79,72053,26.56,41437
BALOCHISTAN,123,QUETTA DISTRICT,QUETTA DISTRICT,TOTAL,RENTED,2,81200,29.93,72053,26.56,26667
BALOCHISTAN,123,QUETTA DISTRICT,QUETTA DISTRICT,TOTAL,RENT FREE,2,11632,4.29,72053,26.56,3949
BALOCHISTAN,123,QUETTA DISTRICT,QUETTA DISTRICT,TOTAL,OWNED,3,178496,65.79,64286,23.69,37923
BALOCHISTAN,123,QUETTA DISTRICT,QUETTA DISTRICT,TOTAL,RENTED,3,81200,29.93,64286,23.69,23982
BALOCHISTAN,123,QUETTA DISTRICT,QUETTA DISTRICT,TOTAL,RENT FREE,3,11632,4.29,64286,23.69,2381
BALOCHISTAN,123,QUETTA DISTRICT,QUETTA DISTRICT,TOTAL,OWNED,4,178496,65.79,42316,15.6,29606
BALOCHISTAN,123,QUETTA DISTRICT,QUETTA DISTRICT,TOTAL,RENTED,4,81200,29.93,42316,15.6,11361
BALOCHISTAN,123,QUETTA DISTRICT,QUETTA DISTRICT,TOTAL,RENT FREE,4,11632,4.29,42316,15.6,1349
BALOCHISTAN,123,QUETTA DISTRICT,QUETTA DISTRICT,TOTAL,OWNED,5,178496,65.79,22164,8.17,17255
BALOCHISTAN,123,QUETTA DISTRICT,QUETTA DISTRICT,TOTAL,RENTED,5,81200,29.93,22164,8.17,4446
BALOCHISTAN,123,QUETTA DISTRICT,QUETTA DISTRICT,TOTAL,RENT FREE,5,11632,4.29,22164,8.17,463
BALOCHISTAN,123,QUETTA DISTRICT,QUETTA DISTRICT,TOTAL,OWNED,6,178496,65.79,14377,5.3,11876
BALOCHISTAN,123,QUETTA DISTRICT,QUETTA DISTRICT,TOTAL,RENTED,6,81200,29.93,14377,5.3,2203
BALOCHISTAN,123,QUETTA DISTRICT,QUETTA DISTRICT,TOTAL,RENT FREE,6,11632,4.29,14377,5.3,298
