province_name,district_code,district_name,area_name,area_type,area_sq_km,total_pop,total_male,total_female,total_trans,sex_ratio,pop_density,pct_urban,avg_hh_size,total_pop_98,avg_annual_growth
BALOCHISTAN,123,QUETTA DISTRICT,QUETTA DISTRICT,TOTAL,3447,2269473,1190476,1078718,279,110.36,658.39,44.04,7.97,774547,5.81
BALOCHISTAN,123,QUETTA DISTRICT,QUETTA DISTRICT,RURAL,NA,1270088,662457,607494,137,109.05,NA,NA,8.32,209410,9.93
BALOCHISTAN,123,QUETTA DISTRICT,QUETTA DISTRICT,URBAN,NA,999385,528019,471224,142,112.05,NA,NA,7.56,565137,3.04
BALOCHISTAN,123,QUETTA DISTRICT,PANJ PAI SUB-TEHSIL,TOTAL,1205,19011,9723,9287,1,104.69,15.78,0,8.17,15139,1.2
BALOCHISTAN,123,QUETTA DISTRICT,PANJ PAI SUB-TEHSIL,RURAL,NA,19011,9723,9287,1,104.69,NA,NA,8.17,15139,1.2
BALOCHISTAN,123,QUETTA DISTRICT,PANJ PAI SUB-TEHSIL,URBAN,NA,0,0,0,0,NA,NA,NA,NA,NA,NA
BALOCHISTAN,123,QUETTA DISTRICT,QUETTA CITY TEHSIL,TOTAL,779,1722746,903729,818823,194,110.37,2211.48,58.01,8.09,638896,5.35
BALOCHISTAN,123,QUETTA DISTRICT,QUETTA CITY TEHSIL,RURAL,NA,723361,375710,347599,52,108.09,NA,NA,8.96,73759,12.74
BALOCHISTAN,123,QUETTA DISTRICT,QUETTA CITY TEHSIL,URBAN,NA,999385,528019,471224,142,112.05,NA,NA,7.56,565137,3.04
BALOCHISTAN,123,QUETTA DISTRICT,QUETTA SADDAR TEHSIL,TOTAL,1463,527716,277024,250608,84,110.54,360.71,0,7.59,120512,8.07
BALOCHISTAN,123,QUETTA DISTRICT,QUETTA SADDAR TEHSIL,RURAL,NA,527716,277024,250608,84,110.54,NA,NA,7.59,120512,8.07
BALOCHISTAN,123,QUETTA DISTRICT,QUETTA SADDAR TEHSIL,URBAN,NA,0,0,0,0,NA,NA,NA,NA,NA,NA
