province_name,district_code,district_name,area_name,area_type,gender,group_all_ages,group_under_01,group_under_05,group_under_10,group_under_16,group_05_24,group_15_24,group_15_29,group_15_49,group_15_64,group_18_60,group_18_and_up,group_60_and_up,group_65_and_up
BALOCHISTAN,123,QUETTA DISTRICT,QUETTA DISTRICT,TOTAL,ALL SEXES,2269473,59121,363210,716871,1058911,1111719,469833,649988,1070095,1206943,1019991,1106524,93768,57434
BALOCHISTAN,123,QUETTA DISTRICT,QUETTA DISTRICT,TOTAL,MALE,1190476,31014,188099,372379,553631,585479,248458,340343,559542,633558,533824,581195,51255,31798
BALOCHISTAN,123,QUETTA DISTRICT,QUETTA DISTRICT,TOTAL,FEMALE,1078718,28107,175111,344492,505276,526177,221312,309537,510347,573129,485932,525066,42479,25613
BALOCHISTAN,123,QUETTA DISTRICT,QUETTA DISTRICT,TOTAL,TRANSGENDER,279,0,0,0,4,63,63,108,206,256,235,263,34,23
BALOCHISTAN,123,QUETTA DISTRICT,QUETTA DISTRICT,RURAL,ALL SEXES,1270088,34276,219931,433395,633666,642408,259716,353383,567534,636992,532717,577932,49117,30473
BALOCHISTAN,123,QUETTA DISTRICT,QUETTA DISTRICT,RURAL,MALE,662457,17880,113700,225362,331762,338514,136967,183402,292513,330033,274180,299279,27210,17177
BALOCHISTAN,123,QUETTA DISTRICT,QUETTA DISTRICT,RURAL,FEMALE,607494,16396,106231,208033,301903,303862,122717,169927,274921,306837,258422,278523,21890,13281
BALOCHISTAN,123,QUETTA DISTRICT,QUETTA DISTRICT,RURAL,TRANSGENDER,137,0,0,0,1,32,32,54,100,122,115,130,17,15
BALOCHISTAN,123,QUETTA DISTRICT,QUETTA DISTRICT,URBAN,ALL SEXES,999385,24845,143279,283476,425245,469311,210117,296605,502561,569951,487274,528592,44651,26961
BALOCHISTAN,123,QUETTA DISTRICT,QUETTA DISTRICT,URBAN,MALE,528019,13134,74399,147017,221869,246965,111491,156941,267029,303525,259644,281916,24045,14621
BALOCHISTAN,123,QUETTA DISTRICT,QUETTA DISTRICT,URBAN,FEMALE,471224,11711,68880,136459,203373,222315,98595,139610,235426,266292,227510,246543,20589,12332
BALOCHISTAN,123,QUETTA DISTRICT,QUETTA DISTRICT,URBAN,TRANSGENDER,142,0,0,0,3,31,31,54,106,134,120,133,17,8
BALOCHISTAN,123,QUETTA DISTRICT,PANJ PAI SUB-TEHSIL,TOTAL,ALL SEXES,19011,583,3579,6858,9772,9509,3737,5088,8139,9165,7671,8401,795,495
BALOCHISTAN,123,QUETTA DISTRICT,PANJ PAI SUB-TEHSIL,TOTAL,MALE,9723,295,1821,3497,4988,4892,1934,2597,4136,4679,3890,4273,415,265
