province_name,district_code,district_name,area_name,area_type,gender,age_group,total_population,work_status,count
BALOCHISTAN,123,QUETTA DISTRICT,QUETTA DISTRICT,RURAL,ALL SEXES,BELOW 5 YEARS,1,WORKING,0
BALOCHISTAN,123,QUETTA DISTRICT,QUETTA DISTRICT,RURAL,ALL SEXES,05-09,2,WORKING,0
BALOCHISTAN,123,QUETTA DISTRICT,QUETTA DISTRICT,RURAL,ALL SEXES,10-14,2,WORKING,0
BALOCHISTAN,123,QUETTA DISTRICT,QUETTA DISTRICT,RURAL,ALL SEXES,15-24,6,WORKING,0
BALOCHISTAN,123,QUETTA DISTRICT,QUETTA DISTRICT,RURAL,ALL SEXES,25-34,6,WORKING,4
BALOCHISTAN,123,QUETTA DISTRICT,QUETTA DISTRICT,RURAL,ALL SEXES,35-44,6,WORKING,2
BALOCHISTAN,123,QUETTA DISTRICT,QUETTA DISTRICT,RURAL,ALL SEXES,45-54,4,WORKING,1
BALOCHISTAN,123,QUETTA DISTRICT,QUETTA DISTRICT,RURAL,ALL SEXES,55-64,6,WORKING,2
BALOCHISTAN,123,QUETTA DISTRICT,QUETTA DISTRICT,RURAL,ALL SEXES,65-74,4,WORKING,1
BALOCHISTAN,123,QUETTA DISTRICT,QUETTA DISTRICT,RURAL,ALL SEXES,75 AND ABOVE,1,WORKING,0
BALOCHISTAN,123,QUETTA DISTRICT,QUETTA DISTRICT,RURAL,ALL SEXES,ALL AGES,38,OTHER,10
BALOCHISTAN,123,QUETTA DISTRICT,QUETTA DISTRICT,RURAL,ALL SEXES,BELOW 5 YEARS,1,OTHER,0
BALOCHISTAN,123,QUETTA DISTRICT,QUETTA DISTRICT,RURAL,ALL SEXES,05-09,2,OTHER,0
BALOCHISTAN,123,QUETTA DISTRICT,QUETTA DISTRICT,RURAL,ALL SEXES,10-14,2,OTHER,2
BALOCHISTAN,123,QUETTA DISTRICT,QUETTA DISTRICT,RURAL,ALL SEXES,15-24,6,OTHER,0
BALOCHISTAN,123,QUETTA DISTRICT,QUETTA DISTRICT,RURAL,ALL SEXES,25-34,6,OTHER,1
BALOCHISTAN,123,QUETTA DISTRICT,QUETTA DISTRICT,RURAL,ALL SEXES,35-44,6,OTHER,2
BALOCHISTAN,123,QUETTA DISTRICT,QUETTA DISTRICT,RURAL,ALL SEXES,45-54,4,OTHER,2
BALOCHISTAN,123,QUETTA DISTRICT,QUETTA DISTRICT,RURAL,ALL SEXES,55-64,6,OTHER,1
BALOCHISTAN,123,QUETTA DISTRICT,QUETTA DISTRICT,RURAL,ALL SEXES,65-74,4,OTHER,2
BALOCHISTAN,123,QUETTA DISTRICT,QUETTA DISTRICT,RURAL,ALL SEXES,75 AND ABOVE,1,OTHER,0
BALOCHISTAN,123,QUETTA DISTRICT,QUETTA DISTRICT,RURAL,MALE,ALL AGES,24,WORKING,7
BALOCHISTAN,123,QUETTA DISTRICT,QUETTA DISTRICT,RURAL,MALE,BELOW 5 YEARS,0,WORKING,0
BALOCHISTAN,123,QUETTA DISTRICT,QUETTA DISTRICT,RURAL,MALE,05-09,0,WORKING,0
BALOCHISTAN,123,QUETTA DISTRICT,QUETTA DISTRICT,RURAL,MALE,10-14,2,WORKING,0
BALOCHISTAN,123,QUETTA DISTRICT,QUETTA DISTRICT,RURAL,MALE,15-24,4,WORKING,0
BALOCHISTAN,123,QUETTA DISTRICT,QUETTA DISTRICT,RURAL,MALE,25-34,4,WORKING,3
BALOCHISTAN,123,QUETTA DISTRICT,QUETTA DISTRICT,RURAL,MALE,35-44,4,WORKING,1
BALOCHISTAN,123,QUETTA DISTRICT,QUETTA DISTRICT,RURAL,MALE,45-54,4,WORKING,1
BALOCHISTAN,123,QUETTA DISTRICT,QUETTA DISTRICT,RURAL,MALE,55-64,3,WORKING,1
BALOCHISTAN,123,QUETTA DISTRICT,QUETTA DISTRICT,RURAL,MALE,65-74,2,WORKING,1
BALOCHISTAN,123,QUETTA DISTRICT,QUETTA DISTRICT,RURAL,MALE,75 AND ABOVE,1,WORKING,0
BALOCHISTAN,123,QUETTA DISTRICT,QUETTA DISTRICT,RURAL,MALE,ALL AGES,24,OTHER,9
BALOCHISTAN,123,QUETTA DISTRICT,QUETTA DISTRICT,RURAL,MALE,BELOW 5 YEARS,0,OTHER,0
BALOCHISTAN,123,QUETTA DISTRICT,QUETTA DISTRICT,RURAL,MALE,05-09,0,OTHER,0
BALOCHISTAN,123,QUETTA DISTRICT,QUETTA DISTRICT,RURAL,MALE,10-14,2,OTHER,2
BALOCHISTAN,123,QUETTA DISTRICT,QUETTA DISTRICT,RURAL,MALE,15-24,4,OTHER,0
BALOCHISTAN,123,QUETTA DISTRICT,QUETTA DISTRICT,RURAL,MALE,25-34,4,OTHER,1
BALOCHISTAN,123,QUETTA DISTRICT,QUETTA DISTRICT,RURAL,MALE,35-44,4,OTHER,2
BALOCHISTAN,123,QUETTA DISTRICT,QUETTA DISTRICT,RURAL,MALE,45-54,4,OTHER,2
BALOCHISTAN,123,QUETTA DISTRICT,QUETTA DISTRICT,RURAL,MALE,55-64,3,OTHER,1
BALOCHISTAN,123,QUETTA DISTRICT,QUETTA DISTRICT,RURAL,MALE,65-74,2,OTHER,1
BALOCHISTAN,123,QUETTA DISTRICT,QUETTA DISTRICT,RURAL,MALE,75 AND ABOVE,1,OTHER,0
BALOCHISTAN,123,QUETTA DISTRICT,QUETTA DISTRICT,RURAL,FEMALE,ALL AGES,14,WORKING,3
BALOCHISTAN,123,QUETTA DISTRICT,QUETTA DISTRICT,RURAL,FEMALE,BELOW 5 YEARS,1,WORKING,0
BALOCHISTAN,123,QUETTA DISTRICT,QUETTA DISTRICT,RURAL,FEMALE,05-09,2,WORKING,0
BALOCHISTAN,123,QUETTA DISTRICT,QUETTA DISTRICT,RURAL,FEMALE,10-14,0,WORKING,0
BALOCHISTAN,123,QUETTA DISTRICT,QUETTA DISTRICT,RURAL,FEMALE,15-24,2,WORKING,0
BALOCHISTAN,123,QUETTA DISTRICT,QUETTA DISTRICT,RURAL,FEMALE,25-34,2,WORKING,1
BALOCHISTAN,123,QUETTA DISTRICT,QUETTA DISTRICT,RURAL,FEMALE,35-44,2,WORKING,1
BALOCHISTAN,123,QUETTA DISTRICT,QUETTA DISTRICT,RURAL,FEMALE,45-54,0,WORKING,0
BALOCHISTAN,123,QUETTA DISTRICT,QUETTA DISTRICT,RURAL,FEMALE,55-64,3,WORKING,1
BALOCHISTAN,123,QUETTA DISTRICT,QUETTA DISTRICT,RURAL,FEMALE,65-74,2,WORKING,0
BALOCHISTAN,123,QUETTA DISTRICT,QUETTA DISTRICT,RURAL,FEMALE,75 AND ABOVE,0,WORKING,0
BALOCHISTAN,123,QUETTA DISTRICT,QUETTA DISTRICT,RURAL,FEMALE,ALL AGES,14,OTHER,1
BALOCHISTAN,123,QUETTA DISTRICT,QUETTA DISTRICT,RURAL,FEMALE,BELOW 5 YEARS,1,OTHER,0
BALOCHISTAN,123,QUETTA DISTRICT,QUETTA DISTRICT,RURAL,FEMALE,05-09,2,OTHER,0
BALOCHISTAN,123,QUETTA DISTRICT,QUETTA DISTRICT,RURAL,FEMALE,10-14,0,OTHER,0
BALOCHISTAN,123,QUETTA DISTRICT,QUETTA DISTRICT,RURAL,FEMALE,15-24,2,OTHER,0
BALOCHISTAN,123,QUETTA DISTRICT,QUETTA DISTRICT,RURAL,FEMALE,25-34,2,OTHER,0
BALOCHISTAN,123,QUETTA DISTRICT,QUETTA DISTRICT,RURAL,FEMALE,35-44,2,OTHER,0
BALOCHISTAN,123,QUETTA DISTRICT,QUETTA DISTRICT,RURAL,FEMALE,45-54,0,OTHER,0
BALOCHISTAN,123,QUETTA DISTRICT,QUETTA DISTRICT,RURAL,FEMALE,55-64,3,OTHER,0
BALOCHISTAN,123,QUETTA DISTRICT,QUETTA DISTRICT,RURAL,FEMALE,65-74,2,OTHER,1
BALOCHISTAN,123,QUETTA DISTRICT,QUETTA DISTRICT,RURAL,FEMALE,75 AND ABOVE,0,OTHER,0
BALOCHISTAN,123,QUETTA DISTRICT,QUETTA DISTRICT,RURAL,TRANSGENDER,ALL AGES,0,WORKING,0
BALOCHISTAN,123,QUETTA DISTRICT,QUETTA DISTRICT,RURAL,TRANSGENDER,BELOW 5 YEARS,0,WORKING,0
BALOCHISTAN,123,QUETTA DISTRICT,QUETTA DISTRICT,RURAL,TRANSGENDER,05-09,0,WORKING,0
BALOCHISTAN,123,QUETTA DISTRICT,QUETTA DISTRICT,RURAL,TRANSGENDER,10-14,0,WORKING,0
BALOCHISTAN,123,QUETTA DISTRICT,QUETTA DISTRICT,RURAL,TRANSGENDER,15-24,0,WORKING,0
BALOCHISTAN,123,QUETTA DISTRICT,QUETTA DISTRICT,RURAL,TRANSGENDER,25-34,0,WORKING,0
BALOCHISTAN,123,QUETTA DISTRICT,QUETTA DISTRICT,RURAL,TRANSGENDER,35-44,0,WORKING,0
BALOCHISTAN,123,QUETTA DISTRICT,QUETTA DISTRICT,RURAL,TRANSGENDER,45-54,0,WORKING,0
BALOCHISTAN,123,QUETTA DISTRICT,QUETTA DISTRICT,RURAL,TRANSGENDER,55-64,0,WORKING,0
BALOCHISTAN,123,QUETTA DISTRICT,QUETTA DISTRICT,RURAL,TRANSGENDER,65-74,0,WORKING,0
BALOCHISTAN,123,QUETTA DISTRICT,QUETTA DISTRICT,RURAL,TRANSGENDER,75 AND ABOVE,0,WORKING,0
BALOCHISTAN,123,QUETTA DISTRICT,QUETTA DISTRICT,RURAL,TRANSGENDER,ALL AGES,0,OTHER,0
BALOCHISTAN,123,QUETTA DISTRICT,QUETTA DISTRICT,RURAL,TRANSGENDER,BELOW 5 YEARS,0,OTHER,0
BALOCHISTAN,123,QUETTA DISTRICT,QUETTA DISTRICT,RURAL,TRANSGENDER,05-09,0,OTHER,0
BALOCHISTAN,123,QUETTA DISTRICT,QUETTA DISTRICT,RURAL,TRANSGENDER,10-14,0,OTHER,0
BALOCHISTAN,123,QUETTA DISTRICT,QUETTA DISTRICT,RURAL,TRANSGENDER,15-24,0,OTHER,0
BALOCHISTAN,123,QUETTA DISTRICT,QUETTA DISTRICT,RURAL,TRANSGENDER,25-34,0,OTHER,0
BALOCHISTAN,123,QUETTA DISTRICT,QUETTA DISTRICT,RURAL,TRANSGENDER,35-44,0,OTHER,0
BALOCHISTAN,123,QUETTA DISTRICT,QUETTA DISTRICT,RURAL,TRANSGENDER,45-54,0,OTHER,0
BALOCHISTAN,123,QUETTA DISTRICT,QUETTA DISTRICT,RURAL,TRANSGENDER,55-64,0,OTHER,0
BALOCHISTAN,123,QUETTA DISTRICT,QUETTA DISTRICT,RURAL,TRANSGENDER,65-74,0,OTHER,0
BALOCHISTAN,123,QUETTA DISTRICT,QUETTA DISTRICT,RURAL,TRANSGENDER,75 AND ABOVE,0,OTHER,0
BALOCHISTAN,123,QUETTA DISTRICT,QUETTA DISTRICT,URBAN,ALL SEXES,ALL AGES,137,WORKING,38
BALOCHISTAN,123,QUETTA DISTRICT,QUETTA DISTRICT,URBAN,ALL SEXES,BELOW 5 YEARS,6,WORKING,0
BALOCHISTAN,123,QUETTA DISTRICT,QUETTA DISTRICT,URBAN,ALL SEXES,05-09,1,WORKING,0
BALOCHISTAN,123,QUETTA DISTRICT,QUETTA DISTRICT,URBAN,ALL SEXES,10-14,1,WORKING,0
BALOCHISTAN,123,QUETTA DISTRICT,QUETTA DISTRICT,URBAN,ALL SEXES,15-24,21,WORKING,6
BALOCHISTAN,123,QUETTA DISTRICT,QUETTA DISTRICT,URBAN,ALL SEXES,25-34,41,WORKING,12
BALOCHISTAN,123,QUETTA DISTRICT,QUETTA DISTRICT,URBAN,ALL SEXES,35-44,28,WORKING,8
BALOCHISTAN,123,QUETTA DISTRICT,QUETTA DISTRICT,URBAN,ALL SEXES,45-54,19,WORKING,6
BALOCHISTAN,123,QUETTA DISTRICT,QUETTA DISTRICT,URBAN,ALL SEXES,55-64,10,WORKING,3
BALOCHISTAN,123,QUETTA DISTRICT,QUETTA DISTRICT,URBAN,ALL SEXES,65-74,8,WORKING,2
BALOCHISTAN,123,QUETTA DISTRICT,QUETTA DISTRICT,URBAN,ALL SEXES,75 AND ABOVE,2,WORKING,1
BALOCHISTAN,123,QUETTA DISTRICT,QUETTA DISTRICT,URBAN,ALL SEXES,ALL AGES,137,OTHER,76
BALOCHISTAN,123,QUETTA DISTRICT,QUETTA DISTRICT,URBAN,ALL SEXES,BELOW 5 YEARS,6,OTHER,0
BALOCHISTAN,123,QUETTA DISTRICT,QUETTA DISTRICT,URBAN,ALL SEXES,05-09,1,OTHER,0
BALOCHISTAN,123,QUETTA DISTRICT,QUETTA DISTRICT,URBAN,ALL SEXES,10-14,1,OTHER,1
BALOCHISTAN,123,QUETTA DISTRICT,QUETTA DISTRICT,URBAN,ALL SEXES,15-24,21,OTHER,9
BALOCHISTAN,123,QUETTA DISTRICT,QUETTA DISTRICT,URBAN,ALL SEXES,25-34,41,OTHER,24
BALOCHISTAN,123,QUETTA DISTRICT,QUETTA DISTRICT,URBAN,ALL SEXES,35-44,28,OTHER,18
BALOCHISTAN,123,QUETTA DISTRICT,QUETTA DISTRICT,URBAN,ALL SEXES,45-54,19,OTHER,13
BALOCHISTAN,123,QUETTA DISTRICT,QUETTA DISTRICT,URBAN,ALL SEXES,55-64,10,OTHER,5
BALOCHISTAN,123,QUETTA DISTRICT,QUETTA DISTRICT,URBAN,ALL SEXES,65-74,8,OTHER,5
BALOCHISTAN,123,QUETTA DISTRICT,QUETTA DISTRICT,URBAN,ALL SEXES,75 AND ABOVE,2,OTHER,1
BALOCHISTAN,123,QUETTA DISTRICT,QUETTA DISTRICT,URBAN,MALE,ALL AGES,123,WORKING,37
BALOCHISTAN,123,QUETTA DISTRICT,QUETTA DISTRICT,URBAN,MALE,BELOW 5 YEARS,3,WORKING,0
BALOCHISTAN,123,QUETTA DISTRICT,QUETTA DISTRICT,URBAN,MALE,05-09,1,WORKING,0
BALOCHISTAN,123,QUETTA DISTRICT,QUETTA DISTRICT,URBAN,MALE,10-14,0,WORKING,0
BALOCHISTAN,123,QUETTA DISTRICT,QUETTA DISTRICT,URBAN,MALE,15-24,19,WORKING,6
BALOCHISTAN,123,QUETTA DISTRICT,QUETTA DISTRICT,URBAN,MALE,25-34,39,WORKING,12
BALOCHISTAN,123,QUETTA DISTRICT,QUETTA DISTRICT,URBAN,MALE,35-44,26,WORKING,8
BALOCHISTAN,123,QUETTA DISTRICT,QUETTA DISTRICT,URBAN,MALE,45-54,19,WORKING,6
BALOCHISTAN,123,QUETTA DISTRICT,QUETTA DISTRICT,URBAN,MALE,55-64,8,WORKING,3
BALOCHISTAN,123,QUETTA DISTRICT,QUETTA DISTRICT,URBAN,MALE,65-74,6,WORKING,1
BALOCHISTAN,123,QUETTA DISTRICT,QUETTA DISTRICT,URBAN,MALE,75 AND ABOVE,2,WORKING,1
BALOCHISTAN,123,QUETTA DISTRICT,QUETTA DISTRICT,URBAN,MALE,ALL AGES,123,OTHER,74
BALOCHISTAN,123,QUETTA DISTRICT,QUETTA DISTRICT,URBAN,MALE,BELOW 5 YEARS,3,OTHER,0
BALOCHISTAN,123,QUETTA DISTRICT,QUETTA DISTRICT,URBAN,MALE,05-09,1,OTHER,0
BALOCHISTAN,123,QUETTA DISTRICT,QUETTA DISTRICT,URBAN,MALE,10-14,0,OTHER,0
BALOCHISTAN,123,QUETTA DISTRICT,QUETTA DISTRICT,URBAN,MALE,15-24,19,OTHER,9
BALOCHISTAN,123,QUETTA DISTRICT,QUETTA DISTRICT,URBAN,MALE,25-34,39,OTHER,24
BALOCHISTAN,123,QUETTA DISTRICT,QUETTA DISTRICT,URBAN,MALE,35-44,26,OTHER,17
BALOCHISTAN,123,QUETTA DISTRICT,QUETTA DISTRICT,URBAN,MALE,45-54,19,OTHER,13
BALOCHISTAN,123,QUETTA DISTRICT,QUETTA DISTRICT,URBAN,MALE,55-64,8,OTHER,5
BALOCHISTAN,123,QUETTA DISTRICT,QUETTA DISTRICT,URBAN,MALE,65-74,6,OTHER,5
BALOCHISTAN,123,QUETTA DISTRICT,QUETTA DISTRICT,URBAN,MALE,75 AND ABOVE,2,OTHER,1
BALOCHISTAN,123,QUETTA DISTRICT,QUETTA DISTRICT,URBAN,FEMALE,ALL AGES,14,WORKING,1
BALOCHISTAN,123,QUETTA DISTRICT,QUETTA DISTRICT,URBAN,FEMALE,BELOW 5 YEARS,3,WORKING,0
