province_name,district_code,district_name,area_name,area_type,ownership_status,total_by_tenure,percent_by_tenure,utility,source,total_by_source,percent_by_source,count
PUNJAB,062,OKARA DISTRICT,OKARA DISTRICT,TOTAL,OWNED,412544,84.61,INSIDE WATER,TOTAL INSIDE,454764,93.27,388903
PUNJAB,062,OKARA DISTRICT,OKARA DISTRICT,TOTAL,OWNED,412544,84.61,INSIDE WATER,TAP,59799,12.26,47280
PUNJAB,062,OKARA DISTRICT,OKARA DISTRICT,TOTAL,OWNED,412544,84.61,INSIDE WATER,ELECTRIC/HAND PUMP,380514,78.04,332687
PUNJAB,062,OKARA DISTRICT,OKARA DISTRICT,TOTAL,OWNED,412544,84.61,INSIDE WATER,PROTECTED WELL,1013,0.21,634
PUNJAB,062,OKARA DISTRICT,OKARA DISTRICT,TOTAL,OWNED,412544,84.61,INSIDE WATER,UN-PROTECTED WELL,622,0.13,461
PUNJAB,062,OKARA DISTRICT,OKARA DISTRICT,TOTAL,OWNED,412544,84.61,INSIDE WATER,OTHERS,12816,2.63,7841
PUNJAB,062,OKARA DISTRICT,OKARA DISTRICT,TOTAL,OWNED,412544,84.61,OUTSIDE WATER,TOTAL OUTSIDE,32812,6.73,23641
PUNJAB,062,OKARA DISTRICT,OKARA DISTRICT,TOTAL,OWNED,412544,84.61,OUTSIDE WATER,TAP,9347,1.92,6742
PUNJAB,062,OKARA DISTRICT,OKARA DISTRICT,TOTAL,OWNED,412544,84.61,OUTSIDE WATER,ELECTRIC/HAND PUMP,13606,2.79,9862
PUNJAB,062,OKARA DISTRICT,OKARA DISTRICT,TOTAL,OWNED,412544,84.61,OUTSIDE WATER,PROTECTED WELL,405,0.08,107
PUNJAB,062,OKARA DISTRICT,OKARA DISTRICT,TOTAL,OWNED,412544,84.61,OUTSIDE WATER,UN-PROTECTED WELL,71,0.01,24
PUNJAB,062,OKARA DISTRICT,OKARA DISTRICT,TOTAL,OWNED,412544,84.61,OUTSIDE WATER,SPRING,48,0.01,27
PUNJAB,062,OKARA DISTRICT,OKARA DISTRICT,TOTAL,OWNED,412544,84.61,OUTSIDE WATER,CANAL/RIVER/POND,248,0.05,137
PUNJAB,062,OKARA DISTRICT,OKARA DISTRICT,TOTAL,OWNED,412544,84.61,OUTSIDE WATER,OTHERS,9087,1.86,6742
PUNJAB,062,OKARA DISTRICT,OKARA DISTRICT,TOTAL,OWNED,412544,84.61,COOKING FUEL,WOOD,314290,64.46,6742
PUNJAB,062,OKARA DISTRICT,OKARA DISTRICT,TOTAL,OWNED,412544,84.61,COOKING FUEL,GAS,149751,30.71,9862
PUNJAB,062,OKARA DISTRICT,OKARA DISTRICT,TOTAL,OWNED,412544,84.61,COOKING FUEL,KEROSENE OIL,532,0.11,107
PUNJAB,062,OKARA DISTRICT,OKARA DISTRICT,TOTAL,OWNED,412544,84.61,COOKING FUEL,OTHERS,23003,4.72,24
PUNJAB,062,OKARA DISTRICT,OKARA DISTRICT,TOTAL,OWNED,412544,84.61,LIGHTING SOURCE,ELECTRICITY,314290,64.46,268311
PUNJAB,062,OKARA DISTRICT,OKARA DISTRICT,TOTAL,OWNED,412544,84.61,LIGHTING SOURCE,KEROSENE OIL,149751,30.71,126288
PUNJAB,062,OKARA DISTRICT,OKARA DISTRICT,TOTAL,OWNED,412544,84.61,LIGHTING SOURCE,GAS LAMP,532,0.11,416
PUNJAB,062,OKARA DISTRICT,OKARA DISTRICT,TOTAL,OWNED,412544,84.61,LIGHTING SOURCE,OTHERS,23003,4.72,17529
