province_name,district_code,district_name,area_name,area_type,construction_duration,number_of_rooms,total_housing_units_by_duration,percent_of_total_units_by_duration,total_housing_units_by_size,percent_of_total_units_by_size,count
PUNJAB,062,OKARA DISTRICT,OKARA DISTRICT,TOTAL,UNDER CONSTRUCTION,1,5803,1.41,127294,30.86,1708
PUNJAB,062,OKARA DISTRICT,OKARA DISTRICT,TOTAL,LESS THAN 5 YEARS,1,72967,17.69,127294,30.86,22798
PUNJAB,062,OKARA DISTRICT,OKARA DISTRICT,TOTAL,5-10 YEARS,1,144871,35.12,127294,30.86,44755
PUNJAB,062,OKARA DISTRICT,OKARA DISTRICT,TOTAL,11-50 YEARS,1,183844,44.56,127294,30.86,56585
PUNJAB,062,OKARA DISTRICT,OKARA DISTRICT,TOTAL,OVER 50 YEARS,1,5059,1.23,127294,30.86,1448
PUNJAB,062,OKARA DISTRICT,OKARA DISTRICT,TOTAL,UNDER CONSTRUCTION,2,5803,1.41,150792,36.55,2231
PUNJAB,062,OKARA DISTRICT,OKARA DISTRICT,TOTAL,LESS THAN 5 YEARS,2,72967,17.69,150792,36.55,27115
PUNJAB,062,OKARA DISTRICT,OKARA DISTRICT,TOTAL,5-10 YEARS,2,144871,35.12,150792,36.55,55686
PUNJAB,062,OKARA DISTRICT,OKARA DISTRICT,TOTAL,11-50 YEARS,2,183844,44.56,150792,36.55,63957
PUNJAB,062,OKARA DISTRICT,OKARA DISTRICT,TOTAL,OVER 50 YEARS,2,5059,1.23,150792,36.55,1803
PUNJAB,062,OKARA DISTRICT,OKARA DISTRICT,TOTAL,UNDER CONSTRUCTION,3,5803,1.41,73083,17.72,984
PUNJAB,062,OKARA DISTRICT,OKARA DISTRICT,TOTAL,LESS THAN 5 YEARS,3,72967,17.69,73083,17.72,12529
PUNJAB,062,OKARA DISTRICT,OKARA DISTRICT,TOTAL,5-10 YEARS,3,144871,35.12,73083,17.72,24926
PUNJAB,062,OKARA DISTRICT,OKARA DISTRICT,TOTAL,11-50 YEARS,3,183844,44.56,73083,17.72,33766
PUNJAB,062,OKARA DISTRICT,OKARA DISTRICT,TOTAL,OVER 50 YEARS,3,5059,1.23,73083,17.72,878
