province_name,district_code,district_name,area_name,area_type,household_sizes,number_of_rooms,total_housing_units_by_hh_size,percent_of_total_units_by_hh_size,rooms_per_housing_unit,total_housing_units_by_room_size,percent_of_total_units_by_room_size,persons_per_housing_unit,count
PUNJAB,062,OKARA DISTRICT,OKARA DISTRICT,TOTAL,1 PERSON,1,10077,2.07,1.65,160374,32.89,4.98,6172
PUNJAB,062,OKARA DISTRICT,OKARA DISTRICT,TOTAL,2 PERSONS,1,32816,6.73,1.69,160374,32.89,4.98,18674
PUNJAB,062,OKARA DISTRICT,OKARA DISTRICT,TOTAL,3 PERSONS,1,42899,8.8,1.82,160374,32.89,4.98,20835
PUNJAB,062,OKARA DISTRICT,OKARA DISTRICT,TOTAL,4 PERSONS,1,59753,12.26,1.95,160374,32.89,4.98,25088
PUNJAB,062,OKARA DISTRICT,OKARA DISTRICT,TOTAL,5 PERSONS,1,75687,15.52,2.07,160374,32.89,4.98,27287
PUNJAB,062,OKARA DISTRICT,OKARA DISTRICT,TOTAL,6 PERSONS,1,78008,16,2.18,160374,32.89,4.98,24624
PUNJAB,062,OKARA DISTRICT,OKARA DISTRICT,TOTAL,7 PERSONS,1,62177,12.75,2.27,160374,32.89,4.98,16992
PUNJAB,062,OKARA DISTRICT,OKARA DISTRICT,TOTAL,8 PERSONS,1,43302,8.88,2.4,160374,32.89,4.98,10004
PUNJAB,062,OKARA DISTRICT,OKARA DISTRICT,TOTAL,9 PERSONS,1,27515,5.64,2.57,160374,32.89,4.98,5019
PUNJAB,062,OKARA DISTRICT,OKARA DISTRICT,TOTAL,10 PERSONS AND ABOVE,1,55342,11.35,3.19,160374,32.89,4.98,5679
PUNJAB,062,OKARA DISTRICT,OKARA DISTRICT,TOTAL,1 PERSON,2,10077,2.07,1.65,178684,36.65,6.11,2472
PUNJAB,062,OKARA DISTRICT,OKARA DISTRICT,TOTAL,2 PERSONS,2,32816,6.73,1.69,178684,36.65,6.11,9404
PUNJAB,062,OKARA DISTRICT,OKARA DISTRICT,TOTAL,3 PERSONS,2,42899,8.8,1.82,178684,36.65,6.11,14285
PUNJAB,062,OKARA DISTRICT,OKARA DISTRICT,TOTAL,4 PERSONS,2,59753,12.26,1.95,178684,36.65,6.11,21600
PUNJAB,062,OKARA DISTRICT,OKARA DISTRICT,TOTAL,5 PERSONS,2,75687,15.52,2.07,178684,36.65,6.11,29040
PUNJAB,062,OKARA DISTRICT,OKARA DISTRICT,TOTAL,6 PERSONS,2,78008,16,2.18,178684,36.65,6.11,31054
PUNJAB,062,OKARA DISTRICT,OKARA DISTRICT,TOTAL,7 PERSONS,2,62177,12.75,2.27,178684,36.65,6.11,25576
PUNJAB,062,OKARA DISTRICT,OKARA DISTRICT,TOTAL,8 PERSONS,2,43302,8.88,2.4,178684,36.65,6.11,17815
PUNJAB,062,OKARA DISTRICT,OKARA DISTRICT,TOTAL,9 PERSONS,2,27515,5.64,2.57,178684,36.65,6.11,10983
PUNJAB,062,OKARA DISTRICT,OKARA DISTRICT,TOTAL,10 PERSONS AND ABOVE,2,55342,11.35,3.19,178684,36.65,6.11,16455
PUNJAB,062,OKARA DISTRICT,OKARA DISTRICT,TOTAL,1 PERSON,3,10077,2.07,1.65,82570,16.93,6.95,826
PUNJAB,062,OKARA DISTRICT,OKARA DISTRICT,TOTAL,2 PERSONS,3,32816,6.73,1.69,82570,16.93,6.95,2838
PUNJAB,062,OKARA DISTRICT,OKARA DISTRICT,TOTAL,3 PERSONS,3,42899,8.8,1.82,82570,16.93,6.95,4855
PUNJAB,062,OKARA DISTRICT,OKARA DISTRICT,TOTAL,4 PERSONS,3,59753,12.26,1.95,82570,16.93,6.95,7902
PUNJAB,062,OKARA DISTRICT,OKARA DISTRICT,TOTAL,5 PERSONS,3,75687,15.52,2.07,82570,16.93,6.95,11791
PUNJAB,062,OKARA DISTRICT,OKARA DISTRICT,TOTAL,6 PERSONS,3,78008,16,2.18,82570,16.93,6.95,13149
PUNJAB,062,OKARA DISTRICT,OKARA DISTRICT,TOTAL,7 PERSONS,3,62177,12.75,2.27,82570,16.93,6.95,11590
PUNJAB,062,OKARA DISTRICT,OKARA DISTRICT,TOTAL,8 PERSONS,3,43302,8.88,2.4,82570,16.93,6.95,8865
PUNJAB,062,OKARA DISTRICT,OKARA DISTRICT,TOTAL,9 PERSONS,3,27515,5.64,2.57,82570,16.93,6.95,6330
PUNJAB,062,OKARA DISTRICT,OKARA DISTRICT,TOTAL,10 PERSONS AND ABOVE,3,55342,11.35,3.19,82570,16.93,6.95,14424
PUNJAB,062,OKARA DISTRICT,OKARA DISTRICT,TOTAL,1 PERSON,4,10077,2.07,1.65,37038,7.6,7.73,324
PUNJAB,062,OKARA DISTRICT,OKARA DISTRICT,TOTAL,2 PERSONS,4,32816,6.73,1.69,37038,7.6,7.73,1063
PUNJAB,062,OKARA DISTRICT,OKARA DISTRICT,TOTAL,3 PERSONS,4,42899,8.8,1.82,37038,7.6,7.73,1713
PUNJAB,062,OKARA DISTRICT,OKARA DISTRICT,TOTAL,4 PERSONS,4,59753,12.26,1.95,37038,7.6,7.73,3088
PUNJAB,062,OKARA DISTRICT,OKARA DISTRICT,TOTAL,5 PERSONS,4,75687,15.52,2.07,37038,7.6,7.73,4375
PUNJAB,062,OKARA DISTRICT,OKARA DISTRICT,TOTAL,6 PERSONS,4,78008,16,2.18,37038,7.6,7.73,5526
PUNJAB,062,OKARA DISTRICT,OKARA DISTRICT,TOTAL,7 PERSONS,4,62177,12.75,2.27,37038,7.6,7.73,4745
PUNJAB,062,OKARA DISTRICT,OKARA DISTRICT,TOTAL,8 PERSONS,4,43302,8.88,2.4,37038,7.6,7.73,3850
PUNJAB,062,OKARA DISTRICT,OKARA DISTRICT,TOTAL,9 PERSONS,4,27515,5.64,2.57,37038,7.6,7.73,3014
PUNJAB,062,OKARA DISTRICT,OKARA DISTRICT,TOTAL,10 PERSONS AND ABOVE,4,55342,11.35,3.19,37038,7.6,7.73,9340
PUNJAB,062,OKARA DISTRICT,OKARA DISTRICT,TOTAL,1 PERSON,5,10077,2.07,1.65,14216,2.92,8.31,129
PUNJAB,062,OKARA DISTRICT,OKARA DISTRICT,TOTAL,2 PERSONS,5,32816,6.73,1.69,14216,2.92,8.31,403
PUNJAB,062,OKARA DISTRICT,OKARA DISTRICT,TOTAL,3 PERSONS,5,42899,8.8,1.82,14216,2.92,8.31,601
PUNJAB,062,OKARA DISTRICT,OKARA DISTRICT,TOTAL,4 PERSONS,5,59753,12.26,1.95,14216,2.92,8.31,1030
PUNJAB,062,OKARA DISTRICT,OKARA DISTRICT,TOTAL,5 PERSONS,5,75687,15.52,2.07,14216,2.92,8.31,1705
PUNJAB,062,OKARA DISTRICT,OKARA DISTRICT,TOTAL,6 PERSONS,5,78008,16,2.18,14216,2.92,8.31,1869
PUNJAB,062,OKARA DISTRICT,OKARA DISTRICT,TOTAL,7 PERSONS,5,62177,12.75,2.27,14216,2.92,8.31,1671
PUNJAB,062,OKARA DISTRICT,OKARA DISTRICT,TOTAL,8 PERSONS,5,43302,8.88,2.4,14216,2.92,8.31,1439
PUNJAB,062,OKARA DISTRICT,OKARA DISTRICT,TOTAL,9 PERSONS,5,27515,5.64,2.57,14216,2.92,8.31,1103
PUNJAB,062,OKARA DISTRICT,OKARA DISTRICT,TOTAL,10 PERSONS AND ABOVE,5,55342,11.35,3.19,14216,2.92,8.31,4266
PUNJAB,062,OKARA DISTRICT,OKARA DISTRICT,TOTAL,1 PERSON,6,10077,2.07,1.65,7102,1.46,8.93,62
PUNJAB,062,OKARA DISTRICT,OKARA DISTRICT,TOTAL,2 PERSONS,6,32816,6.73,1.69,7102,1.46,8.93,163
PUNJAB,062,OKARA DISTRICT,OKARA DISTRICT,TOTAL,3 PERSONS,6,42899,8.8,1.82,7102,1.46,8.93,275
PUNJAB,062,OKARA DISTRICT,OKARA DISTRICT,TOTAL,4 PERSONS,6,59753,12.26,1.95,7102,1.46,8.93,493
PUNJAB,062,OKARA DISTRICT,OKARA DISTRICT,TOTAL,5 PERSONS,6,75687,15.52,2.07,7102,1.46,8.93,704
PUNJAB,062,OKARA DISTRICT,OKARA DISTRICT,TOTAL,6 PERSONS,6,78008,16,2.18,7102,1.46,8.93,889
PUNJAB,062,OKARA DISTRICT,OKARA DISTRICT,TOTAL,7 PERSONS,6,62177,12.75,2.27,7102,1.46,8.93,775
PUNJAB,062,OKARA DISTRICT,OKARA DISTRICT,TOTAL,8 PERSONS,6,43302,8.88,2.4,7102,1.46,8.93,672
PUNJAB,062,OKARA DISTRICT,OKARA DISTRICT,TOTAL,9 PERSONS,6,27515,5.64,2.57,7102,1.46,8.93,562
PUNJAB,062,OKARA DISTRICT,OKARA DISTRICT,TOTAL,10 PERSONS AND ABOVE,6,55342,11.35,3.19,7102,1.46,8.93,2507
