province_name,district_code,district_name,area_name,locality_name,locality_bucket,pop_98,avg_annual_growth_98_17,avg_hh_size,gender,total_population
PUNJAB,062,OKARA DISTRICT,OKARA TEHSIL,OKARA MC,"200,000 - 499,999",201815,3.06,6.39,ALL SEXES,358146
PUNJAB,062,OKARA DISTRICT,OKARA TEHSIL,OKARA MC,"200,000 - 499,999",201815,3.06,6.39,MALE,182168
PUNJAB,062,OKARA DISTRICT,OKARA TEHSIL,OKARA MC,"200,000 - 499,999",201815,3.06,6.39,FEMALE,175897
PUNJAB,062,OKARA DISTRICT,OKARA TEHSIL,OKARA MC,"200,000 - 499,999",201815,3.06,6.39,TRANSGENDER,81
PUNJAB,062,OKARA DISTRICT,DEPALPUR TEHSIL,DEPALPUR MC,"50,000 - 99,999",57224,2.96,6.04,ALL SEXES,99753
PUNJAB,062,OKARA DISTRICT,DEPALPUR TEHSIL,DEPALPUR MC,"50,000 - 99,999",57224,2.96,6.04,MALE,50907
PUNJAB,062,OKARA DISTRICT,DEPALPUR TEHSIL,DEPALPUR MC,"50,000 - 99,999",57224,2.96,6.04,FEMALE,48839
PUNJAB,062,OKARA DISTRICT,DEPALPUR TEHSIL,DEPALPUR MC,"50,000 - 99,999",57224,2.96,6.04,TRANSGENDER,7
PUNJAB,062,OKARA DISTRICT,DEPALPUR TEHSIL,HAVELI LAKHA WASAWEWALA MC,"50,000 - 99,999",52207,2.15,6.2,ALL SEXES,78257
PUNJAB,062,OKARA DISTRICT,DEPALPUR TEHSIL,HAVELI LAKHA WASAWEWALA MC,"50,000 - 99,999",52207,2.15,6.2,MALE,39967
PUNJAB,062,OKARA DISTRICT,DEPALPUR TEHSIL,HAVELI LAKHA WASAWEWALA MC,"50,000 - 99,999",52207,2.15,6.2,FEMALE,38265
PUNJAB,062,OKARA DISTRICT,DEPALPUR TEHSIL,HAVELI LAKHA WASAWEWALA MC,"50,000 - 99,999",52207,2.15,6.2,TRANSGENDER,25
PUNJAB,062,OKARA DISTRICT,DEPALPUR TEHSIL,HUJRA SHAH MUQEEM MC,"50,000 - 99,999",47415,2.55,6.12,ALL SEXES,76629
PUNJAB,062,OKARA DISTRICT,DEPALPUR TEHSIL,HUJRA SHAH MUQEEM MC,"50,000 - 99,999",47415,2.55,6.12,MALE,39048
PUNJAB,062,OKARA DISTRICT,DEPALPUR TEHSIL,HUJRA SHAH MUQEEM MC,"50,000 - 99,999",47415,2.55,6.12,FEMALE,37566
PUNJAB,062,OKARA DISTRICT,DEPALPUR TEHSIL,HUJRA SHAH MUQEEM MC,"50,000 - 99,999",47415,2.55,6.12,TRANSGENDER,15
PUNJAB,062,OKARA DISTRICT,OKARA TEHSIL,OKARA CANTONMENT,"50,000 - 99,999",56537,0.97,5.72,ALL SEXES,67955
PUNJAB,062,OKARA DISTRICT,OKARA TEHSIL,OKARA CANTONMENT,"50,000 - 99,999",56537,0.97,5.72,MALE,43073
PUNJAB,062,OKARA DISTRICT,OKARA TEHSIL,OKARA CANTONMENT,"50,000 - 99,999",56537,0.97,5.72,FEMALE,24875
PUNJAB,062,OKARA DISTRICT,OKARA TEHSIL,OKARA CANTONMENT,"50,000 - 99,999",56537,0.97,5.72,TRANSGENDER,7
PUNJAB,062,OKARA DISTRICT,RENALA KHURD TEHSIL,RENALA KHURD MC,"50,000 - 99,999",32337,2.75,5.91,ALL SEXES,54160
PUNJAB,062,OKARA DISTRICT,RENALA KHURD TEHSIL,RENALA KHURD MC,"50,000 - 99,999",32337,2.75,5.91,MALE,27168
PUNJAB,062,OKARA DISTRICT,RENALA KHURD TEHSIL,RENALA KHURD MC,"50,000 - 99,999",32337,2.75,5.91,FEMALE,26985
PUNJAB,062,OKARA DISTRICT,RENALA KHURD TEHSIL,RENALA KHURD MC,"50,000 - 99,999",32337,2.75,5.91,TRANSGENDER,7
PUNJAB,062,OKARA DISTRICT,DEPALPUR TEHSIL,BASIRPUR MC,"25,000 - 49,999",36628,1.46,5.87,ALL SEXES,48307
PUNJAB,062,OKARA DISTRICT,DEPALPUR TEHSIL,BASIRPUR MC,"25,000 - 49,999",36628,1.46,5.87,MALE,24816
PUNJAB,062,OKARA DISTRICT,DEPALPUR TEHSIL,BASIRPUR MC,"25,000 - 49,999",36628,1.46,5.87,FEMALE,23487
PUNJAB,062,OKARA DISTRICT,DEPALPUR TEHSIL,BASIRPUR MC,"25,000 - 49,999",36628,1.46,5.87,TRANSGENDER,4
PUNJAB,062,OKARA DISTRICT,DEPALPUR TEHSIL,AHMADABAD MC,"25,000 - 49,999",16273,4.78,6.09,ALL SEXES,39579
PUNJAB,062,OKARA DISTRICT,DEPALPUR TEHSIL,AHMADABAD MC,"25,000 - 49,999",16273,4.78,6.09,MALE,20076
PUNJAB,062,OKARA DISTRICT,DEPALPUR TEHSIL,AHMADABAD MC,"25,000 - 49,999",16273,4.78,6.09,FEMALE,19494
PUNJAB,062,OKARA DISTRICT,DEPALPUR TEHSIL,AHMADABAD MC,"25,000 - 49,999",16273,4.78,6.09,TRANSGENDER,9
PUNJAB,062,OKARA DISTRICT,OKARA TEHSIL,SADDAR GOGERA MC,"10,000 - 24,999",13972,1.84,6.45,ALL SEXES,19778
PUNJAB,062,OKARA DISTRICT,OKARA TEHSIL,SADDAR GOGERA MC,"10,000 - 24,999",13972,1.84,6.45,MALE,10089
PUNJAB,062,OKARA DISTRICT,OKARA TEHSIL,SADDAR GOGERA MC,"10,000 - 24,999",13972,1.84,6.45,FEMALE,9684
PUNJAB,062,OKARA DISTRICT,OKARA TEHSIL,SADDAR GOGERA MC,"10,000 - 24,999",13972,1.84,6.45,TRANSGENDER,5
