province_name,district_code,district_name,area_name,area_type,construction_duration,number_of_rooms,total_housing_units_by_duration,percent_of_total_units_by_duration,total_housing_units_by_size,percent_of_total_units_by_size,count
FATA,037,FR PESHAWAR,FR PESHAWAR,TOTAL,UNDER CONSTRUCTION,1,68,0.98,615,8.87,11
FATA,037,FR PESHAWAR,FR PESHAWAR,TOTAL,LESS THAN 5 YEARS,1,463,6.68,615,8.87,49
FATA,037,FR PESHAWAR,FR PESHAWAR,TOTAL,5-10 YEARS,1,1364,19.67,615,8.87,128
FATA,037,FR PESHAWAR,FR PESHAWAR,TOTAL,11-50 YEARS,1,4389,63.3,615,8.87,362
FATA,037,FR PESHAWAR,FR PESHAWAR,TOTAL,OVER 50 YEARS,1,650,9.37,615,8.87,65
FATA,037,FR PESHAWAR,FR PESHAWAR,TOTAL,UNDER CONSTRUCTION,2,68,0.98,1786,25.76,19
FATA,037,FR PESHAWAR,FR PESHAWAR,TOTAL,LESS THAN 5 YEARS,2,463,6.68,1786,25.76,109
FATA,037,FR PESHAWAR,FR PESHAWAR,TOTAL,5-10 YEARS,2,1364,19.67,1786,25.76,355
FATA,037,FR PESHAWAR,FR PESHAWAR,TOTAL,11-50 YEARS,2,4389,63.3,1786,25.76,1114
FATA,037,FR PESHAWAR,FR PESHAWAR,TOTAL,OVER 50 YEARS,2,650,9.37,1786,25.76,189
FATA,037,FR PESHAWAR,FR PESHAWAR,TOTAL,UNDER CONSTRUCTION,3,68,0.98,1757,25.34,7
FATA,037,FR PESHAWAR,FR PESHAWAR,TOTAL,LESS THAN 5 YEARS,3,463,6.68,1757,25.34,136
FATA,037,FR PESHAWAR,FR PESHAWAR,TOTAL,5-10 YEARS,3,1364,19.67,1757,25.34,395
FATA,037,FR PESHAWAR,FR PESHAWAR,TOTAL,11-50 YEARS,3,4389,63.3,1757,25.34,1063
FATA,037,FR PESHAWAR,FR PESHAWAR,TOTAL,OVER 50 YEARS,3,650,9.37,1757,25.34,156
FATA,037,FR PESHAWAR,FR PESHAWAR,TOTAL,UNDER CONSTRUCTION,4,68,0.98,1320,19.04,13
FATA,037,FR PESHAWAR,FR PESHAWAR,TOTAL,LESS THAN 5 YEARS,4,463,6.68,1320,19.04,88
FATA,037,FR PESHAWAR,FR PESHAWAR,TOTAL,5-10 YEARS,4,1364,19.67,1320,19.04,241
FATA,037,FR PESHAWAR,FR PESHAWAR,TOTAL,11-50 YEARS,4,4389,63.3,1320,19.04,866
FATA,037,FR PESHAWAR,FR PESHAWAR,TOTAL,OVER 50 YEARS,4,650,9.37,1320,19.04,112
FATA,037,FR PESHAWAR,FR PESHAWAR,TOTAL,UNDER CONSTRUCTION,5,68,0.98,670,9.66,5
FATA,037,FR PESHAWAR,FR PESHAWAR,TOTAL,LESS THAN 5 YEARS,5,463,6.68,670,9.66,45
FATA,037,FR PESHAWAR,FR PESHAWAR,TOTAL,5-10 YEARS,5,1364,19.67,670,9.66,112
FATA,037,FR PESHAWAR,FR PESHAWAR,TOTAL,11-50 YEARS,5,4389,63.3,670,9.66,436
FATA,037,FR PESHAWAR,FR PESHAWAR,TOTAL,OVER 50 YEARS,5,650,9.37,670,9.66,72
FATA,037,FR PESHAWAR,FR PESHAWAR,TOTAL,UNDER CONSTRUCTION,6,68,0.98,393,5.67,7
FATA,037,FR PESHAWAR,FR PESHAWAR,TOTAL,LESS THAN 5 YEARS,6,463,6.68,393,5.67,15
FATA,037,FR PESHAWAR,FR PESHAWAR,TOTAL,5-10 YEARS,6,1364,19.67,393,5.67,66
FATA,037,FR PESHAWAR,FR PESHAWAR,TOTAL,11-50 YEARS,6,4389,63.3,393,5.67,277
FATA,037,FR PESHAWAR,FR PESHAWAR,TOTAL,OVER 50 YEARS,6,650,9.37,393,5.67,28
FATA,037,FR PESHAWAR,FR PESHAWAR,TOTAL,UNDER CONSTRUCTION,7,68,0.98,180,2.6,3
FATA,037,FR PESHAWAR,FR PESHAWAR,TOTAL,LESS THAN 5 YEARS,7,463,6.68,180,2.6,10
FATA,037,FR PESHAWAR,FR PESHAWAR,TOTAL,5-10 YEARS,7,1364,19.67,180,2.6,35
FATA,037,FR PESHAWAR,FR PESHAWAR,TOTAL,11-50 YEARS,7,4389,63.3,180,2.6,119
FATA,037,FR PESHAWAR,FR PESHAWAR,TOTAL,OVER 50 YEARS,7,650,9.37,180,2.6,13
FATA,037,FR PESHAWAR,FR PESHAWAR,TOTAL,UNDER CONSTRUCTION,8,68,0.98,95,1.37,2
FATA,037,FR PESHAWAR,FR PESHAWAR,TOTAL,LESS THAN 5 YEARS,8,463,6.68,95,1.37,5
FATA,037,FR PESHAWAR,FR PESHAWAR,TOTAL,5-10 YEARS,8,1364,19.67,95,1.37,14
FATA,037,FR PESHAWAR,FR PESHAWAR,TOTAL,11-50 YEARS,8,4389,63.3,95,1.37,65
FATA,037,FR PESHAWAR,FR PESHAWAR,TOTAL,OVER 50 YEARS,8,650,9.37,95,1.37,9
FATA,037,FR PESHAWAR,FR PESHAWAR,TOTAL,UNDER CONSTRUCTION,9 AND MORE,68,0.98,118,1.7,1
FATA,037,FR PESHAWAR,FR PESHAWAR,TOTAL,LESS THAN 5 YEARS,9 AND MORE,463,6.68,118,1.7,6
FATA,037,FR PESHAWAR,FR PESHAWAR,TOTAL,5-10 YEARS,9 AND MORE,1364,19.67,118,1.7,18
FATA,037,FR PESHAWAR,FR PESHAWAR,TOTAL,11-50 YEARS,9 AND MORE,4389,63.3,118,1.7,87
FATA,037,FR PESHAWAR,FR PESHAWAR,TOTAL,OVER 50 YEARS,9 AND MORE,650,9.37,118,1.7,6
FATA,037,FR PESHAWAR,FR PESHAWAR,RURAL,UNDER CONSTRUCTION,1,68,0.98,615,8.87,11
FATA,037,FR PESHAWAR,FR PESHAWAR,RURAL,LESS THAN 5 YEARS,1,463,6.68,615,8.87,49
FATA,037,FR PESHAWAR,FR PESHAWAR,RURAL,5-10 YEARS,1,1364,19.67,615,8.87,128
