province_name,district_code,district_name,area_name,area_type,ownership_status,total_by_tenure,percent_by_tenure,utility,source,total_by_source,percent_by_source,count
BALOCHISTAN,125,HARNAI DISTRICT,HARNAI DISTRICT,TOTAL,OWNED,14152,83.28,INSIDE WATER,TOTAL INSIDE,12341,72.62,10216
BALOCHISTAN,125,HARNAI DISTRICT,HARNAI DISTRICT,TOTAL,OWNED,14152,83.28,INSIDE WATER,TAP,3212,18.9,2537
BALOCHISTAN,125,HARNAI DISTRICT,HARNAI DISTRICT,TOTAL,OWNED,14152,83.28,INSIDE WATER,ELECTRIC/HAND PUMP,1156,6.8,1102
BALOCHISTAN,125,HARNAI DISTRICT,HARNAI DISTRICT,TOTAL,OWNED,14152,83.28,INSIDE WATER,PROTECTED WELL,3834,22.56,3346
BALOCHISTAN,125,HARNAI DISTRICT,HARNAI DISTRICT,TOTAL,OWNED,14152,83.28,INSIDE WATER,UN-PROTECTED WELL,617,3.63,548
BALOCHISTAN,125,HARNAI DISTRICT,HARNAI DISTRICT,TOTAL,OWNED,14152,83.28,INSIDE WATER,OTHERS,3522,20.72,2683
BALOCHISTAN,125,HARNAI DISTRICT,HARNAI DISTRICT,TOTAL,OWNED,14152,83.28,OUTSIDE WATER,TOTAL OUTSIDE,4653,27.38,3936
BALOCHISTAN,125,HARNAI DISTRICT,HARNAI DISTRICT,TOTAL,OWNED,14152,83.28,OUTSIDE WATER,TAP,47,0.28,30
BALOCHISTAN,125,HARNAI DISTRICT,HARNAI DISTRICT,TOTAL,OWNED,14152,83.28,OUTSIDE WATER,ELECTRIC/HAND PUMP,157,0.92,153
BALOCHISTAN,125,HARNAI DISTRICT,HARNAI DISTRICT,TOTAL,OWNED,14152,83.28,OUTSIDE WATER,PROTECTED WELL,48,0.28,37
BALOCHISTAN,125,HARNAI DISTRICT,HARNAI DISTRICT,TOTAL,OWNED,14152,83.28,OUTSIDE WATER,UN-PROTECTED WELL,393,2.31,383
BALOCHISTAN,125,HARNAI DISTRICT,HARNAI DISTRICT,TOTAL,OWNED,14152,83.28,OUTSIDE WATER,SPRING,1435,8.44,1179
BALOCHISTAN,125,HARNAI DISTRICT,HARNAI DISTRICT,TOTAL,OWNED,14152,83.28,OUTSIDE WATER,CANAL/RIVER/POND,1244,7.32,1088
BALOCHISTAN,125,HARNAI DISTRICT,HARNAI DISTRICT,TOTAL,OWNED,14152,83.28,OUTSIDE WATER,OTHERS,1329,7.82,1066
BALOCHISTAN,125,HARNAI DISTRICT,HARNAI DISTRICT,TOTAL,OWNED,14152,83.28,COOKING FUEL,WOOD,15803,92.99,30
BALOCHISTAN,125,HARNAI DISTRICT,HARNAI DISTRICT,TOTAL,OWNED,14152,83.28,COOKING FUEL,GAS,205,1.21,153
BALOCHISTAN,125,HARNAI DISTRICT,HARNAI DISTRICT,TOTAL,OWNED,14152,83.28,COOKING FUEL,KEROSENE OIL,31,0.18,37
BALOCHISTAN,125,HARNAI DISTRICT,HARNAI DISTRICT,TOTAL,OWNED,14152,83.28,COOKING FUEL,OTHERS,955,5.62,383
BALOCHISTAN,125,HARNAI DISTRICT,HARNAI DISTRICT,TOTAL,OWNED,14152,83.28,LIGHTING SOURCE,ELECTRICITY,15803,92.99,13552
BALOCHISTAN,125,HARNAI DISTRICT,HARNAI DISTRICT,TOTAL,OWNED,14152,83.28,LIGHTING SOURCE,KEROSENE OIL,205,1.21,135
BALOCHISTAN,125,HARNAI DISTRICT,HARNAI DISTRICT,TOTAL,OWNED,14152,83.28,LIGHTING SOURCE,GAS LAMP,31,0.18,26
BALOCHISTAN,125,HARNAI DISTRICT,HARNAI DISTRICT,TOTAL,OWNED,14152,83.28,LIGHTING SOURCE,OTHERS,955,5.62,439
BALOCHISTAN,125,HARNAI DISTRICT,HARNAI DISTRICT,TOTAL,RENTED,814,4.79,INSIDE WATER,TOTAL INSIDE,12341,72.62,773
BALOCHISTAN,125,HARNAI DISTRICT,HARNAI DISTRICT,TOTAL,RENTED,814,4.79,INSIDE WATER,TAP,3212,18.9,377
BALOCHISTAN,125,HARNAI DISTRICT,HARNAI DISTRICT,TOTAL,RENTED,814,4.79,INSIDE WATER,ELECTRIC/HAND PUMP,1156,6.8,36
BALOCHISTAN,125,HARNAI DISTRICT,HARNAI DISTRICT,TOTAL,RENTED,814,4.79,INSIDE WATER,PROTECTED WELL,3834,22.56,313
BALOCHISTAN,125,HARNAI DISTRICT,HARNAI DISTRICT,TOTAL,RENTED,814,4.79,INSIDE WATER,UN-PROTECTED WELL,617,3.63,25
BALOCHISTAN,125,HARNAI DISTRICT,HARNAI DISTRICT,TOTAL,RENTED,814,4.79,INSIDE WATER,OTHERS,3522,20.72,22
BALOCHISTAN,125,HARNAI DISTRICT,HARNAI DISTRICT,TOTAL,RENTED,814,4.79,OUTSIDE WATER,TOTAL OUTSIDE,4653,27.38,41
BALOCHISTAN,125,HARNAI DISTRICT,HARNAI DISTRICT,TOTAL,RENTED,814,4.79,OUTSIDE WATER,TAP,47,0.28,11
BALOCHISTAN,125,HARNAI DISTRICT,HARNAI DISTRICT,TOTAL,RENTED,814,4.79,OUTSIDE WATER,ELECTRIC/HAND PUMP,157,0.92,2
BALOCHISTAN,125,HARNAI DISTRICT,HARNAI DISTRICT,TOTAL,RENTED,814,4.79,OUTSIDE WATER,PROTECTED WELL,48,0.28,3
BALOCHISTAN,125,HARNAI DISTRICT,HARNAI DISTRICT,TOTAL,RENTED,814,4.79,OUTSIDE WATER,UN-PROTECTED WELL,393,2.31,1
BALOCHISTAN,125,HARNAI DISTRICT,HARNAI DISTRICT,TOTAL,RENTED,814,4.79,OUTSIDE WATER,SPRING,1435,8.44,8
BALOCHISTAN,125,HARNAI DISTRICT,HARNAI DISTRICT,TOTAL,RENTED,814,4.79,OUTSIDE WATER,CANAL/RIVER/POND,1244,7.32,0
BALOCHISTAN,125,HARNAI DISTRICT,HARNAI DISTRICT,TOTAL,RENTED,814,4.79,OUTSIDE WATER,OTHERS,1329,7.82,16
BALOCHISTAN,125,HARNAI DISTRICT,HARNAI DISTRICT,TOTAL,RENTED,814,4.79,COOKING FUEL,WOOD,15803,92.99,11
BALOCHISTAN,125,HARNAI DISTRICT,HARNAI DISTRICT,TOTAL,RENTED,814,4.79,COOKING FUEL,GAS,205,1.21,2
BALOCHISTAN,125,HARNAI DISTRICT,HARNAI DISTRICT,TOTAL,RENTED,814,4.79,COOKING FUEL,KEROSENE OIL,31,0.18,3
BALOCHISTAN,125,HARNAI DISTRICT,HARNAI DISTRICT,TOTAL,RENTED,814,4.79,COOKING FUEL,OTHERS,955,5.62,1
BALOCHISTAN,125,HARNAI DISTRICT,HARNAI DISTRICT,TOTAL,RENTED,814,4.79,LIGHTING SOURCE,ELECTRICITY,15803,92.99,755
BALOCHISTAN,125,HARNAI DISTRICT,HARNAI DISTRICT,TOTAL,RENTED,814,4.79,LIGHTING SOURCE,KEROSENE OIL,205,1.21,46
BALOCHISTAN,125,HARNAI DISTRICT,HARNAI DISTRICT,TOTAL,RENTED,814,4.79,LIGHTING SOURCE,GAS LAMP,31,0.18,1
