province_name,district_code,district_name,area_name,area_type,construction_age,roof_material,total_by_roof_material,percent_by_roof_material,wall_material,total_by_wall_material,percent_by_wall_material,count
BALOCHISTAN,125,HARNAI DISTRICT,HARNAI DISTRICT,TOTAL,UNDER CONSTRUCTION,RCC/RBC,217,1.53,BAKED BRICKS/BLOCKS/STONES,82,0.58,32
BALOCHISTAN,125,HARNAI DISTRICT,HARNAI DISTRICT,TOTAL,UNDER CONSTRUCTION,RCC/RBC,217,1.53,UNBAKED BRICKS/MUD,39,0.28,0
BALOCHISTAN,125,HARNAI DISTRICT,HARNAI DISTRICT,TOTAL,UNDER CONSTRUCTION,RCC/RBC,217,1.53,WOOD/BAMBOO,36,0.25,0
BALOCHISTAN,125,HARNAI DISTRICT,HARNAI DISTRICT,TOTAL,UNDER CONSTRUCTION,RCC/RBC,217,1.53,OTHERS,11,0.08,0
BALOCHISTAN,125,HARNAI DISTRICT,HARNAI DISTRICT,TOTAL,LESS THAN 5 YEARS,RCC/RBC,217,1.53,BAKED BRICKS/BLOCKS/STONES,183,1.29,26
BALOCHISTAN,125,HARNAI DISTRICT,HARNAI DISTRICT,TOTAL,LESS THAN 5 YEARS,RCC/RBC,217,1.53,UNBAKED BRICKS/MUD,570,4.03,0
BALOCHISTAN,125,HARNAI DISTRICT,HARNAI DISTRICT,TOTAL,LESS THAN 5 YEARS,RCC/RBC,217,1.53,WOOD/BAMBOO,232,1.64,0
BALOCHISTAN,125,HARNAI DISTRICT,HARNAI DISTRICT,TOTAL,LESS THAN 5 YEARS,RCC/RBC,217,1.53,OTHERS,242,1.71,0
BALOCHISTAN,125,HARNAI DISTRICT,HARNAI DISTRICT,TOTAL,5 - 10 YEARS,RCC/RBC,217,1.53,BAKED BRICKS/BLOCKS/STONES,455,3.22,36
BALOCHISTAN,125,HARNAI DISTRICT,HARNAI DISTRICT,TOTAL,5 - 10 YEARS,RCC/RBC,217,1.53,UNBAKED BRICKS/MUD,1456,10.29,0
BALOCHISTAN,125,HARNAI DISTRICT,HARNAI DISTRICT,TOTAL,5 - 10 YEARS,RCC/RBC,217,1.53,WOOD/BAMBOO,400,2.83,0
BALOCHISTAN,125,HARNAI DISTRICT,HARNAI DISTRICT,TOTAL,5 - 10 YEARS,RCC/RBC,217,1.53,OTHERS,473,3.34,0
BALOCHISTAN,125,HARNAI DISTRICT,HARNAI DISTRICT,TOTAL,11 - 50 YEARS,RCC/RBC,217,1.53,BAKED BRICKS/BLOCKS/STONES,915,6.47,121
BALOCHISTAN,125,HARNAI DISTRICT,HARNAI DISTRICT,TOTAL,11 - 50 YEARS,RCC/RBC,217,1.53,UNBAKED BRICKS/MUD,6608,46.69,0
