province_name,district_code,district_name,area_name,area_type,area_sq_km,total_pop,total_male,total_female,total_trans,sex_ratio,pop_density,pct_urban,avg_hh_size,total_pop_98,avg_annual_growth
BALOCHISTAN,125,HARNAI DISTRICT,HARNAI DISTRICT,TOTAL,2492,97052,51964,45069,19,115.3,38.95,25.31,5.6,76652,1.25
BALOCHISTAN,125,HARNAI DISTRICT,HARNAI DISTRICT,RURAL,NA,72490,38123,34354,13,110.97,NA,NA,5.57,67293,0.39
BALOCHISTAN,125,HARNAI DISTRICT,HARNAI DISTRICT,URBAN,NA,24562,13841,10715,6,129.17,NA,NA,5.69,9359,5.2
BALOCHISTAN,125,HARNAI DISTRICT,HARNAI TEHSIL,TOTAL,259,64056,33704,30336,16,111.1,247.32,20.77,5.7,51482,1.15
BALOCHISTAN,125,HARNAI DISTRICT,HARNAI TEHSIL,RURAL,NA,50753,26754,23987,12,111.54,NA,NA,5.62,42123,0.98
BALOCHISTAN,125,HARNAI DISTRICT,HARNAI TEHSIL,URBAN,NA,13303,6950,6349,4,109.47,NA,NA,6.02,9359,1.86
BALOCHISTAN,125,HARNAI DISTRICT,KHOAST SUB-TEHSIL,TOTAL,1619,12279,6407,5872,NA,109.11,7.58,NA,5.78,9908,1.13
BALOCHISTAN,125,HARNAI DISTRICT,KHOAST SUB-TEHSIL,RURAL,NA,12279,6407,5872,NA,109.11,NA,NA,5.78,9908,1.13
BALOCHISTAN,125,HARNAI DISTRICT,KHOAST SUB-TEHSIL,URBAN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BALOCHISTAN,125,HARNAI DISTRICT,SHAHRIG TEHSIL,TOTAL,614,20717,11853,8861,3,133.77,33.74,54.35,5.22,15262,1.62
BALOCHISTAN,125,HARNAI DISTRICT,SHAHRIG TEHSIL,RURAL,NA,9458,4962,4495,1,110.39,NA,NA,5.08,15262,-2.48
BALOCHISTAN,125,HARNAI DISTRICT,SHAHRIG TEHSIL,URBAN,NA,11259,6891,4366,2,157.83,NA,NA,5.35,NA,NA
