province_name,district_code,district_name,area_name,area_type,construction_duration,number_of_rooms,total_housing_units_by_duration,percent_of_total_units_by_duration,total_housing_units_by_size,percent_of_total_units_by_size,count
KHYBER PAKTUNKHWA,017,NOWSHERA DISTRICT,NOWSHERA DISTRICT,TOTAL,UNDER CONSTRUCTION,1,2381,1.49,36494,22.88,517
KHYBER PAKTUNKHWA,017,NOWSHERA DISTRICT,NOWSHERA DISTRICT,TOTAL,LESS THAN 5 YEARS,1,17482,10.96,36494,22.88,3472
KHYBER PAKTUNKHWA,017,NOWSHERA DISTRICT,NOWSHERA DISTRICT,TOTAL,5-10 YEARS,1,41317,25.91,36494,22.88,9020
KHYBER PAKTUNKHWA,017,NOWSHERA DISTRICT,NOWSHERA DISTRICT,TOTAL,11-50 YEARS,1,91779,57.55,36494,22.88,21963
KHYBER PAKTUNKHWA,017,NOWSHERA DISTRICT,NOWSHERA DISTRICT,TOTAL,OVER 50 YEARS,1,6522,4.09,36494,22.88,1522
KHYBER PAKTUNKHWA,017,NOWSHERA DISTRICT,NOWSHERA DISTRICT,TOTAL,UNDER CONSTRUCTION,2,2381,1.49,48852,30.63,783
KHYBER PAKTUNKHWA,017,NOWSHERA DISTRICT,NOWSHERA DISTRICT,TOTAL,LESS THAN 5 YEARS,2,17482,10.96,48852,30.63,5709
KHYBER PAKTUNKHWA,017,NOWSHERA DISTRICT,NOWSHERA DISTRICT,TOTAL,5-10 YEARS,2,41317,25.91,48852,30.63,13391
KHYBER PAKTUNKHWA,017,NOWSHERA DISTRICT,NOWSHERA DISTRICT,TOTAL,11-50 YEARS,2,91779,57.55,48852,30.63,26965
KHYBER PAKTUNKHWA,017,NOWSHERA DISTRICT,NOWSHERA DISTRICT,TOTAL,OVER 50 YEARS,2,6522,4.09,48852,30.63,2004
KHYBER PAKTUNKHWA,017,NOWSHERA DISTRICT,NOWSHERA DISTRICT,TOTAL,UNDER CONSTRUCTION,3,2381,1.49,32974,20.68,507
KHYBER PAKTUNKHWA,017,NOWSHERA DISTRICT,NOWSHERA DISTRICT,TOTAL,LESS THAN 5 YEARS,3,17482,10.96,32974,20.68,3781
KHYBER PAKTUNKHWA,017,NOWSHERA DISTRICT,NOWSHERA DISTRICT,TOTAL,5-10 YEARS,3,41317,25.91,32974,20.68,8672
KHYBER PAKTUNKHWA,017,NOWSHERA DISTRICT,NOWSHERA DISTRICT,TOTAL,11-50 YEARS,3,91779,57.55,32974,20.68,18759
KHYBER PAKTUNKHWA,017,NOWSHERA DISTRICT,NOWSHERA DISTRICT,TOTAL,OVER 50 YEARS,3,6522,4.09,32974,20.68,1255
KHYBER PAKTUNKHWA,017,NOWSHERA DISTRICT,NOWSHERA DISTRICT,TOTAL,UNDER CONSTRUCTION,4,2381,1.49,20990,13.16,338
KHYBER PAKTUNKHWA,017,NOWSHERA DISTRICT,NOWSHERA DISTRICT,TOTAL,LESS THAN 5 YEARS,4,17482,10.96,20990,13.16,2442
KHYBER PAKTUNKHWA,017,NOWSHERA DISTRICT,NOWSHERA DISTRICT,TOTAL,5-10 YEARS,4,41317,25.91,20990,13.16,5401
KHYBER PAKTUNKHWA,017,NOWSHERA DISTRICT,NOWSHERA DISTRICT,TOTAL,11-50 YEARS,4,91779,57.55,20990,13.16,11905
KHYBER PAKTUNKHWA,017,NOWSHERA DISTRICT,NOWSHERA DISTRICT,TOTAL,OVER 50 YEARS,4,6522,4.09,20990,13.16,904
KHYBER PAKTUNKHWA,017,NOWSHERA DISTRICT,NOWSHERA DISTRICT,TOTAL,UNDER CONSTRUCTION,5,2381,1.49,9481,5.94,111
KHYBER PAKTUNKHWA,017,NOWSHERA DISTRICT,NOWSHERA DISTRICT,TOTAL,LESS THAN 5 YEARS,5,17482,10.96,9481,5.94,1001
KHYBER PAKTUNKHWA,017,NOWSHERA DISTRICT,NOWSHERA DISTRICT,TOTAL,5-10 YEARS,5,41317,25.91,9481,5.94,2328
KHYBER PAKTUNKHWA,017,NOWSHERA DISTRICT,NOWSHERA DISTRICT,TOTAL,11-50 YEARS,5,91779,57.55,9481,5.94,5680
KHYBER PAKTUNKHWA,017,NOWSHERA DISTRICT,NOWSHERA DISTRICT,TOTAL,OVER 50 YEARS,5,6522,4.09,9481,5.94,361
KHYBER PAKTUNKHWA,017,NOWSHERA DISTRICT,NOWSHERA DISTRICT,TOTAL,UNDER CONSTRUCTION,6,2381,1.49,5443,3.41,57
KHYBER PAKTUNKHWA,017,NOWSHERA DISTRICT,NOWSHERA DISTRICT,TOTAL,LESS THAN 5 YEARS,6,17482,10.96,5443,3.41,571
KHYBER PAKTUNKHWA,017,NOWSHERA DISTRICT,NOWSHERA DISTRICT,TOTAL,5-10 YEARS,6,41317,25.91,5443,3.41,1286
KHYBER PAKTUNKHWA,017,NOWSHERA DISTRICT,NOWSHERA DISTRICT,TOTAL,11-50 YEARS,6,91779,57.55,5443,3.41,3297
KHYBER PAKTUNKHWA,017,NOWSHERA DISTRICT,NOWSHERA DISTRICT,TOTAL,OVER 50 YEARS,6,6522,4.09,5443,3.41,232
KHYBER PAKTUNKHWA,017,NOWSHERA DISTRICT,NOWSHERA DISTRICT,TOTAL,UNDER CONSTRUCTION,7,2381,1.49,2281,1.43,29
KHYBER PAKTUNKHWA,017,NOWSHERA DISTRICT,NOWSHERA DISTRICT,TOTAL,LESS THAN 5 YEARS,7,17482,10.96,2281,1.43,226
KHYBER PAKTUNKHWA,017,NOWSHERA DISTRICT,NOWSHERA DISTRICT,TOTAL,5-10 YEARS,7,41317,25.91,2281,1.43,522
KHYBER PAKTUNKHWA,017,NOWSHERA DISTRICT,NOWSHERA DISTRICT,TOTAL,11-50 YEARS,7,91779,57.55,2281,1.43,1408
KHYBER PAKTUNKHWA,017,NOWSHERA DISTRICT,NOWSHERA DISTRICT,TOTAL,OVER 50 YEARS,7,6522,4.09,2281,1.43,96
KHYBER PAKTUNKHWA,017,NOWSHERA DISTRICT,NOWSHERA DISTRICT,TOTAL,UNDER CONSTRUCTION,8,2381,1.49,1400,0.88,13
KHYBER PAKTUNKHWA,017,NOWSHERA DISTRICT,NOWSHERA DISTRICT,TOTAL,LESS THAN 5 YEARS,8,17482,10.96,1400,0.88,133
KHYBER PAKTUNKHWA,017,NOWSHERA DISTRICT,NOWSHERA DISTRICT,TOTAL,5-10 YEARS,8,41317,25.91,1400,0.88,363
KHYBER PAKTUNKHWA,017,NOWSHERA DISTRICT,NOWSHERA DISTRICT,TOTAL,11-50 YEARS,8,91779,57.55,1400,0.88,839
