province_name,district_code,district_name,area_name,area_type,area_sq_km,total_pop,total_male,total_female,total_trans,sex_ratio,pop_density,pct_urban,avg_hh_size,total_pop_98,avg_annual_growth
KHYBER PAKTUNKHWA,017,NOWSHERA DISTRICT,NOWSHERA DISTRICT,TOTAL,1748,1520995,783035,737834,126,106.13,870.13,22.32,7.52,874373,2.95
KHYBER PAKTUNKHWA,017,NOWSHERA DISTRICT,NOWSHERA DISTRICT,RURAL,NA,1181460,598964,582426,70,102.84,NA,NA,7.71,647343,3.21
KHYBER PAKTUNKHWA,017,NOWSHERA DISTRICT,NOWSHERA DISTRICT,URBAN,NA,339535,184071,155408,56,118.44,NA,NA,6.91,227030,2.14
KHYBER PAKTUNKHWA,017,NOWSHERA DISTRICT,JEHANGIRA TEHSIL,TOTAL,718,353764,179262,174464,38,102.75,492.71,24.34,7.74,208704,2.81
KHYBER PAKTUNKHWA,017,NOWSHERA DISTRICT,JEHANGIRA TEHSIL,RURAL,NA,267642,134577,133036,29,101.16,NA,NA,7.84,158059,2.81
KHYBER PAKTUNKHWA,017,NOWSHERA DISTRICT,JEHANGIRA TEHSIL,URBAN,NA,86122,44685,41428,9,107.86,NA,NA,7.44,50645,2.83
KHYBER PAKTUNKHWA,017,NOWSHERA DISTRICT,NOWSHERA TEHSIL,TOTAL,679,728815,383065,345678,72,110.82,1073.37,27.17,7.4,419549,2.94
KHYBER PAKTUNKHWA,017,NOWSHERA DISTRICT,NOWSHERA TEHSIL,RURAL,NA,530772,271714,259033,25,104.9,NA,NA,7.72,274317,3.53
KHYBER PAKTUNKHWA,017,NOWSHERA DISTRICT,NOWSHERA TEHSIL,URBAN,NA,198043,111351,86645,47,128.51,NA,NA,6.6,145232,1.64
KHYBER PAKTUNKHWA,017,NOWSHERA DISTRICT,PABBI TEHSIL,TOTAL,351,438416,220708,217692,16,101.39,1249.05,12.63,7.55,246120,3.08
KHYBER PAKTUNKHWA,017,NOWSHERA DISTRICT,PABBI TEHSIL,RURAL,NA,383046,192673,190357,16,101.22,NA,NA,7.6,214967,3.08
KHYBER PAKTUNKHWA,017,NOWSHERA DISTRICT,PABBI TEHSIL,URBAN,NA,55370,28035,27335,NA,102.56,NA,NA,7.27,31153,3.07
