province_name,district_code,district_name,area_name,area_type,construction_duration,number_of_rooms,total_housing_units_by_duration,percent_of_total_units_by_duration,total_housing_units_by_size,percent_of_total_units_by_size,count
SINDH,080,GHOTKI DISTRICT,GHOTKI DISTRICT,TOTAL,UNDER CONSTRUCTION,1,6176,2.36,197331,75.38,4519
SINDH,080,GHOTKI DISTRICT,GHOTKI DISTRICT,TOTAL,LESS THAN 5 YEARS,1,61428,23.47,197331,75.38,48413
SINDH,080,GHOTKI DISTRICT,GHOTKI DISTRICT,TOTAL,5-10 YEARS,1,104267,39.83,197331,75.38,79597
SINDH,080,GHOTKI DISTRICT,GHOTKI DISTRICT,TOTAL,11-50 YEARS,1,84239,32.18,197331,75.38,60470
SINDH,080,GHOTKI DISTRICT,GHOTKI DISTRICT,TOTAL,OVER 50 YEARS,1,5663,2.16,197331,75.38,4332
SINDH,080,GHOTKI DISTRICT,GHOTKI DISTRICT,TOTAL,UNDER CONSTRUCTION,2,6176,2.36,44679,17.07,1149
SINDH,080,GHOTKI DISTRICT,GHOTKI DISTRICT,TOTAL,LESS THAN 5 YEARS,2,61428,23.47,44679,17.07,8900
SINDH,080,GHOTKI DISTRICT,GHOTKI DISTRICT,TOTAL,5-10 YEARS,2,104267,39.83,44679,17.07,17519
SINDH,080,GHOTKI DISTRICT,GHOTKI DISTRICT,TOTAL,11-50 YEARS,2,84239,32.18,44679,17.07,16200
SINDH,080,GHOTKI DISTRICT,GHOTKI DISTRICT,TOTAL,OVER 50 YEARS,2,5663,2.16,44679,17.07,911
SINDH,080,GHOTKI DISTRICT,GHOTKI DISTRICT,TOTAL,UNDER CONSTRUCTION,3,6176,2.36,11590,4.43,301
SINDH,080,GHOTKI DISTRICT,GHOTKI DISTRICT,TOTAL,LESS THAN 5 YEARS,3,61428,23.47,11590,4.43,2431
SINDH,080,GHOTKI DISTRICT,GHOTKI DISTRICT,TOTAL,5-10 YEARS,3,104267,39.83,11590,4.43,4194
SINDH,080,GHOTKI DISTRICT,GHOTKI DISTRICT,TOTAL,11-50 YEARS,3,84239,32.18,11590,4.43,4447
SINDH,080,GHOTKI DISTRICT,GHOTKI DISTRICT,TOTAL,OVER 50 YEARS,3,5663,2.16,11590,4.43,217
SINDH,080,GHOTKI DISTRICT,GHOTKI DISTRICT,TOTAL,UNDER CONSTRUCTION,4,6176,2.36,4459,1.7,107
SINDH,080,GHOTKI DISTRICT,GHOTKI DISTRICT,TOTAL,LESS THAN 5 YEARS,4,61428,23.47,4459,1.7,909
SINDH,080,GHOTKI DISTRICT,GHOTKI DISTRICT,TOTAL,5-10 YEARS,4,104267,39.83,4459,1.7,1619
SINDH,080,GHOTKI DISTRICT,GHOTKI DISTRICT,TOTAL,11-50 YEARS,4,84239,32.18,4459,1.7,1730
SINDH,080,GHOTKI DISTRICT,GHOTKI DISTRICT,TOTAL,OVER 50 YEARS,4,5663,2.16,4459,1.7,94
SINDH,080,GHOTKI DISTRICT,GHOTKI DISTRICT,TOTAL,UNDER CONSTRUCTION,5,6176,2.36,1424,0.54,26
SINDH,080,GHOTKI DISTRICT,GHOTKI DISTRICT,TOTAL,LESS THAN 5 YEARS,5,61428,23.47,1424,0.54,324
SINDH,080,GHOTKI DISTRICT,GHOTKI DISTRICT,TOTAL,5-10 YEARS,5,104267,39.83,1424,0.54,488
SINDH,080,GHOTKI DISTRICT,GHOTKI DISTRICT,TOTAL,11-50 YEARS,5,84239,32.18,1424,0.54,534
SINDH,080,GHOTKI DISTRICT,GHOTKI DISTRICT,TOTAL,OVER 50 YEARS,5,5663,2.16,1424,0.54,52
