province_name,district_code,district_name,area_name,area_type,gender,group_all_ages,group_under_01,group_under_05,group_under_10,group_under_16,group_05_24,group_15_24,group_15_29,group_15_49,group_15_64,group_18_60,group_18_and_up,group_60_and_up,group_65_and_up
SINDH,080,GHOTKI DISTRICT,GHOTKI DISTRICT,TOTAL,ALL SEXES,1648708,46430,270196,556127,805826,803142,303227,417775,735421,832762,709530,775996,72623,45835
SINDH,080,GHOTKI DISTRICT,GHOTKI DISTRICT,TOTAL,MALE,850272,24101,138098,288657,423824,423680,157686,213694,373294,423560,357429,389926,35460,22620
SINDH,080,GHOTKI DISTRICT,GHOTKI DISTRICT,TOTAL,FEMALE,798271,22329,132098,267470,381998,379414,145493,204008,361996,409055,351967,385915,37141,23197
SINDH,080,GHOTKI DISTRICT,GHOTKI DISTRICT,TOTAL,TRANSGENDER,165,0,0,0,4,48,48,73,131,147,134,155,22,18
SINDH,080,GHOTKI DISTRICT,GHOTKI DISTRICT,RURAL,ALL SEXES,1287887,37494,111357,232719,644550,628573,229580,316026,558998,633736,540215,592836,57417,36644
SINDH,080,GHOTKI DISTRICT,GHOTKI DISTRICT,RURAL,MALE,663716,19386,107157,216187,339038,332487,119916,161971,283229,321594,271050,296839,28114,18194
SINDH,080,GHOTKI DISTRICT,GHOTKI DISTRICT,RURAL,FEMALE,624062,18108,0,0,305508,296053,109631,154003,275684,312047,269081,295896,29285,18436
SINDH,080,GHOTKI DISTRICT,GHOTKI DISTRICT,RURAL,TRANSGENDER,109,0,51682,107221,4,33,33,52,85,95,84,101,18,14
SINDH,080,GHOTKI DISTRICT,GHOTKI DISTRICT,URBAN,ALL SEXES,360821,8936,26741,55938,161276,174569,73647,101749,176423,199026,169315,183160,15206,9191
SINDH,080,GHOTKI DISTRICT,GHOTKI DISTRICT,URBAN,MALE,186556,4715,24941,51283,84786,91193,37770,51723,90065,101966,86379,93087,7346,4426
SINDH,080,GHOTKI DISTRICT,GHOTKI DISTRICT,URBAN,FEMALE,174209,4221,0,0,76490,83361,35862,50005,86312,97008,82886,90019,7856,4761
SINDH,080,GHOTKI DISTRICT,GHOTKI DISTRICT,URBAN,TRANSGENDER,56,0,0,0,0,15,15,21,46,52,50,54,4,4
SINDH,080,GHOTKI DISTRICT,DAHARKI TALUKA,TOTAL,ALL SEXES,310709,8613,49804,102591,149776,150147,56968,79055,140789,159230,135616,148006,13606,8496
SINDH,080,GHOTKI DISTRICT,DAHARKI TALUKA,TOTAL,MALE,161079,4437,25386,53179,79053,79712,29917,40804,72142,81702,68770,74844,6673,4196
SINDH,080,GHOTKI DISTRICT,DAHARKI TALUKA,TOTAL,FEMALE,149604,4176,24418,49412,70723,70428,27044,38243,68628,77507,66827,73137,6927,4295
SINDH,080,GHOTKI DISTRICT,DAHARKI TALUKA,TOTAL,TRANSGENDER,26,0,0,0,0,7,7,8,19,21,19,25,6,5
SINDH,080,GHOTKI DISTRICT,DAHARKI TALUKA,RURAL,ALL SEXES,224423,6513,37457,77167,58919,108925,39622,54808,98180,111416,94950,103985,9971,6247
SINDH,080,GHOTKI DISTRICT,DAHARKI TALUKA,RURAL,MALE,116233,3342,19010,39928,52587,58088,20957,28374,50167,56974,47817,52265,4912,3118
SINDH,080,GHOTKI DISTRICT,DAHARKI TALUKA,RURAL,FEMALE,108173,3171,18447,37239,0,50831,18659,26427,48001,54429,47122,51704,5054,3125
SINDH,080,GHOTKI DISTRICT,DAHARKI TALUKA,RURAL,TRANSGENDER,17,0,0,0,38270,6,6,7,12,13,11,16,5,4
SINDH,080,GHOTKI DISTRICT,DAHARKI TALUKA,URBAN,ALL SEXES,86286,2100,12347,25424,20134,41222,17346,24247,42609,47814,40666,44021,3635,2249
SINDH,080,GHOTKI DISTRICT,DAHARKI TALUKA,URBAN,MALE,44846,1095,6376,13251,18136,21624,8960,12430,21975,24728,20953,22579,1761,1078
SINDH,080,GHOTKI DISTRICT,DAHARKI TALUKA,URBAN,FEMALE,41431,1005,5971,12173,0,19597,8385,11816,20627,23078,19705,21433,1873,1170
SINDH,080,GHOTKI DISTRICT,DAHARKI TALUKA,URBAN,TRANSGENDER,9,0,0,0,0,1,1,1,7,8,8,9,1,1
SINDH,080,GHOTKI DISTRICT,GHOTKI TALUKA,TOTAL,ALL SEXES,507087,13988,79910,166728,244903,250197,96906,132956,229207,259932,220069,240446,22266,13954
SINDH,080,GHOTKI DISTRICT,GHOTKI TALUKA,TOTAL,MALE,260772,7276,40850,86527,128558,131310,49988,67653,115495,131569,110268,120428,11062,7031
SINDH,080,GHOTKI DISTRICT,GHOTKI TALUKA,TOTAL,FEMALE,246236,6712,39060,80201,116343,118861,46892,65263,113648,128291,109738,119946,11194,6916
SINDH,080,GHOTKI DISTRICT,GHOTKI TALUKA,TOTAL,TRANSGENDER,79,0,0,0,2,26,26,40,64,72,63,72,10,7
SINDH,080,GHOTKI DISTRICT,GHOTKI TALUKA,RURAL,ALL SEXES,382741,10676,62689,67682,190120,189807,70975,97231,167855,190487,161040,176575,16923,10733
SINDH,080,GHOTKI DISTRICT,GHOTKI TALUKA,RURAL,MALE,196603,5510,31978,63056,99695,99754,36803,49632,84400,96219,80382,88155,8456,5455
SINDH,080,GHOTKI DISTRICT,GHOTKI TALUKA,RURAL,FEMALE,186086,5166,30711,0,90423,90036,34155,47573,83414,94221,80618,88373,8459,5273
SINDH,080,GHOTKI DISTRICT,GHOTKI TALUKA,RURAL,TRANSGENDER,52,0,0,35990,2,17,17,26,41,47,40,47,8,5
SINDH,080,GHOTKI DISTRICT,GHOTKI TALUKA,URBAN,ALL SEXES,124346,3312,17221,18845,54783,60390,25931,35725,61352,69445,59029,63871,5343,3221
SINDH,080,GHOTKI DISTRICT,GHOTKI TALUKA,URBAN,MALE,64169,1766,8872,17145,28863,31556,13185,18021,31095,35350,29886,32273,2606,1576
SINDH,080,GHOTKI DISTRICT,GHOTKI TALUKA,URBAN,FEMALE,60150,1546,8349,0,25920,28825,12737,17690,30234,34070,29120,31573,2735,1643
SINDH,080,GHOTKI DISTRICT,GHOTKI TALUKA,URBAN,TRANSGENDER,27,0,0,0,0,9,9,14,23,25,23,25,2,2
SINDH,080,GHOTKI DISTRICT,KHANGARH TALUKA,TOTAL,ALL SEXES,149667,5016,26209,52326,75311,72612,26752,36369,64742,73238,61877,68025,6672,4360
SINDH,080,GHOTKI DISTRICT,KHANGARH TALUKA,TOTAL,MALE,76994,2619,13565,27230,39542,38046,13873,18489,32725,37100,31047,34062,3285,2156
