province_name,district_code,district_name,area_name,area_type,ownership_status,total_by_tenure,percent_by_tenure,facility,source,total_by_facility,percent_by_facility,count
SINDH,080,GHOTKI DISTRICT,GHOTKI DISTRICT,TOTAL,OWNED,261773,90.91,KITCHEN,SEPARATE,101453,35.23,92555
SINDH,080,GHOTKI DISTRICT,GHOTKI DISTRICT,TOTAL,OWNED,261773,90.91,KITCHEN,SHARED,74759,25.96,69317
SINDH,080,GHOTKI DISTRICT,GHOTKI DISTRICT,TOTAL,OWNED,261773,90.91,KITCHEN,NONE,111729,38.8,99901
SINDH,080,GHOTKI DISTRICT,GHOTKI DISTRICT,TOTAL,OWNED,261773,90.91,BATH,SEPARATE,84634,29.39,77030
SINDH,080,GHOTKI DISTRICT,GHOTKI DISTRICT,TOTAL,OWNED,261773,90.91,BATH,SHARED,84693,29.41,78439
SINDH,080,GHOTKI DISTRICT,GHOTKI DISTRICT,TOTAL,OWNED,261773,90.91,BATH,NONE,118614,41.19,106304
SINDH,080,GHOTKI DISTRICT,GHOTKI DISTRICT,TOTAL,OWNED,261773,90.91,LATRINE,SEWER,42770,14.85,36232
SINDH,080,GHOTKI DISTRICT,GHOTKI DISTRICT,TOTAL,OWNED,261773,90.91,LATRINE,SEPTIC TANK,12422,4.31,11643
SINDH,080,GHOTKI DISTRICT,GHOTKI DISTRICT,TOTAL,OWNED,261773,90.91,LATRINE,OPEN DRAIN,59174,20.55,54349
SINDH,080,GHOTKI DISTRICT,GHOTKI DISTRICT,TOTAL,OWNED,261773,90.91,LATRINE,PIT WITH SLAB,62490,21.7,59453
SINDH,080,GHOTKI DISTRICT,GHOTKI DISTRICT,TOTAL,OWNED,261773,90.91,LATRINE,OTHER,17435,6.06,15936
SINDH,080,GHOTKI DISTRICT,GHOTKI DISTRICT,TOTAL,OWNED,261773,90.91,LATRINE,NONE,93650,32.52,84160
SINDH,080,GHOTKI DISTRICT,GHOTKI DISTRICT,TOTAL,RENTED,10674,3.71,KITCHEN,SEPARATE,101453,35.23,5436
SINDH,080,GHOTKI DISTRICT,GHOTKI DISTRICT,TOTAL,RENTED,10674,3.71,KITCHEN,SHARED,74759,25.96,3287
SINDH,080,GHOTKI DISTRICT,GHOTKI DISTRICT,TOTAL,RENTED,10674,3.71,KITCHEN,NONE,111729,38.8,1951
SINDH,080,GHOTKI DISTRICT,GHOTKI DISTRICT,TOTAL,RENTED,10674,3.71,BATH,SEPARATE,84634,29.39,5774
SINDH,080,GHOTKI DISTRICT,GHOTKI DISTRICT,TOTAL,RENTED,10674,3.71,BATH,SHARED,84693,29.41,3919
SINDH,080,GHOTKI DISTRICT,GHOTKI DISTRICT,TOTAL,RENTED,10674,3.71,BATH,NONE,118614,41.19,981
SINDH,080,GHOTKI DISTRICT,GHOTKI DISTRICT,TOTAL,RENTED,10674,3.71,LATRINE,SEWER,42770,14.85,5649
SINDH,080,GHOTKI DISTRICT,GHOTKI DISTRICT,TOTAL,RENTED,10674,3.71,LATRINE,SEPTIC TANK,12422,4.31,382
SINDH,080,GHOTKI DISTRICT,GHOTKI DISTRICT,TOTAL,RENTED,10674,3.71,LATRINE,OPEN DRAIN,59174,20.55,2399
SINDH,080,GHOTKI DISTRICT,GHOTKI DISTRICT,TOTAL,RENTED,10674,3.71,LATRINE,PIT WITH SLAB,62490,21.7,1502
SINDH,080,GHOTKI DISTRICT,GHOTKI DISTRICT,TOTAL,RENTED,10674,3.71,LATRINE,OTHER,17435,6.06,152
SINDH,080,GHOTKI DISTRICT,GHOTKI DISTRICT,TOTAL,RENTED,10674,3.71,LATRINE,NONE,93650,32.52,590
SINDH,080,GHOTKI DISTRICT,GHOTKI DISTRICT,TOTAL,RENT FREE,15494,5.38,KITCHEN,SEPARATE,101453,35.23,3462
SINDH,080,GHOTKI DISTRICT,GHOTKI DISTRICT,TOTAL,RENT FREE,15494,5.38,KITCHEN,SHARED,74759,25.96,2155
SINDH,080,GHOTKI DISTRICT,GHOTKI DISTRICT,TOTAL,RENT FREE,15494,5.38,KITCHEN,NONE,111729,38.8,9877
SINDH,080,GHOTKI DISTRICT,GHOTKI DISTRICT,TOTAL,RENT FREE,15494,5.38,BATH,SEPARATE,84634,29.39,1830
SINDH,080,GHOTKI DISTRICT,GHOTKI DISTRICT,TOTAL,RENT FREE,15494,5.38,BATH,SHARED,84693,29.41,2335
SINDH,080,GHOTKI DISTRICT,GHOTKI DISTRICT,TOTAL,RENT FREE,15494,5.38,BATH,NONE,118614,41.19,11329
SINDH,080,GHOTKI DISTRICT,GHOTKI DISTRICT,TOTAL,RENT FREE,15494,5.38,LATRINE,SEWER,42770,14.85,889
SINDH,080,GHOTKI DISTRICT,GHOTKI DISTRICT,TOTAL,RENT FREE,15494,5.38,LATRINE,SEPTIC TANK,12422,4.31,397
SINDH,080,GHOTKI DISTRICT,GHOTKI DISTRICT,TOTAL,RENT FREE,15494,5.38,LATRINE,OPEN DRAIN,59174,20.55,2426
SINDH,080,GHOTKI DISTRICT,GHOTKI DISTRICT,TOTAL,RENT FREE,15494,5.38,LATRINE,PIT WITH SLAB,62490,21.7,1535
SINDH,080,GHOTKI DISTRICT,GHOTKI DISTRICT,TOTAL,RENT FREE,15494,5.38,LATRINE,OTHER,17435,6.06,1347
SINDH,080,GHOTKI DISTRICT,GHOTKI DISTRICT,TOTAL,RENT FREE,15494,5.38,LATRINE,NONE,93650,32.52,8900
SINDH,080,GHOTKI DISTRICT,GHOTKI DISTRICT,RURAL,OWNED,210974,93.46,KITCHEN,SEPARATE,72340,32.04,68725
SINDH,080,GHOTKI DISTRICT,GHOTKI DISTRICT,RURAL,OWNED,210974,93.46,KITCHEN,SHARED,56077,24.84,53949
SINDH,080,GHOTKI DISTRICT,GHOTKI DISTRICT,RURAL,OWNED,210974,93.46,KITCHEN,NONE,97332,43.12,88300
SINDH,080,GHOTKI DISTRICT,GHOTKI DISTRICT,RURAL,OWNED,210974,93.46,BATH,SEPARATE,53665,23.77,51815
SINDH,080,GHOTKI DISTRICT,GHOTKI DISTRICT,RURAL,OWNED,210974,93.46,BATH,SHARED,61218,27.12,59115
SINDH,080,GHOTKI DISTRICT,GHOTKI DISTRICT,RURAL,OWNED,210974,93.46,BATH,NONE,110866,49.11,100044
SINDH,080,GHOTKI DISTRICT,GHOTKI DISTRICT,RURAL,OWNED,210974,93.46,LATRINE,SEWER,16250,7.2,15453
SINDH,080,GHOTKI DISTRICT,GHOTKI DISTRICT,RURAL,OWNED,210974,93.46,LATRINE,SEPTIC TANK,9684,4.29,9336
