province_name,district_code,district_name,area_name,area_type,ownership_status,number_of_rooms,total_housing_units_by_ownership,percent_of_total_units_by_ownership,total_housing_units_by_size,percent_of_total_units_by_size,count
SINDH,080,GHOTKI DISTRICT,GHOTKI DISTRICT,TOTAL,OWNED,1,261773,90.91,214525,74.5,197331
SINDH,080,GHOTKI DISTRICT,GHOTKI DISTRICT,TOTAL,RENTED,1,10674,3.71,214525,74.5,4470
SINDH,080,GHOTKI DISTRICT,GHOTKI DISTRICT,TOTAL,RENT FREE,1,15494,5.38,214525,74.5,12724
SINDH,080,GHOTKI DISTRICT,GHOTKI DISTRICT,TOTAL,OWNED,2,261773,90.91,50461,17.52,44679
SINDH,080,GHOTKI DISTRICT,GHOTKI DISTRICT,TOTAL,RENTED,2,10674,3.71,50461,17.52,3802
SINDH,080,GHOTKI DISTRICT,GHOTKI DISTRICT,TOTAL,RENT FREE,2,15494,5.38,50461,17.52,1980
SINDH,080,GHOTKI DISTRICT,GHOTKI DISTRICT,TOTAL,OWNED,3,261773,90.91,13844,4.81,11590
SINDH,080,GHOTKI DISTRICT,GHOTKI DISTRICT,TOTAL,RENTED,3,10674,3.71,13844,4.81,1765
SINDH,080,GHOTKI DISTRICT,GHOTKI DISTRICT,TOTAL,RENT FREE,3,15494,5.38,13844,4.81,489
SINDH,080,GHOTKI DISTRICT,GHOTKI DISTRICT,TOTAL,OWNED,4,261773,90.91,4935,1.71,4459
SINDH,080,GHOTKI DISTRICT,GHOTKI DISTRICT,TOTAL,RENTED,4,10674,3.71,4935,1.71,327
SINDH,080,GHOTKI DISTRICT,GHOTKI DISTRICT,TOTAL,RENT FREE,4,15494,5.38,4935,1.71,149
SINDH,080,GHOTKI DISTRICT,GHOTKI DISTRICT,TOTAL,OWNED,5,261773,90.91,1605,0.56,1424
SINDH,080,GHOTKI DISTRICT,GHOTKI DISTRICT,TOTAL,RENTED,5,10674,3.71,1605,0.56,136
SINDH,080,GHOTKI DISTRICT,GHOTKI DISTRICT,TOTAL,RENT FREE,5,15494,5.38,1605,0.56,45
SINDH,080,GHOTKI DISTRICT,GHOTKI DISTRICT,TOTAL,OWNED,6,261773,90.91,727,0.25,624
SINDH,080,GHOTKI DISTRICT,GHOTKI DISTRICT,TOTAL,RENTED,6,10674,3.71,727,0.25,79
SINDH,080,GHOTKI DISTRICT,GHOTKI DISTRICT,TOTAL,RENT FREE,6,15494,5.38,727,0.25,24
SINDH,080,GHOTKI DISTRICT,GHOTKI DISTRICT,TOTAL,OWNED,7,261773,90.91,1275,0.44,1147
SINDH,080,GHOTKI DISTRICT,GHOTKI DISTRICT,TOTAL,RENTED,7,10674,3.71,1275,0.44,75
SINDH,080,GHOTKI DISTRICT,GHOTKI DISTRICT,TOTAL,RENT FREE,7,15494,5.38,1275,0.44,53
SINDH,080,GHOTKI DISTRICT,GHOTKI DISTRICT,TOTAL,OWNED,8,261773,90.91,192,0.07,178
SINDH,080,GHOTKI DISTRICT,GHOTKI DISTRICT,TOTAL,RENTED,8,10674,3.71,192,0.07,4
SINDH,080,GHOTKI DISTRICT,GHOTKI DISTRICT,TOTAL,RENT FREE,8,15494,5.38,192,0.07,10
SINDH,080,GHOTKI DISTRICT,GHOTKI DISTRICT,TOTAL,OWNED,9,261773,90.91,377,0.13,341
SINDH,080,GHOTKI DISTRICT,GHOTKI DISTRICT,TOTAL,RENTED,9,10674,3.71,377,0.13,16
SINDH,080,GHOTKI DISTRICT,GHOTKI DISTRICT,TOTAL,RENT FREE,9,15494,5.38,377,0.13,20
SINDH,080,GHOTKI DISTRICT,GHOTKI DISTRICT,RURAL,OWNED,1,210974,93.46,180893,80.13,169027
SINDH,080,GHOTKI DISTRICT,GHOTKI DISTRICT,RURAL,RENTED,1,1576,0.7,180893,80.13,939
SINDH,080,GHOTKI DISTRICT,GHOTKI DISTRICT,RURAL,RENT FREE,1,13199,5.85,180893,80.13,10927
