province_name,district_code,district_name,area_name,area_type,construction_duration,number_of_rooms,total_housing_units_by_duration,percent_of_total_units_by_duration,total_housing_units_by_size,percent_of_total_units_by_size,count
SINDH,077,KAMBAR SHAHDAD KOT DISTRICT,KAMBAR SHAHDAD KOT DISTRICT,TOTAL,UNDER CONSTRUCTION,1,5008,2.5,135454,67.69,3206
SINDH,077,KAMBAR SHAHDAD KOT DISTRICT,KAMBAR SHAHDAD KOT DISTRICT,TOTAL,LESS THAN 5 YEARS,1,34345,17.16,135454,67.69,23461
SINDH,077,KAMBAR SHAHDAD KOT DISTRICT,KAMBAR SHAHDAD KOT DISTRICT,TOTAL,5-10 YEARS,1,80826,40.39,135454,67.69,56107
SINDH,077,KAMBAR SHAHDAD KOT DISTRICT,KAMBAR SHAHDAD KOT DISTRICT,TOTAL,11-50 YEARS,1,75790,37.87,135454,67.69,49866
SINDH,077,KAMBAR SHAHDAD KOT DISTRICT,KAMBAR SHAHDAD KOT DISTRICT,TOTAL,OVER 50 YEARS,1,4150,2.07,135454,67.69,2814
SINDH,077,KAMBAR SHAHDAD KOT DISTRICT,KAMBAR SHAHDAD KOT DISTRICT,TOTAL,UNDER CONSTRUCTION,2,5008,2.5,41168,20.57,1122
SINDH,077,KAMBAR SHAHDAD KOT DISTRICT,KAMBAR SHAHDAD KOT DISTRICT,TOTAL,LESS THAN 5 YEARS,2,34345,17.16,41168,20.57,7193
SINDH,077,KAMBAR SHAHDAD KOT DISTRICT,KAMBAR SHAHDAD KOT DISTRICT,TOTAL,5-10 YEARS,2,80826,40.39,41168,20.57,16403
SINDH,077,KAMBAR SHAHDAD KOT DISTRICT,KAMBAR SHAHDAD KOT DISTRICT,TOTAL,11-50 YEARS,2,75790,37.87,41168,20.57,15676
SINDH,077,KAMBAR SHAHDAD KOT DISTRICT,KAMBAR SHAHDAD KOT DISTRICT,TOTAL,OVER 50 YEARS,2,4150,2.07,41168,20.57,774
SINDH,077,KAMBAR SHAHDAD KOT DISTRICT,KAMBAR SHAHDAD KOT DISTRICT,TOTAL,UNDER CONSTRUCTION,3,5008,2.5,13521,6.76,417
SINDH,077,KAMBAR SHAHDAD KOT DISTRICT,KAMBAR SHAHDAD KOT DISTRICT,TOTAL,LESS THAN 5 YEARS,3,34345,17.16,13521,6.76,2076
SINDH,077,KAMBAR SHAHDAD KOT DISTRICT,KAMBAR SHAHDAD KOT DISTRICT,TOTAL,5-10 YEARS,3,80826,40.39,13521,6.76,4949
