province_name,district_code,district_name,area_name,area_type,household_sizes,number_of_rooms,total_housing_units_by_hh_size,percent_of_total_units_by_hh_size,rooms_per_housing_unit,total_housing_units_by_room_size,percent_of_total_units_by_room_size,persons_per_housing_unit,count
SINDH,077,KAMBAR SHAHDAD KOT DISTRICT,KAMBAR SHAHDAD KOT DISTRICT,TOTAL,1 PERSON,1,4378,2.01,1.31,148587,68.13,5.44,3690
SINDH,077,KAMBAR SHAHDAD KOT DISTRICT,KAMBAR SHAHDAD KOT DISTRICT,TOTAL,2 PERSONS,1,25293,11.6,1.3,148587,68.13,5.44,21046
SINDH,077,KAMBAR SHAHDAD KOT DISTRICT,KAMBAR SHAHDAD KOT DISTRICT,TOTAL,3 PERSONS,1,23719,10.88,1.34,148587,68.13,5.44,19000
SINDH,077,KAMBAR SHAHDAD KOT DISTRICT,KAMBAR SHAHDAD KOT DISTRICT,TOTAL,4 PERSONS,1,26126,11.98,1.4,148587,68.13,5.44,19852
SINDH,077,KAMBAR SHAHDAD KOT DISTRICT,KAMBAR SHAHDAD KOT DISTRICT,TOTAL,5 PERSONS,1,26639,12.21,1.45,148587,68.13,5.44,19270
SINDH,077,KAMBAR SHAHDAD KOT DISTRICT,KAMBAR SHAHDAD KOT DISTRICT,TOTAL,6 PERSONS,1,25735,11.8,1.51,148587,68.13,5.44,17490
SINDH,077,KAMBAR SHAHDAD KOT DISTRICT,KAMBAR SHAHDAD KOT DISTRICT,TOTAL,7 PERSONS,1,23380,10.72,1.55,148587,68.13,5.44,15104
SINDH,077,KAMBAR SHAHDAD KOT DISTRICT,KAMBAR SHAHDAD KOT DISTRICT,TOTAL,8 PERSONS,1,19642,9.01,1.62,148587,68.13,5.44,12012
SINDH,077,KAMBAR SHAHDAD KOT DISTRICT,KAMBAR SHAHDAD KOT DISTRICT,TOTAL,9 PERSONS,1,14534,6.66,1.7,148587,68.13,5.44,8273
SINDH,077,KAMBAR SHAHDAD KOT DISTRICT,KAMBAR SHAHDAD KOT DISTRICT,TOTAL,10 PERSONS AND ABOVE,1,28639,13.13,2.01,148587,68.13,5.44,12850
SINDH,077,KAMBAR SHAHDAD KOT DISTRICT,KAMBAR SHAHDAD KOT DISTRICT,TOTAL,1 PERSON,2,4378,2.01,1.31,44547,20.43,7.02,409
SINDH,077,KAMBAR SHAHDAD KOT DISTRICT,KAMBAR SHAHDAD KOT DISTRICT,TOTAL,2 PERSONS,2,25293,11.6,1.3,44547,20.43,7.02,2626
SINDH,077,KAMBAR SHAHDAD KOT DISTRICT,KAMBAR SHAHDAD KOT DISTRICT,TOTAL,3 PERSONS,2,23719,10.88,1.34,44547,20.43,7.02,3061
SINDH,077,KAMBAR SHAHDAD KOT DISTRICT,KAMBAR SHAHDAD KOT DISTRICT,TOTAL,4 PERSONS,2,26126,11.98,1.4,44547,20.43,7.02,4209
SINDH,077,KAMBAR SHAHDAD KOT DISTRICT,KAMBAR SHAHDAD KOT DISTRICT,TOTAL,5 PERSONS,2,26639,12.21,1.45,44547,20.43,7.02,5039
SINDH,077,KAMBAR SHAHDAD KOT DISTRICT,KAMBAR SHAHDAD KOT DISTRICT,TOTAL,6 PERSONS,2,25735,11.8,1.51,44547,20.43,7.02,5576
SINDH,077,KAMBAR SHAHDAD KOT DISTRICT,KAMBAR SHAHDAD KOT DISTRICT,TOTAL,7 PERSONS,2,23380,10.72,1.55,44547,20.43,7.02,5644
SINDH,077,KAMBAR SHAHDAD KOT DISTRICT,KAMBAR SHAHDAD KOT DISTRICT,TOTAL,8 PERSONS,2,19642,9.01,1.62,44547,20.43,7.02,5061
SINDH,077,KAMBAR SHAHDAD KOT DISTRICT,KAMBAR SHAHDAD KOT DISTRICT,TOTAL,9 PERSONS,2,14534,6.66,1.7,44547,20.43,7.02,4113
SINDH,077,KAMBAR SHAHDAD KOT DISTRICT,KAMBAR SHAHDAD KOT DISTRICT,TOTAL,10 PERSONS AND ABOVE,2,28639,13.13,2.01,44547,20.43,7.02,8809
SINDH,077,KAMBAR SHAHDAD KOT DISTRICT,KAMBAR SHAHDAD KOT DISTRICT,TOTAL,1 PERSON,3,4378,2.01,1.31,14487,6.64,7.69,125
SINDH,077,KAMBAR SHAHDAD KOT DISTRICT,KAMBAR SHAHDAD KOT DISTRICT,TOTAL,2 PERSONS,3,25293,11.6,1.3,14487,6.64,7.69,908
SINDH,077,KAMBAR SHAHDAD KOT DISTRICT,KAMBAR SHAHDAD KOT DISTRICT,TOTAL,3 PERSONS,3,23719,10.88,1.34,14487,6.64,7.69,896
SINDH,077,KAMBAR SHAHDAD KOT DISTRICT,KAMBAR SHAHDAD KOT DISTRICT,TOTAL,4 PERSONS,3,26126,11.98,1.4,14487,6.64,7.69,1202
SINDH,077,KAMBAR SHAHDAD KOT DISTRICT,KAMBAR SHAHDAD KOT DISTRICT,TOTAL,5 PERSONS,3,26639,12.21,1.45,14487,6.64,7.69,1371
SINDH,077,KAMBAR SHAHDAD KOT DISTRICT,KAMBAR SHAHDAD KOT DISTRICT,TOTAL,6 PERSONS,3,25735,11.8,1.51,14487,6.64,7.69,1615
SINDH,077,KAMBAR SHAHDAD KOT DISTRICT,KAMBAR SHAHDAD KOT DISTRICT,TOTAL,7 PERSONS,3,23380,10.72,1.55,14487,6.64,7.69,1674
SINDH,077,KAMBAR SHAHDAD KOT DISTRICT,KAMBAR SHAHDAD KOT DISTRICT,TOTAL,8 PERSONS,3,19642,9.01,1.62,14487,6.64,7.69,1578
SINDH,077,KAMBAR SHAHDAD KOT DISTRICT,KAMBAR SHAHDAD KOT DISTRICT,TOTAL,9 PERSONS,3,14534,6.66,1.7,14487,6.64,7.69,1270
SINDH,077,KAMBAR SHAHDAD KOT DISTRICT,KAMBAR SHAHDAD KOT DISTRICT,TOTAL,10 PERSONS AND ABOVE,3,28639,13.13,2.01,14487,6.64,7.69,3848
SINDH,077,KAMBAR SHAHDAD KOT DISTRICT,KAMBAR SHAHDAD KOT DISTRICT,TOTAL,1 PERSON,4,4378,2.01,1.31,5508,2.53,8.25,70
SINDH,077,KAMBAR SHAHDAD KOT DISTRICT,KAMBAR SHAHDAD KOT DISTRICT,TOTAL,2 PERSONS,4,25293,11.6,1.3,5508,2.53,8.25,339
SINDH,077,KAMBAR SHAHDAD KOT DISTRICT,KAMBAR SHAHDAD KOT DISTRICT,TOTAL,3 PERSONS,4,23719,10.88,1.34,5508,2.53,8.25,371
SINDH,077,KAMBAR SHAHDAD KOT DISTRICT,KAMBAR SHAHDAD KOT DISTRICT,TOTAL,4 PERSONS,4,26126,11.98,1.4,5508,2.53,8.25,392
SINDH,077,KAMBAR SHAHDAD KOT DISTRICT,KAMBAR SHAHDAD KOT DISTRICT,TOTAL,5 PERSONS,4,26639,12.21,1.45,5508,2.53,8.25,468
SINDH,077,KAMBAR SHAHDAD KOT DISTRICT,KAMBAR SHAHDAD KOT DISTRICT,TOTAL,6 PERSONS,4,25735,11.8,1.51,5508,2.53,8.25,539
SINDH,077,KAMBAR SHAHDAD KOT DISTRICT,KAMBAR SHAHDAD KOT DISTRICT,TOTAL,7 PERSONS,4,23380,10.72,1.55,5508,2.53,8.25,535
SINDH,077,KAMBAR SHAHDAD KOT DISTRICT,KAMBAR SHAHDAD KOT DISTRICT,TOTAL,8 PERSONS,4,19642,9.01,1.62,5508,2.53,8.25,577
SINDH,077,KAMBAR SHAHDAD KOT DISTRICT,KAMBAR SHAHDAD KOT DISTRICT,TOTAL,9 PERSONS,4,14534,6.66,1.7,5508,2.53,8.25,517
SINDH,077,KAMBAR SHAHDAD KOT DISTRICT,KAMBAR SHAHDAD KOT DISTRICT,TOTAL,10 PERSONS AND ABOVE,4,28639,13.13,2.01,5508,2.53,8.25,1700
SINDH,077,KAMBAR SHAHDAD KOT DISTRICT,KAMBAR SHAHDAD KOT DISTRICT,TOTAL,1 PERSON,5,4378,2.01,1.31,1747,0.8,8.65,19
SINDH,077,KAMBAR SHAHDAD KOT DISTRICT,KAMBAR SHAHDAD KOT DISTRICT,TOTAL,2 PERSONS,5,25293,11.6,1.3,1747,0.8,8.65,115
SINDH,077,KAMBAR SHAHDAD KOT DISTRICT,KAMBAR SHAHDAD KOT DISTRICT,TOTAL,3 PERSONS,5,23719,10.88,1.34,1747,0.8,8.65,108
SINDH,077,KAMBAR SHAHDAD KOT DISTRICT,KAMBAR SHAHDAD KOT DISTRICT,TOTAL,4 PERSONS,5,26126,11.98,1.4,1747,0.8,8.65,143
