province_name,district_code,district_name,area_name,locality_name,locality_bucket,pop_98,avg_annual_growth_98_17,avg_hh_size,gender,total_population
SINDH,088,SUJAWAL DISTRICT,SUJAWAL TALUKA,SUJAWAL TC,"25,000 - 49,999",23286,2.21,5.06,ALL SEXES,35308
SINDH,088,SUJAWAL DISTRICT,SUJAWAL TALUKA,SUJAWAL TC,"25,000 - 49,999",23286,2.21,5.06,MALE,18126
SINDH,088,SUJAWAL DISTRICT,SUJAWAL TALUKA,SUJAWAL TC,"25,000 - 49,999",23286,2.21,5.06,FEMALE,17174
SINDH,088,SUJAWAL DISTRICT,SUJAWAL TALUKA,SUJAWAL TC,"25,000 - 49,999",23286,2.21,5.06,TRANSGENDER,8
SINDH,088,SUJAWAL DISTRICT,SHAH BUNDER TALUKA,CHUHAR JAMALI TC,"10,000 - 24,999",13401,1.48,5.52,ALL SEXES,17727
SINDH,088,SUJAWAL DISTRICT,SHAH BUNDER TALUKA,CHUHAR JAMALI TC,"10,000 - 24,999",13401,1.48,5.52,MALE,9209
SINDH,088,SUJAWAL DISTRICT,SHAH BUNDER TALUKA,CHUHAR JAMALI TC,"10,000 - 24,999",13401,1.48,5.52,FEMALE,8514
SINDH,088,SUJAWAL DISTRICT,SHAH BUNDER TALUKA,CHUHAR JAMALI TC,"10,000 - 24,999",13401,1.48,5.52,TRANSGENDER,4
SINDH,088,SUJAWAL DISTRICT,JATI TALUKA,JATI TC,"10,000 - 24,999",7782,2.37,5.16,ALL SEXES,12161
SINDH,088,SUJAWAL DISTRICT,JATI TALUKA,JATI TC,"10,000 - 24,999",7782,2.37,5.16,MALE,6253
SINDH,088,SUJAWAL DISTRICT,JATI TALUKA,JATI TC,"10,000 - 24,999",7782,2.37,5.16,FEMALE,5906
SINDH,088,SUJAWAL DISTRICT,JATI TALUKA,JATI TC,"10,000 - 24,999",7782,2.37,5.16,TRANSGENDER,2
SINDH,088,SUJAWAL DISTRICT,MIRPUR BATHORO TALUKA,DARO TC,"10,000 - 24,999",9141,0.92,5.24,ALL SEXES,10873
SINDH,088,SUJAWAL DISTRICT,MIRPUR BATHORO TALUKA,DARO TC,"10,000 - 24,999",9141,0.92,5.24,MALE,5606
SINDH,088,SUJAWAL DISTRICT,MIRPUR BATHORO TALUKA,DARO TC,"10,000 - 24,999",9141,0.92,5.24,FEMALE,5264
SINDH,088,SUJAWAL DISTRICT,MIRPUR BATHORO TALUKA,DARO TC,"10,000 - 24,999",9141,0.92,5.24,TRANSGENDER,3
SINDH,088,SUJAWAL DISTRICT,MIRPUR BATHORO TALUKA,MIRPUR BATHORO TC,"5,000 - 9,999",7425,1.26,4.64,ALL SEXES,9427
SINDH,088,SUJAWAL DISTRICT,MIRPUR BATHORO TALUKA,MIRPUR BATHORO TC,"5,000 - 9,999",7425,1.26,4.64,MALE,4772
SINDH,088,SUJAWAL DISTRICT,MIRPUR BATHORO TALUKA,MIRPUR BATHORO TC,"5,000 - 9,999",7425,1.26,4.64,FEMALE,4652
SINDH,088,SUJAWAL DISTRICT,MIRPUR BATHORO TALUKA,MIRPUR BATHORO TC,"5,000 - 9,999",7425,1.26,4.64,TRANSGENDER,3
