province_name,district_code,district_name,sublvl_01,sublvl_02,sublvl_03,summary_row,area_name,total_housing,pacca_housing,semi_pacca_housing,kacha_housing,potable_water,electricity,gas,kitchen,bath_room,latrine,avg_hh_size
SINDH,088,SUJAWAL DISTRICT,NA,NA,NA,YES,SUJAWAL DISTRICT,16568,9726,1386,5456,13192,14851,10249,14741,14933,15404,5.13
SINDH,088,SUJAWAL DISTRICT,JATI TALUKA,NA,NA,YES,JATI TALUKA,2340,1065,123,1152,1662,1832,1008,2248,1965,1964,5.16
SINDH,088,SUJAWAL DISTRICT,JATI TALUKA,JATI TC,NA,YES,JATI TC,2340,1065,123,1152,1662,1832,1008,2248,1965,1964,5.16
SINDH,088,SUJAWAL DISTRICT,JATI TALUKA,JATI TC,CHARGE NO 03,YES,CHARGE NO 03,2340,1065,123,1152,1662,1832,1008,2248,1965,1964,5.16
SINDH,088,SUJAWAL DISTRICT,JATI TALUKA,JATI TC,CHARGE NO 03,NO,CIRCLE NO 01,1192,644,80,468,945,1138,607,1191,1188,1188,5.28
SINDH,088,SUJAWAL DISTRICT,JATI TALUKA,JATI TC,CHARGE NO 03,NO,CIRCLE NO 02,1148,421,43,684,717,694,401,1057,777,776,5.04
SINDH,088,SUJAWAL DISTRICT,MIRPUR BATHORO TALUKA,NA,NA,YES,MIRPUR BATHORO TALUKA,4063,2694,388,981,2626,3790,2985,3596,3845,3909,4.94
SINDH,088,SUJAWAL DISTRICT,MIRPUR BATHORO TALUKA,DARO TC,NA,YES,DARO TC,2076,1640,178,258,877,1914,1651,1816,2022,2042,5.24
SINDH,088,SUJAWAL DISTRICT,MIRPUR BATHORO TALUKA,DARO TC,CHARGE NO 04,YES,CHARGE NO 04,2076,1640,178,258,877,1914,1651,1816,2022,2042,5.24
SINDH,088,SUJAWAL DISTRICT,MIRPUR BATHORO TALUKA,DARO TC,CHARGE NO 04,NO,CIRCLE NO 01,2076,1640,178,258,877,1914,1651,1816,2022,2042,5.24
SINDH,088,SUJAWAL DISTRICT,MIRPUR BATHORO TALUKA,MIRPUR BATHORO TC,NA,YES,MIRPUR BATHORO TC,1987,1054,210,723,1749,1876,1334,1780,1823,1867,4.64
SINDH,088,SUJAWAL DISTRICT,MIRPUR BATHORO TALUKA,MIRPUR BATHORO TC,CHARGE NO 03,YES,CHARGE NO 03,1987,1054,210,723,1749,1876,1334,1780,1823,1867,4.64
SINDH,088,SUJAWAL DISTRICT,MIRPUR BATHORO TALUKA,MIRPUR BATHORO TC,CHARGE NO 03,NO,CIRCLE NO 01,1987,1054,210,723,1749,1876,1334,1780,1823,1867,4.64
SINDH,088,SUJAWAL DISTRICT,SHAH BUNDER TALUKA,NA,NA,YES,SHAH BUNDER TALUKA,3201,1452,233,1516,2763,2867,1716,2882,2917,2910,5.52
SINDH,088,SUJAWAL DISTRICT,SHAH BUNDER TALUKA,CHUHAR JAMALI TC,NA,YES,CHUHAR JAMALI TC,3201,1452,233,1516,2763,2867,1716,2882,2917,2910,5.52
SINDH,088,SUJAWAL DISTRICT,SHAH BUNDER TALUKA,CHUHAR JAMALI TC,CHARGE NO 03,YES,CHARGE NO 03,3201,1452,233,1516,2763,2867,1716,2882,2917,2910,5.52
SINDH,088,SUJAWAL DISTRICT,SHAH BUNDER TALUKA,CHUHAR JAMALI TC,CHARGE NO 03,NO,CIRCLE NO 01,1992,917,147,928,1833,1825,1199,1877,1871,1818,5.56
SINDH,088,SUJAWAL DISTRICT,SHAH BUNDER TALUKA,CHUHAR JAMALI TC,CHARGE NO 03,NO,CIRCLE NO 02,1209,535,86,588,930,1042,517,1005,1046,1092,5.45
SINDH,088,SUJAWAL DISTRICT,SUJAWAL TALUKA,NA,NA,YES,SUJAWAL TALUKA,6964,4515,642,1807,6141,6362,4540,6015,6206,6621,5.06
SINDH,088,SUJAWAL DISTRICT,SUJAWAL TALUKA,SUJAWAL TC,NA,YES,SUJAWAL TC,6964,4515,642,1807,6141,6362,4540,6015,6206,6621,5.06
SINDH,088,SUJAWAL DISTRICT,SUJAWAL TALUKA,SUJAWAL TC,CHARGE NO 03,YES,CHARGE NO 03,6964,4515,642,1807,6141,6362,4540,6015,6206,6621,5.06
SINDH,088,SUJAWAL DISTRICT,SUJAWAL TALUKA,SUJAWAL TC,CHARGE NO 03,NO,CIRCLE NO 01,2093,1228,293,572,1730,2023,1039,1505,1661,1947,5.36
SINDH,088,SUJAWAL DISTRICT,SUJAWAL TALUKA,SUJAWAL TC,CHARGE NO 03,NO,CIRCLE NO 02,1855,1260,151,444,1763,1713,1322,1768,1790,1791,5.01
SINDH,088,SUJAWAL DISTRICT,SUJAWAL TALUKA,SUJAWAL TC,CHARGE NO 03,NO,CIRCLE NO 03,1854,1138,107,609,1543,1582,1227,1585,1598,1721,4.86
SINDH,088,SUJAWAL DISTRICT,SUJAWAL TALUKA,SUJAWAL TC,CHARGE NO 03,NO,CIRCLE NO 04,1162,889,91,182,1105,1044,952,1157,1157,1162,4.9
