province_name,district_code,district_name,area_name,area_type,ownership_status,number_of_rooms,total_housing_units_by_ownership,percent_of_total_units_by_ownership,total_housing_units_by_size,percent_of_total_units_by_size,count
SINDH,088,SUJAWAL DISTRICT,SUJAWAL DISTRICT,TOTAL,OWNED,1,145089,95.47,131114,86.27,125508
SINDH,088,SUJAWAL DISTRICT,SUJAWAL DISTRICT,TOTAL,RENTED,1,1614,1.06,131114,86.27,907
SINDH,088,SUJAWAL DISTRICT,SUJAWAL DISTRICT,TOTAL,RENT FREE,1,5270,3.47,131114,86.27,4699
SINDH,088,SUJAWAL DISTRICT,SUJAWAL DISTRICT,TOTAL,OWNED,2,145089,95.47,15193,10,14246
SINDH,088,SUJAWAL DISTRICT,SUJAWAL DISTRICT,TOTAL,RENTED,2,1614,1.06,15193,10,560
SINDH,088,SUJAWAL DISTRICT,SUJAWAL DISTRICT,TOTAL,RENT FREE,2,5270,3.47,15193,10,387
SINDH,088,SUJAWAL DISTRICT,SUJAWAL DISTRICT,TOTAL,OWNED,3,145089,95.47,3067,2.02,2877
SINDH,088,SUJAWAL DISTRICT,SUJAWAL DISTRICT,TOTAL,RENTED,3,1614,1.06,3067,2.02,102
SINDH,088,SUJAWAL DISTRICT,SUJAWAL DISTRICT,TOTAL,RENT FREE,3,5270,3.47,3067,2.02,88
SINDH,088,SUJAWAL DISTRICT,SUJAWAL DISTRICT,TOTAL,OWNED,4,145089,95.47,1045,0.69,971
SINDH,088,SUJAWAL DISTRICT,SUJAWAL DISTRICT,TOTAL,RENTED,4,1614,1.06,1045,0.69,31
SINDH,088,SUJAWAL DISTRICT,SUJAWAL DISTRICT,TOTAL,RENT FREE,4,5270,3.47,1045,0.69,43
SINDH,088,SUJAWAL DISTRICT,SUJAWAL DISTRICT,TOTAL,OWNED,5,145089,95.47,441,0.29,426
SINDH,088,SUJAWAL DISTRICT,SUJAWAL DISTRICT,TOTAL,RENTED,5,1614,1.06,441,0.29,3
SINDH,088,SUJAWAL DISTRICT,SUJAWAL DISTRICT,TOTAL,RENT FREE,5,5270,3.47,441,0.29,12
SINDH,088,SUJAWAL DISTRICT,SUJAWAL DISTRICT,TOTAL,OWNED,6,145089,95.47,135,0.09,118
SINDH,088,SUJAWAL DISTRICT,SUJAWAL DISTRICT,TOTAL,RENTED,6,1614,1.06,135,0.09,3
SINDH,088,SUJAWAL DISTRICT,SUJAWAL DISTRICT,TOTAL,RENT FREE,6,5270,3.47,135,0.09,14
SINDH,088,SUJAWAL DISTRICT,SUJAWAL DISTRICT,TOTAL,OWNED,7,145089,95.47,701,0.46,671
SINDH,088,SUJAWAL DISTRICT,SUJAWAL DISTRICT,TOTAL,RENTED,7,1614,1.06,701,0.46,6
SINDH,088,SUJAWAL DISTRICT,SUJAWAL DISTRICT,TOTAL,RENT FREE,7,5270,3.47,701,0.46,24
SINDH,088,SUJAWAL DISTRICT,SUJAWAL DISTRICT,TOTAL,OWNED,8,145089,95.47,49,0.03,46
SINDH,088,SUJAWAL DISTRICT,SUJAWAL DISTRICT,TOTAL,RENTED,8,1614,1.06,49,0.03,1
SINDH,088,SUJAWAL DISTRICT,SUJAWAL DISTRICT,TOTAL,RENT FREE,8,5270,3.47,49,0.03,2
SINDH,088,SUJAWAL DISTRICT,SUJAWAL DISTRICT,TOTAL,OWNED,9,145089,95.47,228,0.15,226
SINDH,088,SUJAWAL DISTRICT,SUJAWAL DISTRICT,TOTAL,RENTED,9,1614,1.06,228,0.15,1
SINDH,088,SUJAWAL DISTRICT,SUJAWAL DISTRICT,TOTAL,RENT FREE,9,5270,3.47,228,0.15,1
SINDH,088,SUJAWAL DISTRICT,SUJAWAL DISTRICT,RURAL,OWNED,1,130647,96.49,120676,89.12,116534
SINDH,088,SUJAWAL DISTRICT,SUJAWAL DISTRICT,RURAL,RENTED,1,576,0.43,120676,89.12,321
SINDH,088,SUJAWAL DISTRICT,SUJAWAL DISTRICT,RURAL,RENT FREE,1,4182,3.09,120676,89.12,3821
SINDH,088,SUJAWAL DISTRICT,SUJAWAL DISTRICT,RURAL,OWNED,2,130647,96.49,11043,8.16,10586
SINDH,088,SUJAWAL DISTRICT,SUJAWAL DISTRICT,RURAL,RENTED,2,576,0.43,11043,8.16,202
SINDH,088,SUJAWAL DISTRICT,SUJAWAL DISTRICT,RURAL,RENT FREE,2,4182,3.09,11043,8.16,255
SINDH,088,SUJAWAL DISTRICT,SUJAWAL DISTRICT,RURAL,OWNED,3,130647,96.49,1882,1.39,1786
SINDH,088,SUJAWAL DISTRICT,SUJAWAL DISTRICT,RURAL,RENTED,3,576,0.43,1882,1.39,38
SINDH,088,SUJAWAL DISTRICT,SUJAWAL DISTRICT,RURAL,RENT FREE,3,4182,3.09,1882,1.39,58
SINDH,088,SUJAWAL DISTRICT,SUJAWAL DISTRICT,RURAL,OWNED,4,130647,96.49,581,0.43,553
SINDH,088,SUJAWAL DISTRICT,SUJAWAL DISTRICT,RURAL,RENTED,4,576,0.43,581,0.43,10
SINDH,088,SUJAWAL DISTRICT,SUJAWAL DISTRICT,RURAL,RENT FREE,4,4182,3.09,581,0.43,18
SINDH,088,SUJAWAL DISTRICT,SUJAWAL DISTRICT,RURAL,OWNED,5,130647,96.49,318,0.23,310
SINDH,088,SUJAWAL DISTRICT,SUJAWAL DISTRICT,RURAL,RENTED,5,576,0.43,318,0.23,1
SINDH,088,SUJAWAL DISTRICT,SUJAWAL DISTRICT,RURAL,RENT FREE,5,4182,3.09,318,0.23,7
SINDH,088,SUJAWAL DISTRICT,SUJAWAL DISTRICT,RURAL,OWNED,6,130647,96.49,61,0.05,59
SINDH,088,SUJAWAL DISTRICT,SUJAWAL DISTRICT,RURAL,RENTED,6,576,0.43,61,0.05,1
SINDH,088,SUJAWAL DISTRICT,SUJAWAL DISTRICT,RURAL,RENT FREE,6,4182,3.09,61,0.05,1
SINDH,088,SUJAWAL DISTRICT,SUJAWAL DISTRICT,RURAL,OWNED,7,130647,96.49,605,0.45,582
