province_name,district_code,district_name,area_name,area_type,area_sq_km,total_pop,total_male,total_female,total_trans,sex_ratio,pop_density,pct_urban,avg_hh_size,total_pop_98,avg_annual_growth
PUNJAB,067,DERA GHAZI KHAN DISTRICT,DERA GHAZI KHAN DISTRICT,TOTAL,11922,2872631,1451327,1421127,177,102.13,240.95,19.01,8.15,1643118,2.98
PUNJAB,067,DERA GHAZI KHAN DISTRICT,DERA GHAZI KHAN DISTRICT,RURAL,NA,2326410,1173573,1152704,133,101.81,NA,NA,8.37,1414279,2.65
PUNJAB,067,DERA GHAZI KHAN DISTRICT,DERA GHAZI KHAN DISTRICT,URBAN,NA,546221,277754,268423,44,103.48,NA,NA,7.34,228839,4.68
PUNJAB,067,DERA GHAZI KHAN DISTRICT,DE-EXCLUDED AREA D.G KHAN TEHSIL,TOTAL,5339,212652,109429,103213,10,106.02,39.83,0,7.35,126198,2.78
PUNJAB,067,DERA GHAZI KHAN DISTRICT,DE-EXCLUDED AREA D.G KHAN TEHSIL,RURAL,NA,212652,109429,103213,10,106.02,NA,NA,7.35,126198,2.78
PUNJAB,067,DERA GHAZI KHAN DISTRICT,DE-EXCLUDED AREA D.G KHAN TEHSIL,URBAN,NA,0,0,0,0,NA,NA,NA,NA,NA,NA
PUNJAB,067,DERA GHAZI KHAN DISTRICT,DERA GHAZI KHAN TEHSIL,TOTAL,2012,1224964,611983,612899,82,99.85,608.83,32.44,8.5,712930,2.88
PUNJAB,067,DERA GHAZI KHAN DISTRICT,DERA GHAZI KHAN TEHSIL,RURAL,NA,827602,410429,417124,49,98.39,NA,NA,9.27,522388,2.45
PUNJAB,067,DERA GHAZI KHAN DISTRICT,DERA GHAZI KHAN TEHSIL,URBAN,NA,397362,201554,195775,33,102.95,NA,NA,7.29,190542,3.94
PUNJAB,067,DERA GHAZI KHAN DISTRICT,KOT CHHUTTA TEHSIL,TOTAL,1802,757230,379475,377704,51,100.47,420.22,6.82,8.88,438306,2.91
PUNJAB,067,DERA GHAZI KHAN DISTRICT,KOT CHHUTTA TEHSIL,RURAL,NA,705564,353638,351884,42,100.5,NA,NA,8.86,438306,2.53
PUNJAB,067,DERA GHAZI KHAN DISTRICT,KOT CHHUTTA TEHSIL,URBAN,NA,51666,25837,25820,9,100.07,NA,NA,9.1,NA,NA
PUNJAB,067,DERA GHAZI KHAN DISTRICT,TAUNSA TEHSIL,TOTAL,2769,677785,350440,327311,34,107.07,244.78,14.34,7.23,365684,3.29
PUNJAB,067,DERA GHAZI KHAN DISTRICT,TAUNSA TEHSIL,RURAL,NA,580592,300077,280483,32,106.99,NA,NA,7.29,327387,3.06
PUNJAB,067,DERA GHAZI KHAN DISTRICT,TAUNSA TEHSIL,URBAN,NA,97193,50363,46828,2,107.55,NA,NA,6.89,38297,5.01
