province_name,district_code,district_name,area_name,area_type,household_sizes,number_of_rooms,total_housing_units_by_hh_size,percent_of_total_units_by_hh_size,rooms_per_housing_unit,total_housing_units_by_room_size,percent_of_total_units_by_room_size,persons_per_housing_unit,count
PUNJAB,067,DERA GHAZI KHAN DISTRICT,DERA GHAZI KHAN DISTRICT,TOTAL,1 PERSON,1,4950,1.46,1.75,87407,25.77,5.3,2906
PUNJAB,067,DERA GHAZI KHAN DISTRICT,DERA GHAZI KHAN DISTRICT,TOTAL,2 PERSONS,1,17559,5.18,1.63,87407,25.77,5.3,10670
PUNJAB,067,DERA GHAZI KHAN DISTRICT,DERA GHAZI KHAN DISTRICT,TOTAL,3 PERSONS,1,21506,6.34,1.77,87407,25.77,5.3,11152
PUNJAB,067,DERA GHAZI KHAN DISTRICT,DERA GHAZI KHAN DISTRICT,TOTAL,4 PERSONS,1,28884,8.52,1.94,87407,25.77,5.3,12287
PUNJAB,067,DERA GHAZI KHAN DISTRICT,DERA GHAZI KHAN DISTRICT,TOTAL,5 PERSONS,1,36127,10.65,2.08,87407,25.77,5.3,12767
PUNJAB,067,DERA GHAZI KHAN DISTRICT,DERA GHAZI KHAN DISTRICT,TOTAL,6 PERSONS,1,40163,11.84,2.19,87407,25.77,5.3,12162
PUNJAB,067,DERA GHAZI KHAN DISTRICT,DERA GHAZI KHAN DISTRICT,TOTAL,7 PERSONS,1,37665,11.1,2.32,87407,25.77,5.3,9451
PUNJAB,067,DERA GHAZI KHAN DISTRICT,DERA GHAZI KHAN DISTRICT,TOTAL,8 PERSONS,1,32581,9.61,2.47,87407,25.77,5.3,6582
PUNJAB,067,DERA GHAZI KHAN DISTRICT,DERA GHAZI KHAN DISTRICT,TOTAL,9 PERSONS,1,25523,7.52,2.65,87407,25.77,5.3,3898
PUNJAB,067,DERA GHAZI KHAN DISTRICT,DERA GHAZI KHAN DISTRICT,TOTAL,10 PERSONS AND ABOVE,1,94244,27.78,3.72,87407,25.77,5.3,5532
PUNJAB,067,DERA GHAZI KHAN DISTRICT,DERA GHAZI KHAN DISTRICT,TOTAL,1 PERSON,2,4950,1.46,1.75,112408,33.14,7.05,1185
PUNJAB,067,DERA GHAZI KHAN DISTRICT,DERA GHAZI KHAN DISTRICT,TOTAL,2 PERSONS,2,17559,5.18,1.63,112408,33.14,7.05,4553
PUNJAB,067,DERA GHAZI KHAN DISTRICT,DERA GHAZI KHAN DISTRICT,TOTAL,3 PERSONS,2,21506,6.34,1.77,112408,33.14,7.05,6649
PUNJAB,067,DERA GHAZI KHAN DISTRICT,DERA GHAZI KHAN DISTRICT,TOTAL,4 PERSONS,2,28884,8.52,1.94,112408,33.14,7.05,10440
PUNJAB,067,DERA GHAZI KHAN DISTRICT,DERA GHAZI KHAN DISTRICT,TOTAL,5 PERSONS,2,36127,10.65,2.08,112408,33.14,7.05,13972
PUNJAB,067,DERA GHAZI KHAN DISTRICT,DERA GHAZI KHAN DISTRICT,TOTAL,6 PERSONS,2,40163,11.84,2.19,112408,33.14,7.05,16261
PUNJAB,067,DERA GHAZI KHAN DISTRICT,DERA GHAZI KHAN DISTRICT,TOTAL,7 PERSONS,2,37665,11.1,2.32,112408,33.14,7.05,15509
PUNJAB,067,DERA GHAZI KHAN DISTRICT,DERA GHAZI KHAN DISTRICT,TOTAL,8 PERSONS,2,32581,9.61,2.47,112408,33.14,7.05,13229
