province_name,district_code,district_name,sublvl_01,sublvl_02,sublvl_03,summary_row,area_name,hadbast_deh_number,pop_all,pop_male,pop_fem,pop_trans,lit_all,lit_male,lit_fem,lit_trans,primary_male,primary_fem,primary_trans,matric_male,matric_fem,matric_trans,degree_male,degree_fem,degree_trans,muslim,non_muslim,age_10_up,age_18_up,age_60_up,working_10_up,cnic_18_up,area_acre
PUNJAB,060,TOBA TEK SINGH DISTRICT,NA,NA,NA,YES,TOBA TEK SINGH DISTRICT,NA,1749524,880161,869216,147,64.5,71.87,57.13,42.18,255462,199254,34,122645,91284,20,19935,25139,4,1693101,56423,1295762,986514,131339,375239,810448,798576
PUNJAB,060,TOBA TEK SINGH DISTRICT,GOJRA TEHSIL,NA,NA,YES,GOJRA TEHSIL,NA,482391,242314,240026,51,68.3,73.69,62.91,54.9,72219,60776,18,36692,29332,9,5605,7998,1,447897,34494,362993,278050,38168,98192,227923,208538
PUNJAB,060,TOBA TEK SINGH DISTRICT,GOJRA TEHSIL,DARSANA QH,NA,YES,DARSANA QH,NA,99852,50401,49442,9,61.64,67.68,55.54,44.44,13495,10740,2,6183,4784,2,851,1112,0,89513,10339,73987,56829,8139,18718,45444,50900
PUNJAB,060,TOBA TEK SINGH DISTRICT,GOJRA TEHSIL,DARSANA QH,423/J.B. PC,YES,423/J.B. PC,NA,11025,5431,5594,0,62.51,66.47,58.74,0,1282,1248,0,786,638,0,128,140,0,10409,616,8165,6297,927,1926,5027,5011
PUNJAB,060,TOBA TEK SINGH DISTRICT,GOJRA TEHSIL,DARSANA QH,423/J.B. PC,NO,CHAK 356/JB KHALSA ABAD,0000047,3021,1519,1502,0,64.07,69.5,58.89,0,389,367,0,296,247,0,70,51,0,2918,103,2288,1786,269,141,1405,1712
PUNJAB,060,TOBA TEK SINGH DISTRICT,GOJRA TEHSIL,DARSANA QH,423/J.B. PC,NO,CHAK 358/JB KARBALA,0000049,4601,2219,2382,0,53.3,57,49.91,0,506,476,0,238,221,0,20,43,0,4314,287,3377,2597,386,1108,2024,1953
PUNJAB,060,TOBA TEK SINGH DISTRICT,GOJRA TEHSIL,DARSANA QH,423/J.B. PC,NO,CHAK 423/JB SAJJANPUR AOLIA,0000048,3403,1693,1710,0,73.52,76.02,71.03,0,387,405,0,252,170,0,38,46,0,3177,226,2500,1914,272,677,1598,1346
PUNJAB,060,TOBA TEK SINGH DISTRICT,GOJRA TEHSIL,DARSANA QH,430/J.B. PC,YES,430/J.B. PC,NA,10155,5169,4982,4,60.72,69.58,51.77,25,1326,904,1,536,367,0,68,95,0,9978,177,7404,5648,762,1184,4431,5314
PUNJAB,060,TOBA TEK SINGH DISTRICT,GOJRA TEHSIL,DARSANA QH,430/J.B. PC,NO,CHAK 427/JB MUSALMANI,0000039,2179,1112,1066,1,54.36,60.02,48.54,0,263,199,0,128,91,0,9,21,0,2140,39,1606,1250,188,119,956,919
PUNJAB,060,TOBA TEK SINGH DISTRICT,GOJRA TEHSIL,DARSANA QH,430/J.B. PC,NO,CHAK 428/JB,0000038,583,286,297,0,38.71,45.6,32.38,0,40,42,0,29,12,0,3,0,0,583,0,403,288,39,144,187,838
