province_name,district_code,district_name,sublvl_01,sublvl_02,sublvl_03,summary_row,area_name,total_housing,pacca_housing,semi_pacca_housing,kacha_housing,potable_water,electricity,gas,kitchen,bath_room,latrine,avg_hh_size
PUNJAB,060,TOBA TEK SINGH DISTRICT,NA,NA,NA,YES,TOBA TEK SINGH DISTRICT,70339,58823,9725,1791,59354,69262,57054,51762,68739,69453,6.18
PUNJAB,060,TOBA TEK SINGH DISTRICT,GOJRA TEHSIL,NA,NA,YES,GOJRA TEHSIL,27386,23253,3422,711,21682,26891,22379,21508,26717,27096,6.28
PUNJAB,060,TOBA TEK SINGH DISTRICT,GOJRA TEHSIL,GOJRA MC,NA,YES,GOJRA MC,27386,23253,3422,711,21682,26891,22379,21508,26717,27096,6.28
PUNJAB,060,TOBA TEK SINGH DISTRICT,GOJRA TEHSIL,GOJRA MC,CHARGE NO 06,YES,CHARGE NO 06,6467,5458,867,142,5305,6377,4592,4950,6329,6347,6.24
PUNJAB,060,TOBA TEK SINGH DISTRICT,GOJRA TEHSIL,GOJRA MC,CHARGE NO 06,NO,CIRCLE NO 01,1004,904,88,12,787,997,619,618,989,989,6.05
PUNJAB,060,TOBA TEK SINGH DISTRICT,GOJRA TEHSIL,GOJRA MC,CHARGE NO 06,NO,CIRCLE NO 02,2839,2401,378,60,2651,2777,1755,2057,2758,2784,6.28
PUNJAB,060,TOBA TEK SINGH DISTRICT,GOJRA TEHSIL,GOJRA MC,CHARGE NO 06,NO,CIRCLE NO 03,603,567,12,24,348,587,263,548,586,560,5.8
PUNJAB,060,TOBA TEK SINGH DISTRICT,GOJRA TEHSIL,GOJRA MC,CHARGE NO 06,NO,CIRCLE NO 04,2021,1586,389,46,1519,2016,1955,1727,1996,2014,6.4
PUNJAB,060,TOBA TEK SINGH DISTRICT,GOJRA TEHSIL,GOJRA MC,CHARGE NO 07,YES,CHARGE NO 07,4908,3969,848,91,3717,4895,4494,3891,4756,4899,6.55
PUNJAB,060,TOBA TEK SINGH DISTRICT,GOJRA TEHSIL,GOJRA MC,CHARGE NO 07,NO,CIRCLE NO 01,1317,1039,251,27,1073,1314,1284,1164,1288,1314,6.47
