province_name,district_code,district_name,area_name,area_type,household_sizes,number_of_rooms,total_housing_units_by_hh_size,percent_of_total_units_by_hh_size,rooms_per_housing_unit,total_housing_units_by_room_size,percent_of_total_units_by_room_size,persons_per_housing_unit,count
PUNJAB,060,TOBA TEK SINGH DISTRICT,TOBA TEK SINGH DISTRICT,TOTAL,1 PERSON,1,6851,2.03,2.17,62740,18.55,4.94,2976
PUNJAB,060,TOBA TEK SINGH DISTRICT,TOBA TEK SINGH DISTRICT,TOTAL,2 PERSONS,1,18530,5.48,2.25,62740,18.55,4.94,6615
PUNJAB,060,TOBA TEK SINGH DISTRICT,TOBA TEK SINGH DISTRICT,TOTAL,3 PERSONS,1,27058,8,2.4,62740,18.55,4.94,7970
PUNJAB,060,TOBA TEK SINGH DISTRICT,TOBA TEK SINGH DISTRICT,TOTAL,4 PERSONS,1,40298,11.92,2.56,62740,18.55,4.94,9867
PUNJAB,060,TOBA TEK SINGH DISTRICT,TOBA TEK SINGH DISTRICT,TOTAL,5 PERSONS,1,53882,15.93,2.66,62740,18.55,4.94,11326
PUNJAB,060,TOBA TEK SINGH DISTRICT,TOBA TEK SINGH DISTRICT,TOTAL,6 PERSONS,1,54096,16,2.76,62740,18.55,4.94,9954
PUNJAB,060,TOBA TEK SINGH DISTRICT,TOBA TEK SINGH DISTRICT,TOTAL,7 PERSONS,1,42380,12.53,2.9,62740,18.55,4.94,6554
PUNJAB,060,TOBA TEK SINGH DISTRICT,TOBA TEK SINGH DISTRICT,TOTAL,8 PERSONS,1,29023,8.58,3.06,62740,18.55,4.94,3682
PUNJAB,060,TOBA TEK SINGH DISTRICT,TOBA TEK SINGH DISTRICT,TOTAL,9 PERSONS,1,19455,5.75,3.27,62740,18.55,4.94,1826
PUNJAB,060,TOBA TEK SINGH DISTRICT,TOBA TEK SINGH DISTRICT,TOTAL,10 PERSONS AND ABOVE,1,46608,13.78,4.06,62740,18.55,4.94,1970
PUNJAB,060,TOBA TEK SINGH DISTRICT,TOBA TEK SINGH DISTRICT,TOTAL,1 PERSON,2,6851,2.03,2.17,103119,30.49,5.83,1939
PUNJAB,060,TOBA TEK SINGH DISTRICT,TOBA TEK SINGH DISTRICT,TOTAL,2 PERSONS,2,18530,5.48,2.25,103119,30.49,5.83,6133
PUNJAB,060,TOBA TEK SINGH DISTRICT,TOBA TEK SINGH DISTRICT,TOTAL,3 PERSONS,2,27058,8,2.4,103119,30.49,5.83,9115
PUNJAB,060,TOBA TEK SINGH DISTRICT,TOBA TEK SINGH DISTRICT,TOTAL,4 PERSONS,2,40298,11.92,2.56,103119,30.49,5.83,13694
PUNJAB,060,TOBA TEK SINGH DISTRICT,TOBA TEK SINGH DISTRICT,TOTAL,5 PERSONS,2,53882,15.93,2.66,103119,30.49,5.83,18240
PUNJAB,060,TOBA TEK SINGH DISTRICT,TOBA TEK SINGH DISTRICT,TOTAL,6 PERSONS,2,54096,16,2.76,103119,30.49,5.83,18169
PUNJAB,060,TOBA TEK SINGH DISTRICT,TOBA TEK SINGH DISTRICT,TOTAL,7 PERSONS,2,42380,12.53,2.9,103119,30.49,5.83,13790
PUNJAB,060,TOBA TEK SINGH DISTRICT,TOBA TEK SINGH DISTRICT,TOTAL,8 PERSONS,2,29023,8.58,3.06,103119,30.49,5.83,8891
PUNJAB,060,TOBA TEK SINGH DISTRICT,TOBA TEK SINGH DISTRICT,TOTAL,9 PERSONS,2,19455,5.75,3.27,103119,30.49,5.83,5434
PUNJAB,060,TOBA TEK SINGH DISTRICT,TOBA TEK SINGH DISTRICT,TOTAL,10 PERSONS AND ABOVE,2,46608,13.78,4.06,103119,30.49,5.83,7714
PUNJAB,060,TOBA TEK SINGH DISTRICT,TOBA TEK SINGH DISTRICT,TOTAL,1 PERSON,3,6851,2.03,2.17,75818,22.42,6.58,893
PUNJAB,060,TOBA TEK SINGH DISTRICT,TOBA TEK SINGH DISTRICT,TOTAL,2 PERSONS,3,18530,5.48,2.25,75818,22.42,6.58,3011
PUNJAB,060,TOBA TEK SINGH DISTRICT,TOBA TEK SINGH DISTRICT,TOTAL,3 PERSONS,3,27058,8,2.4,75818,22.42,6.58,5298
PUNJAB,060,TOBA TEK SINGH DISTRICT,TOBA TEK SINGH DISTRICT,TOTAL,4 PERSONS,3,40298,11.92,2.56,75818,22.42,6.58,8394
