province_name,district_code,district_name,area_name,locality_name,locality_bucket,pop_98,avg_annual_growth_98_17,avg_hh_size,gender,total_population
PUNJAB,060,TOBA TEK SINGH DISTRICT,GOJRA TEHSIL,GOJRA MC,"100,000 - 199,999",117892,2.09,6.28,ALL SEXES,174831
PUNJAB,060,TOBA TEK SINGH DISTRICT,GOJRA TEHSIL,GOJRA MC,"100,000 - 199,999",117892,2.09,6.28,MALE,87132
PUNJAB,060,TOBA TEK SINGH DISTRICT,GOJRA TEHSIL,GOJRA MC,"100,000 - 199,999",117892,2.09,6.28,FEMALE,87664
PUNJAB,060,TOBA TEK SINGH DISTRICT,GOJRA TEHSIL,GOJRA MC,"100,000 - 199,999",117892,2.09,6.28,TRANSGENDER,35
PUNJAB,060,TOBA TEK SINGH DISTRICT,KAMALIA TEHSIL,KAMALIA MC,"100,000 - 199,999",97324,1.76,6.35,ALL SEXES,135674
PUNJAB,060,TOBA TEK SINGH DISTRICT,KAMALIA TEHSIL,KAMALIA MC,"100,000 - 199,999",97324,1.76,6.35,MALE,67973
PUNJAB,060,TOBA TEK SINGH DISTRICT,KAMALIA TEHSIL,KAMALIA MC,"100,000 - 199,999",97324,1.76,6.35,FEMALE,67672
PUNJAB,060,TOBA TEK SINGH DISTRICT,KAMALIA TEHSIL,KAMALIA MC,"100,000 - 199,999",97324,1.76,6.35,TRANSGENDER,29
PUNJAB,060,TOBA TEK SINGH DISTRICT,TOBA TEK SINGH TEHSIL,TOBA TEK SINGH MC,"50,000 - 99,999",59938,1.99,5.91,ALL SEXES,87246
PUNJAB,060,TOBA TEK SINGH DISTRICT,TOBA TEK SINGH TEHSIL,TOBA TEK SINGH MC,"50,000 - 99,999",59938,1.99,5.91,MALE,42925
PUNJAB,060,TOBA TEK SINGH DISTRICT,TOBA TEK SINGH TEHSIL,TOBA TEK SINGH MC,"50,000 - 99,999",59938,1.99,5.91,FEMALE,44297
PUNJAB,060,TOBA TEK SINGH DISTRICT,TOBA TEK SINGH TEHSIL,TOBA TEK SINGH MC,"50,000 - 99,999",59938,1.99,5.91,TRANSGENDER,24
PUNJAB,060,TOBA TEK SINGH DISTRICT,PIRMAHAL TEHSIL,PIR MAHAL MC,"25,000 - 49,999",30257,2.01,5.81,ALL SEXES,44220
PUNJAB,060,TOBA TEK SINGH DISTRICT,PIRMAHAL TEHSIL,PIR MAHAL MC,"25,000 - 49,999",30257,2.01,5.81,MALE,22174
PUNJAB,060,TOBA TEK SINGH DISTRICT,PIRMAHAL TEHSIL,PIR MAHAL MC,"25,000 - 49,999",30257,2.01,5.81,FEMALE,22030
PUNJAB,060,TOBA TEK SINGH DISTRICT,PIRMAHAL TEHSIL,PIR MAHAL MC,"25,000 - 49,999",30257,2.01,5.81,TRANSGENDER,16
