province_name,district_code,district_name,area_name,area_type,ownership_status,total_by_tenure,percent_by_tenure,facility,source,total_by_facility,percent_by_facility,count
PUNJAB,060,TOBA TEK SINGH DISTRICT,TOBA TEK SINGH DISTRICT,TOTAL,OWNED,304545,90.05,KITCHEN,SEPARATE,154168,45.59,141116
PUNJAB,060,TOBA TEK SINGH DISTRICT,TOBA TEK SINGH DISTRICT,TOTAL,OWNED,304545,90.05,KITCHEN,SHARED,46968,13.89,43379
PUNJAB,060,TOBA TEK SINGH DISTRICT,TOBA TEK SINGH DISTRICT,TOTAL,OWNED,304545,90.05,KITCHEN,NONE,137045,40.52,120050
PUNJAB,060,TOBA TEK SINGH DISTRICT,TOBA TEK SINGH DISTRICT,TOTAL,OWNED,304545,90.05,BATH,SEPARATE,221225,65.42,200826
PUNJAB,060,TOBA TEK SINGH DISTRICT,TOBA TEK SINGH DISTRICT,TOTAL,OWNED,304545,90.05,BATH,SHARED,79788,23.59,73676
PUNJAB,060,TOBA TEK SINGH DISTRICT,TOBA TEK SINGH DISTRICT,TOTAL,OWNED,304545,90.05,BATH,NONE,37168,10.99,30043
PUNJAB,060,TOBA TEK SINGH DISTRICT,TOBA TEK SINGH DISTRICT,TOTAL,OWNED,304545,90.05,LATRINE,SEWER,57513,17.01,49141
PUNJAB,060,TOBA TEK SINGH DISTRICT,TOBA TEK SINGH DISTRICT,TOTAL,OWNED,304545,90.05,LATRINE,SEPTIC TANK,65757,19.44,60996
PUNJAB,060,TOBA TEK SINGH DISTRICT,TOBA TEK SINGH DISTRICT,TOTAL,OWNED,304545,90.05,LATRINE,OPEN DRAIN,109436,32.36,100030
PUNJAB,060,TOBA TEK SINGH DISTRICT,TOBA TEK SINGH DISTRICT,TOTAL,OWNED,304545,90.05,LATRINE,PIT WITH SLAB,65867,19.48,61460
PUNJAB,060,TOBA TEK SINGH DISTRICT,TOBA TEK SINGH DISTRICT,TOTAL,OWNED,304545,90.05,LATRINE,OTHER,4004,1.18,3446
PUNJAB,060,TOBA TEK SINGH DISTRICT,TOBA TEK SINGH DISTRICT,TOTAL,OWNED,304545,90.05,LATRINE,NONE,35604,10.53,29472
PUNJAB,060,TOBA TEK SINGH DISTRICT,TOBA TEK SINGH DISTRICT,TOTAL,RENTED,17531,5.18,KITCHEN,SEPARATE,154168,45.59,9053
PUNJAB,060,TOBA TEK SINGH DISTRICT,TOBA TEK SINGH DISTRICT,TOTAL,RENTED,17531,5.18,KITCHEN,SHARED,46968,13.89,2333
PUNJAB,060,TOBA TEK SINGH DISTRICT,TOBA TEK SINGH DISTRICT,TOTAL,RENTED,17531,5.18,KITCHEN,NONE,137045,40.52,6145
PUNJAB,060,TOBA TEK SINGH DISTRICT,TOBA TEK SINGH DISTRICT,TOTAL,RENTED,17531,5.18,BATH,SEPARATE,221225,65.42,12963
PUNJAB,060,TOBA TEK SINGH DISTRICT,TOBA TEK SINGH DISTRICT,TOTAL,RENTED,17531,5.18,BATH,SHARED,79788,23.59,3571
PUNJAB,060,TOBA TEK SINGH DISTRICT,TOBA TEK SINGH DISTRICT,TOTAL,RENTED,17531,5.18,BATH,NONE,37168,10.99,997
PUNJAB,060,TOBA TEK SINGH DISTRICT,TOBA TEK SINGH DISTRICT,TOTAL,RENTED,17531,5.18,LATRINE,SEWER,57513,17.01,6674
PUNJAB,060,TOBA TEK SINGH DISTRICT,TOBA TEK SINGH DISTRICT,TOTAL,RENTED,17531,5.18,LATRINE,SEPTIC TANK,65757,19.44,2736
PUNJAB,060,TOBA TEK SINGH DISTRICT,TOBA TEK SINGH DISTRICT,TOTAL,RENTED,17531,5.18,LATRINE,OPEN DRAIN,109436,32.36,4967
PUNJAB,060,TOBA TEK SINGH DISTRICT,TOBA TEK SINGH DISTRICT,TOTAL,RENTED,17531,5.18,LATRINE,PIT WITH SLAB,65867,19.48,2344
PUNJAB,060,TOBA TEK SINGH DISTRICT,TOBA TEK SINGH DISTRICT,TOTAL,RENTED,17531,5.18,LATRINE,OTHER,4004,1.18,139
PUNJAB,060,TOBA TEK SINGH DISTRICT,TOBA TEK SINGH DISTRICT,TOTAL,RENTED,17531,5.18,LATRINE,NONE,35604,10.53,671
PUNJAB,060,TOBA TEK SINGH DISTRICT,TOBA TEK SINGH DISTRICT,TOTAL,RENT FREE,16105,4.76,KITCHEN,SEPARATE,154168,45.59,3999
PUNJAB,060,TOBA TEK SINGH DISTRICT,TOBA TEK SINGH DISTRICT,TOTAL,RENT FREE,16105,4.76,KITCHEN,SHARED,46968,13.89,1256
PUNJAB,060,TOBA TEK SINGH DISTRICT,TOBA TEK SINGH DISTRICT,TOTAL,RENT FREE,16105,4.76,KITCHEN,NONE,137045,40.52,10850
PUNJAB,060,TOBA TEK SINGH DISTRICT,TOBA TEK SINGH DISTRICT,TOTAL,RENT FREE,16105,4.76,BATH,SEPARATE,221225,65.42,7436
PUNJAB,060,TOBA TEK SINGH DISTRICT,TOBA TEK SINGH DISTRICT,TOTAL,RENT FREE,16105,4.76,BATH,SHARED,79788,23.59,2541
PUNJAB,060,TOBA TEK SINGH DISTRICT,TOBA TEK SINGH DISTRICT,TOTAL,RENT FREE,16105,4.76,BATH,NONE,37168,10.99,6128
PUNJAB,060,TOBA TEK SINGH DISTRICT,TOBA TEK SINGH DISTRICT,TOTAL,RENT FREE,16105,4.76,LATRINE,SEWER,57513,17.01,1698
PUNJAB,060,TOBA TEK SINGH DISTRICT,TOBA TEK SINGH DISTRICT,TOTAL,RENT FREE,16105,4.76,LATRINE,SEPTIC TANK,65757,19.44,2025
PUNJAB,060,TOBA TEK SINGH DISTRICT,TOBA TEK SINGH DISTRICT,TOTAL,RENT FREE,16105,4.76,LATRINE,OPEN DRAIN,109436,32.36,4439
PUNJAB,060,TOBA TEK SINGH DISTRICT,TOBA TEK SINGH DISTRICT,TOTAL,RENT FREE,16105,4.76,LATRINE,PIT WITH SLAB,65867,19.48,2063
PUNJAB,060,TOBA TEK SINGH DISTRICT,TOBA TEK SINGH DISTRICT,TOTAL,RENT FREE,16105,4.76,LATRINE,OTHER,4004,1.18,419
PUNJAB,060,TOBA TEK SINGH DISTRICT,TOBA TEK SINGH DISTRICT,TOTAL,RENT FREE,16105,4.76,LATRINE,NONE,35604,10.53,5461
PUNJAB,060,TOBA TEK SINGH DISTRICT,TOBA TEK SINGH DISTRICT,RURAL,OWNED,247096,92.25,KITCHEN,SEPARATE,112520,42.01,106701
PUNJAB,060,TOBA TEK SINGH DISTRICT,TOBA TEK SINGH DISTRICT,RURAL,OWNED,247096,92.25,KITCHEN,SHARED,36854,13.76,34973
PUNJAB,060,TOBA TEK SINGH DISTRICT,TOBA TEK SINGH DISTRICT,RURAL,OWNED,247096,92.25,KITCHEN,NONE,118468,44.23,105422
PUNJAB,060,TOBA TEK SINGH DISTRICT,TOBA TEK SINGH DISTRICT,RURAL,OWNED,247096,92.25,BATH,SEPARATE,167023,62.36,156553
PUNJAB,060,TOBA TEK SINGH DISTRICT,TOBA TEK SINGH DISTRICT,RURAL,OWNED,247096,92.25,BATH,SHARED,65251,24.36,61641
PUNJAB,060,TOBA TEK SINGH DISTRICT,TOBA TEK SINGH DISTRICT,RURAL,OWNED,247096,92.25,BATH,NONE,35568,13.28,28902
PUNJAB,060,TOBA TEK SINGH DISTRICT,TOBA TEK SINGH DISTRICT,RURAL,OWNED,247096,92.25,LATRINE,SEWER,25707,9.6,23281
PUNJAB,060,TOBA TEK SINGH DISTRICT,TOBA TEK SINGH DISTRICT,RURAL,OWNED,247096,92.25,LATRINE,SEPTIC TANK,59039,22.04,55610
PUNJAB,060,TOBA TEK SINGH DISTRICT,TOBA TEK SINGH DISTRICT,RURAL,OWNED,247096,92.25,LATRINE,OPEN DRAIN,87423,32.64,81919
PUNJAB,060,TOBA TEK SINGH DISTRICT,TOBA TEK SINGH DISTRICT,RURAL,OWNED,247096,92.25,LATRINE,PIT WITH SLAB,56951,21.26,53997
PUNJAB,060,TOBA TEK SINGH DISTRICT,TOBA TEK SINGH DISTRICT,RURAL,OWNED,247096,92.25,LATRINE,OTHER,3679,1.37,3194
PUNJAB,060,TOBA TEK SINGH DISTRICT,TOBA TEK SINGH DISTRICT,RURAL,OWNED,247096,92.25,LATRINE,NONE,35043,13.08,29095
PUNJAB,060,TOBA TEK SINGH DISTRICT,TOBA TEK SINGH DISTRICT,RURAL,RENTED,6931,2.59,KITCHEN,SEPARATE,112520,42.01,2879
PUNJAB,060,TOBA TEK SINGH DISTRICT,TOBA TEK SINGH DISTRICT,RURAL,RENTED,6931,2.59,KITCHEN,SHARED,36854,13.76,912
