province_name,district_code,district_name,area_name,area_type,household_sizes,number_of_rooms,total_housing_units_by_hh_size,percent_of_total_units_by_hh_size,rooms_per_housing_unit,total_housing_units_by_room_size,percent_of_total_units_by_room_size,persons_per_housing_unit,count
PUNJAB,045,SARGODHA DISTRICT,SARGODHA DISTRICT,TOTAL,1 PERSON,1,12214,2.06,1.94,139559,23.57,4.89,6007
PUNJAB,045,SARGODHA DISTRICT,SARGODHA DISTRICT,TOTAL,2 PERSONS,1,36804,6.22,2,139559,23.57,4.89,15791
PUNJAB,045,SARGODHA DISTRICT,SARGODHA DISTRICT,TOTAL,3 PERSONS,1,50912,8.6,2.14,139559,23.57,4.89,18404
PUNJAB,045,SARGODHA DISTRICT,SARGODHA DISTRICT,TOTAL,4 PERSONS,1,76588,12.94,2.27,139559,23.57,4.89,23377
PUNJAB,045,SARGODHA DISTRICT,SARGODHA DISTRICT,TOTAL,5 PERSONS,1,97727,16.51,2.4,139559,23.57,4.89,24948
PUNJAB,045,SARGODHA DISTRICT,SARGODHA DISTRICT,TOTAL,6 PERSONS,1,96028,16.22,2.49,139559,23.57,4.89,21458
PUNJAB,045,SARGODHA DISTRICT,SARGODHA DISTRICT,TOTAL,7 PERSONS,1,72213,12.2,2.62,139559,23.57,4.89,13543
PUNJAB,045,SARGODHA DISTRICT,SARGODHA DISTRICT,TOTAL,8 PERSONS,1,48751,8.23,2.76,139559,23.57,4.89,7606
PUNJAB,045,SARGODHA DISTRICT,SARGODHA DISTRICT,TOTAL,9 PERSONS,1,31907,5.39,2.98,139559,23.57,4.89,3908
PUNJAB,045,SARGODHA DISTRICT,SARGODHA DISTRICT,TOTAL,10 PERSONS AND ABOVE,1,68900,11.64,3.64,139559,23.57,4.89,4517
PUNJAB,045,SARGODHA DISTRICT,SARGODHA DISTRICT,TOTAL,1 PERSON,2,12214,2.06,1.94,206600,34.9,5.82,3461
PUNJAB,045,SARGODHA DISTRICT,SARGODHA DISTRICT,TOTAL,2 PERSONS,2,36804,6.22,2,206600,34.9,5.82,12495
PUNJAB,045,SARGODHA DISTRICT,SARGODHA DISTRICT,TOTAL,3 PERSONS,2,50912,8.6,2.14,206600,34.9,5.82,18074
PUNJAB,045,SARGODHA DISTRICT,SARGODHA DISTRICT,TOTAL,4 PERSONS,2,76588,12.94,2.27,206600,34.9,5.82,28726
PUNJAB,045,SARGODHA DISTRICT,SARGODHA DISTRICT,TOTAL,5 PERSONS,2,97727,16.51,2.4,206600,34.9,5.82,36804
PUNJAB,045,SARGODHA DISTRICT,SARGODHA DISTRICT,TOTAL,6 PERSONS,2,96028,16.22,2.49,206600,34.9,5.82,36449
PUNJAB,045,SARGODHA DISTRICT,SARGODHA DISTRICT,TOTAL,7 PERSONS,2,72213,12.2,2.62,206600,34.9,5.82,27050
PUNJAB,045,SARGODHA DISTRICT,SARGODHA DISTRICT,TOTAL,8 PERSONS,2,48751,8.23,2.76,206600,34.9,5.82,17577
