province_name,district_code,district_name,area_name,area_type,construction_age,total_by_age,percent_by_age,utility,source,total_by_source,percent_by_source,count
PUNJAB,041,JHELUM DISTRICT,JHELUM DISTRICT,TOTAL,UNDER CONSTRUCTION,2659,1.53,INSIDE WATER,TAP,42965,24.76,1039
PUNJAB,041,JHELUM DISTRICT,JHELUM DISTRICT,TOTAL,UNDER CONSTRUCTION,2659,1.53,INSIDE WATER,ELECTRIC/HAND PUMP,92644,53.4,1142
PUNJAB,041,JHELUM DISTRICT,JHELUM DISTRICT,TOTAL,UNDER CONSTRUCTION,2659,1.53,INSIDE WATER,PROTECTED WELL,6221,3.59,108
PUNJAB,041,JHELUM DISTRICT,JHELUM DISTRICT,TOTAL,UNDER CONSTRUCTION,2659,1.53,INSIDE WATER,UN-PROTECTED WELL,816,0.47,26
PUNJAB,041,JHELUM DISTRICT,JHELUM DISTRICT,TOTAL,UNDER CONSTRUCTION,2659,1.53,INSIDE WATER,OTHERS,8911,5.14,114
PUNJAB,041,JHELUM DISTRICT,JHELUM DISTRICT,TOTAL,UNDER CONSTRUCTION,2659,1.53,OUTSIDE WATER,TAP,3578,2.06,40
PUNJAB,041,JHELUM DISTRICT,JHELUM DISTRICT,TOTAL,UNDER CONSTRUCTION,2659,1.53,OUTSIDE WATER,ELECTRIC/HAND PUMP,6846,3.95,64
PUNJAB,041,JHELUM DISTRICT,JHELUM DISTRICT,TOTAL,UNDER CONSTRUCTION,2659,1.53,OUTSIDE WATER,PROTECTED WELL,3459,1.99,45
PUNJAB,041,JHELUM DISTRICT,JHELUM DISTRICT,TOTAL,UNDER CONSTRUCTION,2659,1.53,OUTSIDE WATER,UN-PROTECTED WELL,1474,0.85,5
PUNJAB,041,JHELUM DISTRICT,JHELUM DISTRICT,TOTAL,UNDER CONSTRUCTION,2659,1.53,OUTSIDE WATER,SPRING,509,0.29,5
PUNJAB,041,JHELUM DISTRICT,JHELUM DISTRICT,TOTAL,UNDER CONSTRUCTION,2659,1.53,OUTSIDE WATER,CANAL/RIVER/POND,477,0.27,3
PUNJAB,041,JHELUM DISTRICT,JHELUM DISTRICT,TOTAL,UNDER CONSTRUCTION,2659,1.53,OUTSIDE WATER,OTHERS,5601,3.23,68
PUNJAB,041,JHELUM DISTRICT,JHELUM DISTRICT,TOTAL,UNDER CONSTRUCTION,2659,1.53,COOKING FUEL,WOOD,111047,64,1738
PUNJAB,041,JHELUM DISTRICT,JHELUM DISTRICT,TOTAL,UNDER CONSTRUCTION,2659,1.53,COOKING FUEL,GAS,51609,29.75,799
PUNJAB,041,JHELUM DISTRICT,JHELUM DISTRICT,TOTAL,UNDER CONSTRUCTION,2659,1.53,COOKING FUEL,KEROSENE OIL,98,0.06,3
PUNJAB,041,JHELUM DISTRICT,JHELUM DISTRICT,TOTAL,UNDER CONSTRUCTION,2659,1.53,COOKING FUEL,OTHERS,10747,6.19,119
PUNJAB,041,JHELUM DISTRICT,JHELUM DISTRICT,TOTAL,UNDER CONSTRUCTION,2659,1.53,LIGHTING SOURCE,ELECTRICITY,169968,97.96,2573
PUNJAB,041,JHELUM DISTRICT,JHELUM DISTRICT,TOTAL,UNDER CONSTRUCTION,2659,1.53,LIGHTING SOURCE,KEROSENE OIL,1478,0.85,38
PUNJAB,041,JHELUM DISTRICT,JHELUM DISTRICT,TOTAL,UNDER CONSTRUCTION,2659,1.53,LIGHTING SOURCE,GAS LAMP,51,0.03,0
PUNJAB,041,JHELUM DISTRICT,JHELUM DISTRICT,TOTAL,UNDER CONSTRUCTION,2659,1.53,LIGHTING SOURCE,OTHERS,2004,1.16,48
PUNJAB,041,JHELUM DISTRICT,JHELUM DISTRICT,TOTAL,LESS THAN 5 YEARS,13650,7.87,INSIDE WATER,TAP,42965,24.76,2983
PUNJAB,041,JHELUM DISTRICT,JHELUM DISTRICT,TOTAL,LESS THAN 5 YEARS,13650,7.87,INSIDE WATER,ELECTRIC/HAND PUMP,92644,53.4,8000
PUNJAB,041,JHELUM DISTRICT,JHELUM DISTRICT,TOTAL,LESS THAN 5 YEARS,13650,7.87,INSIDE WATER,PROTECTED WELL,6221,3.59,434
PUNJAB,041,JHELUM DISTRICT,JHELUM DISTRICT,TOTAL,LESS THAN 5 YEARS,13650,7.87,INSIDE WATER,UN-PROTECTED WELL,816,0.47,63
PUNJAB,041,JHELUM DISTRICT,JHELUM DISTRICT,TOTAL,LESS THAN 5 YEARS,13650,7.87,INSIDE WATER,OTHERS,8911,5.14,644
PUNJAB,041,JHELUM DISTRICT,JHELUM DISTRICT,TOTAL,LESS THAN 5 YEARS,13650,7.87,OUTSIDE WATER,TAP,3578,2.06,245
PUNJAB,041,JHELUM DISTRICT,JHELUM DISTRICT,TOTAL,LESS THAN 5 YEARS,13650,7.87,OUTSIDE WATER,ELECTRIC/HAND PUMP,6846,3.95,475
PUNJAB,041,JHELUM DISTRICT,JHELUM DISTRICT,TOTAL,LESS THAN 5 YEARS,13650,7.87,OUTSIDE WATER,PROTECTED WELL,3459,1.99,208
PUNJAB,041,JHELUM DISTRICT,JHELUM DISTRICT,TOTAL,LESS THAN 5 YEARS,13650,7.87,OUTSIDE WATER,UN-PROTECTED WELL,1474,0.85,101
PUNJAB,041,JHELUM DISTRICT,JHELUM DISTRICT,TOTAL,LESS THAN 5 YEARS,13650,7.87,OUTSIDE WATER,SPRING,509,0.29,63
PUNJAB,041,JHELUM DISTRICT,JHELUM DISTRICT,TOTAL,LESS THAN 5 YEARS,13650,7.87,OUTSIDE WATER,CANAL/RIVER/POND,477,0.27,25
PUNJAB,041,JHELUM DISTRICT,JHELUM DISTRICT,TOTAL,LESS THAN 5 YEARS,13650,7.87,OUTSIDE WATER,OTHERS,5601,3.23,409
PUNJAB,041,JHELUM DISTRICT,JHELUM DISTRICT,TOTAL,LESS THAN 5 YEARS,13650,7.87,COOKING FUEL,WOOD,111047,64,8249
PUNJAB,041,JHELUM DISTRICT,JHELUM DISTRICT,TOTAL,LESS THAN 5 YEARS,13650,7.87,COOKING FUEL,GAS,51609,29.75,4427
PUNJAB,041,JHELUM DISTRICT,JHELUM DISTRICT,TOTAL,LESS THAN 5 YEARS,13650,7.87,COOKING FUEL,KEROSENE OIL,98,0.06,14
PUNJAB,041,JHELUM DISTRICT,JHELUM DISTRICT,TOTAL,LESS THAN 5 YEARS,13650,7.87,COOKING FUEL,OTHERS,10747,6.19,960
PUNJAB,041,JHELUM DISTRICT,JHELUM DISTRICT,TOTAL,LESS THAN 5 YEARS,13650,7.87,LIGHTING SOURCE,ELECTRICITY,169968,97.96,13011
PUNJAB,041,JHELUM DISTRICT,JHELUM DISTRICT,TOTAL,LESS THAN 5 YEARS,13650,7.87,LIGHTING SOURCE,KEROSENE OIL,1478,0.85,227
PUNJAB,041,JHELUM DISTRICT,JHELUM DISTRICT,TOTAL,LESS THAN 5 YEARS,13650,7.87,LIGHTING SOURCE,GAS LAMP,51,0.03,9
PUNJAB,041,JHELUM DISTRICT,JHELUM DISTRICT,TOTAL,LESS THAN 5 YEARS,13650,7.87,LIGHTING SOURCE,OTHERS,2004,1.16,403
PUNJAB,041,JHELUM DISTRICT,JHELUM DISTRICT,TOTAL,5-10 YEARS,36729,21.17,INSIDE WATER,TAP,42965,24.76,8767
PUNJAB,041,JHELUM DISTRICT,JHELUM DISTRICT,TOTAL,5-10 YEARS,36729,21.17,INSIDE WATER,ELECTRIC/HAND PUMP,92644,53.4,20763
PUNJAB,041,JHELUM DISTRICT,JHELUM DISTRICT,TOTAL,5-10 YEARS,36729,21.17,INSIDE WATER,PROTECTED WELL,6221,3.59,1282
PUNJAB,041,JHELUM DISTRICT,JHELUM DISTRICT,TOTAL,5-10 YEARS,36729,21.17,INSIDE WATER,UN-PROTECTED WELL,816,0.47,193
PUNJAB,041,JHELUM DISTRICT,JHELUM DISTRICT,TOTAL,5-10 YEARS,36729,21.17,INSIDE WATER,OTHERS,8911,5.14,1990
PUNJAB,041,JHELUM DISTRICT,JHELUM DISTRICT,TOTAL,5-10 YEARS,36729,21.17,OUTSIDE WATER,TAP,3578,2.06,607
PUNJAB,041,JHELUM DISTRICT,JHELUM DISTRICT,TOTAL,5-10 YEARS,36729,21.17,OUTSIDE WATER,ELECTRIC/HAND PUMP,6846,3.95,1100
PUNJAB,041,JHELUM DISTRICT,JHELUM DISTRICT,TOTAL,5-10 YEARS,36729,21.17,OUTSIDE WATER,PROTECTED WELL,3459,1.99,577
PUNJAB,041,JHELUM DISTRICT,JHELUM DISTRICT,TOTAL,5-10 YEARS,36729,21.17,OUTSIDE WATER,UN-PROTECTED WELL,1474,0.85,193
PUNJAB,041,JHELUM DISTRICT,JHELUM DISTRICT,TOTAL,5-10 YEARS,36729,21.17,OUTSIDE WATER,SPRING,509,0.29,130
PUNJAB,041,JHELUM DISTRICT,JHELUM DISTRICT,TOTAL,5-10 YEARS,36729,21.17,OUTSIDE WATER,CANAL/RIVER/POND,477,0.27,65
PUNJAB,041,JHELUM DISTRICT,JHELUM DISTRICT,TOTAL,5-10 YEARS,36729,21.17,OUTSIDE WATER,OTHERS,5601,3.23,1062
PUNJAB,041,JHELUM DISTRICT,JHELUM DISTRICT,TOTAL,5-10 YEARS,36729,21.17,COOKING FUEL,WOOD,111047,64,24428
PUNJAB,041,JHELUM DISTRICT,JHELUM DISTRICT,TOTAL,5-10 YEARS,36729,21.17,COOKING FUEL,GAS,51609,29.75,10205
PUNJAB,041,JHELUM DISTRICT,JHELUM DISTRICT,TOTAL,5-10 YEARS,36729,21.17,COOKING FUEL,KEROSENE OIL,98,0.06,30
PUNJAB,041,JHELUM DISTRICT,JHELUM DISTRICT,TOTAL,5-10 YEARS,36729,21.17,COOKING FUEL,OTHERS,10747,6.19,2066
PUNJAB,041,JHELUM DISTRICT,JHELUM DISTRICT,TOTAL,5-10 YEARS,36729,21.17,LIGHTING SOURCE,ELECTRICITY,169968,97.96,35793
PUNJAB,041,JHELUM DISTRICT,JHELUM DISTRICT,TOTAL,5-10 YEARS,36729,21.17,LIGHTING SOURCE,KEROSENE OIL,1478,0.85,401
PUNJAB,041,JHELUM DISTRICT,JHELUM DISTRICT,TOTAL,5-10 YEARS,36729,21.17,LIGHTING SOURCE,GAS LAMP,51,0.03,21
PUNJAB,041,JHELUM DISTRICT,JHELUM DISTRICT,TOTAL,5-10 YEARS,36729,21.17,LIGHTING SOURCE,OTHERS,2004,1.16,514
PUNJAB,041,JHELUM DISTRICT,JHELUM DISTRICT,TOTAL,11-50 YEARS,114442,65.96,INSIDE WATER,TAP,42965,24.76,28308
PUNJAB,041,JHELUM DISTRICT,JHELUM DISTRICT,TOTAL,11-50 YEARS,114442,65.96,INSIDE WATER,ELECTRIC/HAND PUMP,92644,53.4,60584
PUNJAB,041,JHELUM DISTRICT,JHELUM DISTRICT,TOTAL,11-50 YEARS,114442,65.96,INSIDE WATER,PROTECTED WELL,6221,3.59,4071
PUNJAB,041,JHELUM DISTRICT,JHELUM DISTRICT,TOTAL,11-50 YEARS,114442,65.96,INSIDE WATER,UN-PROTECTED WELL,816,0.47,467
PUNJAB,041,JHELUM DISTRICT,JHELUM DISTRICT,TOTAL,11-50 YEARS,114442,65.96,INSIDE WATER,OTHERS,8911,5.14,5661
PUNJAB,041,JHELUM DISTRICT,JHELUM DISTRICT,TOTAL,11-50 YEARS,114442,65.96,OUTSIDE WATER,TAP,3578,2.06,2586
PUNJAB,041,JHELUM DISTRICT,JHELUM DISTRICT,TOTAL,11-50 YEARS,114442,65.96,OUTSIDE WATER,ELECTRIC/HAND PUMP,6846,3.95,4815
PUNJAB,041,JHELUM DISTRICT,JHELUM DISTRICT,TOTAL,11-50 YEARS,114442,65.96,OUTSIDE WATER,PROTECTED WELL,3459,1.99,2359
PUNJAB,041,JHELUM DISTRICT,JHELUM DISTRICT,TOTAL,11-50 YEARS,114442,65.96,OUTSIDE WATER,UN-PROTECTED WELL,1474,0.85,1085
PUNJAB,041,JHELUM DISTRICT,JHELUM DISTRICT,TOTAL,11-50 YEARS,114442,65.96,OUTSIDE WATER,SPRING,509,0.29,285
PUNJAB,041,JHELUM DISTRICT,JHELUM DISTRICT,TOTAL,11-50 YEARS,114442,65.96,OUTSIDE WATER,CANAL/RIVER/POND,477,0.27,378
