province_name,district_code,district_name,area_name,area_type,gender,age_group,total_population,literacy_ratio,literacy_status,count
PUNJAB,041,JHELUM DISTRICT,JHELUM DISTRICT,TOTAL,ALL SEXES,10 AND ABOVE,951751,78.94,ILLITERATE,200469
PUNJAB,041,JHELUM DISTRICT,JHELUM DISTRICT,TOTAL,ALL SEXES,10 - 14,128039,92.26,ILLITERATE,9911
PUNJAB,041,JHELUM DISTRICT,JHELUM DISTRICT,TOTAL,ALL SEXES,15 - 19,123242,91.98,ILLITERATE,9880
PUNJAB,041,JHELUM DISTRICT,JHELUM DISTRICT,TOTAL,ALL SEXES,20 - 24,114180,89.43,ILLITERATE,12069
PUNJAB,041,JHELUM DISTRICT,JHELUM DISTRICT,TOTAL,ALL SEXES,25 - 29,101228,86.02,ILLITERATE,14147
PUNJAB,041,JHELUM DISTRICT,JHELUM DISTRICT,TOTAL,ALL SEXES,30 - 34,91726,83.34,ILLITERATE,15284
PUNJAB,041,JHELUM DISTRICT,JHELUM DISTRICT,TOTAL,ALL SEXES,35 - 39,76852,79.79,ILLITERATE,15528
PUNJAB,041,JHELUM DISTRICT,JHELUM DISTRICT,TOTAL,ALL SEXES,40 - 44,62505,74.57,ILLITERATE,15895
PUNJAB,041,JHELUM DISTRICT,JHELUM DISTRICT,TOTAL,ALL SEXES,45 - 49,54133,68.81,ILLITERATE,16885
PUNJAB,041,JHELUM DISTRICT,JHELUM DISTRICT,TOTAL,ALL SEXES,50 - 54,52765,63.98,ILLITERATE,19007
PUNJAB,041,JHELUM DISTRICT,JHELUM DISTRICT,TOTAL,ALL SEXES,55 - 59,40233,61.11,ILLITERATE,15645
PUNJAB,041,JHELUM DISTRICT,JHELUM DISTRICT,TOTAL,ALL SEXES,60 - 64,36603,55.28,ILLITERATE,16369
PUNJAB,041,JHELUM DISTRICT,JHELUM DISTRICT,TOTAL,ALL SEXES,65 - 69,25464,49.51,ILLITERATE,12856
PUNJAB,041,JHELUM DISTRICT,JHELUM DISTRICT,TOTAL,ALL SEXES,70 - 74,18870,43.53,ILLITERATE,10655
PUNJAB,041,JHELUM DISTRICT,JHELUM DISTRICT,TOTAL,ALL SEXES,75 AND ABOVE,25911,36.95,ILLITERATE,16338
PUNJAB,041,JHELUM DISTRICT,JHELUM DISTRICT,TOTAL,ALL SEXES,10 AND ABOVE,951751,78.94,TOTAL LITERATE,751282
PUNJAB,041,JHELUM DISTRICT,JHELUM DISTRICT,TOTAL,ALL SEXES,10 - 14,128039,92.26,TOTAL LITERATE,118128
PUNJAB,041,JHELUM DISTRICT,JHELUM DISTRICT,TOTAL,ALL SEXES,15 - 19,123242,91.98,TOTAL LITERATE,113362
PUNJAB,041,JHELUM DISTRICT,JHELUM DISTRICT,TOTAL,ALL SEXES,20 - 24,114180,89.43,TOTAL LITERATE,102111
PUNJAB,041,JHELUM DISTRICT,JHELUM DISTRICT,TOTAL,ALL SEXES,25 - 29,101228,86.02,TOTAL LITERATE,87081
PUNJAB,041,JHELUM DISTRICT,JHELUM DISTRICT,TOTAL,ALL SEXES,30 - 34,91726,83.34,TOTAL LITERATE,76442
PUNJAB,041,JHELUM DISTRICT,JHELUM DISTRICT,TOTAL,ALL SEXES,35 - 39,76852,79.79,TOTAL LITERATE,61324
PUNJAB,041,JHELUM DISTRICT,JHELUM DISTRICT,TOTAL,ALL SEXES,40 - 44,62505,74.57,TOTAL LITERATE,46610
PUNJAB,041,JHELUM DISTRICT,JHELUM DISTRICT,TOTAL,ALL SEXES,45 - 49,54133,68.81,TOTAL LITERATE,37248
PUNJAB,041,JHELUM DISTRICT,JHELUM DISTRICT,TOTAL,ALL SEXES,50 - 54,52765,63.98,TOTAL LITERATE,33758
PUNJAB,041,JHELUM DISTRICT,JHELUM DISTRICT,TOTAL,ALL SEXES,55 - 59,40233,61.11,TOTAL LITERATE,24588
PUNJAB,041,JHELUM DISTRICT,JHELUM DISTRICT,TOTAL,ALL SEXES,60 - 64,36603,55.28,TOTAL LITERATE,20234
PUNJAB,041,JHELUM DISTRICT,JHELUM DISTRICT,TOTAL,ALL SEXES,65 - 69,25464,49.51,TOTAL LITERATE,12608
PUNJAB,041,JHELUM DISTRICT,JHELUM DISTRICT,TOTAL,ALL SEXES,70 - 74,18870,43.53,TOTAL LITERATE,8215
PUNJAB,041,JHELUM DISTRICT,JHELUM DISTRICT,TOTAL,ALL SEXES,75 AND ABOVE,25911,36.95,TOTAL LITERATE,9573
PUNJAB,041,JHELUM DISTRICT,JHELUM DISTRICT,TOTAL,ALL SEXES,10 AND ABOVE,951751,78.94,FORMAL LITERATE,745824
PUNJAB,041,JHELUM DISTRICT,JHELUM DISTRICT,TOTAL,ALL SEXES,10 - 14,128039,92.26,FORMAL LITERATE,117963
PUNJAB,041,JHELUM DISTRICT,JHELUM DISTRICT,TOTAL,ALL SEXES,15 - 19,123242,91.98,FORMAL LITERATE,113203
PUNJAB,041,JHELUM DISTRICT,JHELUM DISTRICT,TOTAL,ALL SEXES,20 - 24,114180,89.43,FORMAL LITERATE,101686
PUNJAB,041,JHELUM DISTRICT,JHELUM DISTRICT,TOTAL,ALL SEXES,25 - 29,101228,86.02,FORMAL LITERATE,86566
PUNJAB,041,JHELUM DISTRICT,JHELUM DISTRICT,TOTAL,ALL SEXES,30 - 34,91726,83.34,FORMAL LITERATE,75919
PUNJAB,041,JHELUM DISTRICT,JHELUM DISTRICT,TOTAL,ALL SEXES,35 - 39,76852,79.79,FORMAL LITERATE,60889
PUNJAB,041,JHELUM DISTRICT,JHELUM DISTRICT,TOTAL,ALL SEXES,40 - 44,62505,74.57,FORMAL LITERATE,46163
PUNJAB,041,JHELUM DISTRICT,JHELUM DISTRICT,TOTAL,ALL SEXES,45 - 49,54133,68.81,FORMAL LITERATE,36814
PUNJAB,041,JHELUM DISTRICT,JHELUM DISTRICT,TOTAL,ALL SEXES,50 - 54,52765,63.98,FORMAL LITERATE,33300
PUNJAB,041,JHELUM DISTRICT,JHELUM DISTRICT,TOTAL,ALL SEXES,55 - 59,40233,61.11,FORMAL LITERATE,24198
