province_name,district_code,district_name,sublvl_01,sublvl_02,sublvl_03,summary_row,area_name,total_housing,pacca_housing,semi_pacca_housing,kacha_housing,potable_water,electricity,gas,kitchen,bath_room,latrine,avg_hh_size
KHYBER PAKTUNKHWA,022,SWAT DISTRICT,NA,NA,NA,YES,SWAT DISTRICT,84310,64412,8141,11757,66736,81877,29467,76480,81380,78990,8.11
KHYBER PAKTUNKHWA,022,SWAT DISTRICT,BABUZAI TEHSIL,NA,NA,YES,BABUZAI TEHSIL,40850,35383,2410,3057,34754,40582,27172,37448,40137,40097,8.01
KHYBER PAKTUNKHWA,022,SWAT DISTRICT,BABUZAI TEHSIL,MINGORA MC,NA,YES,MINGORA MC,40850,35383,2410,3057,34754,40582,27172,37448,40137,40097,8.01
KHYBER PAKTUNKHWA,022,SWAT DISTRICT,BABUZAI TEHSIL,MINGORA MC,CHARGE NO 02,YES,CHARGE NO 02,40850,35383,2410,3057,34754,40582,27172,37448,40137,40097,8.01
KHYBER PAKTUNKHWA,022,SWAT DISTRICT,BABUZAI TEHSIL,MINGORA MC,CHARGE NO 02,NO,CIRCLE NO 01,1826,1595,36,195,1573,1820,1227,1624,1802,1799,8.48
KHYBER PAKTUNKHWA,022,SWAT DISTRICT,BABUZAI TEHSIL,MINGORA MC,CHARGE NO 02,NO,CIRCLE NO 02,2139,1841,38,260,2044,2125,844,1906,2110,2124,8.26
KHYBER PAKTUNKHWA,022,SWAT DISTRICT,BABUZAI TEHSIL,MINGORA MC,CHARGE NO 02,NO,CIRCLE NO 03,1624,1474,48,102,1492,1621,1002,1478,1568,1549,8.34
KHYBER PAKTUNKHWA,022,SWAT DISTRICT,BABUZAI TEHSIL,MINGORA MC,CHARGE NO 02,NO,CIRCLE NO 04,1813,1744,25,44,1650,1804,1300,1758,1799,1810,7.86
KHYBER PAKTUNKHWA,022,SWAT DISTRICT,BABUZAI TEHSIL,MINGORA MC,CHARGE NO 02,NO,CIRCLE NO 05,1306,1135,24,147,1264,1304,1153,1190,1293,1289,8.64
KHYBER PAKTUNKHWA,022,SWAT DISTRICT,BABUZAI TEHSIL,MINGORA MC,CHARGE NO 02,NO,CIRCLE NO 06,2531,2239,191,101,1832,2521,1153,2315,2478,2516,7.88
KHYBER PAKTUNKHWA,022,SWAT DISTRICT,BABUZAI TEHSIL,MINGORA MC,CHARGE NO 02,NO,CIRCLE NO 07,1271,1179,36,56,1028,1260,946,1248,1251,1267,7.86
KHYBER PAKTUNKHWA,022,SWAT DISTRICT,BABUZAI TEHSIL,MINGORA MC,CHARGE NO 02,NO,CIRCLE NO 08,1032,800,78,154,905,1030,843,919,1022,1025,9.26
KHYBER PAKTUNKHWA,022,SWAT DISTRICT,BABUZAI TEHSIL,MINGORA MC,CHARGE NO 02,NO,CIRCLE NO 09,1595,1372,130,93,1372,1587,702,1439,1575,1584,8.58
KHYBER PAKTUNKHWA,022,SWAT DISTRICT,BABUZAI TEHSIL,MINGORA MC,CHARGE NO 02,NO,CIRCLE NO 10,1433,1248,89,96,1267,1412,1238,1390,1420,1424,7.3
KHYBER PAKTUNKHWA,022,SWAT DISTRICT,BABUZAI TEHSIL,MINGORA MC,CHARGE NO 02,NO,CIRCLE NO 11,2987,2610,212,165,2927,2971,2437,2843,2963,2964,7.06
KHYBER PAKTUNKHWA,022,SWAT DISTRICT,BABUZAI TEHSIL,MINGORA MC,CHARGE NO 02,NO,CIRCLE NO 12,2020,1771,110,139,1727,1992,1779,1809,1964,2008,8.94
KHYBER PAKTUNKHWA,022,SWAT DISTRICT,BABUZAI TEHSIL,MINGORA MC,CHARGE NO 02,NO,CIRCLE NO 13,1254,1185,35,34,1042,1250,1180,1132,1243,1247,7.73
KHYBER PAKTUNKHWA,022,SWAT DISTRICT,BABUZAI TEHSIL,MINGORA MC,CHARGE NO 02,NO,CIRCLE NO 14,1168,1054,25,89,915,1165,695,1113,1162,1162,7.64
KHYBER PAKTUNKHWA,022,SWAT DISTRICT,BABUZAI TEHSIL,MINGORA MC,CHARGE NO 02,NO,CIRCLE NO 15,1270,1175,29,66,1005,1265,1063,1241,1260,1263,7.77
KHYBER PAKTUNKHWA,022,SWAT DISTRICT,BABUZAI TEHSIL,MINGORA MC,CHARGE NO 02,NO,CIRCLE NO 16,1148,866,175,107,1105,1144,369,1103,1128,1088,7.49
KHYBER PAKTUNKHWA,022,SWAT DISTRICT,BABUZAI TEHSIL,MINGORA MC,CHARGE NO 02,NO,CIRCLE NO 17,1602,1466,87,49,959,1598,1418,1454,1592,1592,6.89
KHYBER PAKTUNKHWA,022,SWAT DISTRICT,BABUZAI TEHSIL,MINGORA MC,CHARGE NO 02,NO,CIRCLE NO 18,2645,2217,262,166,1900,2599,1032,2472,2593,2483,8.04
KHYBER PAKTUNKHWA,022,SWAT DISTRICT,BABUZAI TEHSIL,MINGORA MC,CHARGE NO 02,NO,CIRCLE NO 19,949,846,39,64,928,944,897,939,947,949,7.55
KHYBER PAKTUNKHWA,022,SWAT DISTRICT,BABUZAI TEHSIL,MINGORA MC,CHARGE NO 02,NO,CIRCLE NO 20,1276,1027,48,201,1122,1268,804,1063,1220,1218,8.42
KHYBER PAKTUNKHWA,022,SWAT DISTRICT,BABUZAI TEHSIL,MINGORA MC,CHARGE NO 02,NO,CIRCLE NO 21,1793,1535,215,43,1487,1780,1415,1387,1682,1748,8.54
KHYBER PAKTUNKHWA,022,SWAT DISTRICT,BABUZAI TEHSIL,MINGORA MC,CHARGE NO 02,NO,CIRCLE NO 22,1243,1022,158,63,1022,1234,916,962,1215,1199,8.15
KHYBER PAKTUNKHWA,022,SWAT DISTRICT,BABUZAI TEHSIL,MINGORA MC,CHARGE NO 02,NO,CIRCLE NO 23,1406,1237,41,128,1157,1398,1099,1363,1392,1398,7.57
KHYBER PAKTUNKHWA,022,SWAT DISTRICT,BABUZAI TEHSIL,MINGORA MC,CHARGE NO 02,NO,CIRCLE NO 24,3519,2745,279,495,3031,3490,1660,3300,3458,3391,8.23
KHYBER PAKTUNKHWA,022,SWAT DISTRICT,BARIKOT TEHSIL,NA,NA,YES,BARIKOT TEHSIL,11820,7953,2571,1296,7189,10834,834,10025,10967,10002,7.86
KHYBER PAKTUNKHWA,022,SWAT DISTRICT,BARIKOT TEHSIL,BARRI KOT MC,NA,YES,BARRI KOT MC,11820,7953,2571,1296,7189,10834,834,10025,10967,10002,7.86
KHYBER PAKTUNKHWA,022,SWAT DISTRICT,BARIKOT TEHSIL,BARRI KOT MC,CHARGE NO 02,YES,CHARGE NO 02,11820,7953,2571,1296,7189,10834,834,10025,10967,10002,7.86
KHYBER PAKTUNKHWA,022,SWAT DISTRICT,BARIKOT TEHSIL,BARRI KOT MC,CHARGE NO 02,NO,CIRCLE NO 01,2321,1506,606,209,1381,2213,247,1811,2131,2077,8.05
