province_name,district_code,district_name,area_name,area_type,construction_age,total_by_age,percent_by_age,housing_component,housing_material,total_by_material,percent_by_material,count
KHYBER PAKTUNKHWA,022,SWAT DISTRICT,SWAT DISTRICT,TOTAL,UNDER CONSTRUCTION,5976,2.67,WALL,BAKED BRICKS/BLOCKS/STONES,171074,76.54,4951
KHYBER PAKTUNKHWA,022,SWAT DISTRICT,SWAT DISTRICT,TOTAL,UNDER CONSTRUCTION,5976,2.67,WALL,UNBAKED BRICKS/MUD,37646,16.84,650
KHYBER PAKTUNKHWA,022,SWAT DISTRICT,SWAT DISTRICT,TOTAL,UNDER CONSTRUCTION,5976,2.67,WALL,WOOD/BAMBOO,11086,4.96,231
KHYBER PAKTUNKHWA,022,SWAT DISTRICT,SWAT DISTRICT,TOTAL,UNDER CONSTRUCTION,5976,2.67,WALL,OTHERS,3716,1.66,144
KHYBER PAKTUNKHWA,022,SWAT DISTRICT,SWAT DISTRICT,TOTAL,UNDER CONSTRUCTION,5976,2.67,ROOF,RCC/RBC,100981,45.18,3073
KHYBER PAKTUNKHWA,022,SWAT DISTRICT,SWAT DISTRICT,TOTAL,UNDER CONSTRUCTION,5976,2.67,ROOF,CEMENT/IRON SHEETS,33508,14.99,947
KHYBER PAKTUNKHWA,022,SWAT DISTRICT,SWAT DISTRICT,TOTAL,UNDER CONSTRUCTION,5976,2.67,ROOF,GARDER/T.IRON,4570,2.04,153
KHYBER PAKTUNKHWA,022,SWAT DISTRICT,SWAT DISTRICT,TOTAL,UNDER CONSTRUCTION,5976,2.67,ROOF,WOOD/BAMBOO,78719,35.22,1598
KHYBER PAKTUNKHWA,022,SWAT DISTRICT,SWAT DISTRICT,TOTAL,UNDER CONSTRUCTION,5976,2.67,ROOF,OTHERS,5744,2.57,205
KHYBER PAKTUNKHWA,022,SWAT DISTRICT,SWAT DISTRICT,TOTAL,LESS THAN 5 YEARS,28261,12.64,WALL,BAKED BRICKS/BLOCKS/STONES,171074,76.54,23134
KHYBER PAKTUNKHWA,022,SWAT DISTRICT,SWAT DISTRICT,TOTAL,LESS THAN 5 YEARS,28261,12.64,WALL,UNBAKED BRICKS/MUD,37646,16.84,3680
KHYBER PAKTUNKHWA,022,SWAT DISTRICT,SWAT DISTRICT,TOTAL,LESS THAN 5 YEARS,28261,12.64,WALL,WOOD/BAMBOO,11086,4.96,1058
KHYBER PAKTUNKHWA,022,SWAT DISTRICT,SWAT DISTRICT,TOTAL,LESS THAN 5 YEARS,28261,12.64,WALL,OTHERS,3716,1.66,389
KHYBER PAKTUNKHWA,022,SWAT DISTRICT,SWAT DISTRICT,TOTAL,LESS THAN 5 YEARS,28261,12.64,ROOF,RCC/RBC,100981,45.18,15644
