province_name,district_code,district_name,area_name,area_type,household_sizes,number_of_rooms,total_housing_units_by_hh_size,percent_of_total_units_by_hh_size,rooms_per_housing_unit,total_housing_units_by_room_size,percent_of_total_units_by_room_size,persons_per_housing_unit,count
KHYBER PAKTUNKHWA,022,SWAT DISTRICT,SWAT DISTRICT,TOTAL,1 PERSON,1,1489,0.55,2.2,36868,13.61,0,696
KHYBER PAKTUNKHWA,022,SWAT DISTRICT,SWAT DISTRICT,TOTAL,2 PERSONS,1,7470,2.76,2.13,36868,13.61,0,3105
KHYBER PAKTUNKHWA,022,SWAT DISTRICT,SWAT DISTRICT,TOTAL,3 PERSONS,1,12871,4.75,2.27,36868,13.61,0,4211
KHYBER PAKTUNKHWA,022,SWAT DISTRICT,SWAT DISTRICT,TOTAL,4 PERSONS,1,20847,7.69,2.4,36868,13.61,0,5626
KHYBER PAKTUNKHWA,022,SWAT DISTRICT,SWAT DISTRICT,TOTAL,5 PERSONS,1,29582,10.92,2.57,36868,13.61,0,6323
KHYBER PAKTUNKHWA,022,SWAT DISTRICT,SWAT DISTRICT,TOTAL,6 PERSONS,1,35440,13.08,2.71,36868,13.61,0,5922
KHYBER PAKTUNKHWA,022,SWAT DISTRICT,SWAT DISTRICT,TOTAL,7 PERSONS,1,33722,12.44,2.84,36868,13.61,0,4401
KHYBER PAKTUNKHWA,022,SWAT DISTRICT,SWAT DISTRICT,TOTAL,8 PERSONS,1,28308,10.45,3,36868,13.61,0,2758
KHYBER PAKTUNKHWA,022,SWAT DISTRICT,SWAT DISTRICT,TOTAL,9 PERSONS,1,21799,8.04,3.18,36868,13.61,0,1558
KHYBER PAKTUNKHWA,022,SWAT DISTRICT,SWAT DISTRICT,TOTAL,10 PERSONS AND ABOVE,1,79446,29.32,4.14,36868,13.61,0,2268
KHYBER PAKTUNKHWA,022,SWAT DISTRICT,SWAT DISTRICT,TOTAL,1 PERSON,2,1489,0.55,2.2,84746,31.27,0,372
KHYBER PAKTUNKHWA,022,SWAT DISTRICT,SWAT DISTRICT,TOTAL,2 PERSONS,2,7470,2.76,2.13,84746,31.27,0,2535
KHYBER PAKTUNKHWA,022,SWAT DISTRICT,SWAT DISTRICT,TOTAL,3 PERSONS,2,12871,4.75,2.27,84746,31.27,0,4870
KHYBER PAKTUNKHWA,022,SWAT DISTRICT,SWAT DISTRICT,TOTAL,4 PERSONS,2,20847,7.69,2.4,84746,31.27,0,8199
KHYBER PAKTUNKHWA,022,SWAT DISTRICT,SWAT DISTRICT,TOTAL,5 PERSONS,2,29582,10.92,2.57,84746,31.27,0,11534
KHYBER PAKTUNKHWA,022,SWAT DISTRICT,SWAT DISTRICT,TOTAL,6 PERSONS,2,35440,13.08,2.71,84746,31.27,0,13822
KHYBER PAKTUNKHWA,022,SWAT DISTRICT,SWAT DISTRICT,TOTAL,7 PERSONS,2,33722,12.44,2.84,84746,31.27,0,12817
KHYBER PAKTUNKHWA,022,SWAT DISTRICT,SWAT DISTRICT,TOTAL,8 PERSONS,2,28308,10.45,3,84746,31.27,0,10104
KHYBER PAKTUNKHWA,022,SWAT DISTRICT,SWAT DISTRICT,TOTAL,9 PERSONS,2,21799,8.04,3.18,84746,31.27,0,7088
KHYBER PAKTUNKHWA,022,SWAT DISTRICT,SWAT DISTRICT,TOTAL,10 PERSONS AND ABOVE,2,79446,29.32,4.14,84746,31.27,0,13405
KHYBER PAKTUNKHWA,022,SWAT DISTRICT,SWAT DISTRICT,TOTAL,1 PERSON,3,1489,0.55,2.2,59883,22.1,0,153
