province_name,district_code,district_name,area_name,area_type,ownership_status,total_by_tenure,percent_by_tenure,housing_component,housing_material,total_by_material,percent_by_material,count
KHYBER PAKTUNKHWA,022,SWAT DISTRICT,SWAT DISTRICT,TOTAL,OWNED,223522,82.49,WALL,BAKED BRICKS/BLOCKS/STONES,202365,74.68,171074
KHYBER PAKTUNKHWA,022,SWAT DISTRICT,SWAT DISTRICT,TOTAL,OWNED,223522,82.49,WALL,UNBAKED BRICKS/MUD,49996,18.45,37646
KHYBER PAKTUNKHWA,022,SWAT DISTRICT,SWAT DISTRICT,TOTAL,OWNED,223522,82.49,WALL,WOOD/BAMBOO,13861,5.12,11086
KHYBER PAKTUNKHWA,022,SWAT DISTRICT,SWAT DISTRICT,TOTAL,OWNED,223522,82.49,WALL,OTHERS,4752,1.75,3716
KHYBER PAKTUNKHWA,022,SWAT DISTRICT,SWAT DISTRICT,TOTAL,OWNED,223522,82.49,ROOF,RCC/RBC,120008,44.29,100981
KHYBER PAKTUNKHWA,022,SWAT DISTRICT,SWAT DISTRICT,TOTAL,OWNED,223522,82.49,ROOF,CEMENT/IRON SHEETS,38907,14.36,33508
KHYBER PAKTUNKHWA,022,SWAT DISTRICT,SWAT DISTRICT,TOTAL,OWNED,223522,82.49,ROOF,GARDER/T.IRON,5953,2.2,4570
KHYBER PAKTUNKHWA,022,SWAT DISTRICT,SWAT DISTRICT,TOTAL,OWNED,223522,82.49,ROOF,WOOD/BAMBOO,98622,36.4,78719
KHYBER PAKTUNKHWA,022,SWAT DISTRICT,SWAT DISTRICT,TOTAL,OWNED,223522,82.49,ROOF,OTHERS,7484,2.76,5744
KHYBER PAKTUNKHWA,022,SWAT DISTRICT,SWAT DISTRICT,TOTAL,RENTED,36703,13.54,WALL,BAKED BRICKS/BLOCKS/STONES,202365,74.68,25985
KHYBER PAKTUNKHWA,022,SWAT DISTRICT,SWAT DISTRICT,TOTAL,RENTED,36703,13.54,WALL,UNBAKED BRICKS/MUD,49996,18.45,8292
KHYBER PAKTUNKHWA,022,SWAT DISTRICT,SWAT DISTRICT,TOTAL,RENTED,36703,13.54,WALL,WOOD/BAMBOO,13861,5.12,1676
KHYBER PAKTUNKHWA,022,SWAT DISTRICT,SWAT DISTRICT,TOTAL,RENTED,36703,13.54,WALL,OTHERS,4752,1.75,750
KHYBER PAKTUNKHWA,022,SWAT DISTRICT,SWAT DISTRICT,TOTAL,RENTED,36703,13.54,ROOF,RCC/RBC,120008,44.29,17377
KHYBER PAKTUNKHWA,022,SWAT DISTRICT,SWAT DISTRICT,TOTAL,RENTED,36703,13.54,ROOF,CEMENT/IRON SHEETS,38907,14.36,4586
KHYBER PAKTUNKHWA,022,SWAT DISTRICT,SWAT DISTRICT,TOTAL,RENTED,36703,13.54,ROOF,GARDER/T.IRON,5953,2.2,1115
KHYBER PAKTUNKHWA,022,SWAT DISTRICT,SWAT DISTRICT,TOTAL,RENTED,36703,13.54,ROOF,WOOD/BAMBOO,98622,36.4,12397
KHYBER PAKTUNKHWA,022,SWAT DISTRICT,SWAT DISTRICT,TOTAL,RENTED,36703,13.54,ROOF,OTHERS,7484,2.76,1228
KHYBER PAKTUNKHWA,022,SWAT DISTRICT,SWAT DISTRICT,TOTAL,RENT FREE,10749,3.97,WALL,BAKED BRICKS/BLOCKS/STONES,202365,74.68,5306
KHYBER PAKTUNKHWA,022,SWAT DISTRICT,SWAT DISTRICT,TOTAL,RENT FREE,10749,3.97,WALL,UNBAKED BRICKS/MUD,49996,18.45,4058
KHYBER PAKTUNKHWA,022,SWAT DISTRICT,SWAT DISTRICT,TOTAL,RENT FREE,10749,3.97,WALL,WOOD/BAMBOO,13861,5.12,1099
KHYBER PAKTUNKHWA,022,SWAT DISTRICT,SWAT DISTRICT,TOTAL,RENT FREE,10749,3.97,WALL,OTHERS,4752,1.75,286
KHYBER PAKTUNKHWA,022,SWAT DISTRICT,SWAT DISTRICT,TOTAL,RENT FREE,10749,3.97,ROOF,RCC/RBC,120008,44.29,1650
KHYBER PAKTUNKHWA,022,SWAT DISTRICT,SWAT DISTRICT,TOTAL,RENT FREE,10749,3.97,ROOF,CEMENT/IRON SHEETS,38907,14.36,813
KHYBER PAKTUNKHWA,022,SWAT DISTRICT,SWAT DISTRICT,TOTAL,RENT FREE,10749,3.97,ROOF,GARDER/T.IRON,5953,2.2,268
KHYBER PAKTUNKHWA,022,SWAT DISTRICT,SWAT DISTRICT,TOTAL,RENT FREE,10749,3.97,ROOF,WOOD/BAMBOO,98622,36.4,7506
KHYBER PAKTUNKHWA,022,SWAT DISTRICT,SWAT DISTRICT,TOTAL,RENT FREE,10749,3.97,ROOF,OTHERS,7484,2.76,512
KHYBER PAKTUNKHWA,022,SWAT DISTRICT,SWAT DISTRICT,RURAL,OWNED,163121,87.39,WALL,BAKED BRICKS/BLOCKS/STONES,131539,70.47,119412
KHYBER PAKTUNKHWA,022,SWAT DISTRICT,SWAT DISTRICT,RURAL,OWNED,163121,87.39,WALL,UNBAKED BRICKS/MUD,40824,21.87,31993
KHYBER PAKTUNKHWA,022,SWAT DISTRICT,SWAT DISTRICT,RURAL,OWNED,163121,87.39,WALL,WOOD/BAMBOO,10698,5.73,8748
KHYBER PAKTUNKHWA,022,SWAT DISTRICT,SWAT DISTRICT,RURAL,OWNED,163121,87.39,WALL,OTHERS,3603,1.93,2968
KHYBER PAKTUNKHWA,022,SWAT DISTRICT,SWAT DISTRICT,RURAL,OWNED,163121,87.39,ROOF,RCC/RBC,68698,36.8,63281
KHYBER PAKTUNKHWA,022,SWAT DISTRICT,SWAT DISTRICT,RURAL,OWNED,163121,87.39,ROOF,CEMENT/IRON SHEETS,25946,13.9,23877
KHYBER PAKTUNKHWA,022,SWAT DISTRICT,SWAT DISTRICT,RURAL,OWNED,163121,87.39,ROOF,GARDER/T.IRON,3761,2.01,3095
KHYBER PAKTUNKHWA,022,SWAT DISTRICT,SWAT DISTRICT,RURAL,OWNED,163121,87.39,ROOF,WOOD/BAMBOO,82497,44.2,68135
KHYBER PAKTUNKHWA,022,SWAT DISTRICT,SWAT DISTRICT,RURAL,OWNED,163121,87.39,ROOF,OTHERS,5762,3.09,4733
KHYBER PAKTUNKHWA,022,SWAT DISTRICT,SWAT DISTRICT,RURAL,RENTED,14924,8,WALL,BAKED BRICKS/BLOCKS/STONES,131539,70.47,8174
KHYBER PAKTUNKHWA,022,SWAT DISTRICT,SWAT DISTRICT,RURAL,RENTED,14924,8,WALL,UNBAKED BRICKS/MUD,40824,21.87,5331
KHYBER PAKTUNKHWA,022,SWAT DISTRICT,SWAT DISTRICT,RURAL,RENTED,14924,8,WALL,WOOD/BAMBOO,10698,5.73,1027
KHYBER PAKTUNKHWA,022,SWAT DISTRICT,SWAT DISTRICT,RURAL,RENTED,14924,8,WALL,OTHERS,3603,1.93,392
KHYBER PAKTUNKHWA,022,SWAT DISTRICT,SWAT DISTRICT,RURAL,RENTED,14924,8,ROOF,RCC/RBC,68698,36.8,4381
KHYBER PAKTUNKHWA,022,SWAT DISTRICT,SWAT DISTRICT,RURAL,RENTED,14924,8,ROOF,CEMENT/IRON SHEETS,25946,13.9,1463
KHYBER PAKTUNKHWA,022,SWAT DISTRICT,SWAT DISTRICT,RURAL,RENTED,14924,8,ROOF,GARDER/T.IRON,3761,2.01,469
KHYBER PAKTUNKHWA,022,SWAT DISTRICT,SWAT DISTRICT,RURAL,RENTED,14924,8,ROOF,WOOD/BAMBOO,82497,44.2,8021
KHYBER PAKTUNKHWA,022,SWAT DISTRICT,SWAT DISTRICT,RURAL,RENTED,14924,8,ROOF,OTHERS,5762,3.09,590
KHYBER PAKTUNKHWA,022,SWAT DISTRICT,SWAT DISTRICT,RURAL,RENT FREE,8619,4.62,WALL,BAKED BRICKS/BLOCKS/STONES,131539,70.47,3953
KHYBER PAKTUNKHWA,022,SWAT DISTRICT,SWAT DISTRICT,RURAL,RENT FREE,8619,4.62,WALL,UNBAKED BRICKS/MUD,40824,21.87,3500
KHYBER PAKTUNKHWA,022,SWAT DISTRICT,SWAT DISTRICT,RURAL,RENT FREE,8619,4.62,WALL,WOOD/BAMBOO,10698,5.73,923
