province_name,district_code,district_name,sublvl_01,sublvl_02,sublvl_03,summary_row,area_name,total_housing,pacca_housing,semi_pacca_housing,kacha_housing,potable_water,electricity,gas,kitchen,bath_room,latrine,avg_hh_size
SINDH,091,THATTA DISTRICT,NA,NA,NA,YES,THATTA DISTRICT,31058,21010,1265,8783,21375,23550,16727,26957,25776,24745,5.53
SINDH,091,THATTA DISTRICT,GHORABARI TALUKA,NA,NA,YES,GHORABARI TALUKA,4393,628,51,3714,1647,1916,35,3158,2102,2013,5.26
SINDH,091,THATTA DISTRICT,GHORABARI TALUKA,GARHO TC,NA,YES,GARHO TC,2679,485,41,2153,1365,1046,26,2433,1727,1505,5.27
SINDH,091,THATTA DISTRICT,GHORABARI TALUKA,GARHO TC,CHARGE NO 02,YES,CHARGE NO 02,2679,485,41,2153,1365,1046,26,2433,1727,1505,5.27
SINDH,091,THATTA DISTRICT,GHORABARI TALUKA,GARHO TC,CHARGE NO 02,NO,CIRCLE NO 01,1125,308,28,789,492,422,14,1063,740,580,5.48
SINDH,091,THATTA DISTRICT,GHORABARI TALUKA,GARHO TC,CHARGE NO 02,NO,CIRCLE NO 02,1554,177,13,1364,873,624,12,1370,987,925,5.11
SINDH,091,THATTA DISTRICT,GHORABARI TALUKA,GHORABARI TC,NA,YES,GHORABARI TC,1714,143,10,1561,282,870,9,725,375,508,5.25
SINDH,091,THATTA DISTRICT,GHORABARI TALUKA,GHORABARI TC,CHARGE NO 03,YES,CHARGE NO 03,1714,143,10,1561,282,870,9,725,375,508,5.25
SINDH,091,THATTA DISTRICT,GHORABARI TALUKA,GHORABARI TC,CHARGE NO 03,NO,CIRCLE NO 01,1714,143,10,1561,282,870,9,725,375,508,5.25
SINDH,091,THATTA DISTRICT,KETI BUNDER TALUKA,NA,NA,YES,KETI BUNDER TALUKA,902,111,11,780,8,419,3,883,838,471,4.73
SINDH,091,THATTA DISTRICT,KETI BUNDER TALUKA,KETI BUNDER TC,NA,YES,KETI BUNDER TC,902,111,11,780,8,419,3,883,838,471,4.73
SINDH,091,THATTA DISTRICT,KETI BUNDER TALUKA,KETI BUNDER TC,CHARGE NO 02,YES,CHARGE NO 02,902,111,11,780,8,419,3,883,838,471,4.73
SINDH,091,THATTA DISTRICT,KETI BUNDER TALUKA,KETI BUNDER TC,CHARGE NO 02,NO,CIRCLE NO 01,902,111,11,780,8,419,3,883,838,471,4.73
SINDH,091,THATTA DISTRICT,MIRPUR SAKRO TALUKA,NA,NA,YES,MIRPUR SAKRO TALUKA,8324,6558,236,1530,7045,6192,5485,7594,7510,7246,5.48
SINDH,091,THATTA DISTRICT,MIRPUR SAKRO TALUKA,GHARO TC,NA,YES,GHARO TC,6509,5185,169,1155,5381,4416,4253,5784,5742,5436,5.51
SINDH,091,THATTA DISTRICT,MIRPUR SAKRO TALUKA,GHARO TC,CHARGE NO 04,YES,CHARGE NO 04,6509,5185,169,1155,5381,4416,4253,5784,5742,5436,5.51
SINDH,091,THATTA DISTRICT,MIRPUR SAKRO TALUKA,GHARO TC,CHARGE NO 04,NO,CIRCLE NO 01,1788,1118,59,611,1096,590,748,1201,1138,1025,5.82
SINDH,091,THATTA DISTRICT,MIRPUR SAKRO TALUKA,GHARO TC,CHARGE NO 04,NO,CIRCLE NO 02,2377,2108,50,219,2178,1734,1893,2331,2324,2305,5.14
SINDH,091,THATTA DISTRICT,MIRPUR SAKRO TALUKA,GHARO TC,CHARGE NO 04,NO,CIRCLE NO 03,2344,1959,60,325,2107,2092,1612,2252,2280,2106,5.66
SINDH,091,THATTA DISTRICT,MIRPUR SAKRO TALUKA,MIRPUR SAKRO TC,NA,YES,MIRPUR SAKRO TC,1815,1373,67,375,1664,1776,1232,1810,1768,1810,5.33
SINDH,091,THATTA DISTRICT,MIRPUR SAKRO TALUKA,MIRPUR SAKRO TC,CHARGE NO 03,YES,CHARGE NO 03,1815,1373,67,375,1664,1776,1232,1810,1768,1810,5.33
SINDH,091,THATTA DISTRICT,MIRPUR SAKRO TALUKA,MIRPUR SAKRO TC,CHARGE NO 03,NO,CIRCLE NO 01,1815,1373,67,375,1664,1776,1232,1810,1768,1810,5.33
SINDH,091,THATTA DISTRICT,THATTA TALUKA,NA,NA,YES,THATTA TALUKA,17439,13713,967,2759,12675,15023,11204,15322,15326,15015,5.67
SINDH,091,THATTA DISTRICT,THATTA TALUKA,MAKLI TC,NA,YES,MAKLI TC,8159,6501,412,1246,4617,6709,4750,7277,7270,6777,5.65
SINDH,091,THATTA DISTRICT,THATTA TALUKA,MAKLI TC,CHARGE NO 04,YES,CHARGE NO 04,8159,6501,412,1246,4617,6709,4750,7277,7270,6777,5.65
SINDH,091,THATTA DISTRICT,THATTA TALUKA,MAKLI TC,CHARGE NO 04,NO,CIRCLE NO 01,1273,673,60,540,164,613,162,1035,1031,491,5.48
SINDH,091,THATTA DISTRICT,THATTA TALUKA,MAKLI TC,CHARGE NO 04,NO,CIRCLE NO 02,880,713,46,121,773,708,549,747,756,770,5.81
SINDH,091,THATTA DISTRICT,THATTA TALUKA,MAKLI TC,CHARGE NO 04,NO,CIRCLE NO 03,894,804,47,43,448,841,701,868,839,852,5.58
SINDH,091,THATTA DISTRICT,THATTA TALUKA,MAKLI TC,CHARGE NO 04,NO,CIRCLE NO 04,988,860,40,88,466,830,654,828,846,854,6.41
SINDH,091,THATTA DISTRICT,THATTA TALUKA,MAKLI TC,CHARGE NO 04,NO,CIRCLE NO 05,574,498,39,37,363,520,331,523,538,538,5.55
SINDH,091,THATTA DISTRICT,THATTA TALUKA,MAKLI TC,CHARGE NO 04,NO,CIRCLE NO 06,971,798,50,123,860,930,691,850,850,839,5.55
SINDH,091,THATTA DISTRICT,THATTA TALUKA,MAKLI TC,CHARGE NO 04,NO,CIRCLE NO 07,1290,1148,40,102,972,1122,1009,1273,1274,1257,5.67
SINDH,091,THATTA DISTRICT,THATTA TALUKA,MAKLI TC,CHARGE NO 04,NO,CIRCLE NO 08,876,612,79,185,365,738,270,745,728,768,5.09
SINDH,091,THATTA DISTRICT,THATTA TALUKA,MAKLI TC,CHARGE NO 04,NO,CIRCLE NO 09,413,395,11,7,206,407,383,408,408,408,5.76
SINDH,091,THATTA DISTRICT,THATTA TALUKA,THATTA MC,NA,YES,THATTA MC,9280,7212,555,1513,8058,8314,6454,8045,8056,8238,5.69
SINDH,091,THATTA DISTRICT,THATTA TALUKA,THATTA MC,CHARGE NO 03,YES,CHARGE NO 03,9280,7212,555,1513,8058,8314,6454,8045,8056,8238,5.69
SINDH,091,THATTA DISTRICT,THATTA TALUKA,THATTA MC,CHARGE NO 03,NO,CIRCLE NO 01,1846,1252,107,487,1228,1457,1071,1236,1209,1379,6.06
SINDH,091,THATTA DISTRICT,THATTA TALUKA,THATTA MC,CHARGE NO 03,NO,CIRCLE NO 02,1597,1248,63,286,1397,1449,970,1395,1365,1294,5.44
SINDH,091,THATTA DISTRICT,THATTA TALUKA,THATTA MC,CHARGE NO 03,NO,CIRCLE NO 03,1529,1219,84,226,1425,1421,1017,1437,1452,1447,5.95
SINDH,091,THATTA DISTRICT,THATTA TALUKA,THATTA MC,CHARGE NO 03,NO,CIRCLE NO 04,1822,1467,102,253,1710,1688,1384,1702,1727,1717,5.61
SINDH,091,THATTA DISTRICT,THATTA TALUKA,THATTA MC,CHARGE NO 03,NO,CIRCLE NO 05,2486,2026,199,261,2298,2299,2012,2275,2303,2401,5.47
