province_name,district_code,district_name,area_name,area_type,construction_age,roof_material,total_by_roof_material,percent_by_roof_material,wall_material,total_by_wall_material,percent_by_wall_material,count
SINDH,091,THATTA DISTRICT,THATTA DISTRICT,TOTAL,UNDER CONSTRUCTION,RCC/RBC,16068,9.64,BAKED BRICKS/BLOCKS/STONES,2364,1.42,1173
SINDH,091,THATTA DISTRICT,THATTA DISTRICT,TOTAL,UNDER CONSTRUCTION,RCC/RBC,16068,9.64,UNBAKED BRICKS/MUD,660,0.4,0
SINDH,091,THATTA DISTRICT,THATTA DISTRICT,TOTAL,UNDER CONSTRUCTION,RCC/RBC,16068,9.64,WOOD/BAMBOO,2156,1.29,0
SINDH,091,THATTA DISTRICT,THATTA DISTRICT,TOTAL,UNDER CONSTRUCTION,RCC/RBC,16068,9.64,OTHERS,244,0.15,0
SINDH,091,THATTA DISTRICT,THATTA DISTRICT,TOTAL,LESS THAN 5 YEARS,RCC/RBC,16068,9.64,BAKED BRICKS/BLOCKS/STONES,10151,6.09,2480
SINDH,091,THATTA DISTRICT,THATTA DISTRICT,TOTAL,LESS THAN 5 YEARS,RCC/RBC,16068,9.64,UNBAKED BRICKS/MUD,5657,3.39,0
SINDH,091,THATTA DISTRICT,THATTA DISTRICT,TOTAL,LESS THAN 5 YEARS,RCC/RBC,16068,9.64,WOOD/BAMBOO,22077,13.25,0
SINDH,091,THATTA DISTRICT,THATTA DISTRICT,TOTAL,LESS THAN 5 YEARS,RCC/RBC,16068,9.64,OTHERS,2334,1.4,0
SINDH,091,THATTA DISTRICT,THATTA DISTRICT,TOTAL,5 - 10 YEARS,RCC/RBC,16068,9.64,BAKED BRICKS/BLOCKS/STONES,19350,11.61,5498
SINDH,091,THATTA DISTRICT,THATTA DISTRICT,TOTAL,5 - 10 YEARS,RCC/RBC,16068,9.64,UNBAKED BRICKS/MUD,6158,3.69,0
SINDH,091,THATTA DISTRICT,THATTA DISTRICT,TOTAL,5 - 10 YEARS,RCC/RBC,16068,9.64,WOOD/BAMBOO,33889,20.33,0
SINDH,091,THATTA DISTRICT,THATTA DISTRICT,TOTAL,5 - 10 YEARS,RCC/RBC,16068,9.64,OTHERS,2709,1.63,0
SINDH,091,THATTA DISTRICT,THATTA DISTRICT,TOTAL,11 - 50 YEARS,RCC/RBC,16068,9.64,BAKED BRICKS/BLOCKS/STONES,22338,13.4,6116
SINDH,091,THATTA DISTRICT,THATTA DISTRICT,TOTAL,11 - 50 YEARS,RCC/RBC,16068,9.64,UNBAKED BRICKS/MUD,5668,3.4,0
SINDH,091,THATTA DISTRICT,THATTA DISTRICT,TOTAL,11 - 50 YEARS,RCC/RBC,16068,9.64,WOOD/BAMBOO,23486,14.09,0
SINDH,091,THATTA DISTRICT,THATTA DISTRICT,TOTAL,11 - 50 YEARS,RCC/RBC,16068,9.64,OTHERS,1587,0.95,0
SINDH,091,THATTA DISTRICT,THATTA DISTRICT,TOTAL,OVER 50 YEARS,RCC/RBC,16068,9.64,BAKED BRICKS/BLOCKS/STONES,2212,1.33,801
SINDH,091,THATTA DISTRICT,THATTA DISTRICT,TOTAL,OVER 50 YEARS,RCC/RBC,16068,9.64,UNBAKED BRICKS/MUD,762,0.46,0
SINDH,091,THATTA DISTRICT,THATTA DISTRICT,TOTAL,OVER 50 YEARS,RCC/RBC,16068,9.64,WOOD/BAMBOO,2559,1.54,0
SINDH,091,THATTA DISTRICT,THATTA DISTRICT,TOTAL,OVER 50 YEARS,RCC/RBC,16068,9.64,OTHERS,301,0.18,0
SINDH,091,THATTA DISTRICT,THATTA DISTRICT,TOTAL,UNDER CONSTRUCTION,CEMENT/IRON SHEETS,25617,15.37,BAKED BRICKS/BLOCKS/STONES,2364,1.42,620
SINDH,091,THATTA DISTRICT,THATTA DISTRICT,TOTAL,UNDER CONSTRUCTION,CEMENT/IRON SHEETS,25617,15.37,UNBAKED BRICKS/MUD,660,0.4,113
SINDH,091,THATTA DISTRICT,THATTA DISTRICT,TOTAL,UNDER CONSTRUCTION,CEMENT/IRON SHEETS,25617,15.37,WOOD/BAMBOO,2156,1.29,181
SINDH,091,THATTA DISTRICT,THATTA DISTRICT,TOTAL,UNDER CONSTRUCTION,CEMENT/IRON SHEETS,25617,15.37,OTHERS,244,0.15,2
SINDH,091,THATTA DISTRICT,THATTA DISTRICT,TOTAL,LESS THAN 5 YEARS,CEMENT/IRON SHEETS,25617,15.37,BAKED BRICKS/BLOCKS/STONES,10151,6.09,3970
SINDH,091,THATTA DISTRICT,THATTA DISTRICT,TOTAL,LESS THAN 5 YEARS,CEMENT/IRON SHEETS,25617,15.37,UNBAKED BRICKS/MUD,5657,3.39,645
SINDH,091,THATTA DISTRICT,THATTA DISTRICT,TOTAL,LESS THAN 5 YEARS,CEMENT/IRON SHEETS,25617,15.37,WOOD/BAMBOO,22077,13.25,1078
SINDH,091,THATTA DISTRICT,THATTA DISTRICT,TOTAL,LESS THAN 5 YEARS,CEMENT/IRON SHEETS,25617,15.37,OTHERS,2334,1.4,42
SINDH,091,THATTA DISTRICT,THATTA DISTRICT,TOTAL,5 - 10 YEARS,CEMENT/IRON SHEETS,25617,15.37,BAKED BRICKS/BLOCKS/STONES,19350,11.61,6540
SINDH,091,THATTA DISTRICT,THATTA DISTRICT,TOTAL,5 - 10 YEARS,CEMENT/IRON SHEETS,25617,15.37,UNBAKED BRICKS/MUD,6158,3.69,529
SINDH,091,THATTA DISTRICT,THATTA DISTRICT,TOTAL,5 - 10 YEARS,CEMENT/IRON SHEETS,25617,15.37,WOOD/BAMBOO,33889,20.33,1606
SINDH,091,THATTA DISTRICT,THATTA DISTRICT,TOTAL,5 - 10 YEARS,CEMENT/IRON SHEETS,25617,15.37,OTHERS,2709,1.63,47
SINDH,091,THATTA DISTRICT,THATTA DISTRICT,TOTAL,11 - 50 YEARS,CEMENT/IRON SHEETS,25617,15.37,BAKED BRICKS/BLOCKS/STONES,22338,13.4,7901
SINDH,091,THATTA DISTRICT,THATTA DISTRICT,TOTAL,11 - 50 YEARS,CEMENT/IRON SHEETS,25617,15.37,UNBAKED BRICKS/MUD,5668,3.4,355
SINDH,091,THATTA DISTRICT,THATTA DISTRICT,TOTAL,11 - 50 YEARS,CEMENT/IRON SHEETS,25617,15.37,WOOD/BAMBOO,23486,14.09,839
SINDH,091,THATTA DISTRICT,THATTA DISTRICT,TOTAL,11 - 50 YEARS,CEMENT/IRON SHEETS,25617,15.37,OTHERS,1587,0.95,57
SINDH,091,THATTA DISTRICT,THATTA DISTRICT,TOTAL,OVER 50 YEARS,CEMENT/IRON SHEETS,25617,15.37,BAKED BRICKS/BLOCKS/STONES,2212,1.33,733
SINDH,091,THATTA DISTRICT,THATTA DISTRICT,TOTAL,OVER 50 YEARS,CEMENT/IRON SHEETS,25617,15.37,UNBAKED BRICKS/MUD,762,0.46,56
SINDH,091,THATTA DISTRICT,THATTA DISTRICT,TOTAL,OVER 50 YEARS,CEMENT/IRON SHEETS,25617,15.37,WOOD/BAMBOO,2559,1.54,270
SINDH,091,THATTA DISTRICT,THATTA DISTRICT,TOTAL,OVER 50 YEARS,CEMENT/IRON SHEETS,25617,15.37,OTHERS,301,0.18,33
SINDH,091,THATTA DISTRICT,THATTA DISTRICT,TOTAL,UNDER CONSTRUCTION,GARDER/T.IRON,22587,13.55,BAKED BRICKS/BLOCKS/STONES,2364,1.42,455
SINDH,091,THATTA DISTRICT,THATTA DISTRICT,TOTAL,UNDER CONSTRUCTION,GARDER/T.IRON,22587,13.55,UNBAKED BRICKS/MUD,660,0.4,270
SINDH,091,THATTA DISTRICT,THATTA DISTRICT,TOTAL,UNDER CONSTRUCTION,GARDER/T.IRON,22587,13.55,WOOD/BAMBOO,2156,1.29,72
SINDH,091,THATTA DISTRICT,THATTA DISTRICT,TOTAL,UNDER CONSTRUCTION,GARDER/T.IRON,22587,13.55,OTHERS,244,0.15,11
SINDH,091,THATTA DISTRICT,THATTA DISTRICT,TOTAL,LESS THAN 5 YEARS,GARDER/T.IRON,22587,13.55,BAKED BRICKS/BLOCKS/STONES,10151,6.09,3147
SINDH,091,THATTA DISTRICT,THATTA DISTRICT,TOTAL,LESS THAN 5 YEARS,GARDER/T.IRON,22587,13.55,UNBAKED BRICKS/MUD,5657,3.39,1035
SINDH,091,THATTA DISTRICT,THATTA DISTRICT,TOTAL,LESS THAN 5 YEARS,GARDER/T.IRON,22587,13.55,WOOD/BAMBOO,22077,13.25,523
SINDH,091,THATTA DISTRICT,THATTA DISTRICT,TOTAL,LESS THAN 5 YEARS,GARDER/T.IRON,22587,13.55,OTHERS,2334,1.4,29
SINDH,091,THATTA DISTRICT,THATTA DISTRICT,TOTAL,5 - 10 YEARS,GARDER/T.IRON,22587,13.55,BAKED BRICKS/BLOCKS/STONES,19350,11.61,6023
SINDH,091,THATTA DISTRICT,THATTA DISTRICT,TOTAL,5 - 10 YEARS,GARDER/T.IRON,22587,13.55,UNBAKED BRICKS/MUD,6158,3.69,813
SINDH,091,THATTA DISTRICT,THATTA DISTRICT,TOTAL,5 - 10 YEARS,GARDER/T.IRON,22587,13.55,WOOD/BAMBOO,33889,20.33,890
SINDH,091,THATTA DISTRICT,THATTA DISTRICT,TOTAL,5 - 10 YEARS,GARDER/T.IRON,22587,13.55,OTHERS,2709,1.63,164
SINDH,091,THATTA DISTRICT,THATTA DISTRICT,TOTAL,11 - 50 YEARS,GARDER/T.IRON,22587,13.55,BAKED BRICKS/BLOCKS/STONES,22338,13.4,7053
SINDH,091,THATTA DISTRICT,THATTA DISTRICT,TOTAL,11 - 50 YEARS,GARDER/T.IRON,22587,13.55,UNBAKED BRICKS/MUD,5668,3.4,621
SINDH,091,THATTA DISTRICT,THATTA DISTRICT,TOTAL,11 - 50 YEARS,GARDER/T.IRON,22587,13.55,WOOD/BAMBOO,23486,14.09,672
SINDH,091,THATTA DISTRICT,THATTA DISTRICT,TOTAL,11 - 50 YEARS,GARDER/T.IRON,22587,13.55,OTHERS,1587,0.95,54
SINDH,091,THATTA DISTRICT,THATTA DISTRICT,TOTAL,OVER 50 YEARS,GARDER/T.IRON,22587,13.55,BAKED BRICKS/BLOCKS/STONES,2212,1.33,572
SINDH,091,THATTA DISTRICT,THATTA DISTRICT,TOTAL,OVER 50 YEARS,GARDER/T.IRON,22587,13.55,UNBAKED BRICKS/MUD,762,0.46,90
SINDH,091,THATTA DISTRICT,THATTA DISTRICT,TOTAL,OVER 50 YEARS,GARDER/T.IRON,22587,13.55,WOOD/BAMBOO,2559,1.54,81
SINDH,091,THATTA DISTRICT,THATTA DISTRICT,TOTAL,OVER 50 YEARS,GARDER/T.IRON,22587,13.55,OTHERS,301,0.18,12
SINDH,091,THATTA DISTRICT,THATTA DISTRICT,TOTAL,UNDER CONSTRUCTION,WOOD/BAMBOO,94693,56.82,BAKED BRICKS/BLOCKS/STONES,2364,1.42,95
SINDH,091,THATTA DISTRICT,THATTA DISTRICT,TOTAL,UNDER CONSTRUCTION,WOOD/BAMBOO,94693,56.82,UNBAKED BRICKS/MUD,660,0.4,254
SINDH,091,THATTA DISTRICT,THATTA DISTRICT,TOTAL,UNDER CONSTRUCTION,WOOD/BAMBOO,94693,56.82,WOOD/BAMBOO,2156,1.29,1878
SINDH,091,THATTA DISTRICT,THATTA DISTRICT,TOTAL,UNDER CONSTRUCTION,WOOD/BAMBOO,94693,56.82,OTHERS,244,0.15,51
SINDH,091,THATTA DISTRICT,THATTA DISTRICT,TOTAL,LESS THAN 5 YEARS,WOOD/BAMBOO,94693,56.82,BAKED BRICKS/BLOCKS/STONES,10151,6.09,522
SINDH,091,THATTA DISTRICT,THATTA DISTRICT,TOTAL,LESS THAN 5 YEARS,WOOD/BAMBOO,94693,56.82,UNBAKED BRICKS/MUD,5657,3.39,3741
SINDH,091,THATTA DISTRICT,THATTA DISTRICT,TOTAL,LESS THAN 5 YEARS,WOOD/BAMBOO,94693,56.82,WOOD/BAMBOO,22077,13.25,19791
SINDH,091,THATTA DISTRICT,THATTA DISTRICT,TOTAL,LESS THAN 5 YEARS,WOOD/BAMBOO,94693,56.82,OTHERS,2334,1.4,449
SINDH,091,THATTA DISTRICT,THATTA DISTRICT,TOTAL,5 - 10 YEARS,WOOD/BAMBOO,94693,56.82,BAKED BRICKS/BLOCKS/STONES,19350,11.61,1241
SINDH,091,THATTA DISTRICT,THATTA DISTRICT,TOTAL,5 - 10 YEARS,WOOD/BAMBOO,94693,56.82,UNBAKED BRICKS/MUD,6158,3.69,4633
SINDH,091,THATTA DISTRICT,THATTA DISTRICT,TOTAL,5 - 10 YEARS,WOOD/BAMBOO,94693,56.82,WOOD/BAMBOO,33889,20.33,30798
SINDH,091,THATTA DISTRICT,THATTA DISTRICT,TOTAL,5 - 10 YEARS,WOOD/BAMBOO,94693,56.82,OTHERS,2709,1.63,898
SINDH,091,THATTA DISTRICT,THATTA DISTRICT,TOTAL,11 - 50 YEARS,WOOD/BAMBOO,94693,56.82,BAKED BRICKS/BLOCKS/STONES,22338,13.4,1167
SINDH,091,THATTA DISTRICT,THATTA DISTRICT,TOTAL,11 - 50 YEARS,WOOD/BAMBOO,94693,56.82,UNBAKED BRICKS/MUD,5668,3.4,4561
SINDH,091,THATTA DISTRICT,THATTA DISTRICT,TOTAL,11 - 50 YEARS,WOOD/BAMBOO,94693,56.82,WOOD/BAMBOO,23486,14.09,21408
SINDH,091,THATTA DISTRICT,THATTA DISTRICT,TOTAL,11 - 50 YEARS,WOOD/BAMBOO,94693,56.82,OTHERS,1587,0.95,295
SINDH,091,THATTA DISTRICT,THATTA DISTRICT,TOTAL,OVER 50 YEARS,WOOD/BAMBOO,94693,56.82,BAKED BRICKS/BLOCKS/STONES,2212,1.33,101
SINDH,091,THATTA DISTRICT,THATTA DISTRICT,TOTAL,OVER 50 YEARS,WOOD/BAMBOO,94693,56.82,UNBAKED BRICKS/MUD,762,0.46,606
