province_name,district_code,district_name,area_name,locality_name,locality_bucket,pop_98,avg_annual_growth_98_17,avg_hh_size,gender,total_population
SINDH,091,THATTA DISTRICT,THATTA TALUKA,THATTA MC,"50,000 - 99,999",37515,1.99,5.69,ALL SEXES,54637
SINDH,091,THATTA DISTRICT,THATTA TALUKA,THATTA MC,"50,000 - 99,999",37515,1.99,5.69,MALE,27898
SINDH,091,THATTA DISTRICT,THATTA TALUKA,THATTA MC,"50,000 - 99,999",37515,1.99,5.69,FEMALE,26731
SINDH,091,THATTA DISTRICT,THATTA TALUKA,THATTA MC,"50,000 - 99,999",37515,1.99,5.69,TRANSGENDER,8
SINDH,091,THATTA DISTRICT,THATTA TALUKA,MAKLI TC,"25,000 - 49,999",NA,NA,5.65,ALL SEXES,47239
SINDH,091,THATTA DISTRICT,THATTA TALUKA,MAKLI TC,"25,000 - 49,999",NA,NA,5.65,MALE,24361
SINDH,091,THATTA DISTRICT,THATTA TALUKA,MAKLI TC,"25,000 - 49,999",NA,NA,5.65,FEMALE,22875
SINDH,091,THATTA DISTRICT,THATTA TALUKA,MAKLI TC,"25,000 - 49,999",NA,NA,5.65,TRANSGENDER,3
SINDH,091,THATTA DISTRICT,MIRPUR SAKRO TALUKA,GHARO TC,"25,000 - 49,999",16541,4.29,5.51,ALL SEXES,36799
SINDH,091,THATTA DISTRICT,MIRPUR SAKRO TALUKA,GHARO TC,"25,000 - 49,999",16541,4.29,5.51,MALE,19109
SINDH,091,THATTA DISTRICT,MIRPUR SAKRO TALUKA,GHARO TC,"25,000 - 49,999",16541,4.29,5.51,FEMALE,17688
SINDH,091,THATTA DISTRICT,MIRPUR SAKRO TALUKA,GHARO TC,"25,000 - 49,999",16541,4.29,5.51,TRANSGENDER,2
SINDH,091,THATTA DISTRICT,GHORABARI TALUKA,GARHO TC,"10,000 - 24,999",NA,NA,5.27,ALL SEXES,14179
SINDH,091,THATTA DISTRICT,GHORABARI TALUKA,GARHO TC,"10,000 - 24,999",NA,NA,5.27,MALE,7328
SINDH,091,THATTA DISTRICT,GHORABARI TALUKA,GARHO TC,"10,000 - 24,999",NA,NA,5.27,FEMALE,6848
SINDH,091,THATTA DISTRICT,GHORABARI TALUKA,GARHO TC,"10,000 - 24,999",NA,NA,5.27,TRANSGENDER,3
SINDH,091,THATTA DISTRICT,MIRPUR SAKRO TALUKA,MIRPUR SAKRO TC,"10,000 - 24,999",7135,1.96,5.33,ALL SEXES,10329
SINDH,091,THATTA DISTRICT,MIRPUR SAKRO TALUKA,MIRPUR SAKRO TC,"10,000 - 24,999",7135,1.96,5.33,MALE,5349
SINDH,091,THATTA DISTRICT,MIRPUR SAKRO TALUKA,MIRPUR SAKRO TC,"10,000 - 24,999",7135,1.96,5.33,FEMALE,4977
SINDH,091,THATTA DISTRICT,MIRPUR SAKRO TALUKA,MIRPUR SAKRO TC,"10,000 - 24,999",7135,1.96,5.33,TRANSGENDER,3
SINDH,091,THATTA DISTRICT,GHORABARI TALUKA,GHORABARI TC,"5,000 - 9,999",NA,NA,5.25,ALL SEXES,9023
SINDH,091,THATTA DISTRICT,GHORABARI TALUKA,GHORABARI TC,"5,000 - 9,999",NA,NA,5.25,MALE,4654
SINDH,091,THATTA DISTRICT,GHORABARI TALUKA,GHORABARI TC,"5,000 - 9,999",NA,NA,5.25,FEMALE,4369
SINDH,091,THATTA DISTRICT,GHORABARI TALUKA,GHORABARI TC,"5,000 - 9,999",NA,NA,5.25,TRANSGENDER,0
SINDH,091,THATTA DISTRICT,KETI BUNDER TALUKA,KETI BUNDER TC,"BELOW 5,000",2513,2.82,4.73,ALL SEXES,4270
SINDH,091,THATTA DISTRICT,KETI BUNDER TALUKA,KETI BUNDER TC,"BELOW 5,000",2513,2.82,4.73,MALE,2201
SINDH,091,THATTA DISTRICT,KETI BUNDER TALUKA,KETI BUNDER TC,"BELOW 5,000",2513,2.82,4.73,FEMALE,2068
SINDH,091,THATTA DISTRICT,KETI BUNDER TALUKA,KETI BUNDER TC,"BELOW 5,000",2513,2.82,4.73,TRANSGENDER,1
