province_name,district_code,district_name,area_name,area_type,area_sq_km,total_pop,total_male,total_female,total_trans,sex_ratio,pop_density,pct_urban,avg_hh_size,total_pop_98,avg_annual_growth
SINDH,091,THATTA DISTRICT,THATTA DISTRICT,TOTAL,8570,982138,510143,471958,37,108.09,114.6,17.97,5.35,599492,2.63
SINDH,091,THATTA DISTRICT,THATTA DISTRICT,RURAL,NA,805662,419243,386402,17,108.5,NA,NA,5.31,535788,2.17
SINDH,091,THATTA DISTRICT,THATTA DISTRICT,URBAN,NA,176476,90900,85556,20,106.25,NA,NA,5.53,63704,5.5
SINDH,091,THATTA DISTRICT,GHORABARI TALUKA,TOTAL,1018,174046,90524,83514,8,108.39,170.97,13.33,5.27,105482,2.67
SINDH,091,THATTA DISTRICT,GHORABARI TALUKA,RURAL,NA,150844,78542,72297,5,108.64,NA,NA,5.27,105482,1.9
SINDH,091,THATTA DISTRICT,GHORABARI TALUKA,URBAN,NA,23202,11982,11217,3,106.82,NA,NA,5.26,NA,NA
SINDH,091,THATTA DISTRICT,KETI BUNDER TALUKA,TOTAL,771,59699,31267,28431,1,109.98,77.43,7.15,5.1,41410,1.94
SINDH,091,THATTA DISTRICT,KETI BUNDER TALUKA,RURAL,NA,55429,29066,26363,NA,110.25,NA,NA,5.13,38897,1.88
SINDH,091,THATTA DISTRICT,KETI BUNDER TALUKA,URBAN,NA,4270,2201,2068,1,106.43,NA,NA,4.73,2513,2.82
SINDH,091,THATTA DISTRICT,MIRPUR SAKRO TALUKA,TOTAL,2958,341689,177648,164028,13,108.3,115.51,13.79,5.31,198852,2.88
SINDH,091,THATTA DISTRICT,MIRPUR SAKRO TALUKA,RURAL,NA,294561,153190,141363,8,108.37,NA,NA,5.29,175176,2.77
SINDH,091,THATTA DISTRICT,MIRPUR SAKRO TALUKA,URBAN,NA,47128,24458,22665,5,107.91,NA,NA,5.48,23676,3.68
SINDH,091,THATTA DISTRICT,THATTA TALUKA,TOTAL,3823,406704,210704,195985,15,107.51,106.38,25.05,5.46,253748,2.51
SINDH,091,THATTA DISTRICT,THATTA TALUKA,RURAL,NA,304828,158445,146379,4,108.24,NA,NA,5.4,216233,1.82
SINDH,091,THATTA DISTRICT,THATTA TALUKA,URBAN,NA,101876,52259,49606,11,105.35,NA,NA,5.67,37515,5.39
