province_name,district_code,district_name,area_name,area_type,ownership_status,number_of_rooms,total_housing_units_by_ownership,percent_of_total_units_by_ownership,total_housing_units_by_size,percent_of_total_units_by_size,count
SINDH,091,THATTA DISTRICT,THATTA DISTRICT,TOTAL,OWNED,1,166662,92.29,147219,81.52,138658
SINDH,091,THATTA DISTRICT,THATTA DISTRICT,TOTAL,RENTED,1,6157,3.41,147219,81.52,2288
SINDH,091,THATTA DISTRICT,THATTA DISTRICT,TOTAL,RENT FREE,1,7769,4.3,147219,81.52,6273
SINDH,091,THATTA DISTRICT,THATTA DISTRICT,TOTAL,OWNED,2,166662,92.29,21267,11.78,17660
SINDH,091,THATTA DISTRICT,THATTA DISTRICT,TOTAL,RENTED,2,6157,3.41,21267,11.78,2586
SINDH,091,THATTA DISTRICT,THATTA DISTRICT,TOTAL,RENT FREE,2,7769,4.3,21267,11.78,1021
SINDH,091,THATTA DISTRICT,THATTA DISTRICT,TOTAL,OWNED,3,166662,92.29,6516,3.61,5300
SINDH,091,THATTA DISTRICT,THATTA DISTRICT,TOTAL,RENTED,3,6157,3.41,6516,3.61,900
SINDH,091,THATTA DISTRICT,THATTA DISTRICT,TOTAL,RENT FREE,3,7769,4.3,6516,3.61,316
SINDH,091,THATTA DISTRICT,THATTA DISTRICT,TOTAL,OWNED,4,166662,92.29,2508,1.39,2192
SINDH,091,THATTA DISTRICT,THATTA DISTRICT,TOTAL,RENTED,4,6157,3.41,2508,1.39,242
SINDH,091,THATTA DISTRICT,THATTA DISTRICT,TOTAL,RENT FREE,4,7769,4.3,2508,1.39,74
SINDH,091,THATTA DISTRICT,THATTA DISTRICT,TOTAL,OWNED,5,166662,92.29,998,0.55,936
SINDH,091,THATTA DISTRICT,THATTA DISTRICT,TOTAL,RENTED,5,6157,3.41,998,0.55,36
SINDH,091,THATTA DISTRICT,THATTA DISTRICT,TOTAL,RENT FREE,5,7769,4.3,998,0.55,26
SINDH,091,THATTA DISTRICT,THATTA DISTRICT,TOTAL,OWNED,6,166662,92.29,363,0.2,338
SINDH,091,THATTA DISTRICT,THATTA DISTRICT,TOTAL,RENTED,6,6157,3.41,363,0.2,17
SINDH,091,THATTA DISTRICT,THATTA DISTRICT,TOTAL,RENT FREE,6,7769,4.3,363,0.2,8
SINDH,091,THATTA DISTRICT,THATTA DISTRICT,TOTAL,OWNED,7,166662,92.29,1052,0.58,973
SINDH,091,THATTA DISTRICT,THATTA DISTRICT,TOTAL,RENTED,7,6157,3.41,1052,0.58,54
SINDH,091,THATTA DISTRICT,THATTA DISTRICT,TOTAL,RENT FREE,7,7769,4.3,1052,0.58,25
SINDH,091,THATTA DISTRICT,THATTA DISTRICT,TOTAL,OWNED,8,166662,92.29,255,0.14,226
SINDH,091,THATTA DISTRICT,THATTA DISTRICT,TOTAL,RENTED,8,6157,3.41,255,0.14,18
SINDH,091,THATTA DISTRICT,THATTA DISTRICT,TOTAL,RENT FREE,8,7769,4.3,255,0.14,11
SINDH,091,THATTA DISTRICT,THATTA DISTRICT,TOTAL,OWNED,9,166662,92.29,410,0.23,379
SINDH,091,THATTA DISTRICT,THATTA DISTRICT,TOTAL,RENTED,9,6157,3.41,410,0.23,16
SINDH,091,THATTA DISTRICT,THATTA DISTRICT,TOTAL,RENT FREE,9,7769,4.3,410,0.23,15
SINDH,091,THATTA DISTRICT,THATTA DISTRICT,RURAL,OWNED,1,141257,94.47,128940,86.23,122966
SINDH,091,THATTA DISTRICT,THATTA DISTRICT,RURAL,RENTED,1,2440,1.63,128940,86.23,1061
SINDH,091,THATTA DISTRICT,THATTA DISTRICT,RURAL,RENT FREE,1,5833,3.9,128940,86.23,4913
SINDH,091,THATTA DISTRICT,THATTA DISTRICT,RURAL,OWNED,2,141257,94.47,13523,9.04,11910
SINDH,091,THATTA DISTRICT,THATTA DISTRICT,RURAL,RENTED,2,2440,1.63,13523,9.04,974
SINDH,091,THATTA DISTRICT,THATTA DISTRICT,RURAL,RENT FREE,2,5833,3.9,13523,9.04,639
SINDH,091,THATTA DISTRICT,THATTA DISTRICT,RURAL,OWNED,3,141257,94.47,3563,2.38,3093
SINDH,091,THATTA DISTRICT,THATTA DISTRICT,RURAL,RENTED,3,2440,1.63,3563,2.38,293
SINDH,091,THATTA DISTRICT,THATTA DISTRICT,RURAL,RENT FREE,3,5833,3.9,3563,2.38,177
SINDH,091,THATTA DISTRICT,THATTA DISTRICT,RURAL,OWNED,4,141257,94.47,1405,0.94,1294
SINDH,091,THATTA DISTRICT,THATTA DISTRICT,RURAL,RENTED,4,2440,1.63,1405,0.94,68
SINDH,091,THATTA DISTRICT,THATTA DISTRICT,RURAL,RENT FREE,4,5833,3.9,1405,0.94,43
SINDH,091,THATTA DISTRICT,THATTA DISTRICT,RURAL,OWNED,5,141257,94.47,630,0.42,592
SINDH,091,THATTA DISTRICT,THATTA DISTRICT,RURAL,RENTED,5,2440,1.63,630,0.42,16
SINDH,091,THATTA DISTRICT,THATTA DISTRICT,RURAL,RENT FREE,5,5833,3.9,630,0.42,22
SINDH,091,THATTA DISTRICT,THATTA DISTRICT,RURAL,OWNED,6,141257,94.47,187,0.13,177
SINDH,091,THATTA DISTRICT,THATTA DISTRICT,RURAL,RENTED,6,2440,1.63,187,0.13,6
SINDH,091,THATTA DISTRICT,THATTA DISTRICT,RURAL,RENT FREE,6,5833,3.9,187,0.13,4
