province_name,district_code,district_name,area_name,area_type,household_sizes,number_of_rooms,total_housing_units_by_hh_size,percent_of_total_units_by_hh_size,rooms_per_housing_unit,total_housing_units_by_room_size,percent_of_total_units_by_room_size,persons_per_housing_unit,count
SINDH,094,KARACHI SOUTH DISTRICT,KARACHI SOUTH DISTRICT,TOTAL,1 PERSON,1,15907,4.99,2.2,78268,24.54,4.3,7230
SINDH,094,KARACHI SOUTH DISTRICT,KARACHI SOUTH DISTRICT,TOTAL,2 PERSONS,1,28921,9.07,2.25,78268,24.54,4.3,10721
SINDH,094,KARACHI SOUTH DISTRICT,KARACHI SOUTH DISTRICT,TOTAL,3 PERSONS,1,36868,11.56,2.26,78268,24.54,4.3,12527
SINDH,094,KARACHI SOUTH DISTRICT,KARACHI SOUTH DISTRICT,TOTAL,4 PERSONS,1,51644,16.19,2.36,78268,24.54,4.3,14530
SINDH,094,KARACHI SOUTH DISTRICT,KARACHI SOUTH DISTRICT,TOTAL,5 PERSONS,1,54540,17.1,2.48,78268,24.54,4.3,12841
SINDH,094,KARACHI SOUTH DISTRICT,KARACHI SOUTH DISTRICT,TOTAL,6 PERSONS,1,44183,13.85,2.58,78268,24.54,4.3,8927
SINDH,094,KARACHI SOUTH DISTRICT,KARACHI SOUTH DISTRICT,TOTAL,7 PERSONS,1,29026,9.1,2.67,78268,24.54,4.3,5270
SINDH,094,KARACHI SOUTH DISTRICT,KARACHI SOUTH DISTRICT,TOTAL,8 PERSONS,1,18140,5.69,2.81,78268,24.54,4.3,2777
SINDH,094,KARACHI SOUTH DISTRICT,KARACHI SOUTH DISTRICT,TOTAL,9 PERSONS,1,11808,3.7,2.99,78268,24.54,4.3,1496
SINDH,094,KARACHI SOUTH DISTRICT,KARACHI SOUTH DISTRICT,TOTAL,10 PERSONS AND ABOVE,1,27895,8.75,3.67,78268,24.54,4.3,1949
SINDH,094,KARACHI SOUTH DISTRICT,KARACHI SOUTH DISTRICT,TOTAL,1 PERSON,2,15907,4.99,2.2,107780,33.79,5.23,3929
SINDH,094,KARACHI SOUTH DISTRICT,KARACHI SOUTH DISTRICT,TOTAL,2 PERSONS,2,28921,9.07,2.25,107780,33.79,5.23,8989
SINDH,094,KARACHI SOUTH DISTRICT,KARACHI SOUTH DISTRICT,TOTAL,3 PERSONS,2,36868,11.56,2.26,107780,33.79,5.23,12418
