province_name,district_code,district_name,sublvl_01,sublvl_02,sublvl_03,summary_row,area_name,hadbast_deh_number,pop_all,pop_male,pop_fem,pop_trans,lit_all,lit_male,lit_fem,lit_trans,primary_male,primary_fem,primary_trans,matric_male,matric_fem,matric_trans,degree_male,degree_fem,degree_trans,muslim,non_muslim,age_10_up,age_18_up,age_60_up,working_10_up,cnic_18_up,area_acre
BALOCHISTAN,121,NUSHKI DISTRICT,NA,NA,NA,YES,NUSHKI DISTRICT,NA,132551,68290,64258,3,47.49,60.05,34.15,100,11385,6991,1,8867,3035,1,2680,1228,0,132550,1,88322,62701,5856,14412,49067,261383
BALOCHISTAN,121,NUSHKI DISTRICT,NUSHKI TEHSIL,NA,NA,YES,NUSHKI TEHSIL,NA,132551,68290,64258,3,47.49,60.05,34.15,100,11385,6991,1,8867,3035,1,2680,1228,0,132550,1,88322,62701,5856,14412,49067,261383
BALOCHISTAN,121,NUSHKI DISTRICT,NUSHKI TEHSIL,NUSHKI QH,NA,YES,NUSHKI QH,NA,132551,68290,64258,3,47.49,60.05,34.15,100,11385,6991,1,8867,3035,1,2680,1228,0,132550,1,88322,62701,5856,14412,49067,261383
BALOCHISTAN,121,NUSHKI DISTRICT,NUSHKI TEHSIL,NUSHKI QH,BAGHAK MAL PC,YES,BAGHAK MAL PC,NA,43197,22314,20883,0,48.91,65.18,31.41,0,3987,2156,0,2896,570,0,660,115,0,43197,0,28253,19714,1783,7311,15236,106520
BALOCHISTAN,121,NUSHKI DISTRICT,NUSHKI TEHSIL,NUSHKI QH,BAGHAK MAL PC,NO,AHMAD WAL,0000035,5980,3039,2941,0,66.24,83.96,47.87,0,678,498,0,598,194,0,247,56,0,5980,0,4017,2837,224,1029,2313,5040
BALOCHISTAN,121,NUSHKI DISTRICT,NUSHKI TEHSIL,NUSHKI QH,BAGHAK MAL PC,NO,BAGHAK,0000036,2140,1081,1059,0,59.65,71.82,46.82,0,424,282,0,82,18,0,19,5,0,2140,0,1487,998,86,228,845,8150
BALOCHISTAN,121,NUSHKI DISTRICT,NUSHKI TEHSIL,NUSHKI QH,BAGHAK MAL PC,NO,BATTO,0000033,4416,2255,2161,0,59.12,75.42,41.46,0,608,402,0,421,97,0,87,18,0,4416,0,2989,2137,205,159,1735,9860
BALOCHISTAN,121,NUSHKI DISTRICT,NUSHKI TEHSIL,NUSHKI QH,BAGHAK MAL PC,NO,DAIDAR,0000038,3167,1655,1512,0,53.1,72.52,31.69,0,340,132,0,273,18,0,46,2,0,3167,0,2130,1517,148,298,1212,9371
BALOCHISTAN,121,NUSHKI DISTRICT,NUSHKI TEHSIL,NUSHKI QH,BAGHAK MAL PC,NO,GOMAZGAI,0000037,4630,2470,2160,0,78.03,92.34,62.1,0,495,273,0,402,112,0,94,16,0,4630,0,3073,2180,170,830,1670,7046
BALOCHISTAN,121,NUSHKI DISTRICT,NUSHKI TEHSIL,NUSHKI QH,BAGHAK MAL PC,NO,HARUNI WAL,0000034,1141,603,538,0,55.71,71.76,36.83,0,148,96,0,78,8,0,14,1,0,1141,0,727,514,46,2,452,996
BALOCHISTAN,121,NUSHKI DISTRICT,NUSHKI TEHSIL,NUSHKI QH,BAGHAK MAL PC,NO,KOCHAKI CHAH,0000043,2325,1162,1163,0,17.47,26.15,8.78,0,63,19,0,58,12,0,5,1,0,2325,0,1391,973,114,690,771,1497
