province_name,district_code,district_name,area_name,area_type,ownership_status,number_of_rooms,total_housing_units_by_ownership,percent_of_total_units_by_ownership,total_housing_units_by_size,percent_of_total_units_by_size,count
BALOCHISTAN,121,NUSHKI DISTRICT,NUSHKI DISTRICT,TOTAL,OWNED,1,20593,92.21,3045,13.63,2703
BALOCHISTAN,121,NUSHKI DISTRICT,NUSHKI DISTRICT,TOTAL,RENTED,1,945,4.23,3045,13.63,72
BALOCHISTAN,121,NUSHKI DISTRICT,NUSHKI DISTRICT,TOTAL,RENT FREE,1,795,3.56,3045,13.63,270
BALOCHISTAN,121,NUSHKI DISTRICT,NUSHKI DISTRICT,TOTAL,OWNED,2,20593,92.21,6590,29.51,5933
BALOCHISTAN,121,NUSHKI DISTRICT,NUSHKI DISTRICT,TOTAL,RENTED,2,945,4.23,6590,29.51,379
BALOCHISTAN,121,NUSHKI DISTRICT,NUSHKI DISTRICT,TOTAL,RENT FREE,2,795,3.56,6590,29.51,278
BALOCHISTAN,121,NUSHKI DISTRICT,NUSHKI DISTRICT,TOTAL,OWNED,3,20593,92.21,5042,22.58,4634
BALOCHISTAN,121,NUSHKI DISTRICT,NUSHKI DISTRICT,TOTAL,RENTED,3,945,4.23,5042,22.58,258
BALOCHISTAN,121,NUSHKI DISTRICT,NUSHKI DISTRICT,TOTAL,RENT FREE,3,795,3.56,5042,22.58,150
BALOCHISTAN,121,NUSHKI DISTRICT,NUSHKI DISTRICT,TOTAL,OWNED,4,20593,92.21,3954,17.7,3730
BALOCHISTAN,121,NUSHKI DISTRICT,NUSHKI DISTRICT,TOTAL,RENTED,4,945,4.23,3954,17.7,167
BALOCHISTAN,121,NUSHKI DISTRICT,NUSHKI DISTRICT,TOTAL,RENT FREE,4,795,3.56,3954,17.7,57
BALOCHISTAN,121,NUSHKI DISTRICT,NUSHKI DISTRICT,TOTAL,OWNED,5,20593,92.21,1744,7.81,1685
BALOCHISTAN,121,NUSHKI DISTRICT,NUSHKI DISTRICT,TOTAL,RENTED,5,945,4.23,1744,7.81,42
BALOCHISTAN,121,NUSHKI DISTRICT,NUSHKI DISTRICT,TOTAL,RENT FREE,5,795,3.56,1744,7.81,17
BALOCHISTAN,121,NUSHKI DISTRICT,NUSHKI DISTRICT,TOTAL,OWNED,6,20593,92.21,913,4.09,892
BALOCHISTAN,121,NUSHKI DISTRICT,NUSHKI DISTRICT,TOTAL,RENTED,6,945,4.23,913,4.09,11
BALOCHISTAN,121,NUSHKI DISTRICT,NUSHKI DISTRICT,TOTAL,RENT FREE,6,795,3.56,913,4.09,10
BALOCHISTAN,121,NUSHKI DISTRICT,NUSHKI DISTRICT,TOTAL,OWNED,7,20593,92.21,366,1.64,353
BALOCHISTAN,121,NUSHKI DISTRICT,NUSHKI DISTRICT,TOTAL,RENTED,7,945,4.23,366,1.64,9
BALOCHISTAN,121,NUSHKI DISTRICT,NUSHKI DISTRICT,TOTAL,RENT FREE,7,795,3.56,366,1.64,4
BALOCHISTAN,121,NUSHKI DISTRICT,NUSHKI DISTRICT,TOTAL,OWNED,8,20593,92.21,253,1.13,246
BALOCHISTAN,121,NUSHKI DISTRICT,NUSHKI DISTRICT,TOTAL,RENTED,8,945,4.23,253,1.13,3
BALOCHISTAN,121,NUSHKI DISTRICT,NUSHKI DISTRICT,TOTAL,RENT FREE,8,795,3.56,253,1.13,4
BALOCHISTAN,121,NUSHKI DISTRICT,NUSHKI DISTRICT,TOTAL,OWNED,9,20593,92.21,426,1.91,417
BALOCHISTAN,121,NUSHKI DISTRICT,NUSHKI DISTRICT,TOTAL,RENTED,9,945,4.23,426,1.91,4
BALOCHISTAN,121,NUSHKI DISTRICT,NUSHKI DISTRICT,TOTAL,RENT FREE,9,795,3.56,426,1.91,5
BALOCHISTAN,121,NUSHKI DISTRICT,NUSHKI DISTRICT,RURAL,OWNED,1,16104,95.55,2549,15.12,2301
BALOCHISTAN,121,NUSHKI DISTRICT,NUSHKI DISTRICT,RURAL,RENTED,1,85,0.5,2549,15.12,8
BALOCHISTAN,121,NUSHKI DISTRICT,NUSHKI DISTRICT,RURAL,RENT FREE,1,665,3.95,2549,15.12,240
BALOCHISTAN,121,NUSHKI DISTRICT,NUSHKI DISTRICT,RURAL,OWNED,2,16104,95.55,5295,31.42,5026
