province_name,district_code,district_name,area_name,area_type,construction_age,roof_material,total_by_roof_material,percent_by_roof_material,wall_material,total_by_wall_material,percent_by_wall_material,count
BALOCHISTAN,121,NUSHKI DISTRICT,NUSHKI DISTRICT,TOTAL,UNDER CONSTRUCTION,RCC/RBC,559,2.71,BAKED BRICKS/BLOCKS/STONES,109,0.53,68
BALOCHISTAN,121,NUSHKI DISTRICT,NUSHKI DISTRICT,TOTAL,UNDER CONSTRUCTION,RCC/RBC,559,2.71,UNBAKED BRICKS/MUD,123,0.6,0
BALOCHISTAN,121,NUSHKI DISTRICT,NUSHKI DISTRICT,TOTAL,UNDER CONSTRUCTION,RCC/RBC,559,2.71,WOOD/BAMBOO,8,0.04,0
BALOCHISTAN,121,NUSHKI DISTRICT,NUSHKI DISTRICT,TOTAL,UNDER CONSTRUCTION,RCC/RBC,559,2.71,OTHERS,1,0,0
BALOCHISTAN,121,NUSHKI DISTRICT,NUSHKI DISTRICT,TOTAL,LESS THAN 5 YEARS,RCC/RBC,559,2.71,BAKED BRICKS/BLOCKS/STONES,154,0.75,19
BALOCHISTAN,121,NUSHKI DISTRICT,NUSHKI DISTRICT,TOTAL,LESS THAN 5 YEARS,RCC/RBC,559,2.71,UNBAKED BRICKS/MUD,711,3.45,0
BALOCHISTAN,121,NUSHKI DISTRICT,NUSHKI DISTRICT,TOTAL,LESS THAN 5 YEARS,RCC/RBC,559,2.71,WOOD/BAMBOO,59,0.29,0
BALOCHISTAN,121,NUSHKI DISTRICT,NUSHKI DISTRICT,TOTAL,LESS THAN 5 YEARS,RCC/RBC,559,2.71,OTHERS,72,0.35,0
BALOCHISTAN,121,NUSHKI DISTRICT,NUSHKI DISTRICT,TOTAL,5 - 10 YEARS,RCC/RBC,559,2.71,BAKED BRICKS/BLOCKS/STONES,869,4.22,113
BALOCHISTAN,121,NUSHKI DISTRICT,NUSHKI DISTRICT,TOTAL,5 - 10 YEARS,RCC/RBC,559,2.71,UNBAKED BRICKS/MUD,4620,22.43,0
BALOCHISTAN,121,NUSHKI DISTRICT,NUSHKI DISTRICT,TOTAL,5 - 10 YEARS,RCC/RBC,559,2.71,WOOD/BAMBOO,248,1.2,0
BALOCHISTAN,121,NUSHKI DISTRICT,NUSHKI DISTRICT,TOTAL,5 - 10 YEARS,RCC/RBC,559,2.71,OTHERS,113,0.55,0
BALOCHISTAN,121,NUSHKI DISTRICT,NUSHKI DISTRICT,TOTAL,11 - 50 YEARS,RCC/RBC,559,2.71,BAKED BRICKS/BLOCKS/STONES,1662,8.07,350
BALOCHISTAN,121,NUSHKI DISTRICT,NUSHKI DISTRICT,TOTAL,11 - 50 YEARS,RCC/RBC,559,2.71,UNBAKED BRICKS/MUD,10074,48.92,0
BALOCHISTAN,121,NUSHKI DISTRICT,NUSHKI DISTRICT,TOTAL,11 - 50 YEARS,RCC/RBC,559,2.71,WOOD/BAMBOO,982,4.77,0
BALOCHISTAN,121,NUSHKI DISTRICT,NUSHKI DISTRICT,TOTAL,11 - 50 YEARS,RCC/RBC,559,2.71,OTHERS,151,0.73,0
BALOCHISTAN,121,NUSHKI DISTRICT,NUSHKI DISTRICT,TOTAL,OVER 50 YEARS,RCC/RBC,559,2.71,BAKED BRICKS/BLOCKS/STONES,48,0.23,9
