province_name,district_code,district_name,area_name,area_type,ownership_status,total_by_tenure,percent_by_tenure,housing_component,housing_material,total_by_material,percent_by_material,count
BALOCHISTAN,121,NUSHKI DISTRICT,NUSHKI DISTRICT,TOTAL,OWNED,20593,92.21,WALL,BAKED BRICKS/BLOCKS/STONES,3339,14.95,2842
BALOCHISTAN,121,NUSHKI DISTRICT,NUSHKI DISTRICT,TOTAL,OWNED,20593,92.21,WALL,UNBAKED BRICKS/MUD,17141,76.75,16093
BALOCHISTAN,121,NUSHKI DISTRICT,NUSHKI DISTRICT,TOTAL,OWNED,20593,92.21,WALL,WOOD/BAMBOO,1384,6.2,1308
BALOCHISTAN,121,NUSHKI DISTRICT,NUSHKI DISTRICT,TOTAL,OWNED,20593,92.21,WALL,OTHERS,469,2.1,350
BALOCHISTAN,121,NUSHKI DISTRICT,NUSHKI DISTRICT,TOTAL,OWNED,20593,92.21,ROOF,RCC/RBC,736,3.3,559
BALOCHISTAN,121,NUSHKI DISTRICT,NUSHKI DISTRICT,TOTAL,OWNED,20593,92.21,ROOF,CEMENT/IRON SHEETS,123,0.55,113
BALOCHISTAN,121,NUSHKI DISTRICT,NUSHKI DISTRICT,TOTAL,OWNED,20593,92.21,ROOF,GARDER/T.IRON,3327,14.9,2985
BALOCHISTAN,121,NUSHKI DISTRICT,NUSHKI DISTRICT,TOTAL,OWNED,20593,92.21,ROOF,WOOD/BAMBOO,17765,79.55,16646
BALOCHISTAN,121,NUSHKI DISTRICT,NUSHKI DISTRICT,TOTAL,OWNED,20593,92.21,ROOF,OTHERS,382,1.71,290
BALOCHISTAN,121,NUSHKI DISTRICT,NUSHKI DISTRICT,TOTAL,RENTED,945,4.23,WALL,BAKED BRICKS/BLOCKS/STONES,3339,14.95,407
BALOCHISTAN,121,NUSHKI DISTRICT,NUSHKI DISTRICT,TOTAL,RENTED,945,4.23,WALL,UNBAKED BRICKS/MUD,17141,76.75,505
BALOCHISTAN,121,NUSHKI DISTRICT,NUSHKI DISTRICT,TOTAL,RENTED,945,4.23,WALL,WOOD/BAMBOO,1384,6.2,15
BALOCHISTAN,121,NUSHKI DISTRICT,NUSHKI DISTRICT,TOTAL,RENTED,945,4.23,WALL,OTHERS,469,2.1,18
BALOCHISTAN,121,NUSHKI DISTRICT,NUSHKI DISTRICT,TOTAL,RENTED,945,4.23,ROOF,RCC/RBC,736,3.3,121
BALOCHISTAN,121,NUSHKI DISTRICT,NUSHKI DISTRICT,TOTAL,RENTED,945,4.23,ROOF,CEMENT/IRON SHEETS,123,0.55,4
BALOCHISTAN,121,NUSHKI DISTRICT,NUSHKI DISTRICT,TOTAL,RENTED,945,4.23,ROOF,GARDER/T.IRON,3327,14.9,310
BALOCHISTAN,121,NUSHKI DISTRICT,NUSHKI DISTRICT,TOTAL,RENTED,945,4.23,ROOF,WOOD/BAMBOO,17765,79.55,494
