province_name,district_code,district_name,area_name,area_type,gender,age_group,count
FATA,027,KURRAM AGENCY,KURRAM AGENCY,TOTAL,ALL SEXES,ALL AGES,2966
FATA,027,KURRAM AGENCY,KURRAM AGENCY,TOTAL,ALL SEXES,00 - 04,250
FATA,027,KURRAM AGENCY,KURRAM AGENCY,TOTAL,ALL SEXES,05 - 09,451
FATA,027,KURRAM AGENCY,KURRAM AGENCY,TOTAL,ALL SEXES,10 - 14,388
FATA,027,KURRAM AGENCY,KURRAM AGENCY,TOTAL,ALL SEXES,15 - 19,328
FATA,027,KURRAM AGENCY,KURRAM AGENCY,TOTAL,ALL SEXES,20 - 24,309
FATA,027,KURRAM AGENCY,KURRAM AGENCY,TOTAL,ALL SEXES,25 - 29,296
FATA,027,KURRAM AGENCY,KURRAM AGENCY,TOTAL,ALL SEXES,30 - 34,220
FATA,027,KURRAM AGENCY,KURRAM AGENCY,TOTAL,ALL SEXES,35 - 39,129
FATA,027,KURRAM AGENCY,KURRAM AGENCY,TOTAL,ALL SEXES,40 - 44,126
FATA,027,KURRAM AGENCY,KURRAM AGENCY,TOTAL,ALL SEXES,45 - 49,94
FATA,027,KURRAM AGENCY,KURRAM AGENCY,TOTAL,ALL SEXES,50 - 54,77
FATA,027,KURRAM AGENCY,KURRAM AGENCY,TOTAL,ALL SEXES,55 - 59,71
FATA,027,KURRAM AGENCY,KURRAM AGENCY,TOTAL,ALL SEXES,60 - 64,79
FATA,027,KURRAM AGENCY,KURRAM AGENCY,TOTAL,ALL SEXES,65 - 69,53
FATA,027,KURRAM AGENCY,KURRAM AGENCY,TOTAL,ALL SEXES,70 - 74,42
FATA,027,KURRAM AGENCY,KURRAM AGENCY,TOTAL,ALL SEXES,75 AND ABOVE,53
FATA,027,KURRAM AGENCY,KURRAM AGENCY,TOTAL,MALE,ALL AGES,1854
FATA,027,KURRAM AGENCY,KURRAM AGENCY,TOTAL,MALE,00 - 04,146
FATA,027,KURRAM AGENCY,KURRAM AGENCY,TOTAL,MALE,05 - 09,268
FATA,027,KURRAM AGENCY,KURRAM AGENCY,TOTAL,MALE,10 - 14,239
FATA,027,KURRAM AGENCY,KURRAM AGENCY,TOTAL,MALE,15 - 19,186
FATA,027,KURRAM AGENCY,KURRAM AGENCY,TOTAL,MALE,20 - 24,199
FATA,027,KURRAM AGENCY,KURRAM AGENCY,TOTAL,MALE,25 - 29,182
FATA,027,KURRAM AGENCY,KURRAM AGENCY,TOTAL,MALE,30 - 34,144
FATA,027,KURRAM AGENCY,KURRAM AGENCY,TOTAL,MALE,35 - 39,98
FATA,027,KURRAM AGENCY,KURRAM AGENCY,TOTAL,MALE,40 - 44,90
FATA,027,KURRAM AGENCY,KURRAM AGENCY,TOTAL,MALE,45 - 49,67
FATA,027,KURRAM AGENCY,KURRAM AGENCY,TOTAL,MALE,50 - 54,50
FATA,027,KURRAM AGENCY,KURRAM AGENCY,TOTAL,MALE,55 - 59,46
FATA,027,KURRAM AGENCY,KURRAM AGENCY,TOTAL,MALE,60 - 64,48
FATA,027,KURRAM AGENCY,KURRAM AGENCY,TOTAL,MALE,65 - 69,39
FATA,027,KURRAM AGENCY,KURRAM AGENCY,TOTAL,MALE,70 - 74,25
FATA,027,KURRAM AGENCY,KURRAM AGENCY,TOTAL,MALE,75 AND ABOVE,27
FATA,027,KURRAM AGENCY,KURRAM AGENCY,TOTAL,FEMALE,ALL AGES,1099
FATA,027,KURRAM AGENCY,KURRAM AGENCY,TOTAL,FEMALE,00 - 04,104
FATA,027,KURRAM AGENCY,KURRAM AGENCY,TOTAL,FEMALE,05 - 09,183
FATA,027,KURRAM AGENCY,KURRAM AGENCY,TOTAL,FEMALE,10 - 14,149
FATA,027,KURRAM AGENCY,KURRAM AGENCY,TOTAL,FEMALE,15 - 19,140
FATA,027,KURRAM AGENCY,KURRAM AGENCY,TOTAL,FEMALE,20 - 24,109
FATA,027,KURRAM AGENCY,KURRAM AGENCY,TOTAL,FEMALE,25 - 29,109
FATA,027,KURRAM AGENCY,KURRAM AGENCY,TOTAL,FEMALE,30 - 34,75
FATA,027,KURRAM AGENCY,KURRAM AGENCY,TOTAL,FEMALE,35 - 39,31
FATA,027,KURRAM AGENCY,KURRAM AGENCY,TOTAL,FEMALE,40 - 44,35
FATA,027,KURRAM AGENCY,KURRAM AGENCY,TOTAL,FEMALE,45 - 49,26
FATA,027,KURRAM AGENCY,KURRAM AGENCY,TOTAL,FEMALE,50 - 54,27
FATA,027,KURRAM AGENCY,KURRAM AGENCY,TOTAL,FEMALE,55 - 59,24
FATA,027,KURRAM AGENCY,KURRAM AGENCY,TOTAL,FEMALE,60 - 64,31
FATA,027,KURRAM AGENCY,KURRAM AGENCY,TOTAL,FEMALE,65 - 69,14
FATA,027,KURRAM AGENCY,KURRAM AGENCY,TOTAL,FEMALE,70 - 74,17
FATA,027,KURRAM AGENCY,KURRAM AGENCY,TOTAL,FEMALE,75 AND ABOVE,25
FATA,027,KURRAM AGENCY,KURRAM AGENCY,TOTAL,TRANSGENDER,ALL AGES,13
FATA,027,KURRAM AGENCY,KURRAM AGENCY,TOTAL,TRANSGENDER,00 - 04,0
FATA,027,KURRAM AGENCY,KURRAM AGENCY,TOTAL,TRANSGENDER,05 - 09,0
FATA,027,KURRAM AGENCY,KURRAM AGENCY,TOTAL,TRANSGENDER,10 - 14,0
FATA,027,KURRAM AGENCY,KURRAM AGENCY,TOTAL,TRANSGENDER,15 - 19,2
FATA,027,KURRAM AGENCY,KURRAM AGENCY,TOTAL,TRANSGENDER,20 - 24,1
FATA,027,KURRAM AGENCY,KURRAM AGENCY,TOTAL,TRANSGENDER,25 - 29,5
FATA,027,KURRAM AGENCY,KURRAM AGENCY,TOTAL,TRANSGENDER,30 - 34,1
FATA,027,KURRAM AGENCY,KURRAM AGENCY,TOTAL,TRANSGENDER,35 - 39,0
FATA,027,KURRAM AGENCY,KURRAM AGENCY,TOTAL,TRANSGENDER,40 - 44,1
FATA,027,KURRAM AGENCY,KURRAM AGENCY,TOTAL,TRANSGENDER,45 - 49,1
FATA,027,KURRAM AGENCY,KURRAM AGENCY,TOTAL,TRANSGENDER,50 - 54,0
FATA,027,KURRAM AGENCY,KURRAM AGENCY,TOTAL,TRANSGENDER,55 - 59,1
FATA,027,KURRAM AGENCY,KURRAM AGENCY,TOTAL,TRANSGENDER,60 - 64,0
FATA,027,KURRAM AGENCY,KURRAM AGENCY,TOTAL,TRANSGENDER,65 - 69,0
FATA,027,KURRAM AGENCY,KURRAM AGENCY,TOTAL,TRANSGENDER,70 - 74,0
FATA,027,KURRAM AGENCY,KURRAM AGENCY,TOTAL,TRANSGENDER,75 AND ABOVE,1
FATA,027,KURRAM AGENCY,KURRAM AGENCY,RURAL,ALL SEXES,ALL AGES,2764
FATA,027,KURRAM AGENCY,KURRAM AGENCY,RURAL,ALL SEXES,00 - 04,230
FATA,027,KURRAM AGENCY,KURRAM AGENCY,RURAL,ALL SEXES,05 - 09,410
FATA,027,KURRAM AGENCY,KURRAM AGENCY,RURAL,ALL SEXES,10 - 14,355
FATA,027,KURRAM AGENCY,KURRAM AGENCY,RURAL,ALL SEXES,15 - 19,304
FATA,027,KURRAM AGENCY,KURRAM AGENCY,RURAL,ALL SEXES,20 - 24,285
FATA,027,KURRAM AGENCY,KURRAM AGENCY,RURAL,ALL SEXES,25 - 29,275
FATA,027,KURRAM AGENCY,KURRAM AGENCY,RURAL,ALL SEXES,30 - 34,207
FATA,027,KURRAM AGENCY,KURRAM AGENCY,RURAL,ALL SEXES,35 - 39,124
FATA,027,KURRAM AGENCY,KURRAM AGENCY,RURAL,ALL SEXES,40 - 44,119
FATA,027,KURRAM AGENCY,KURRAM AGENCY,RURAL,ALL SEXES,45 - 49,91
FATA,027,KURRAM AGENCY,KURRAM AGENCY,RURAL,ALL SEXES,50 - 54,73
FATA,027,KURRAM AGENCY,KURRAM AGENCY,RURAL,ALL SEXES,55 - 59,70
FATA,027,KURRAM AGENCY,KURRAM AGENCY,RURAL,ALL SEXES,60 - 64,76
FATA,027,KURRAM AGENCY,KURRAM AGENCY,RURAL,ALL SEXES,65 - 69,53
FATA,027,KURRAM AGENCY,KURRAM AGENCY,RURAL,ALL SEXES,70 - 74,39
FATA,027,KURRAM AGENCY,KURRAM AGENCY,RURAL,ALL SEXES,75 AND ABOVE,53
FATA,027,KURRAM AGENCY,KURRAM AGENCY,RURAL,MALE,ALL AGES,1738
FATA,027,KURRAM AGENCY,KURRAM AGENCY,RURAL,MALE,00 - 04,136
FATA,027,KURRAM AGENCY,KURRAM AGENCY,RURAL,MALE,05 - 09,248
FATA,027,KURRAM AGENCY,KURRAM AGENCY,RURAL,MALE,10 - 14,223
FATA,027,KURRAM AGENCY,KURRAM AGENCY,RURAL,MALE,15 - 19,172
FATA,027,KURRAM AGENCY,KURRAM AGENCY,RURAL,MALE,20 - 24,184
FATA,027,KURRAM AGENCY,KURRAM AGENCY,RURAL,MALE,25 - 29,170
FATA,027,KURRAM AGENCY,KURRAM AGENCY,RURAL,MALE,30 - 34,136
FATA,027,KURRAM AGENCY,KURRAM AGENCY,RURAL,MALE,35 - 39,94
FATA,027,KURRAM AGENCY,KURRAM AGENCY,RURAL,MALE,40 - 44,84
FATA,027,KURRAM AGENCY,KURRAM AGENCY,RURAL,MALE,45 - 49,64
FATA,027,KURRAM AGENCY,KURRAM AGENCY,RURAL,MALE,50 - 54,47
FATA,027,KURRAM AGENCY,KURRAM AGENCY,RURAL,MALE,55 - 59,45
FATA,027,KURRAM AGENCY,KURRAM AGENCY,RURAL,MALE,60 - 64,46
FATA,027,KURRAM AGENCY,KURRAM AGENCY,RURAL,MALE,65 - 69,39
FATA,027,KURRAM AGENCY,KURRAM AGENCY,RURAL,MALE,70 - 74,23
FATA,027,KURRAM AGENCY,KURRAM AGENCY,RURAL,MALE,75 AND ABOVE,27
FATA,027,KURRAM AGENCY,KURRAM AGENCY,RURAL,FEMALE,ALL AGES,1014
FATA,027,KURRAM AGENCY,KURRAM AGENCY,RURAL,FEMALE,00 - 04,94
FATA,027,KURRAM AGENCY,KURRAM AGENCY,RURAL,FEMALE,05 - 09,162
FATA,027,KURRAM AGENCY,KURRAM AGENCY,RURAL,FEMALE,10 - 14,132
FATA,027,KURRAM AGENCY,KURRAM AGENCY,RURAL,FEMALE,15 - 19,130
FATA,027,KURRAM AGENCY,KURRAM AGENCY,RURAL,FEMALE,20 - 24,100
FATA,027,KURRAM AGENCY,KURRAM AGENCY,RURAL,FEMALE,25 - 29,101
FATA,027,KURRAM AGENCY,KURRAM AGENCY,RURAL,FEMALE,30 - 34,70
FATA,027,KURRAM AGENCY,KURRAM AGENCY,RURAL,FEMALE,35 - 39,30
FATA,027,KURRAM AGENCY,KURRAM AGENCY,RURAL,FEMALE,40 - 44,34
FATA,027,KURRAM AGENCY,KURRAM AGENCY,RURAL,FEMALE,45 - 49,26
FATA,027,KURRAM AGENCY,KURRAM AGENCY,RURAL,FEMALE,50 - 54,26
FATA,027,KURRAM AGENCY,KURRAM AGENCY,RURAL,FEMALE,55 - 59,24
FATA,027,KURRAM AGENCY,KURRAM AGENCY,RURAL,FEMALE,60 - 64,30
FATA,027,KURRAM AGENCY,KURRAM AGENCY,RURAL,FEMALE,65 - 69,14
FATA,027,KURRAM AGENCY,KURRAM AGENCY,RURAL,FEMALE,70 - 74,16
FATA,027,KURRAM AGENCY,KURRAM AGENCY,RURAL,FEMALE,75 AND ABOVE,25
FATA,027,KURRAM AGENCY,KURRAM AGENCY,RURAL,TRANSGENDER,ALL AGES,12
FATA,027,KURRAM AGENCY,KURRAM AGENCY,RURAL,TRANSGENDER,00 - 04,0
FATA,027,KURRAM AGENCY,KURRAM AGENCY,RURAL,TRANSGENDER,05 - 09,0
FATA,027,KURRAM AGENCY,KURRAM AGENCY,RURAL,TRANSGENDER,10 - 14,0
FATA,027,KURRAM AGENCY,KURRAM AGENCY,RURAL,TRANSGENDER,15 - 19,2
FATA,027,KURRAM AGENCY,KURRAM AGENCY,RURAL,TRANSGENDER,20 - 24,1
FATA,027,KURRAM AGENCY,KURRAM AGENCY,RURAL,TRANSGENDER,25 - 29,4
FATA,027,KURRAM AGENCY,KURRAM AGENCY,RURAL,TRANSGENDER,30 - 34,1
FATA,027,KURRAM AGENCY,KURRAM AGENCY,RURAL,TRANSGENDER,35 - 39,0
FATA,027,KURRAM AGENCY,KURRAM AGENCY,RURAL,TRANSGENDER,40 - 44,1
FATA,027,KURRAM AGENCY,KURRAM AGENCY,RURAL,TRANSGENDER,45 - 49,1
FATA,027,KURRAM AGENCY,KURRAM AGENCY,RURAL,TRANSGENDER,50 - 54,0
FATA,027,KURRAM AGENCY,KURRAM AGENCY,RURAL,TRANSGENDER,55 - 59,1
FATA,027,KURRAM AGENCY,KURRAM AGENCY,RURAL,TRANSGENDER,60 - 64,0
FATA,027,KURRAM AGENCY,KURRAM AGENCY,RURAL,TRANSGENDER,65 - 69,0
FATA,027,KURRAM AGENCY,KURRAM AGENCY,RURAL,TRANSGENDER,70 - 74,0
FATA,027,KURRAM AGENCY,KURRAM AGENCY,RURAL,TRANSGENDER,75 AND ABOVE,1
FATA,027,KURRAM AGENCY,KURRAM AGENCY,URBAN,ALL SEXES,ALL AGES,202
FATA,027,KURRAM AGENCY,KURRAM AGENCY,URBAN,ALL SEXES,00 - 04,20
FATA,027,KURRAM AGENCY,KURRAM AGENCY,URBAN,ALL SEXES,05 - 09,41
FATA,027,KURRAM AGENCY,KURRAM AGENCY,URBAN,ALL SEXES,10 - 14,33
FATA,027,KURRAM AGENCY,KURRAM AGENCY,URBAN,ALL SEXES,15 - 19,24
FATA,027,KURRAM AGENCY,KURRAM AGENCY,URBAN,ALL SEXES,20 - 24,24
FATA,027,KURRAM AGENCY,KURRAM AGENCY,URBAN,ALL SEXES,25 - 29,21
FATA,027,KURRAM AGENCY,KURRAM AGENCY,URBAN,ALL SEXES,30 - 34,13
FATA,027,KURRAM AGENCY,KURRAM AGENCY,URBAN,ALL SEXES,35 - 39,5
FATA,027,KURRAM AGENCY,KURRAM AGENCY,URBAN,ALL SEXES,40 - 44,7
FATA,027,KURRAM AGENCY,KURRAM AGENCY,URBAN,ALL SEXES,45 - 49,3
FATA,027,KURRAM AGENCY,KURRAM AGENCY,URBAN,ALL SEXES,50 - 54,4
FATA,027,KURRAM AGENCY,KURRAM AGENCY,URBAN,ALL SEXES,55 - 59,1
FATA,027,KURRAM AGENCY,KURRAM AGENCY,URBAN,ALL SEXES,60 - 64,3
FATA,027,KURRAM AGENCY,KURRAM AGENCY,URBAN,ALL SEXES,65 - 69,0
FATA,027,KURRAM AGENCY,KURRAM AGENCY,URBAN,ALL SEXES,70 - 74,3
FATA,027,KURRAM AGENCY,KURRAM AGENCY,URBAN,ALL SEXES,75 AND ABOVE,0
FATA,027,KURRAM AGENCY,KURRAM AGENCY,URBAN,MALE,ALL AGES,116
FATA,027,KURRAM AGENCY,KURRAM AGENCY,URBAN,MALE,00 - 04,10
FATA,027,KURRAM AGENCY,KURRAM AGENCY,URBAN,MALE,05 - 09,20
FATA,027,KURRAM AGENCY,KURRAM AGENCY,URBAN,MALE,10 - 14,16
FATA,027,KURRAM AGENCY,KURRAM AGENCY,URBAN,MALE,15 - 19,14
FATA,027,KURRAM AGENCY,KURRAM AGENCY,URBAN,MALE,20 - 24,15
FATA,027,KURRAM AGENCY,KURRAM AGENCY,URBAN,MALE,25 - 29,12
FATA,027,KURRAM AGENCY,KURRAM AGENCY,URBAN,MALE,30 - 34,8
FATA,027,KURRAM AGENCY,KURRAM AGENCY,URBAN,MALE,35 - 39,4
FATA,027,KURRAM AGENCY,KURRAM AGENCY,URBAN,MALE,40 - 44,6
FATA,027,KURRAM AGENCY,KURRAM AGENCY,URBAN,MALE,45 - 49,3
FATA,027,KURRAM AGENCY,KURRAM AGENCY,URBAN,MALE,50 - 54,3
FATA,027,KURRAM AGENCY,KURRAM AGENCY,URBAN,MALE,55 - 59,1
FATA,027,KURRAM AGENCY,KURRAM AGENCY,URBAN,MALE,60 - 64,2
FATA,027,KURRAM AGENCY,KURRAM AGENCY,URBAN,MALE,65 - 69,0
FATA,027,KURRAM AGENCY,KURRAM AGENCY,URBAN,MALE,70 - 74,2
FATA,027,KURRAM AGENCY,KURRAM AGENCY,URBAN,MALE,75 AND ABOVE,0
FATA,027,KURRAM AGENCY,KURRAM AGENCY,URBAN,FEMALE,ALL AGES,85
FATA,027,KURRAM AGENCY,KURRAM AGENCY,URBAN,FEMALE,00 - 04,10
FATA,027,KURRAM AGENCY,KURRAM AGENCY,URBAN,FEMALE,05 - 09,21
FATA,027,KURRAM AGENCY,KURRAM AGENCY,URBAN,FEMALE,10 - 14,17
FATA,027,KURRAM AGENCY,KURRAM AGENCY,URBAN,FEMALE,15 - 19,10
FATA,027,KURRAM AGENCY,KURRAM AGENCY,URBAN,FEMALE,20 - 24,9
FATA,027,KURRAM AGENCY,KURRAM AGENCY,URBAN,FEMALE,25 - 29,8
FATA,027,KURRAM AGENCY,KURRAM AGENCY,URBAN,FEMALE,30 - 34,5
FATA,027,KURRAM AGENCY,KURRAM AGENCY,URBAN,FEMALE,35 - 39,1
FATA,027,KURRAM AGENCY,KURRAM AGENCY,URBAN,FEMALE,40 - 44,1
FATA,027,KURRAM AGENCY,KURRAM AGENCY,URBAN,FEMALE,45 - 49,0
FATA,027,KURRAM AGENCY,KURRAM AGENCY,URBAN,FEMALE,50 - 54,1
FATA,027,KURRAM AGENCY,KURRAM AGENCY,URBAN,FEMALE,55 - 59,0
FATA,027,KURRAM AGENCY,KURRAM AGENCY,URBAN,FEMALE,60 - 64,1
FATA,027,KURRAM AGENCY,KURRAM AGENCY,URBAN,FEMALE,65 - 69,0
FATA,027,KURRAM AGENCY,KURRAM AGENCY,URBAN,FEMALE,70 - 74,1
FATA,027,KURRAM AGENCY,KURRAM AGENCY,URBAN,FEMALE,75 AND ABOVE,0
FATA,027,KURRAM AGENCY,KURRAM AGENCY,URBAN,TRANSGENDER,ALL AGES,1
FATA,027,KURRAM AGENCY,KURRAM AGENCY,URBAN,TRANSGENDER,00 - 04,0
FATA,027,KURRAM AGENCY,KURRAM AGENCY,URBAN,TRANSGENDER,05 - 09,0
FATA,027,KURRAM AGENCY,KURRAM AGENCY,URBAN,TRANSGENDER,10 - 14,0
FATA,027,KURRAM AGENCY,KURRAM AGENCY,URBAN,TRANSGENDER,15 - 19,0
FATA,027,KURRAM AGENCY,KURRAM AGENCY,URBAN,TRANSGENDER,20 - 24,0
FATA,027,KURRAM AGENCY,KURRAM AGENCY,URBAN,TRANSGENDER,25 - 29,1
FATA,027,KURRAM AGENCY,KURRAM AGENCY,URBAN,TRANSGENDER,30 - 34,0
FATA,027,KURRAM AGENCY,KURRAM AGENCY,URBAN,TRANSGENDER,35 - 39,0
FATA,027,KURRAM AGENCY,KURRAM AGENCY,URBAN,TRANSGENDER,40 - 44,0
FATA,027,KURRAM AGENCY,KURRAM AGENCY,URBAN,TRANSGENDER,45 - 49,0
FATA,027,KURRAM AGENCY,KURRAM AGENCY,URBAN,TRANSGENDER,50 - 54,0
FATA,027,KURRAM AGENCY,KURRAM AGENCY,URBAN,TRANSGENDER,55 - 59,0
FATA,027,KURRAM AGENCY,KURRAM AGENCY,URBAN,TRANSGENDER,60 - 64,0
FATA,027,KURRAM AGENCY,KURRAM AGENCY,URBAN,TRANSGENDER,65 - 69,0
FATA,027,KURRAM AGENCY,KURRAM AGENCY,URBAN,TRANSGENDER,70 - 74,0
FATA,027,KURRAM AGENCY,KURRAM AGENCY,URBAN,TRANSGENDER,75 AND ABOVE,0
