province_name,district_code,district_name,area_name,area_type,construction_duration,number_of_rooms,total_housing_units_by_duration,percent_of_total_units_by_duration,total_housing_units_by_size,percent_of_total_units_by_size,count
FATA,027,KURRAM AGENCY,KURRAM AGENCY,TOTAL,UNDER CONSTRUCTION,1,1129,1.99,5378,9.5,106
FATA,027,KURRAM AGENCY,KURRAM AGENCY,TOTAL,LESS THAN 5 YEARS,1,5868,10.36,5378,9.5,673
FATA,027,KURRAM AGENCY,KURRAM AGENCY,TOTAL,5-10 YEARS,1,9679,17.09,5378,9.5,887
FATA,027,KURRAM AGENCY,KURRAM AGENCY,TOTAL,11-50 YEARS,1,31478,55.58,5378,9.5,2787
FATA,027,KURRAM AGENCY,KURRAM AGENCY,TOTAL,OVER 50 YEARS,1,8484,14.98,5378,9.5,925
FATA,027,KURRAM AGENCY,KURRAM AGENCY,TOTAL,UNDER CONSTRUCTION,2,1129,1.99,13264,23.42,185
FATA,027,KURRAM AGENCY,KURRAM AGENCY,TOTAL,LESS THAN 5 YEARS,2,5868,10.36,13264,23.42,1368
FATA,027,KURRAM AGENCY,KURRAM AGENCY,TOTAL,5-10 YEARS,2,9679,17.09,13264,23.42,2128
FATA,027,KURRAM AGENCY,KURRAM AGENCY,TOTAL,11-50 YEARS,2,31478,55.58,13264,23.42,7637
FATA,027,KURRAM AGENCY,KURRAM AGENCY,TOTAL,OVER 50 YEARS,2,8484,14.98,13264,23.42,1946
FATA,027,KURRAM AGENCY,KURRAM AGENCY,TOTAL,UNDER CONSTRUCTION,3,1129,1.99,12267,21.66,237
FATA,027,KURRAM AGENCY,KURRAM AGENCY,TOTAL,LESS THAN 5 YEARS,3,5868,10.36,12267,21.66,1386
FATA,027,KURRAM AGENCY,KURRAM AGENCY,TOTAL,5-10 YEARS,3,9679,17.09,12267,21.66,2330
FATA,027,KURRAM AGENCY,KURRAM AGENCY,TOTAL,11-50 YEARS,3,31478,55.58,12267,21.66,6560
FATA,027,KURRAM AGENCY,KURRAM AGENCY,TOTAL,OVER 50 YEARS,3,8484,14.98,12267,21.66,1754
FATA,027,KURRAM AGENCY,KURRAM AGENCY,TOTAL,UNDER CONSTRUCTION,4,1129,1.99,9822,17.34,222
FATA,027,KURRAM AGENCY,KURRAM AGENCY,TOTAL,LESS THAN 5 YEARS,4,5868,10.36,9822,17.34,1018
FATA,027,KURRAM AGENCY,KURRAM AGENCY,TOTAL,5-10 YEARS,4,9679,17.09,9822,17.34,1612
FATA,027,KURRAM AGENCY,KURRAM AGENCY,TOTAL,11-50 YEARS,4,31478,55.58,9822,17.34,5583
FATA,027,KURRAM AGENCY,KURRAM AGENCY,TOTAL,OVER 50 YEARS,4,8484,14.98,9822,17.34,1387
FATA,027,KURRAM AGENCY,KURRAM AGENCY,TOTAL,UNDER CONSTRUCTION,5,1129,1.99,4972,8.78,93
FATA,027,KURRAM AGENCY,KURRAM AGENCY,TOTAL,LESS THAN 5 YEARS,5,5868,10.36,4972,8.78,463
FATA,027,KURRAM AGENCY,KURRAM AGENCY,TOTAL,5-10 YEARS,5,9679,17.09,4972,8.78,902
FATA,027,KURRAM AGENCY,KURRAM AGENCY,TOTAL,11-50 YEARS,5,31478,55.58,4972,8.78,2773
FATA,027,KURRAM AGENCY,KURRAM AGENCY,TOTAL,OVER 50 YEARS,5,8484,14.98,4972,8.78,741
FATA,027,KURRAM AGENCY,KURRAM AGENCY,TOTAL,UNDER CONSTRUCTION,6,1129,1.99,4209,7.43,84
FATA,027,KURRAM AGENCY,KURRAM AGENCY,TOTAL,LESS THAN 5 YEARS,6,5868,10.36,4209,7.43,377
FATA,027,KURRAM AGENCY,KURRAM AGENCY,TOTAL,5-10 YEARS,6,9679,17.09,4209,7.43,686
FATA,027,KURRAM AGENCY,KURRAM AGENCY,TOTAL,11-50 YEARS,6,31478,55.58,4209,7.43,2405
FATA,027,KURRAM AGENCY,KURRAM AGENCY,TOTAL,OVER 50 YEARS,6,8484,14.98,4209,7.43,657
FATA,027,KURRAM AGENCY,KURRAM AGENCY,TOTAL,UNDER CONSTRUCTION,7,1129,1.99,1997,3.53,59
FATA,027,KURRAM AGENCY,KURRAM AGENCY,TOTAL,LESS THAN 5 YEARS,7,5868,10.36,1997,3.53,145
FATA,027,KURRAM AGENCY,KURRAM AGENCY,TOTAL,5-10 YEARS,7,9679,17.09,1997,3.53,312
FATA,027,KURRAM AGENCY,KURRAM AGENCY,TOTAL,11-50 YEARS,7,31478,55.58,1997,3.53,1161
FATA,027,KURRAM AGENCY,KURRAM AGENCY,TOTAL,OVER 50 YEARS,7,8484,14.98,1997,3.53,320
FATA,027,KURRAM AGENCY,KURRAM AGENCY,TOTAL,UNDER CONSTRUCTION,8,1129,1.99,1633,2.88,39
FATA,027,KURRAM AGENCY,KURRAM AGENCY,TOTAL,LESS THAN 5 YEARS,8,5868,10.36,1633,2.88,148
FATA,027,KURRAM AGENCY,KURRAM AGENCY,TOTAL,5-10 YEARS,8,9679,17.09,1633,2.88,265
FATA,027,KURRAM AGENCY,KURRAM AGENCY,TOTAL,11-50 YEARS,8,31478,55.58,1633,2.88,925
FATA,027,KURRAM AGENCY,KURRAM AGENCY,TOTAL,OVER 50 YEARS,8,8484,14.98,1633,2.88,256
FATA,027,KURRAM AGENCY,KURRAM AGENCY,TOTAL,UNDER CONSTRUCTION,9 AND MORE,1129,1.99,3096,5.47,104
FATA,027,KURRAM AGENCY,KURRAM AGENCY,TOTAL,LESS THAN 5 YEARS,9 AND MORE,5868,10.36,3096,5.47,290
FATA,027,KURRAM AGENCY,KURRAM AGENCY,TOTAL,5-10 YEARS,9 AND MORE,9679,17.09,3096,5.47,557
FATA,027,KURRAM AGENCY,KURRAM AGENCY,TOTAL,11-50 YEARS,9 AND MORE,31478,55.58,3096,5.47,1647
FATA,027,KURRAM AGENCY,KURRAM AGENCY,TOTAL,OVER 50 YEARS,9 AND MORE,8484,14.98,3096,5.47,498
FATA,027,KURRAM AGENCY,KURRAM AGENCY,RURAL,UNDER CONSTRUCTION,1,1064,1.94,5132,9.38,103
FATA,027,KURRAM AGENCY,KURRAM AGENCY,RURAL,LESS THAN 5 YEARS,1,5592,10.22,5132,9.38,598
FATA,027,KURRAM AGENCY,KURRAM AGENCY,RURAL,5-10 YEARS,1,9284,16.97,5132,9.38,853
FATA,027,KURRAM AGENCY,KURRAM AGENCY,RURAL,11-50 YEARS,1,30480,55.7,5132,9.38,2673
FATA,027,KURRAM AGENCY,KURRAM AGENCY,RURAL,OVER 50 YEARS,1,8302,15.17,5132,9.38,905
FATA,027,KURRAM AGENCY,KURRAM AGENCY,RURAL,UNDER CONSTRUCTION,2,1064,1.94,12882,23.54,174
FATA,027,KURRAM AGENCY,KURRAM AGENCY,RURAL,LESS THAN 5 YEARS,2,5592,10.22,12882,23.54,1315
FATA,027,KURRAM AGENCY,KURRAM AGENCY,RURAL,5-10 YEARS,2,9284,16.97,12882,23.54,2074
FATA,027,KURRAM AGENCY,KURRAM AGENCY,RURAL,11-50 YEARS,2,30480,55.7,12882,23.54,7408
FATA,027,KURRAM AGENCY,KURRAM AGENCY,RURAL,OVER 50 YEARS,2,8302,15.17,12882,23.54,1911
FATA,027,KURRAM AGENCY,KURRAM AGENCY,RURAL,UNDER CONSTRUCTION,3,1064,1.94,11909,21.76,223
FATA,027,KURRAM AGENCY,KURRAM AGENCY,RURAL,LESS THAN 5 YEARS,3,5592,10.22,11909,21.76,1340
FATA,027,KURRAM AGENCY,KURRAM AGENCY,RURAL,5-10 YEARS,3,9284,16.97,11909,21.76,2245
FATA,027,KURRAM AGENCY,KURRAM AGENCY,RURAL,11-50 YEARS,3,30480,55.7,11909,21.76,6376
FATA,027,KURRAM AGENCY,KURRAM AGENCY,RURAL,OVER 50 YEARS,3,8302,15.17,11909,21.76,1725
FATA,027,KURRAM AGENCY,KURRAM AGENCY,RURAL,UNDER CONSTRUCTION,4,1064,1.94,9543,17.44,210
FATA,027,KURRAM AGENCY,KURRAM AGENCY,RURAL,LESS THAN 5 YEARS,4,5592,10.22,9543,17.44,977
FATA,027,KURRAM AGENCY,KURRAM AGENCY,RURAL,5-10 YEARS,4,9284,16.97,9543,17.44,1549
FATA,027,KURRAM AGENCY,KURRAM AGENCY,RURAL,11-50 YEARS,4,30480,55.7,9543,17.44,5451
FATA,027,KURRAM AGENCY,KURRAM AGENCY,RURAL,OVER 50 YEARS,4,8302,15.17,9543,17.44,1356
FATA,027,KURRAM AGENCY,KURRAM AGENCY,RURAL,UNDER CONSTRUCTION,5,1064,1.94,4780,8.74,86
FATA,027,KURRAM AGENCY,KURRAM AGENCY,RURAL,LESS THAN 5 YEARS,5,5592,10.22,4780,8.74,449
FATA,027,KURRAM AGENCY,KURRAM AGENCY,RURAL,5-10 YEARS,5,9284,16.97,4780,8.74,850
FATA,027,KURRAM AGENCY,KURRAM AGENCY,RURAL,11-50 YEARS,5,30480,55.7,4780,8.74,2662
FATA,027,KURRAM AGENCY,KURRAM AGENCY,RURAL,OVER 50 YEARS,5,8302,15.17,4780,8.74,733
FATA,027,KURRAM AGENCY,KURRAM AGENCY,RURAL,UNDER CONSTRUCTION,6,1064,1.94,4051,7.4,80
FATA,027,KURRAM AGENCY,KURRAM AGENCY,RURAL,LESS THAN 5 YEARS,6,5592,10.22,4051,7.4,359
FATA,027,KURRAM AGENCY,KURRAM AGENCY,RURAL,5-10 YEARS,6,9284,16.97,4051,7.4,645
FATA,027,KURRAM AGENCY,KURRAM AGENCY,RURAL,11-50 YEARS,6,30480,55.7,4051,7.4,2331
FATA,027,KURRAM AGENCY,KURRAM AGENCY,RURAL,OVER 50 YEARS,6,8302,15.17,4051,7.4,636
FATA,027,KURRAM AGENCY,KURRAM AGENCY,RURAL,UNDER CONSTRUCTION,7,1064,1.94,1919,3.51,57
FATA,027,KURRAM AGENCY,KURRAM AGENCY,RURAL,LESS THAN 5 YEARS,7,5592,10.22,1919,3.51,137
FATA,027,KURRAM AGENCY,KURRAM AGENCY,RURAL,5-10 YEARS,7,9284,16.97,1919,3.51,299
FATA,027,KURRAM AGENCY,KURRAM AGENCY,RURAL,11-50 YEARS,7,30480,55.7,1919,3.51,1115
FATA,027,KURRAM AGENCY,KURRAM AGENCY,RURAL,OVER 50 YEARS,7,8302,15.17,1919,3.51,311
FATA,027,KURRAM AGENCY,KURRAM AGENCY,RURAL,UNDER CONSTRUCTION,8,1064,1.94,1555,2.84,36
FATA,027,KURRAM AGENCY,KURRAM AGENCY,RURAL,LESS THAN 5 YEARS,8,5592,10.22,1555,2.84,137
FATA,027,KURRAM AGENCY,KURRAM AGENCY,RURAL,5-10 YEARS,8,9284,16.97,1555,2.84,250
FATA,027,KURRAM AGENCY,KURRAM AGENCY,RURAL,11-50 YEARS,8,30480,55.7,1555,2.84,890
FATA,027,KURRAM AGENCY,KURRAM AGENCY,RURAL,OVER 50 YEARS,8,8302,15.17,1555,2.84,242
FATA,027,KURRAM AGENCY,KURRAM AGENCY,RURAL,UNDER CONSTRUCTION,9 AND MORE,1064,1.94,2951,5.39,95
FATA,027,KURRAM AGENCY,KURRAM AGENCY,RURAL,LESS THAN 5 YEARS,9 AND MORE,5592,10.22,2951,5.39,280
FATA,027,KURRAM AGENCY,KURRAM AGENCY,RURAL,5-10 YEARS,9 AND MORE,9284,16.97,2951,5.39,519
FATA,027,KURRAM AGENCY,KURRAM AGENCY,RURAL,11-50 YEARS,9 AND MORE,30480,55.7,2951,5.39,1574
FATA,027,KURRAM AGENCY,KURRAM AGENCY,RURAL,OVER 50 YEARS,9 AND MORE,8302,15.17,2951,5.39,483
FATA,027,KURRAM AGENCY,KURRAM AGENCY,URBAN,UNDER CONSTRUCTION,1,65,3.39,246,12.84,3
FATA,027,KURRAM AGENCY,KURRAM AGENCY,URBAN,LESS THAN 5 YEARS,1,276,14.41,246,12.84,75
FATA,027,KURRAM AGENCY,KURRAM AGENCY,URBAN,5-10 YEARS,1,395,20.62,246,12.84,34
FATA,027,KURRAM AGENCY,KURRAM AGENCY,URBAN,11-50 YEARS,1,998,52.09,246,12.84,114
FATA,027,KURRAM AGENCY,KURRAM AGENCY,URBAN,OVER 50 YEARS,1,182,9.5,246,12.84,20
FATA,027,KURRAM AGENCY,KURRAM AGENCY,URBAN,UNDER CONSTRUCTION,2,65,3.39,382,19.94,11
FATA,027,KURRAM AGENCY,KURRAM AGENCY,URBAN,LESS THAN 5 YEARS,2,276,14.41,382,19.94,53
FATA,027,KURRAM AGENCY,KURRAM AGENCY,URBAN,5-10 YEARS,2,395,20.62,382,19.94,54
FATA,027,KURRAM AGENCY,KURRAM AGENCY,URBAN,11-50 YEARS,2,998,52.09,382,19.94,229
FATA,027,KURRAM AGENCY,KURRAM AGENCY,URBAN,OVER 50 YEARS,2,182,9.5,382,19.94,35
