province_name,district_code,district_name,area_name,area_type,ownership_status,number_of_rooms,total_housing_units_by_ownership,percent_of_total_units_by_ownership,total_housing_units_by_size,percent_of_total_units_by_size,count
FATA,035,FR KOHAT,FR KOHAT,TOTAL,OWNED,1,13344,94.32,3472,24.54,3218
FATA,035,FR KOHAT,FR KOHAT,TOTAL,RENTED,1,553,3.91,3472,24.54,173
FATA,035,FR KOHAT,FR KOHAT,TOTAL,RENT FREE,1,251,1.77,3472,24.54,81
FATA,035,FR KOHAT,FR KOHAT,TOTAL,OWNED,2,13344,94.32,3994,28.23,3671
FATA,035,FR KOHAT,FR KOHAT,TOTAL,RENTED,2,553,3.91,3994,28.23,232
FATA,035,FR KOHAT,FR KOHAT,TOTAL,RENT FREE,2,251,1.77,3994,28.23,91
FATA,035,FR KOHAT,FR KOHAT,TOTAL,OWNED,3,13344,94.32,2777,19.63,2635
FATA,035,FR KOHAT,FR KOHAT,TOTAL,RENTED,3,553,3.91,2777,19.63,100
FATA,035,FR KOHAT,FR KOHAT,TOTAL,RENT FREE,3,251,1.77,2777,19.63,42
FATA,035,FR KOHAT,FR KOHAT,TOTAL,OWNED,4,13344,94.32,1788,12.64,1746
FATA,035,FR KOHAT,FR KOHAT,TOTAL,RENTED,4,553,3.91,1788,12.64,27
FATA,035,FR KOHAT,FR KOHAT,TOTAL,RENT FREE,4,251,1.77,1788,12.64,15
FATA,035,FR KOHAT,FR KOHAT,TOTAL,OWNED,5,13344,94.32,885,6.26,866
FATA,035,FR KOHAT,FR KOHAT,TOTAL,RENTED,5,553,3.91,885,6.26,12
FATA,035,FR KOHAT,FR KOHAT,TOTAL,RENT FREE,5,251,1.77,885,6.26,7
FATA,035,FR KOHAT,FR KOHAT,TOTAL,OWNED,6,13344,94.32,553,3.91,543
FATA,035,FR KOHAT,FR KOHAT,TOTAL,RENTED,6,553,3.91,553,3.91,3
FATA,035,FR KOHAT,FR KOHAT,TOTAL,RENT FREE,6,251,1.77,553,3.91,7
FATA,035,FR KOHAT,FR KOHAT,TOTAL,OWNED,7,13344,94.32,269,1.9,263
FATA,035,FR KOHAT,FR KOHAT,TOTAL,RENTED,7,553,3.91,269,1.9,4
FATA,035,FR KOHAT,FR KOHAT,TOTAL,RENT FREE,7,251,1.77,269,1.9,2
FATA,035,FR KOHAT,FR KOHAT,TOTAL,OWNED,8,13344,94.32,171,1.21,170
FATA,035,FR KOHAT,FR KOHAT,TOTAL,RENTED,8,553,3.91,171,1.21,1
FATA,035,FR KOHAT,FR KOHAT,TOTAL,RENT FREE,8,251,1.77,171,1.21,0
FATA,035,FR KOHAT,FR KOHAT,TOTAL,OWNED,9,13344,94.32,239,1.69,232
FATA,035,FR KOHAT,FR KOHAT,TOTAL,RENTED,9,553,3.91,239,1.69,1
FATA,035,FR KOHAT,FR KOHAT,TOTAL,RENT FREE,9,251,1.77,239,1.69,6
FATA,035,FR KOHAT,FR KOHAT,RURAL,OWNED,1,13344,94.32,3472,24.54,3218
FATA,035,FR KOHAT,FR KOHAT,RURAL,RENTED,1,553,3.91,3472,24.54,173
FATA,035,FR KOHAT,FR KOHAT,RURAL,RENT FREE,1,251,1.77,3472,24.54,81
FATA,035,FR KOHAT,FR KOHAT,RURAL,OWNED,2,13344,94.32,3994,28.23,3671
FATA,035,FR KOHAT,FR KOHAT,RURAL,RENTED,2,553,3.91,3994,28.23,232
FATA,035,FR KOHAT,FR KOHAT,RURAL,RENT FREE,2,251,1.77,3994,28.23,91
FATA,035,FR KOHAT,FR KOHAT,RURAL,OWNED,3,13344,94.32,2777,19.63,2635
FATA,035,FR KOHAT,FR KOHAT,RURAL,RENTED,3,553,3.91,2777,19.63,100
FATA,035,FR KOHAT,FR KOHAT,RURAL,RENT FREE,3,251,1.77,2777,19.63,42
FATA,035,FR KOHAT,FR KOHAT,RURAL,OWNED,4,13344,94.32,1788,12.64,1746
FATA,035,FR KOHAT,FR KOHAT,RURAL,RENTED,4,553,3.91,1788,12.64,27
FATA,035,FR KOHAT,FR KOHAT,RURAL,RENT FREE,4,251,1.77,1788,12.64,15
FATA,035,FR KOHAT,FR KOHAT,RURAL,OWNED,5,13344,94.32,885,6.26,866
FATA,035,FR KOHAT,FR KOHAT,RURAL,RENTED,5,553,3.91,885,6.26,12
FATA,035,FR KOHAT,FR KOHAT,RURAL,RENT FREE,5,251,1.77,885,6.26,7
FATA,035,FR KOHAT,FR KOHAT,RURAL,OWNED,6,13344,94.32,553,3.91,543
FATA,035,FR KOHAT,FR KOHAT,RURAL,RENTED,6,553,3.91,553,3.91,3
FATA,035,FR KOHAT,FR KOHAT,RURAL,RENT FREE,6,251,1.77,553,3.91,7
FATA,035,FR KOHAT,FR KOHAT,RURAL,OWNED,7,13344,94.32,269,1.9,263
FATA,035,FR KOHAT,FR KOHAT,RURAL,RENTED,7,553,3.91,269,1.9,4
FATA,035,FR KOHAT,FR KOHAT,RURAL,RENT FREE,7,251,1.77,269,1.9,2
FATA,035,FR KOHAT,FR KOHAT,RURAL,OWNED,8,13344,94.32,171,1.21,170
FATA,035,FR KOHAT,FR KOHAT,RURAL,RENTED,8,553,3.91,171,1.21,1
FATA,035,FR KOHAT,FR KOHAT,RURAL,RENT FREE,8,251,1.77,171,1.21,0
FATA,035,FR KOHAT,FR KOHAT,RURAL,OWNED,9,13344,94.32,239,1.69,232
FATA,035,FR KOHAT,FR KOHAT,RURAL,RENTED,9,553,3.91,239,1.69,1
FATA,035,FR KOHAT,FR KOHAT,RURAL,RENT FREE,9,251,1.77,239,1.69,6
FATA,035,FR KOHAT,FR KOHAT,URBAN,OWNED,1,0,0,0,0,0
FATA,035,FR KOHAT,FR KOHAT,URBAN,RENTED,1,0,0,0,0,0
FATA,035,FR KOHAT,FR KOHAT,URBAN,RENT FREE,1,0,0,0,0,0
FATA,035,FR KOHAT,FR KOHAT,URBAN,OWNED,2,0,0,0,0,0
FATA,035,FR KOHAT,FR KOHAT,URBAN,RENTED,2,0,0,0,0,0
FATA,035,FR KOHAT,FR KOHAT,URBAN,RENT FREE,2,0,0,0,0,0
FATA,035,FR KOHAT,FR KOHAT,URBAN,OWNED,3,0,0,0,0,0
FATA,035,FR KOHAT,FR KOHAT,URBAN,RENTED,3,0,0,0,0,0
FATA,035,FR KOHAT,FR KOHAT,URBAN,RENT FREE,3,0,0,0,0,0
FATA,035,FR KOHAT,FR KOHAT,URBAN,OWNED,4,0,0,0,0,0
FATA,035,FR KOHAT,FR KOHAT,URBAN,RENTED,4,0,0,0,0,0
FATA,035,FR KOHAT,FR KOHAT,URBAN,RENT FREE,4,0,0,0,0,0
