province_name,district_code,district_name,area_name,area_type,household_sizes,number_of_rooms,total_housing_units_by_hh_size,percent_of_total_units_by_hh_size,rooms_per_housing_unit,total_housing_units_by_room_size,percent_of_total_units_by_room_size,persons_per_housing_unit,count
BALOCHISTAN,105,KALAT DISTRICT,KALAT DISTRICT,TOTAL,1 PERSON,1,814,1.49,2.03,8258,15.14,5.23,433
BALOCHISTAN,105,KALAT DISTRICT,KALAT DISTRICT,TOTAL,2 PERSONS,1,3448,6.32,2.32,8258,15.14,5.23,1323
BALOCHISTAN,105,KALAT DISTRICT,KALAT DISTRICT,TOTAL,3 PERSONS,1,4024,7.38,2.64,8258,15.14,5.23,1062
BALOCHISTAN,105,KALAT DISTRICT,KALAT DISTRICT,TOTAL,4 PERSONS,1,5219,9.57,2.76,8258,15.14,5.23,1124
BALOCHISTAN,105,KALAT DISTRICT,KALAT DISTRICT,TOTAL,5 PERSONS,1,5561,10.2,2.92,8258,15.14,5.23,984
BALOCHISTAN,105,KALAT DISTRICT,KALAT DISTRICT,TOTAL,6 PERSONS,1,5915,10.84,3.12,8258,15.14,5.23,834
BALOCHISTAN,105,KALAT DISTRICT,KALAT DISTRICT,TOTAL,7 PERSONS,1,5682,10.42,3.22,8258,15.14,5.23,692
BALOCHISTAN,105,KALAT DISTRICT,KALAT DISTRICT,TOTAL,8 PERSONS,1,5387,9.88,3.46,8258,15.14,5.23,566
BALOCHISTAN,105,KALAT DISTRICT,KALAT DISTRICT,TOTAL,9 PERSONS,1,4780,8.76,3.64,8258,15.14,5.23,433
BALOCHISTAN,105,KALAT DISTRICT,KALAT DISTRICT,TOTAL,10 PERSONS AND ABOVE,1,13712,25.14,4.36,8258,15.14,5.23,807
BALOCHISTAN,105,KALAT DISTRICT,KALAT DISTRICT,TOTAL,1 PERSON,2,814,1.49,2.03,13715,25.15,6.31,187
BALOCHISTAN,105,KALAT DISTRICT,KALAT DISTRICT,TOTAL,2 PERSONS,2,3448,6.32,2.32,13715,25.15,6.31,1050
BALOCHISTAN,105,KALAT DISTRICT,KALAT DISTRICT,TOTAL,3 PERSONS,2,4024,7.38,2.64,13715,25.15,6.31,1365
BALOCHISTAN,105,KALAT DISTRICT,KALAT DISTRICT,TOTAL,4 PERSONS,2,5219,9.57,2.76,13715,25.15,6.31,1772
BALOCHISTAN,105,KALAT DISTRICT,KALAT DISTRICT,TOTAL,5 PERSONS,2,5561,10.2,2.92,13715,25.15,6.31,1714
BALOCHISTAN,105,KALAT DISTRICT,KALAT DISTRICT,TOTAL,6 PERSONS,2,5915,10.84,3.12,13715,25.15,6.31,1708
BALOCHISTAN,105,KALAT DISTRICT,KALAT DISTRICT,TOTAL,7 PERSONS,2,5682,10.42,3.22,13715,25.15,6.31,1582
BALOCHISTAN,105,KALAT DISTRICT,KALAT DISTRICT,TOTAL,8 PERSONS,2,5387,9.88,3.46,13715,25.15,6.31,1261
BALOCHISTAN,105,KALAT DISTRICT,KALAT DISTRICT,TOTAL,9 PERSONS,2,4780,8.76,3.64,13715,25.15,6.31,1046
BALOCHISTAN,105,KALAT DISTRICT,KALAT DISTRICT,TOTAL,10 PERSONS AND ABOVE,2,13712,25.14,4.36,13715,25.15,6.31,2030
BALOCHISTAN,105,KALAT DISTRICT,KALAT DISTRICT,TOTAL,1 PERSON,3,814,1.49,2.03,11933,21.88,7.45,81
BALOCHISTAN,105,KALAT DISTRICT,KALAT DISTRICT,TOTAL,2 PERSONS,3,3448,6.32,2.32,11933,21.88,7.45,497
BALOCHISTAN,105,KALAT DISTRICT,KALAT DISTRICT,TOTAL,3 PERSONS,3,4024,7.38,2.64,11933,21.88,7.45,729
BALOCHISTAN,105,KALAT DISTRICT,KALAT DISTRICT,TOTAL,4 PERSONS,3,5219,9.57,2.76,11933,21.88,7.45,1050
BALOCHISTAN,105,KALAT DISTRICT,KALAT DISTRICT,TOTAL,5 PERSONS,3,5561,10.2,2.92,11933,21.88,7.45,1333
BALOCHISTAN,105,KALAT DISTRICT,KALAT DISTRICT,TOTAL,6 PERSONS,3,5915,10.84,3.12,11933,21.88,7.45,1467
BALOCHISTAN,105,KALAT DISTRICT,KALAT DISTRICT,TOTAL,7 PERSONS,3,5682,10.42,3.22,11933,21.88,7.45,1355
BALOCHISTAN,105,KALAT DISTRICT,KALAT DISTRICT,TOTAL,8 PERSONS,3,5387,9.88,3.46,11933,21.88,7.45,1340
BALOCHISTAN,105,KALAT DISTRICT,KALAT DISTRICT,TOTAL,9 PERSONS,3,4780,8.76,3.64,11933,21.88,7.45,1140
BALOCHISTAN,105,KALAT DISTRICT,KALAT DISTRICT,TOTAL,10 PERSONS AND ABOVE,3,13712,25.14,4.36,11933,21.88,7.45,2941
BALOCHISTAN,105,KALAT DISTRICT,KALAT DISTRICT,TOTAL,1 PERSON,4,814,1.49,2.03,8972,16.45,8.08,59
BALOCHISTAN,105,KALAT DISTRICT,KALAT DISTRICT,TOTAL,2 PERSONS,4,3448,6.32,2.32,8972,16.45,8.08,277
BALOCHISTAN,105,KALAT DISTRICT,KALAT DISTRICT,TOTAL,3 PERSONS,4,4024,7.38,2.64,8972,16.45,8.08,388
BALOCHISTAN,105,KALAT DISTRICT,KALAT DISTRICT,TOTAL,4 PERSONS,4,5219,9.57,2.76,8972,16.45,8.08,653
BALOCHISTAN,105,KALAT DISTRICT,KALAT DISTRICT,TOTAL,5 PERSONS,4,5561,10.2,2.92,8972,16.45,8.08,795
BALOCHISTAN,105,KALAT DISTRICT,KALAT DISTRICT,TOTAL,6 PERSONS,4,5915,10.84,3.12,8972,16.45,8.08,1006
BALOCHISTAN,105,KALAT DISTRICT,KALAT DISTRICT,TOTAL,7 PERSONS,4,5682,10.42,3.22,8972,16.45,8.08,1048
