province_name,district_code,district_name,area_name,area_type,ownership_status,number_of_rooms,total_housing_units_by_ownership,percent_of_total_units_by_ownership,total_housing_units_by_size,percent_of_total_units_by_size,count
BALOCHISTAN,105,KALAT DISTRICT,KALAT DISTRICT,TOTAL,OWNED,1,50576,92.73,8258,15.14,7567
BALOCHISTAN,105,KALAT DISTRICT,KALAT DISTRICT,TOTAL,RENTED,1,892,1.64,8258,15.14,62
BALOCHISTAN,105,KALAT DISTRICT,KALAT DISTRICT,TOTAL,RENT FREE,1,3074,5.64,8258,15.14,629
BALOCHISTAN,105,KALAT DISTRICT,KALAT DISTRICT,TOTAL,OWNED,2,50576,92.73,13715,25.15,12414
BALOCHISTAN,105,KALAT DISTRICT,KALAT DISTRICT,TOTAL,RENTED,2,892,1.64,13715,25.15,222
BALOCHISTAN,105,KALAT DISTRICT,KALAT DISTRICT,TOTAL,RENT FREE,2,3074,5.64,13715,25.15,1079
BALOCHISTAN,105,KALAT DISTRICT,KALAT DISTRICT,TOTAL,OWNED,3,50576,92.73,11933,21.88,11004
BALOCHISTAN,105,KALAT DISTRICT,KALAT DISTRICT,TOTAL,RENTED,3,892,1.64,11933,21.88,261
BALOCHISTAN,105,KALAT DISTRICT,KALAT DISTRICT,TOTAL,RENT FREE,3,3074,5.64,11933,21.88,668
BALOCHISTAN,105,KALAT DISTRICT,KALAT DISTRICT,TOTAL,OWNED,4,50576,92.73,8972,16.45,8400
BALOCHISTAN,105,KALAT DISTRICT,KALAT DISTRICT,TOTAL,RENTED,4,892,1.64,8972,16.45,180
BALOCHISTAN,105,KALAT DISTRICT,KALAT DISTRICT,TOTAL,RENT FREE,4,3074,5.64,8972,16.45,392
BALOCHISTAN,105,KALAT DISTRICT,KALAT DISTRICT,TOTAL,OWNED,5,50576,92.73,3824,7.01,3645
BALOCHISTAN,105,KALAT DISTRICT,KALAT DISTRICT,TOTAL,RENTED,5,892,1.64,3824,7.01,62
BALOCHISTAN,105,KALAT DISTRICT,KALAT DISTRICT,TOTAL,RENT FREE,5,3074,5.64,3824,7.01,117
BALOCHISTAN,105,KALAT DISTRICT,KALAT DISTRICT,TOTAL,OWNED,6,50576,92.73,2984,5.47,2846
BALOCHISTAN,105,KALAT DISTRICT,KALAT DISTRICT,TOTAL,RENTED,6,892,1.64,2984,5.47,49
BALOCHISTAN,105,KALAT DISTRICT,KALAT DISTRICT,TOTAL,RENT FREE,6,3074,5.64,2984,5.47,89
BALOCHISTAN,105,KALAT DISTRICT,KALAT DISTRICT,TOTAL,OWNED,7,50576,92.73,1795,3.29,1743
BALOCHISTAN,105,KALAT DISTRICT,KALAT DISTRICT,TOTAL,RENTED,7,892,1.64,1795,3.29,20
BALOCHISTAN,105,KALAT DISTRICT,KALAT DISTRICT,TOTAL,RENT FREE,7,3074,5.64,1795,3.29,32
BALOCHISTAN,105,KALAT DISTRICT,KALAT DISTRICT,TOTAL,OWNED,8,50576,92.73,1072,1.97,1040
BALOCHISTAN,105,KALAT DISTRICT,KALAT DISTRICT,TOTAL,RENTED,8,892,1.64,1072,1.97,15
BALOCHISTAN,105,KALAT DISTRICT,KALAT DISTRICT,TOTAL,RENT FREE,8,3074,5.64,1072,1.97,17
BALOCHISTAN,105,KALAT DISTRICT,KALAT DISTRICT,TOTAL,OWNED,9,50576,92.73,1989,3.65,1917
