province_name,district_code,district_name,area_name,area_type,construction_duration,number_of_rooms,total_housing_units_by_duration,percent_of_total_units_by_duration,total_housing_units_by_size,percent_of_total_units_by_size,count
BALOCHISTAN,105,KALAT DISTRICT,KALAT DISTRICT,TOTAL,UNDER CONSTRUCTION,1,1011,2,7567,14.96,133
BALOCHISTAN,105,KALAT DISTRICT,KALAT DISTRICT,TOTAL,LESS THAN 5 YEARS,1,5209,10.3,7567,14.96,1192
BALOCHISTAN,105,KALAT DISTRICT,KALAT DISTRICT,TOTAL,5-10 YEARS,1,13952,27.59,7567,14.96,2045
BALOCHISTAN,105,KALAT DISTRICT,KALAT DISTRICT,TOTAL,11-50 YEARS,1,27228,53.84,7567,14.96,3762
BALOCHISTAN,105,KALAT DISTRICT,KALAT DISTRICT,TOTAL,OVER 50 YEARS,1,3176,6.28,7567,14.96,435
BALOCHISTAN,105,KALAT DISTRICT,KALAT DISTRICT,TOTAL,UNDER CONSTRUCTION,2,1011,2,12414,24.55,206
BALOCHISTAN,105,KALAT DISTRICT,KALAT DISTRICT,TOTAL,LESS THAN 5 YEARS,2,5209,10.3,12414,24.55,1339
BALOCHISTAN,105,KALAT DISTRICT,KALAT DISTRICT,TOTAL,5-10 YEARS,2,13952,27.59,12414,24.55,3772
BALOCHISTAN,105,KALAT DISTRICT,KALAT DISTRICT,TOTAL,11-50 YEARS,2,27228,53.84,12414,24.55,6467
BALOCHISTAN,105,KALAT DISTRICT,KALAT DISTRICT,TOTAL,OVER 50 YEARS,2,3176,6.28,12414,24.55,630
BALOCHISTAN,105,KALAT DISTRICT,KALAT DISTRICT,TOTAL,UNDER CONSTRUCTION,3,1011,2,11004,21.76,162
BALOCHISTAN,105,KALAT DISTRICT,KALAT DISTRICT,TOTAL,LESS THAN 5 YEARS,3,5209,10.3,11004,21.76,1151
BALOCHISTAN,105,KALAT DISTRICT,KALAT DISTRICT,TOTAL,5-10 YEARS,3,13952,27.59,11004,21.76,3236
BALOCHISTAN,105,KALAT DISTRICT,KALAT DISTRICT,TOTAL,11-50 YEARS,3,27228,53.84,11004,21.76,5898
