province_name,district_code,district_name,area_name,area_type,gender,household_head_relationship,age_group,count
BALOCHISTAN,108,LASBELA DISTRICT,LASBELA DISTRICT,TOTAL,ALL SEXES,TOTAL,ALL AGES,576271
BALOCHISTAN,108,LASBELA DISTRICT,LASBELA DISTRICT,TOTAL,ALL SEXES,HEAD,ALL AGES,91206
BALOCHISTAN,108,LASBELA DISTRICT,LASBELA DISTRICT,TOTAL,ALL SEXES,SPOUSE,ALL AGES,82468
BALOCHISTAN,108,LASBELA DISTRICT,LASBELA DISTRICT,TOTAL,ALL SEXES,SON/DAUGHTER,ALL AGES,281796
BALOCHISTAN,108,LASBELA DISTRICT,LASBELA DISTRICT,TOTAL,ALL SEXES,DAUGHTER/SON IN LAW,ALL AGES,12512
BALOCHISTAN,108,LASBELA DISTRICT,LASBELA DISTRICT,TOTAL,ALL SEXES,GRAND SON/GRAND DAUGHTER,ALL AGES,24756
BALOCHISTAN,108,LASBELA DISTRICT,LASBELA DISTRICT,TOTAL,ALL SEXES,FATHER/MOTHER,ALL AGES,10792
BALOCHISTAN,108,LASBELA DISTRICT,LASBELA DISTRICT,TOTAL,ALL SEXES,BROTHER/SISTER,ALL AGES,24551
BALOCHISTAN,108,LASBELA DISTRICT,LASBELA DISTRICT,TOTAL,ALL SEXES,OTHER RELATIVE,ALL AGES,37436
BALOCHISTAN,108,LASBELA DISTRICT,LASBELA DISTRICT,TOTAL,ALL SEXES,NON-RELATIVE,ALL AGES,10754
BALOCHISTAN,108,LASBELA DISTRICT,LASBELA DISTRICT,TOTAL,ALL SEXES,TOTAL,00 - 04,89608
BALOCHISTAN,108,LASBELA DISTRICT,LASBELA DISTRICT,TOTAL,ALL SEXES,HEAD,00 - 04,0
BALOCHISTAN,108,LASBELA DISTRICT,LASBELA DISTRICT,TOTAL,ALL SEXES,SPOUSE,00 - 04,0
BALOCHISTAN,108,LASBELA DISTRICT,LASBELA DISTRICT,TOTAL,ALL SEXES,SON/DAUGHTER,00 - 04,67929
BALOCHISTAN,108,LASBELA DISTRICT,LASBELA DISTRICT,TOTAL,ALL SEXES,DAUGHTER/SON IN LAW,00 - 04,0
BALOCHISTAN,108,LASBELA DISTRICT,LASBELA DISTRICT,TOTAL,ALL SEXES,GRAND SON/GRAND DAUGHTER,00 - 04,12025
BALOCHISTAN,108,LASBELA DISTRICT,LASBELA DISTRICT,TOTAL,ALL SEXES,FATHER/MOTHER,00 - 04,0
BALOCHISTAN,108,LASBELA DISTRICT,LASBELA DISTRICT,TOTAL,ALL SEXES,BROTHER/SISTER,00 - 04,568
BALOCHISTAN,108,LASBELA DISTRICT,LASBELA DISTRICT,TOTAL,ALL SEXES,OTHER RELATIVE,00 - 04,7850
BALOCHISTAN,108,LASBELA DISTRICT,LASBELA DISTRICT,TOTAL,ALL SEXES,NON-RELATIVE,00 - 04,1236
BALOCHISTAN,108,LASBELA DISTRICT,LASBELA DISTRICT,TOTAL,ALL SEXES,TOTAL,05 - 09,89023
BALOCHISTAN,108,LASBELA DISTRICT,LASBELA DISTRICT,TOTAL,ALL SEXES,HEAD,05 - 09,0
BALOCHISTAN,108,LASBELA DISTRICT,LASBELA DISTRICT,TOTAL,ALL SEXES,SPOUSE,05 - 09,0
BALOCHISTAN,108,LASBELA DISTRICT,LASBELA DISTRICT,TOTAL,ALL SEXES,SON/DAUGHTER,05 - 09,71915
BALOCHISTAN,108,LASBELA DISTRICT,LASBELA DISTRICT,TOTAL,ALL SEXES,DAUGHTER/SON IN LAW,05 - 09,0
BALOCHISTAN,108,LASBELA DISTRICT,LASBELA DISTRICT,TOTAL,ALL SEXES,GRAND SON/GRAND DAUGHTER,05 - 09,7449
BALOCHISTAN,108,LASBELA DISTRICT,LASBELA DISTRICT,TOTAL,ALL SEXES,FATHER/MOTHER,05 - 09,0
BALOCHISTAN,108,LASBELA DISTRICT,LASBELA DISTRICT,TOTAL,ALL SEXES,BROTHER/SISTER,05 - 09,1552
BALOCHISTAN,108,LASBELA DISTRICT,LASBELA DISTRICT,TOTAL,ALL SEXES,OTHER RELATIVE,05 - 09,6700
BALOCHISTAN,108,LASBELA DISTRICT,LASBELA DISTRICT,TOTAL,ALL SEXES,NON-RELATIVE,05 - 09,1407
BALOCHISTAN,108,LASBELA DISTRICT,LASBELA DISTRICT,TOTAL,ALL SEXES,TOTAL,10 - 14,68595
BALOCHISTAN,108,LASBELA DISTRICT,LASBELA DISTRICT,TOTAL,ALL SEXES,HEAD,10 - 14,40
BALOCHISTAN,108,LASBELA DISTRICT,LASBELA DISTRICT,TOTAL,ALL SEXES,SPOUSE,10 - 14,0
BALOCHISTAN,108,LASBELA DISTRICT,LASBELA DISTRICT,TOTAL,ALL SEXES,SON/DAUGHTER,10 - 14,57004
BALOCHISTAN,108,LASBELA DISTRICT,LASBELA DISTRICT,TOTAL,ALL SEXES,DAUGHTER/SON IN LAW,10 - 14,0
BALOCHISTAN,108,LASBELA DISTRICT,LASBELA DISTRICT,TOTAL,ALL SEXES,GRAND SON/GRAND DAUGHTER,10 - 14,3244
BALOCHISTAN,108,LASBELA DISTRICT,LASBELA DISTRICT,TOTAL,ALL SEXES,FATHER/MOTHER,10 - 14,0
BALOCHISTAN,108,LASBELA DISTRICT,LASBELA DISTRICT,TOTAL,ALL SEXES,BROTHER/SISTER,10 - 14,2730
BALOCHISTAN,108,LASBELA DISTRICT,LASBELA DISTRICT,TOTAL,ALL SEXES,OTHER RELATIVE,10 - 14,4162
BALOCHISTAN,108,LASBELA DISTRICT,LASBELA DISTRICT,TOTAL,ALL SEXES,NON-RELATIVE,10 - 14,1415
BALOCHISTAN,108,LASBELA DISTRICT,LASBELA DISTRICT,TOTAL,ALL SEXES,TOTAL,15 - 19,56906
BALOCHISTAN,108,LASBELA DISTRICT,LASBELA DISTRICT,TOTAL,ALL SEXES,HEAD,15 - 19,977
