province_name,district_code,district_name,area_name,area_type,construction_age,total_by_age,percent_by_age,housing_component,housing_material,total_by_material,percent_by_material,count
BALOCHISTAN,108,LASBELA DISTRICT,LASBELA DISTRICT,TOTAL,UNDER CONSTRUCTION,1554,1.95,WALL,BAKED BRICKS/BLOCKS/STONES,32698,41.04,969
BALOCHISTAN,108,LASBELA DISTRICT,LASBELA DISTRICT,TOTAL,UNDER CONSTRUCTION,1554,1.95,WALL,UNBAKED BRICKS/MUD,31343,39.34,338
BALOCHISTAN,108,LASBELA DISTRICT,LASBELA DISTRICT,TOTAL,UNDER CONSTRUCTION,1554,1.95,WALL,WOOD/BAMBOO,12696,15.94,142
BALOCHISTAN,108,LASBELA DISTRICT,LASBELA DISTRICT,TOTAL,UNDER CONSTRUCTION,1554,1.95,WALL,OTHERS,2927,3.67,105
BALOCHISTAN,108,LASBELA DISTRICT,LASBELA DISTRICT,TOTAL,UNDER CONSTRUCTION,1554,1.95,ROOF,RCC/RBC,5616,7.05,259
BALOCHISTAN,108,LASBELA DISTRICT,LASBELA DISTRICT,TOTAL,UNDER CONSTRUCTION,1554,1.95,ROOF,CEMENT/IRON SHEETS,14292,17.94,289
BALOCHISTAN,108,LASBELA DISTRICT,LASBELA DISTRICT,TOTAL,UNDER CONSTRUCTION,1554,1.95,ROOF,GARDER/T.IRON,27142,34.07,653
BALOCHISTAN,108,LASBELA DISTRICT,LASBELA DISTRICT,TOTAL,UNDER CONSTRUCTION,1554,1.95,ROOF,WOOD/BAMBOO,29719,37.31,252
BALOCHISTAN,108,LASBELA DISTRICT,LASBELA DISTRICT,TOTAL,UNDER CONSTRUCTION,1554,1.95,ROOF,OTHERS,2895,3.63,101
BALOCHISTAN,108,LASBELA DISTRICT,LASBELA DISTRICT,TOTAL,LESS THAN 5 YEARS,11169,14.02,WALL,BAKED BRICKS/BLOCKS/STONES,32698,41.04,5705
BALOCHISTAN,108,LASBELA DISTRICT,LASBELA DISTRICT,TOTAL,LESS THAN 5 YEARS,11169,14.02,WALL,UNBAKED BRICKS/MUD,31343,39.34,2593
BALOCHISTAN,108,LASBELA DISTRICT,LASBELA DISTRICT,TOTAL,LESS THAN 5 YEARS,11169,14.02,WALL,WOOD/BAMBOO,12696,15.94,2326
BALOCHISTAN,108,LASBELA DISTRICT,LASBELA DISTRICT,TOTAL,LESS THAN 5 YEARS,11169,14.02,WALL,OTHERS,2927,3.67,545
BALOCHISTAN,108,LASBELA DISTRICT,LASBELA DISTRICT,TOTAL,LESS THAN 5 YEARS,11169,14.02,ROOF,RCC/RBC,5616,7.05,1311
BALOCHISTAN,108,LASBELA DISTRICT,LASBELA DISTRICT,TOTAL,LESS THAN 5 YEARS,11169,14.02,ROOF,CEMENT/IRON SHEETS,14292,17.94,2242
BALOCHISTAN,108,LASBELA DISTRICT,LASBELA DISTRICT,TOTAL,LESS THAN 5 YEARS,11169,14.02,ROOF,GARDER/T.IRON,27142,34.07,3290
BALOCHISTAN,108,LASBELA DISTRICT,LASBELA DISTRICT,TOTAL,LESS THAN 5 YEARS,11169,14.02,ROOF,WOOD/BAMBOO,29719,37.31,3874
BALOCHISTAN,108,LASBELA DISTRICT,LASBELA DISTRICT,TOTAL,LESS THAN 5 YEARS,11169,14.02,ROOF,OTHERS,2895,3.63,452
BALOCHISTAN,108,LASBELA DISTRICT,LASBELA DISTRICT,TOTAL,5-10 YEARS,27530,34.56,WALL,BAKED BRICKS/BLOCKS/STONES,32698,41.04,11990
BALOCHISTAN,108,LASBELA DISTRICT,LASBELA DISTRICT,TOTAL,5-10 YEARS,27530,34.56,WALL,UNBAKED BRICKS/MUD,31343,39.34,9994
