province_name,district_code,district_name,area_name,area_type,gender,nationality_status,age_group,count
BALOCHISTAN,108,LASBELA DISTRICT,LASBELA DISTRICT,TOTAL,ALL SEXES,TOTAL,ALL AGES,576271
BALOCHISTAN,108,LASBELA DISTRICT,LASBELA DISTRICT,TOTAL,ALL SEXES,PAKISTANI,ALL AGES,575327
BALOCHISTAN,108,LASBELA DISTRICT,LASBELA DISTRICT,TOTAL,ALL SEXES,NON-PAKISTANI,ALL AGES,944
BALOCHISTAN,108,LASBELA DISTRICT,LASBELA DISTRICT,RURAL,ALL SEXES,TOTAL,ALL AGES,294373
BALOCHISTAN,108,LASBELA DISTRICT,LASBELA DISTRICT,RURAL,ALL SEXES,PAKISTANI,ALL AGES,293899
BALOCHISTAN,108,LASBELA DISTRICT,LASBELA DISTRICT,RURAL,ALL SEXES,NON-PAKISTANI,ALL AGES,474
BALOCHISTAN,108,LASBELA DISTRICT,LASBELA DISTRICT,URBAN,ALL SEXES,TOTAL,ALL AGES,281898
BALOCHISTAN,108,LASBELA DISTRICT,LASBELA DISTRICT,URBAN,ALL SEXES,PAKISTANI,ALL AGES,281428
BALOCHISTAN,108,LASBELA DISTRICT,LASBELA DISTRICT,URBAN,ALL SEXES,NON-PAKISTANI,ALL AGES,470
BALOCHISTAN,108,LASBELA DISTRICT,LASBELA DISTRICT,TOTAL,ALL SEXES,TOTAL,00 - 04,89608
BALOCHISTAN,108,LASBELA DISTRICT,LASBELA DISTRICT,TOTAL,ALL SEXES,PAKISTANI,00 - 04,89477
BALOCHISTAN,108,LASBELA DISTRICT,LASBELA DISTRICT,TOTAL,ALL SEXES,NON-PAKISTANI,00 - 04,131
BALOCHISTAN,108,LASBELA DISTRICT,LASBELA DISTRICT,RURAL,ALL SEXES,TOTAL,00 - 04,46480
BALOCHISTAN,108,LASBELA DISTRICT,LASBELA DISTRICT,RURAL,ALL SEXES,PAKISTANI,00 - 04,46440
BALOCHISTAN,108,LASBELA DISTRICT,LASBELA DISTRICT,RURAL,ALL SEXES,NON-PAKISTANI,00 - 04,40
BALOCHISTAN,108,LASBELA DISTRICT,LASBELA DISTRICT,URBAN,ALL SEXES,TOTAL,00 - 04,43128
BALOCHISTAN,108,LASBELA DISTRICT,LASBELA DISTRICT,URBAN,ALL SEXES,PAKISTANI,00 - 04,43037
BALOCHISTAN,108,LASBELA DISTRICT,LASBELA DISTRICT,URBAN,ALL SEXES,NON-PAKISTANI,00 - 04,91
BALOCHISTAN,108,LASBELA DISTRICT,LASBELA DISTRICT,TOTAL,ALL SEXES,TOTAL,05 - 09,89023
BALOCHISTAN,108,LASBELA DISTRICT,LASBELA DISTRICT,TOTAL,ALL SEXES,PAKISTANI,05 - 09,88900
