province_name,district_code,district_name,area_name,area_type,construction_age,roof_material,total_by_roof_material,percent_by_roof_material,wall_material,total_by_wall_material,percent_by_wall_material,count
BALOCHISTAN,108,LASBELA DISTRICT,LASBELA DISTRICT,TOTAL,UNDER CONSTRUCTION,RCC/RBC,5616,7.05,BAKED BRICKS/BLOCKS/STONES,969,1.22,259
BALOCHISTAN,108,LASBELA DISTRICT,LASBELA DISTRICT,TOTAL,UNDER CONSTRUCTION,RCC/RBC,5616,7.05,UNBAKED BRICKS/MUD,338,0.42,0
BALOCHISTAN,108,LASBELA DISTRICT,LASBELA DISTRICT,TOTAL,UNDER CONSTRUCTION,RCC/RBC,5616,7.05,WOOD/BAMBOO,142,0.18,0
BALOCHISTAN,108,LASBELA DISTRICT,LASBELA DISTRICT,TOTAL,UNDER CONSTRUCTION,RCC/RBC,5616,7.05,OTHERS,105,0.13,0
BALOCHISTAN,108,LASBELA DISTRICT,LASBELA DISTRICT,TOTAL,LESS THAN 5 YEARS,RCC/RBC,5616,7.05,BAKED BRICKS/BLOCKS/STONES,5705,7.16,1311
BALOCHISTAN,108,LASBELA DISTRICT,LASBELA DISTRICT,TOTAL,LESS THAN 5 YEARS,RCC/RBC,5616,7.05,UNBAKED BRICKS/MUD,2593,3.25,0
BALOCHISTAN,108,LASBELA DISTRICT,LASBELA DISTRICT,TOTAL,LESS THAN 5 YEARS,RCC/RBC,5616,7.05,WOOD/BAMBOO,2326,2.92,0
BALOCHISTAN,108,LASBELA DISTRICT,LASBELA DISTRICT,TOTAL,LESS THAN 5 YEARS,RCC/RBC,5616,7.05,OTHERS,545,0.68,0
BALOCHISTAN,108,LASBELA DISTRICT,LASBELA DISTRICT,TOTAL,5 - 10 YEARS,RCC/RBC,5616,7.05,BAKED BRICKS/BLOCKS/STONES,11990,15.05,1906
BALOCHISTAN,108,LASBELA DISTRICT,LASBELA DISTRICT,TOTAL,5 - 10 YEARS,RCC/RBC,5616,7.05,UNBAKED BRICKS/MUD,9994,12.55,0
BALOCHISTAN,108,LASBELA DISTRICT,LASBELA DISTRICT,TOTAL,5 - 10 YEARS,RCC/RBC,5616,7.05,WOOD/BAMBOO,4037,5.07,0
BALOCHISTAN,108,LASBELA DISTRICT,LASBELA DISTRICT,TOTAL,5 - 10 YEARS,RCC/RBC,5616,7.05,OTHERS,1509,1.89,0
BALOCHISTAN,108,LASBELA DISTRICT,LASBELA DISTRICT,TOTAL,11 - 50 YEARS,RCC/RBC,5616,7.05,BAKED BRICKS/BLOCKS/STONES,13376,16.79,2076
BALOCHISTAN,108,LASBELA DISTRICT,LASBELA DISTRICT,TOTAL,11 - 50 YEARS,RCC/RBC,5616,7.05,UNBAKED BRICKS/MUD,15550,19.52,0
